name,instance,run_id,test_incremental_organization-company-news/macro_types/f1,test_incremental/macro_example/f1,test_incremental_only/macro_types/f1,test/macro_example/f1,test_pretraining/macro_types/precision,test_incremental_organization-company/macro_types/precision,test/macro_example/recall,test_incremental/macro_example/precision,test_incremental_only/macro_example/recall,test_pretraining/macro_types/recall,test_incremental/macro_example/recall,test_incremental_only/macro_example/f1,test_incremental/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/recall,test_incremental_organization-company-news/macro_types/precision,test/macro_example/precision,test_pretraining/macro_example/f1,test_incremental/micro/recall,test_incremental/macro_example_exclusive/precision,test_incremental/micro/precision,test_pretraining/micro/recall,test_incremental_only/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental/micro/f1,test_incremental_only/micro/precision,test_pretraining/macro_types/f1,test_incremental_organization-company-news/macro_types/recall,test_incremental_organization-company-broadcast/macro_types/f1,test/micro/recall,epoch,test_pretraining/micro/precision,test_incremental_organization-company-broadcast/macro_types/recall,test/micro/f1,test/macro_types/f1,test/macro_types/recall,test_incremental/macro_types/recall,test_incremental_only/macro_types/recall,threshold_incremental,test_pretraining/micro/f1,test_incremental/macro_types/f1,test_incremental_organization-company-broadcast/macro_types/precision,threshold_pretraining,test/macro_types/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental_organization-company/macro_types/f1,test_incremental_only/macro_example/precision,test_incremental_only/macro_example_exclusive/recall,test/micro/precision,test_incremental/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_organization-company/macro_types/recall,test_incremental_only/micro/f1,test_incremental_only/micro/recall,test_pretraining/macro_example/recall
kenn_hybrid_adapter_bert_ms,2,i425lhpn,0.12996390461921692,0.06447983533143997,0.23538298904895785,0.8502956628799438,0.8347358703613281,0.6844660043716431,0.8601596355438232,0.06660088896751404,0.018006905913352966,0.8045365810394287,0.062489718198776245,0.019268536940217015,0.7643312215805054,0.7407407760620117,0.07999999821186066,0.8406553268432617,0.8502956628799438,0.7233201861381531,0.7894737124443054,0.33763837814331055,0.850757896900177,0.14810810983181,0.6000000238418579,0.4603773355484009,0.125,0.8193580508232117,0.3461538553237915,0.3404255211353302,0.850757896900177,26,0.8114921450614929,0.800000011920929,0.8306612968444824,0.8193580508232117,0.8045365810394287,0.6569051742553711,0.5730769634246826,0.87,0.8306612968444824,0.4365492761135102,0.21621622145175937,0.33,0.8347358703613281,0.5579617619514465,0.7480106353759766,0.02072027698159218,0.5214285850524902,0.8114921450614929,0.3268941044807434,0.8406553268432617,0.8245614171028137,0.2009569406509399,0.5121951103210449,0.8601596355438232
kenn_top_down_adapter_bert_ms,2,1nu82zfd,0.3169398903846741,0.06192475184798241,0.46423569321632385,0.8576031923294067,0.8423137068748474,0.6844660043716431,0.8616983890533447,0.05804965645074845,0.025653675198554993,0.8122550249099731,0.06635421514511108,0.026942215859889984,0.7340437173843384,0.7865496873855591,0.221374049782753,0.8535467386245728,0.8576031923294067,0.7865612506866455,0.6881091594696045,0.4950248897075653,0.8538670539855957,0.3337639570236206,0.8214285373687744,0.6076335906982422,0.29591837525367737,0.8270113468170166,0.557692289352417,0.6105263233184814,0.8538670539855957,26,0.8361560702323914,0.9666666388511658,0.8449187278747559,0.8270113468170166,0.8122550249099731,0.7829735279083252,0.7621794939041138,0.22,0.8449187278747559,0.5720615983009338,0.446153849363327,0.33,0.8423137068748474,0.7801695466041565,0.7480106353759766,0.028367044404149055,0.7428571581840515,0.8361560702323914,0.4506646692752838,0.8535467386245728,0.8245614171028137,0.41726619005203247,0.707317054271698,0.8616983890533447
kenn_bottom_up_adapter_bert_ms,2,dh5fw0ji,0.3725490272045135,0.0652334988117218,0.557576060295105,0.8621989488601685,0.8511141538619995,0.6844660043716431,0.8601048588752747,0.06832757592201233,0.01776023581624031,0.8042488098144531,0.06240749731659889,0.0191264096647501,0.7732649445533752,0.7397661209106445,0.3799999952316284,0.8643032908439636,0.8621989488601685,0.7233201861381531,0.8099415302276611,0.6354166865348816,0.850757896900177,0.5493749976158142,0.6000000238418579,0.6765249967575073,0.5121951103210449,0.8270180821418762,0.3653846085071564,0.7419354915618896,0.850757896900177,26,0.8515852689743042,0.7666666507720947,0.8511713743209839,0.8270180821418762,0.8042488098144531,0.6522042751312256,0.5660256147384644,0.46,0.8511713743209839,0.6219648718833923,0.71875,0.33,0.8511141538619995,0.5538461804389954,0.7480106353759766,0.02072027698159218,0.5142857432365417,0.8515852689743042,0.5944053530693054,0.8643032908439636,0.8245614171028137,0.5121951103210449,0.5121951103210449,0.8601048588752747
kenn_hybrid_adapter_bert_ms,1,29u224ey,0.3030303120613098,0.05717865005135536,0.3544754683971405,0.8554190993309021,0.8378696441650391,0.6844660043716431,0.8623738288879395,0.04941621422767639,0.028367044404149055,0.8152901530265808,0.06783423572778702,0.02861158922314644,0.6777843236923218,0.804093599319458,0.1955307275056839,0.8485757112503052,0.8554190993309021,0.8142292499542236,0.5857700109481812,0.4095427393913269,0.8552273511886597,0.2248840034008026,0.8357143402099609,0.5449734926223755,0.21885521709918976,0.8264257311820984,0.6730769276618958,0.4054054021835327,0.8552273511886597,18,0.8216952681541443,1.0,0.8381260633468628,0.8264257311820984,0.8152901530265808,0.8325461745262146,0.8365384340286255,0.06999999999999999,0.8381260633468628,0.5200084447860718,0.2542372941970825,0.33,0.8378696441650391,0.8285099864006042,0.7480106353759766,0.028860382735729218,0.8214285969734192,0.8216952681541443,0.3780780136585235,0.8485757112503052,0.8245614171028137,0.3430079221725464,0.792682945728302,0.8623738288879395
kenn_top_down_adapter_bert_ms,1,29ck4z4v,0.20108696818351743,0.05597379803657532,0.21454556286334991,0.8419495820999146,0.833696722984314,0.6844660043716431,0.862521767616272,0.047442853450775146,0.029107052832841873,0.8160750865936279,0.06824535131454468,0.028983192518353466,0.6635022759437561,0.808966875076294,0.11708860844373704,0.822335958480835,0.8419495820999146,0.8221343755722046,0.5623781681060791,0.27513226866722107,0.85561603307724,0.12264686822891235,0.8357143402099609,0.4122893810272217,0.1218181848526001,0.8247917890548706,0.7115384340286255,0.22727273404598236,0.85561603307724,11,0.7849884033203125,1.0,0.8187819719314575,0.8247917890548706,0.8160750865936279,0.8453667163848877,0.8557692170143127,0.24,0.8187819719314575,0.45356014370918274,0.12820513546466827,0.33,0.833696722984314,0.8392705321311951,0.7480106353759766,0.028860382735729218,0.8428571224212646,0.7849884033203125,0.30991992354393005,0.822335958480835,0.8245614171028137,0.21202531456947327,0.8170731663703918,0.862521767616272
kenn_bottom_up_adapter_bert_ms,1,3vbndomg,0.4754098355770111,0.061015535145998,0.4727687239646912,0.8591461777687073,0.8426767587661743,0.6844660043716431,0.8616283535957336,0.05665186420083046,0.024913664907217022,0.8122550249099731,0.06610754877328873,0.02527825348079205,0.7232661247253418,0.7836257219314575,0.41428571939468384,0.8566782474517822,0.8591461777687073,0.7865612506866455,0.6715400218963623,0.5195822715759277,0.8538670539855957,0.3426568806171417,0.7428571581840515,0.6257861852645874,0.32768362760543823,0.8271862864494324,0.557692289352417,0.42335763573646545,0.8538670539855957,7,0.8391902446746826,0.9666666388511658,0.8464650511741638,0.8271862864494324,0.8122550249099731,0.7829735279083252,0.7621794939041138,0.4,0.8464650511741638,0.576815128326416,0.2710280418395996,0.33,0.8426767587661743,0.7319860458374023,0.7480106353759766,0.025653675198554993,0.7214285731315613,0.8391902446746826,0.4565932750701904,0.8566782474517822,0.8245614171028137,0.4478764533996582,0.707317054271698,0.8616283535957336
kenn_hybrid_adapter_bert_ms,0,v70ak9w1,0.1621621698141098,0.06451848894357681,0.21115519106388092,0.8495989441871643,0.8338791131973267,0.6844660043716431,0.8604651093482971,0.06586087495088577,0.0194869264960289,0.8065773844718933,0.06322973221540451,0.020755305886268616,0.764789342880249,0.7495126724243164,0.10588235408067705,0.8390038013458252,0.8495989441871643,0.7351778745651245,0.780701756477356,0.3333333432674408,0.8513408303260803,0.12711700797080994,0.6428571939468384,0.4586929678916931,0.12784090638160706,0.8200011253356934,0.3461538553237915,0.25471699237823486,0.8513408303260803,20,0.8096470236778259,0.8999999761581421,0.82997065782547,0.8200011253356934,0.8065773844718933,0.6902384757995605,0.6230769157409668,0.88,0.82997065782547,0.4305998086929322,0.14835165441036224,0.33,0.8338791131973267,0.6010143756866455,0.7480106353759766,0.022200295701622963,0.5642857551574707,0.8096470236778259,0.31290000677108765,0.8390038013458252,0.8245614171028137,0.2073732614517212,0.5487805008888245,0.8604651093482971
kenn_top_down_adapter_bert_ms,0,vs92gj0y,0.4179104268550873,0.0636567622423172,0.4811297357082367,0.8599119186401367,0.8432784080505371,0.6844660043716431,0.8614118099212646,0.061667487025260925,0.02442032471299171,0.8111823797225952,0.06577865779399872,0.025705603882670403,0.7545745968818665,0.7797271013259888,0.3414634168148041,0.858417272567749,0.8599119186401367,0.7786561250686646,0.7309941053390503,0.5426997542381287,0.8534784317016602,0.3573983907699585,0.785714328289032,0.6396104097366333,0.35668790340423584,0.8269190788269043,0.5384615659713745,0.5333333611488342,0.8534784317016602,21,0.842024564743042,0.9333333373069764,0.8477128148078918,0.8269190788269043,0.8111823797225952,0.7654521465301514,0.735897421836853,0.43,0.8477128148078918,0.5796423554420471,0.3733333349227905,0.33,0.8432784080505371,0.7443609833717346,0.7480106353759766,0.027133692055940628,0.7071428894996643,0.842024564743042,0.4664209485054016,0.858417272567749,0.8245614171028137,0.4686192870140076,0.6829268336296082,0.8614118099212646
kenn_bottom_up_adapter_bert_ms,0,yyk3hxfe,0.32258063554763794,0.06565400958061218,0.4068072736263275,0.860021710395813,0.840992271900177,0.6844660043716431,0.8604689836502075,0.06808090955018997,0.019733596593141556,0.8066820502281189,0.06339417397975922,0.021110357716679573,0.7782496213912964,0.7514619827270508,0.2777777910232544,0.8595749139785767,0.860021710395813,0.739130437374115,0.8070175647735596,0.5223463773727417,0.8515352010726929,0.3013888895511627,0.6571428775787354,0.6121113300323486,0.30263158679008484,0.823479950428009,0.3846153914928436,0.47272729873657227,0.8515352010726929,21,0.8409134745597839,0.8666666746139526,0.8461910486221313,0.823479950428009,0.8066820502281189,0.691947877407074,0.6256410479545593,0.64,0.8461910486221313,0.5296952128410339,0.32499998807907104,0.33,0.840992271900177,0.611295759677887,0.7480106353759766,0.022693634033203125,0.5714285969734192,0.8409134745597839,0.4290812611579895,0.8595749139785767,0.8245614171028137,0.3931624293327331,0.5609756112098694,0.8604689836502075
box_adapter_bert_ms,2,2node99c,0.03872889652848244,0.05675843730568886,0.35548079013824463,0.6809418201446533,0.7292145490646362,0.7247191071510315,0.8045172095298767,0.05106067657470703,0.030093733221292496,0.6748627424240112,0.06388752162456512,0.03150437772274017,0.6728032231330872,0.7573099136352539,0.01987767592072487,0.5902745723724365,0.6809418201446533,0.7747035622596741,0.6052631735801697,0.08888889104127884,0.7940147519111633,0.22532345354557037,0.9571428298950196,0.1594792604446411,0.03305377438664436,0.7009866833686829,0.75,0.5894736647605896,0.7940147519111633,37,0.6039911508560181,0.9333333373069764,0.6860884428024292,0.7009866833686829,0.6748627424240112,0.8125730752944946,0.8416666984558105,0.99,0.6860884428024292,0.5286732912063599,0.4307692348957062,0.26,0.7292145490646362,0.912276804447174,0.7392550110816956,0.03305377438664436,0.8714286088943481,0.6039911508560181,0.3917886614799499,0.5902745723724365,0.7543859481811523,0.06353722512722015,0.8170731663703918,0.8045172095298767
