name,instance,run_id,test_incremental/macro_types/f1,test_incremental_only/macro_example/precision,test/macro_example/f1,test_incremental/micro/precision,test_incremental_only/macro_types/f1,test/macro_types/f1,test_incremental_internet/macro_types/f1,test_incremental_internet-website/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test_incremental/macro_example/recall,test_pretraining/macro_types/precision,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_incremental_internet-website/macro_types/precision,epoch,threshold_incremental,test_incremental_only/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_types/precision,test_pretraining/micro/recall,test_incremental_only/micro/recall,test/macro_types/precision,test/macro_example/precision,test_incremental/macro_example/f1,test_incremental_internet/macro_types/recall,test/micro/precision,threshold_pretraining,test_incremental/macro_types/recall,test/micro/recall,test_pretraining/macro_types/f1,test_incremental_internet-website/macro_types/recall,test/macro_types/recall,test_incremental/micro/recall,test_pretraining/macro_example/recall,test_incremental_only/macro_example/recall,test_incremental_internet/macro_types/precision,test/macro_example/recall,test_pretraining/micro/f1,test_pretraining/macro_example/f1,test_incremental_only/micro/f1,test/micro/f1,test_incremental_only/micro/precision,test_pretraining/macro_types/recall,test_incremental_only/macro_example_exclusive/recall,test_incremental/macro_types/precision,test_incremental_only/macro_example/f1,test_pretraining/macro_example/precision,test_incremental/micro/f1,test_pretraining/micro/precision,test_incremental/macro_example_exclusive/f1
no_init_box_kenn_top_down_adapter_bert_ms,0,2w3cevnc,0.7801418900489807,0.009046625345945358,0.9154318571090698,0.7719298005104065,0.7536232471466064,0.850115180015564,0.75,0.7536232471466064,0.8666666746139526,0.007654836867004633,0.8857609033584595,0.009394572116434574,0.7333333492279053,0.6666666865348816,40,0.06999999999999999,0.8666666746139526,0.8666666746139526,0.9000000953674316,0.6666666865348816,0.8804824352264404,0.8666666746139526,0.8857609033584595,0.9242693185806274,0.008435942232608795,0.6000000238418579,0.9028558731079102,0.25,0.7333333492279053,0.8804824352264404,0.850115180015564,0.8666666746139526,0.8172273635864258,0.7333333492279053,0.9067617654800416,0.009046625345945358,1.0,0.9067617654800416,0.891528844833374,0.9154318571090698,0.7536232471466064,0.891528844833374,0.6666666865348816,0.8172273635864258,0.8666666746139526,0.8333333730697632,0.009046625345945358,0.9242693185806274,0.7521368265151978,0.9028558731079102,0.8081633448600769
no_init_box_kenn_bottom_up_adapter_bert_ms,0,hgiospa1,0.7806692123413086,0.009394572116434574,0.9154038429260254,0.7377049326896667,0.7397260665893555,0.8501182198524475,0.75,0.7397260665893555,0.9000000953674316,0.007828810252249241,0.8849857449531555,0.009394572116434574,0.7500000596046448,0.6279069781303406,39,0.01,0.8999999761581421,0.9000000953674316,0.9000000953674316,0.6279069781303406,0.8807017803192139,0.8999999761581421,0.8849857449531555,0.9240316152572632,0.008540519513189793,0.6000000238418579,0.9022691249847412,0.25,0.75,0.8807017803192139,0.8501182198524475,0.8999999761581421,0.8178940415382385,0.75,0.906935691833496,0.009394572116434574,1.0,0.906935691833496,0.891355037689209,0.9154038429260254,0.7397260665893555,0.891355037689209,0.6279069781303406,0.8178940415382385,0.9000000953674316,0.8139535188674927,0.009394572116434574,0.9240316152572632,0.7438015937805176,0.9022691249847412,0.8181819319725037
smart_init_box_adapter_bert_ms,2,wrrre1zt,0.7807262539863586,0.00730688963085413,0.9155098795890808,0.975000023841858,0.807692289352417,0.8509396314620972,0.75,0.807692289352417,0.7000000476837158,0.006784969009459019,0.8915184736251831,0.007654836401343346,0.6500000357627869,0.9545454382896424,27,0.49,0.699999988079071,0.7000000476837158,0.7333333492279053,0.9545454382896424,0.8793859481811523,0.699999988079071,0.8915184736251831,0.9248144626617432,0.007193701807409525,0.6000000238418579,0.9051918983459472,0.25,0.6499999761581421,0.8793859481811523,0.8509396314620972,0.699999988079071,0.8138940334320068,0.6499999761581421,0.90639066696167,0.00730688963085413,1.0,0.90639066696167,0.8921023607254028,0.9155098795890808,0.807692289352417,0.8921023607254028,0.9545454382896424,0.8138940334320068,0.7000000476837158,0.9772727489471436,0.00730688963085413,0.9248144626617432,0.7800000309944153,0.9051918983459472,0.6891565918922424
smart_init_box_adapter_bert_ms,1,k7hnlihv,0.682759165763855,0.01009046658873558,0.9111607074737548,0.30128204822540283,0.34523805975914,0.8469574451446533,0.75,0.34523805975914,0.9666666984558104,0.008176757022738457,0.8766304850578308,0.01009046658873558,0.783333420753479,0.21014492213726044,17,0.01,0.9666666388511658,0.9666666984558104,0.9666666984558104,0.21014492213726044,0.8811403512954712,0.9666666388511658,0.8766304850578308,0.9151298999786376,0.009033369831740856,0.6000000238418579,0.8838539123535156,0.25,0.7833333015441895,0.8811403512954712,0.8469574451446533,0.9666666388511658,0.819227397441864,0.7833333611488342,0.9072256684303284,0.01009046658873558,1.0,0.9072256684303284,0.8824950456619263,0.9111607074737548,0.34523805975914,0.8824950456619263,0.21014492213726044,0.819227397441864,0.9666666984558104,0.6050724387168884,0.01009046658873558,0.9151298999786376,0.43518516421318054,0.8838539123535156,0.8653969168663025
smart_init_box_adapter_bert_ms,0,26qsyu3t,0.7096774578094482,0.005219206679612398,0.9148682355880736,1.0,0.6666666865348816,0.8491600751876831,0.75,0.6666666865348816,0.5,0.005741127301007509,0.8924275636672974,0.008350730873644352,0.5500000715255737,1.0,28,0.74,0.5,0.5,0.8000000715255737,1.0,0.8780701756477356,0.5,0.8924275636672974,0.9246404767036438,0.00680429907515645,0.6000000238418579,0.905267894268036,0.25,0.550000011920929,0.8780701756477356,0.8491600751876831,0.5,0.8098940253257751,0.550000011920929,0.9053003787994384,0.005219206679612398,1.0,0.9053003787994384,0.8914616107940674,0.9148682355880736,0.6666666865348816,0.8914616107940674,1.0,0.8098940253257751,0.5,1.0,0.005219206679612398,0.9246404767036438,0.7096774578094482,0.905267894268036,0.6518518924713135
no_init_kenn_horizontal_adapter_bert_ms,2,2vg3hsb1,0.8065467476844788,0.009394572116434574,0.9210113883018494,0.746268630027771,0.7499999403953552,0.8803017735481262,0.8363636136054993,0.7499999403953552,0.9000000953674316,0.008698677644133568,0.8990607857704163,0.00974251888692379,0.8333333730697632,0.6428571343421936,40,0.33,0.8999999761581421,0.9000000953674316,0.9333333969116212,0.6428571343421936,0.898903489112854,0.8999999761581421,0.8990607857704163,0.9272964596748352,0.0091910557821393,0.7666666507720947,0.911293923854828,0.375,0.8333333134651184,0.898903489112854,0.8803017735481262,0.8999999761581421,0.8623095154762268,0.8333333134651184,0.9148110151290894,0.009394572116434574,0.9200000166893004,0.9148110151290894,0.905056357383728,0.9210113883018494,0.7499999403953552,0.905056357383728,0.6428571343421936,0.8623095154762268,0.9000000953674316,0.7814285755157471,0.009394572116434574,0.9272964596748352,0.7874014973640442,0.911293923854828,0.8805031776428223
no_init_kenn_horizontal_adapter_bert_ms,1,1ctfaaae,0.7417929172515869,0.008698677644133568,0.9197524189949036,0.607594907283783,0.5952380895614624,0.8778809905052185,0.8363636136054993,0.5952380895614624,0.8333333730697632,0.008350730873644352,0.8954628705978394,0.00974251888692379,0.8000000715255737,0.46296295523643494,26,0.38,0.8333333134651184,0.833333432674408,0.9333333969116212,0.46296295523643494,0.8984649181365967,0.8333333134651184,0.8954628705978394,0.9248898029327391,0.008993093855679035,0.7666666507720947,0.908425748348236,0.375,0.7999999523162842,0.8984649181365967,0.8778809905052185,0.8333333134651184,0.8609762191772461,0.800000011920929,0.914671778678894,0.008698677644133568,0.9200000166893004,0.914671778678894,0.9034178853034972,0.9197524189949036,0.5952380895614624,0.9034178853034972,0.46296295523643494,0.8609762191772461,0.8333333730697632,0.6914814710617065,0.008698677644133568,0.9248898029327391,0.6906474828720093,0.908425748348236,0.8615385293960571
no_init_kenn_horizontal_adapter_bert_ms,0,1t4drfr2,0.7682799100875854,0.009046625345945358,0.9200581908226012,0.662162184715271,0.658227801322937,0.878877580165863,0.8363636136054993,0.658227801322937,0.8666666746139526,0.008524704724550247,0.8968158960342407,0.009046625345945358,0.8166667222976685,0.5306122303009033,68,0.51,0.8666666746139526,0.8666666746139526,0.8666666746139526,0.5306122303009033,0.8986842036247253,0.8666666746139526,0.8968158960342407,0.92559152841568,0.008777913637459278,0.7666666507720947,0.9096559286117554,0.375,0.8166666626930237,0.8986842036247253,0.878877580165863,0.8666666746139526,0.8616428375244141,0.8166666626930237,0.91459059715271,0.009046625345945358,0.9200000166893004,0.91459059715271,0.904136836528778,0.9200581908226012,0.658227801322937,0.904136836528778,0.5306122303009033,0.8616428375244141,0.8666666746139526,0.7253061532974243,0.009046625345945358,0.92559152841568,0.7313432693481445,0.9096559286117554,0.8409241437911987
smart_init_kenn_hybrid_adapter_bert_ms,2,c4a3pk5i,0.8348872661590576,0.009046625345945358,0.9214827418327332,0.8448275923728943,0.8253968358039856,0.8813411593437195,0.8363636136054993,0.8253968358039856,0.8666666746139526,0.008524704724550247,0.9019612073898317,0.009046625345945358,0.8166667222976685,0.7878788113594055,6,0.16,0.8666666746139526,0.8666666746139526,0.8666666746139526,0.7878788113594055,0.8986842036247253,0.8666666746139526,0.9019612073898317,0.9284794926643372,0.008777913637459278,0.7666666507720947,0.9128981828689576,0.375,0.8166666626930237,0.8986842036247253,0.8813411593437195,0.8666666746139526,0.8616428375244141,0.8166666626930237,0.91459059715271,0.009046625345945358,0.9200000166893004,0.91459059715271,0.905735433101654,0.9214827418327332,0.8253968358039856,0.905735433101654,0.7878788113594055,0.8616428375244141,0.8666666746139526,0.853939414024353,0.009046625345945358,0.9284794926643372,0.8305084705352783,0.9128981828689576,0.8409241437911987
smart_init_kenn_top_down_adapter_bert_ms,2,gzfp27no,0.8348872661590576,0.009046625345945358,0.9214827418327332,0.8448275923728943,0.8253968358039856,0.8813411593437195,0.8363636136054993,0.8253968358039856,0.8666666746139526,0.008524704724550247,0.9019612073898317,0.009046625345945358,0.8166667222976685,0.7878788113594055,6,0.52,0.8666666746139526,0.8666666746139526,0.8666666746139526,0.7878788113594055,0.8986842036247253,0.8666666746139526,0.9019612073898317,0.9284794926643372,0.008777913637459278,0.7666666507720947,0.9128981828689576,0.375,0.8166666626930237,0.8986842036247253,0.8813411593437195,0.8666666746139526,0.8616428375244141,0.8166666626930237,0.91459059715271,0.009046625345945358,0.9200000166893004,0.91459059715271,0.905735433101654,0.9214827418327332,0.8253968358039856,0.905735433101654,0.7878788113594055,0.8616428375244141,0.8666666746139526,0.853939414024353,0.009046625345945358,0.9284794926643372,0.8305084705352783,0.9128981828689576,0.8409241437911987
smart_init_kenn_bottom_up_adapter_bert_ms,2,g9xttg93,0.8450295925140381,0.009394572116434574,0.9215644001960754,0.8474576473236084,0.84375,0.8817493915557861,0.8363636136054993,0.84375,0.9000000953674316,0.008698677644133568,0.9020860195159912,0.009394572116434574,0.8333333730697632,0.7941176295280457,7,0.24,0.8999999761581421,0.9000000953674316,0.9000000953674316,0.7941176295280457,0.898903489112854,0.8999999761581421,0.9020860195159912,0.9285258650779724,0.009033242240548134,0.7666666507720947,0.9129176139831544,0.375,0.8333333134651184,0.898903489112854,0.8817493915557861,0.8999999761581421,0.8623095154762268,0.8333333134651184,0.9147065877914428,0.009394572116434574,0.9200000166893004,0.9147065877914428,0.9058563709259032,0.9215644001960754,0.84375,0.9058563709259032,0.7941176295280457,0.8623095154762268,0.9000000953674316,0.8570588231086731,0.009394572116434574,0.9285258650779724,0.8403361439704895,0.9129176139831544,0.8653846979141235
smart_init_kenn_hybrid_adapter_bert_ms,1,h3sj8w6n,0.8441492319107056,0.00974251888692379,0.9217383861541748,0.8225806355476379,0.8358209133148193,0.8817404508590698,0.8363636136054993,0.8358209133148193,0.9333333969116212,0.008872651495039463,0.901338756084442,0.00974251888692379,0.8500000238418579,0.7567567825317383,8,0.13,0.9333333373069764,0.9333333969116212,0.9333333969116212,0.7567567825317383,0.8991228342056274,0.9333333373069764,0.901338756084442,0.9286998510360718,0.00928726140409708,0.7666666507720947,0.9125306010246276,0.375,0.8500000238418579,0.8991228342056274,0.8817404508590698,0.9333333373069764,0.8629761934280396,0.8500000238418579,0.9148805737495422,0.00974251888692379,0.9200000166893004,0.9148805737495422,0.9057771563529968,0.9217383861541748,0.8358209133148193,0.9057771563529968,0.7567567825317383,0.8629761934280396,0.9333333969116212,0.8383784294128418,0.00974251888692379,0.9286998510360718,0.8360655307769775,0.9125306010246276,0.8897196650505066
smart_init_kenn_top_down_adapter_bert_ms,1,yp9zh3w9,0.7120212912559509,0.010438413359224796,0.9176801443099976,0.392592579126358,0.4285714626312256,0.8777709007263184,0.8363636136054993,0.4285714626312256,1.0,0.00922059826552868,0.8916581869125366,0.010438413359224796,0.8833333849906921,0.27272728085517883,8,0.02,1.0,1.0,1.0,0.27272728085517883,0.8995614051818848,1.0,0.8916581869125366,0.920262098312378,0.009791785851120949,0.7666666507720947,0.8983793258666992,0.375,0.8833333253860474,0.8995614051818848,0.8777709007263184,1.0,0.864309549331665,0.8833333253860474,0.915112555027008,0.010438413359224796,0.9200000166893004,0.915112555027008,0.8989700078964233,0.9176801443099976,0.4285714626312256,0.8989700078964233,0.27272728085517883,0.864309549331665,1.0,0.5963636636734009,0.010438413359224796,0.920262098312378,0.54358971118927,0.8983793258666992,0.9380530714988708
smart_init_kenn_bottom_up_adapter_bert_ms,1,it7wipi5,0.8295180797576904,0.00974251888692379,0.9215670228004456,0.7846153974533081,0.7999999523162842,0.881196916103363,0.8363636136054993,0.7999999523162842,0.9333333969116212,0.008872651495039463,0.9002035856246948,0.00974251888692379,0.8500000238418579,0.699999988079071,10,0.19,0.9333333373069764,0.9333333969116212,0.9333333969116212,0.699999988079071,0.8991228342056274,0.9333333373069764,0.9002035856246948,0.928351879119873,0.00928726140409708,0.7666666507720947,0.9119216799736024,0.375,0.8500000238418579,0.8991228342056274,0.881196916103363,0.9333333373069764,0.8629761934280396,0.8500000238418579,0.9148805737495422,0.00974251888692379,0.9200000166893004,0.9148805737495422,0.9054770469665528,0.9215670228004456,0.7999999523162842,0.9054770469665528,0.699999988079071,0.8629761934280396,0.9333333969116212,0.8100000023841858,0.00974251888692379,0.928351879119873,0.8160000443458557,0.9119216799736024,0.8897196650505066
smart_init_kenn_hybrid_adapter_bert_ms,0,yk6ngona,0.8421052694320679,0.007654836401343346,0.9211918711662292,0.957446813583374,0.8461538553237915,0.8819580674171448,0.8363636136054993,0.8461538553237915,0.7333333492279053,0.007828810252249241,0.9062036275863647,0.008002784103155136,0.75,1.0,5,0.96,0.7333333492279053,0.7333333492279053,0.7666667103767395,1.0,0.8978070020675659,0.7333333492279053,0.9062036275863647,0.9284389019012452,0.00791484210640192,0.7666666507720947,0.914247453212738,0.375,0.75,0.8978070020675659,0.8819580674171448,0.7333333492279053,0.8589761853218079,0.75,0.9140570163726808,0.007654836401343346,0.9200000166893004,0.9140570163726808,0.9059526920318604,0.9211918711662292,0.8461538553237915,0.9059526920318604,1.0,0.8589761853218079,0.7333333492279053,0.9600000381469728,0.007654836401343346,0.9284389019012452,0.84112149477005,0.914247453212738,0.7582418322563171
smart_init_kenn_top_down_adapter_bert_ms,0,ja96wmuw,0.8421052694320679,0.007654836401343346,0.9211918711662292,0.957446813583374,0.8461538553237915,0.8819580674171448,0.8363636136054993,0.8461538553237915,0.7333333492279053,0.007828810252249241,0.9062036275863647,0.008002784103155136,0.75,1.0,5,0.97,0.7333333492279053,0.7333333492279053,0.7666667103767395,1.0,0.8978070020675659,0.7333333492279053,0.9062036275863647,0.9284389019012452,0.00791484210640192,0.7666666507720947,0.914247453212738,0.375,0.75,0.8978070020675659,0.8819580674171448,0.7333333492279053,0.8589761853218079,0.75,0.9140570163726808,0.007654836401343346,0.9200000166893004,0.9140570163726808,0.9059526920318604,0.9211918711662292,0.8461538553237915,0.9059526920318604,1.0,0.8589761853218079,0.7333333492279053,0.9600000381469728,0.007654836401343346,0.9284389019012452,0.84112149477005,0.914247453212738,0.7582418322563171
smart_init_kenn_bottom_up_adapter_bert_ms,0,gr80vjtx,0.8421052694320679,0.007654836401343346,0.9211918711662292,0.957446813583374,0.8461538553237915,0.8819580674171448,0.8363636136054993,0.8461538553237915,0.7333333492279053,0.007828810252249241,0.9062036275863647,0.008002784103155136,0.75,1.0,5,0.8400000000000001,0.7333333492279053,0.7333333492279053,0.7666667103767395,1.0,0.8978070020675659,0.7333333492279053,0.9062036275863647,0.9284389019012452,0.00791484210640192,0.7666666507720947,0.914247453212738,0.375,0.75,0.8978070020675659,0.8819580674171448,0.7333333492279053,0.8589761853218079,0.75,0.9140570163726808,0.007654836401343346,0.9200000166893004,0.9140570163726808,0.9059526920318604,0.9211918711662292,0.8461538553237915,0.9059526920318604,1.0,0.8589761853218079,0.7333333492279053,0.9600000381469728,0.007654836401343346,0.9284389019012452,0.84112149477005,0.914247453212738,0.7582418322563171
