name,test_pretraining/macro_example/f1/mean,test_incremental/macro_example_exclusive/f1/mean,test_incremental/macro_types/precision/mean,test/macro_types/f1/mean,test_incremental/macro_types/f1/mean,test_incremental/micro/precision/mean,test_pretraining/macro_example/recall/mean,test_incremental/macro_example/precision/mean,test_incremental_only/micro/precision/mean,test/micro/precision/mean,test/macro_types/recall/mean,test_incremental/micro/recall/mean,test_incremental_only/micro/f1/mean,test_incremental_only/macro_types/f1/mean,test_incremental_internet-website/macro_types/precision/mean,test/micro/f1/mean,threshold_pretraining/mean,test/macro_example/recall/mean,test_pretraining/micro/recall/mean,test_incremental/macro_example_exclusive/recall/mean,test_incremental/macro_types/recall/mean,test_incremental/macro_example_exclusive/precision/mean,test_incremental_only/macro_example_exclusive/recall/mean,test_pretraining/macro_example/precision/mean,test_incremental_only/micro/recall/mean,test_incremental_only/macro_types/recall/mean,test_incremental_only/macro_types/precision/mean,test_incremental_only/macro_example_exclusive/precision/mean,test_pretraining/micro/f1/mean,test_incremental/macro_example/recall/mean,test_incremental_internet/macro_types/recall/mean,test_incremental_only/macro_example_exclusive/f1/mean,test_incremental_internet-website/macro_types/recall/mean,threshold_incremental/mean,test_pretraining/macro_types/f1/mean,test_incremental_only/macro_example/recall/mean,test/macro_example/f1/mean,test/micro/recall/mean,test_incremental_internet/macro_types/f1/mean,test_incremental_internet/macro_types/precision/mean,test/macro_example/precision/mean,test_pretraining/micro/precision/mean,epoch/mean,test/macro_types/precision/mean,test_incremental/macro_example/f1/mean,test_incremental_only/macro_example/f1/mean,test_incremental_only/macro_example/precision/mean,test_incremental_internet-website/macro_types/f1/mean,test_incremental/micro/f1/mean,test_pretraining/macro_types/recall/mean,test_pretraining/macro_types/precision/mean,test_pretraining/macro_example/f1/std,test_incremental/macro_example_exclusive/f1/std,test_incremental/macro_types/precision/std,test/macro_types/f1/std,test_incremental/macro_types/f1/std,test_incremental/micro/precision/std,test_pretraining/macro_example/recall/std,test_incremental/macro_example/precision/std,test_incremental_only/micro/precision/std,test/micro/precision/std,test/macro_types/recall/std,test_incremental/micro/recall/std,test_incremental_only/micro/f1/std,test_incremental_only/macro_types/f1/std,test_incremental_internet-website/macro_types/precision/std,test/micro/f1/std,threshold_pretraining/std,test/macro_example/recall/std,test_pretraining/micro/recall/std,test_incremental/macro_example_exclusive/recall/std,test_incremental/macro_types/recall/std,test_incremental/macro_example_exclusive/precision/std,test_incremental_only/macro_example_exclusive/recall/std,test_pretraining/macro_example/precision/std,test_incremental_only/micro/recall/std,test_incremental_only/macro_types/recall/std,test_incremental_only/macro_types/precision/std,test_incremental_only/macro_example_exclusive/precision/std,test_pretraining/micro/f1/std,test_incremental/macro_example/recall/std,test_incremental_internet/macro_types/recall/std,test_incremental_only/macro_example_exclusive/f1/std,test_incremental_internet-website/macro_types/recall/std,threshold_incremental/std,test_pretraining/macro_types/f1/std,test_incremental_only/macro_example/recall/std,test/macro_example/f1/std,test/micro/recall/std,test_incremental_internet/macro_types/f1/std,test_incremental_internet/macro_types/precision/std,test/macro_example/precision/std,test_pretraining/micro/precision/std,epoch/std,test/macro_types/precision/std,test_incremental/macro_example/f1/std,test_incremental_only/macro_example/f1/std,test_incremental_only/macro_example/precision/std,test_incremental_internet-website/macro_types/f1/std,test_incremental/micro/f1/std,test_pretraining/macro_types/recall/std,test_pretraining/macro_types/precision/std
no_init_box_kenn_bottom_up_adapter_bert_ms,0.9143073956171671,0.7463075915972391,0.7601046562194824,0.8480360507965088,0.7229171395301819,0.6365387340386709,0.9066844383875529,0.008350730873644352,0.5202093223730723,0.8989376425743103,0.8158940474192301,0.699999988079071,0.5981984933217367,0.5981984933217367,0.5202093223730723,0.8893808921178182,0.25,0.9066844383875529,0.8800438642501831,0.7000000675519308,0.700000007947286,0.8000000715255737,0.8000000715255737,0.9220637480417887,0.799999992052714,0.799999992052714,0.5202093223730723,0.8000000715255737,0.8893808921178182,0.00730688963085413,0.6000000238418579,0.8000000715255737,0.799999992052714,0.043333333333333335,0.8480360507965088,0.008350730873644352,0.9143073956171671,0.8800438642501831,0.75,1.0,0.9220637480417887,0.8989376425743103,41.333333333333336,0.8828317920366923,0.007790266380955775,0.008350730873644352,0.008350730873644352,0.5981984933217367,0.6458241740862528,0.8158940474192301,0.8828317920366923,0.0014066850851980912,0.07205455054200594,0.11265060591537249,0.001025697447389275,0.028424077474114014,0.223816249793403,0.0002749888392114134,0.0010438412427902222,0.22530119583448152,0.0065711737219728275,0.002000004053189873,0.050000011920928955,0.15226661210573583,0.15226661210573583,0.22530119583448152,0.0029110667064146905,0.0,0.0002749888392114134,0.0006579160690307617,0.049999982118609516,0.050000011920940786,0.10000002384185791,0.10000002384185791,0.0031081486010999465,0.09999999403953702,0.09999999403953702,0.22530119583448152,0.10000002384185791,0.0029110667064146905,0.0005219206213951111,0.0,0.10000002384185791,0.09999999403953702,0.04932882862316248,0.001025697447389275,0.0010438412427902222,0.0014066850851980912,0.0006579160690307617,0.0,0.0,0.0031081486010999465,0.0065711737219728275,9.018499505645789,0.004506041148964936,0.0007521347376698936,0.0010438412427902222,0.0010438412427902222,0.15226661210573583,0.11523365162014798,0.002000004053189873,0.004506041148964936
no_init_box_kenn_horizontal_adapter_bert_ms,0.9149661064147949,0.7544642686843872,0.8661588430404663,0.8501107891400655,0.773573120435079,0.8131869633992513,0.9067076444625854,0.00846671344091495,0.7323176860809326,0.9030293027559916,0.8161162734031677,0.7055555582046509,0.7499420444170634,0.7499420444170634,0.7323176860809326,0.8914239605267843,0.25,0.9067076444625854,0.8801169792811075,0.7055556178092957,0.7055555582046509,0.8111111919085184,0.8111111919085184,0.9233781894048055,0.8111110925674438,0.8111110925674438,0.7323176860809326,0.8111111919085184,0.8914239605267843,0.00736488060404857,0.6000000238418579,0.8111111720403036,0.8111110925674438,0.04666666666666666,0.8501107891400655,0.00846671344091495,0.9149661064147949,0.8801169792811075,0.75,1.0,0.9233781894048055,0.9030293027559916,53.333333333333336,0.8870739539464315,0.007875408977270126,0.00846671344091495,0.00846671344091495,0.7499420444170634,0.7462460199991862,0.8161162734031677,0.8870739539464315,0.0008921684335681311,0.0551811150773,0.10571982406670385,0.0011277664314543626,0.023101579791902593,0.17158922186312905,0.00020162294656812286,0.0008035491841217777,0.21143963922725334,0.0027668121230974836,0.0015395923670097986,0.03849001565179121,0.10029298310168532,0.10029298310168532,0.21143963922725334,0.001090860162902203,0.0,0.00020162294656812286,0.0005064525551595683,0.03849001565179121,0.03849001565179121,0.07698004850996705,0.07698004850996705,0.0020177250123825964,0.07698003130358241,0.07698003130358241,0.21143963922725334,0.07698004850996705,0.001090860162902203,0.0004017748609105587,0.0,0.0769800657163401,0.07698003130358241,0.055075705472861024,0.0011277664314543626,0.0008035491841217777,0.0008921684335681311,0.0005064525551595683,0.0,0.0,0.0020177250123825964,0.0027668121230974836,39.576929306520654,0.004228795684782642,0.0005760026204311134,0.0008035491841217777,0.0008035491841217777,0.10029298310168532,0.060693376792486084,0.0015395923670097986,0.004228795684782642
no_init_box_kenn_hybrid_adapter_bert_ms,0.9143063823382059,0.7463075915972391,0.7752806146939596,0.8483130931854248,0.7279228568077087,0.6549825966358185,0.9066844383875529,0.008350730873644352,0.5505612790584564,0.8990744749704996,0.8158940474192301,0.699999988079071,0.6096110939979553,0.6096110939979553,0.5505612790584564,0.8894471526145935,0.25,0.9066844383875529,0.8800438642501831,0.7000000675519308,0.700000007947286,0.8000000715255737,0.8000000715255737,0.9220618009567261,0.799999992052714,0.799999992052714,0.5505612790584564,0.8000000715255737,0.8894471526145935,0.00730688963085413,0.6000000238418579,0.8000000715255737,0.799999992052714,0.05666666666666667,0.8483130931854248,0.008350730873644352,0.9143063823382059,0.8800438642501831,0.75,1.0,0.9220618009567261,0.8990744749704996,38.333333333333336,0.8834388256072998,0.007790266380955775,0.008350730873644352,0.008350730873644352,0.6096110939979553,0.651498019695282,0.8158940474192301,0.8834388256072998,0.0014253860563167998,0.07205455054200594,0.1406103881023493,0.001513099158129824,0.035966730784174464,0.25803468467081725,0.0002749888392114134,0.0010438412427902222,0.2812207906284423,0.006813666838807693,0.002000004053189873,0.050000011920928955,0.17125406342019484,0.17125406342019484,0.2812207906284423,0.0030184370964676495,0.0,0.0002749888392114134,0.0006579160690307617,0.049999982118609516,0.050000011920940786,0.10000002384185791,0.10000002384185791,0.0031560205802143243,0.09999999403953702,0.09999999403953702,0.2812207906284423,0.10000002384185791,0.0030184370964676495,0.0005219206213951111,0.0,0.10000002384185791,0.09999999403953702,0.08082903768654762,0.001513099158129824,0.0010438412427902222,0.0014253860563167998,0.0006579160690307617,0.0,0.0,0.0031560205802143243,0.006813666838807693,5.507570547286103,0.005624437681851107,0.0007521347376698936,0.0010438412427902222,0.0010438412427902222,0.17125406342019484,0.12450933512656567,0.002000004053189873,0.005624437681851107
no_init_box_kenn_top_down_adapter_bert_ms,0.913826584815979,0.7463075915972391,0.71821129322052,0.8472623825073242,0.7031712730725607,0.5561331411202749,0.9066844383875529,0.008350730873644352,0.43642256657282513,0.8969881534576416,0.8158940474192301,0.699999988079071,0.5318177044391632,0.5318177044391632,0.43642256657282513,0.8884275555610657,0.25,0.9066844383875529,0.8800438642501831,0.7000000675519308,0.700000007947286,0.8000000715255737,0.8000000715255737,0.9210856159528098,0.799999992052714,0.799999992052714,0.43642256657282513,0.8000000715255737,0.8884275555610657,0.00730688963085413,0.6000000238418579,0.8000000715255737,0.799999992052714,0.14333333333333334,0.8472623825073242,0.008350730873644352,0.913826584815979,0.8800438642501831,0.75,1.0,0.9210856159528098,0.8969881534576416,37.0,0.8811560869216919,0.007790266380955775,0.008350730873644352,0.008350730873644352,0.5318177044391632,0.59902952114741,0.8158940474192301,0.8811560869216919,0.001261756663780423,0.07205455054200594,0.11426860470654294,0.001248035593346859,0.030125352282723124,0.2228197237369056,0.0002749888392114134,0.0010438412427902222,0.22853717504135057,0.005828835369053352,0.002000004053189873,0.050000011920928955,0.14573951923067047,0.14573951923067047,0.22853717504135057,0.002536263481238234,0.0,0.0002749888392114134,0.0006579160690307617,0.049999982118609516,0.050000011920940786,0.10000002384185791,0.10000002384185791,0.0028407164157895435,0.09999999403953702,0.09999999403953702,0.22853717504135057,0.10000002384185791,0.002536263481238234,0.0005219206213951111,0.0,0.10000002384185791,0.09999999403953702,0.17214335111567144,0.001248035593346859,0.0010438412427902222,0.001261756663780423,0.0006579160690307617,0.0,0.0,0.0028407164157895435,0.005828835369053352,11.357816691600547,0.004570747730988724,0.0007521347376698936,0.0010438412427902222,0.0010438412427902222,0.14573951923067047,0.10698911795084495,0.002000004053189873,0.004570747730988724
no_init_kenn_bottom_up_adapter_bert_ms,0.920142670472463,0.8864835898081461,0.7323724031448364,0.8795841336250305,0.7790882587432861,0.6461999118328094,0.9148380557696024,0.009742519507805506,0.5447447796662649,0.9080953399340311,0.8627539674441019,0.8444444537162781,0.6569087107976278,0.6569087107976278,0.5447447796662649,0.9035451412200928,0.375,0.9148380557696024,0.899049719174703,0.844444473584493,0.8444444537162781,0.9333333571751913,0.9222222566604614,0.9255122741063436,0.9222222169240316,0.9222222169240316,0.5447447796662649,0.9222222566604614,0.9035451412200928,0.008814660521845022,0.7666666507720947,0.9222222566604614,0.9222222169240316,0.48,0.8795841336250305,0.00962653694053491,0.920142670472463,0.899049719174703,0.8363636136054993,0.9200000166893004,0.9255122741063436,0.9080953399340311,20.0,0.8970985213915507,0.009253482644756636,0.00962653694053491,0.00962653694053491,0.6569087107976278,0.7186324795087179,0.8627539674441019,0.8970985213915507,0.0012431889897739057,0.039731766709154986,0.12883185780791154,0.0019531362485980795,0.05946160833801483,0.2023915472388061,0.00021710924836491603,0.0006026620225161681,0.2576637172217778,0.00478348403436276,0.0010183673927799922,0.025458762098508163,0.1732636556284929,0.1732636556284929,0.2576637172217778,0.0021965150601979686,0.0,0.00021710924836491603,0.0003349966332406168,0.02545872958150611,0.025458762098508163,0.0577350406840656,0.05091752419701629,0.0027269394131498393,0.05091749168001301,0.05091749168001301,0.2576637172217778,0.05091752419701629,0.0021965150601979686,0.0002657489388283485,0.0,0.05091752419701629,0.05091749168001301,0.2858321185591291,0.0019531362485980795,0.0005314978776566977,0.0012431889897739057,0.0003349966332406168,0.0,0.0,0.0027269394131498393,0.00478348403436276,8.18535277187245,0.005153276682460128,0.0004147371845307912,0.0005314978776566977,0.0005314978776566977,0.1732636556284929,0.1130778096548543,0.0010183673927799922,0.005153276682460128
no_init_kenn_horizontal_adapter_bert_ms,0.901800274848938,0.8946371078491211,0.6056071519851685,0.8772521813710531,0.6982088883717855,0.3676999658346176,0.9148960510889689,0.009858501764635244,0.2912142810722192,0.8647621870040894,0.8629761934280396,0.850000003973643,0.3775920694073041,0.3775920694073041,0.2912142810722192,0.880840539932251,0.375,0.9148960510889689,0.8991228143374125,0.8500000238418579,0.850000003973643,0.944444477558136,0.9333333770434061,0.8901086250940958,0.9333333174387614,0.9333333174387614,0.2912142810722192,0.9333333770434061,0.880840539932251,0.008872651495039463,0.7666666507720947,0.9333333770434061,0.9333333174387614,0.26666666666666666,0.8772521813710531,0.009742519197364649,0.901800274848938,0.8991228143374125,0.8363636136054993,0.9200000166893004,0.8901086250940958,0.8647621870040894,20.666666666666668,0.8920279145240784,0.009338592179119587,0.009742519197364649,0.009742519197364649,0.3775920694073041,0.4466991325219472,0.8629761934280396,0.8920279145240784,0.02732464542772406,0.025761280248780636,0.16247915980658015,0.002811287717726343,0.10025099227426038,0.3525488490430951,0.000119048193522064,0.0004017748609105583,0.32495832373572847,0.06174306546989971,0.0006666779518127441,0.016666680574425982,0.3485225834093843,0.3485225834093843,0.32495832373572847,0.032576664359678265,0.0,0.000119048193522064,0.00021931529112599908,0.016666650772094727,0.016666680574425982,0.038490015651791123,0.03333333134651621,0.05242199038215251,0.033333331346516254,0.033333331346516254,0.32495832373572847,0.03333333134651621,0.032576664359678265,0.00017397385090589523,0.0,0.03333333134651621,0.033333331346516254,0.3693688310257558,0.002811287717726343,0.00034794723615060724,0.02732464542772406,0.00021931529112599908,0.0,0.0,0.05242199038215251,0.06174306546989971,8.082903768654761,0.006499168000404283,0.0002689079032780086,0.00034794723615060724,0.00034794723615060724,0.3485225834093843,0.3320822677997086,0.0006666779518127441,0.006499168000404283
no_init_kenn_hybrid_adapter_bert_ms,0.9204934040705363,0.8815277417500814,0.7639201482137045,0.8801903327306112,0.7970942854881287,0.698214570681254,0.9148225784301758,0.00962653694053491,0.6078403095404307,0.9095670978228251,0.8627539674441019,0.8444444537162781,0.7074266870816549,0.7074266870816549,0.6078403095404307,0.9042745232582092,0.375,0.9148225784301758,0.899049719174703,0.844444473584493,0.8444444537162781,0.9222222566604614,0.9222222566604614,0.926237146059672,0.9222222169240316,0.9222222169240316,0.6078403095404307,0.9222222566604614,0.9042745232582092,0.008814660521845022,0.7666666507720947,0.9222222566604614,0.9222222169240316,0.5366666666666667,0.8801903327306112,0.00962653694053491,0.9204934040705363,0.899049719174703,0.8363636136054993,0.9200000166893004,0.926237146059672,0.9095670978228251,19.333333333333332,0.8983604311943054,0.009201751090586185,0.00962653694053491,0.00962653694053491,0.7074266870816549,0.7533762256304423,0.8627539674441019,0.8983604311943054,0.0010077391794440557,0.037190566201204325,0.12800823426167637,0.0019275564130333317,0.05617296433760234,0.18846799686983676,0.00020910509771266352,0.0005314978776566977,0.25601649052636416,0.003928904170676458,0.0010183673927799922,0.025458762098508163,0.15755445604342372,0.15755445604342372,0.25601649052636416,0.0017719826731464649,0.0,0.00020910509771266352,0.0003349966332406168,0.02545872958150611,0.025458762098508163,0.05091752419701629,0.05091752419701629,0.0022516555395205163,0.05091749168001301,0.05091749168001301,0.25601649052636416,0.05091752419701629,0.0017719826731464649,0.0002657489388283485,0.0,0.05091752419701629,0.05091749168001301,0.35501173689518123,0.0019275564130333317,0.0005314978776566977,0.0010077391794440557,0.0003349966332406168,0.0,0.0,0.0022516555395205163,0.003928904170676458,8.020806277010644,0.005120308151000601,0.0003882109309322625,0.0005314978776566977,0.0005314978776566977,0.15755445604342372,0.09796729699205102,0.0010183673927799922,0.005120308151000601
no_init_kenn_top_down_adapter_bert_ms,0.9200651049613953,0.8833661874135336,0.7244288325309753,0.879315972328186,0.7720774213473002,0.6319729288419088,0.9148148695627848,0.009742519507805506,0.5288576384385427,0.9076869686444602,0.8625317414601644,0.8388889034589132,0.6399990121523539,0.6399990121523539,0.5288576384385427,0.9033059477806091,0.375,0.9148148695627848,0.8989766240119934,0.838888923327128,0.8388889034589132,0.9333333571751913,0.9111111561457316,0.9253788987795512,0.9111111164093018,0.9111111164093018,0.5288576384385427,0.9111111561457316,0.9033059477806091,0.008756669238209724,0.7666666507720947,0.9111111561457316,0.9111111164093018,0.6566666666666667,0.879315972328186,0.009510554373264313,0.9200651049613953,0.8989766240119934,0.8363636136054993,0.9200000166893004,0.9253788987795512,0.9076869686444602,20.0,0.896780788898468,0.00922094192355871,0.009510554373264313,0.009510554373264313,0.6399990121523539,0.7067586779594421,0.8625317414601644,0.896780788898468,0.0012103663593851907,0.03675588796546919,0.1343781209995548,0.0021787298980284996,0.06493616477616085,0.21102400259572401,0.00019422560449286241,0.0006026620225161681,0.26875625141826875,0.004902199260306748,0.0007698133898837684,0.01924502503227447,0.18462664732849693,0.18462664732849693,0.26875625141826875,0.002296806681092077,0.0,0.00019422560449286241,0.00025324348395862914,0.019244990619516733,0.01924502503227447,0.0577350406840656,0.038490050064548975,0.0026500420157902116,0.03849001565179128,0.03849001565179128,0.26875625141826875,0.038490050064548975,0.002296806681092077,0.00020088716160560972,0.0,0.038490050064548975,0.03849001565179128,0.2375570107012911,0.0021787298980284996,0.00040177432321121943,0.0012103663593851907,0.00025324348395862914,0.0,0.0,0.0026500420157902116,0.004902199260306748,8.18535277187245,0.005375119655376447,0.00038367375035718883,0.00040177432321121943,0.00040177432321121943,0.18462664732849693,0.1201676272286868,0.0007698133898837684,0.005375119655376447
smart_init_box_adapter_bert_ms,0.9137186209360758,0.8181521892547607,0.6768407424290975,0.8475792606671652,0.7112590869267782,0.4757290681203206,0.9069859981536865,0.009394572116434574,0.353681484858195,0.895300547281901,0.8178940415382385,0.75,0.505837599436442,0.505837599436442,0.353681484858195,0.8879400293032328,0.25,0.9069859981536865,0.8807017604509989,0.7500000397364298,0.75,0.9000000556310018,0.9000000556310018,0.9205520550409952,0.899999996026357,0.899999996026357,0.353681484858195,0.9000000556310018,0.8879400293032328,0.007828810252249241,0.6000000238418579,0.9000000556310018,0.899999996026357,0.21,0.8475792606671652,0.009394572116434574,0.9137186209360758,0.8807017604509989,0.75,1.0,0.9205520550409952,0.895300547281901,21.333333333333332,0.879501223564148,0.008540210003654162,0.009394572116434574,0.009394572116434574,0.505837599436442,0.5804929733276367,0.8178940415382385,0.879501223564148,0.0003843857852717283,0.023692890102043087,0.029536989381758912,0.0006477026598696768,0.017595310191417513,0.06348112286055291,0.00015136383312437383,0.00034794677048921585,0.05907397734797075,0.002412661983882918,0.0006666779518127441,0.016666650772094727,0.05951414036712983,0.05951414036712983,0.05907397734797075,0.0011690802610466444,0.0,0.00015136383312437383,0.00021931529112601296,0.016666680574425996,0.016666650772094727,0.03333336114885202,0.03333336114885202,0.0006276139992979101,0.03333333134651631,0.03333333134651631,0.05907397734797075,0.03333336114885202,0.0011690802610466444,0.00017397385090589523,0.0,0.03333336114885202,0.03333333134651631,0.14730919862656233,0.0006477026598696768,0.00034794677048921585,0.0003843857852717283,0.00021931529112601296,0.0,0.0,0.0006276139992979101,0.002412661983882918,1.154700538379251,0.001181482667338742,0.0002473151832497716,0.00034794677048921585,0.00034794677048921585,0.05951414036712983,0.04616929714683179,0.0006666779518127441,0.001181482667338742
smart_init_classifier_adapter_bert_ms,0.92090771595637,0.897719144821167,0.7678579886754354,0.8804998795191447,0.806158204873403,0.7109932700792948,0.9148999055226644,0.009858501454194387,0.6157159705956777,0.9099824825922648,0.8631984194119772,0.8555555542310079,0.7295806805292765,0.7295806805292765,0.6157159705956777,0.9045541683832804,0.375,0.9148999055226644,0.8991959095001221,0.8555555939674377,0.8555555542310079,0.944444497426351,0.944444497426351,0.9269968469937643,0.9444444378217062,0.9444444378217062,0.6157159705956777,0.944444497426351,0.9045541683832804,0.008930642468233904,0.7666666507720947,0.944444497426351,0.9444444378217062,0.5533333333333333,0.8804998795191447,0.009858501454194387,0.92090771595637,0.8991959095001221,0.8363636136054993,0.9200000166893004,0.9269968469937643,0.9099824825922648,6.333333333333333,0.8985179662704468,0.009370763165255388,0.009858501454194387,0.009858501454194387,0.7295806805292765,0.7687310377756754,0.8631984194119772,0.8985179662704468,0.0009299709837636202,0.03698874000711573,0.09478534471879524,0.0012951305200067749,0.042403739210848126,0.1524924504766112,0.0002036728680436873,0.0005314979792722339,0.1895707083298189,0.0036333867286526276,0.0010183673927800195,0.025458755595115734,0.1299070477506219,0.1299070477506219,0.1895707083298189,0.0016280575076193318,0.0,0.0002036728680436873,0.00033499013040883766,0.025458762098508163,0.025458755595115734,0.05091745916301218,0.05091745916301218,0.002076951152201287,0.05091751769361266,0.05091751769361266,0.1895707083298189,0.05091745916301218,0.0016280575076193318,0.00026574893882834976,0.0,0.05091745916301218,0.05091751769361266,0.4301550108197431,0.0012951305200067749,0.0005314979792722339,0.0009299709837636202,0.00033499013040883766,0.0,0.0,0.002076951152201287,0.0036333867286526276,0.5773502691896258,0.0037914271212215137,0.0003861042739631549,0.0005314979792722339,0.0005314979792722339,0.1299070477506219,0.08475114652274564,0.0010183673927800195,0.0037914271212215137
