name,instance,run_id,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_types/precision,test_incremental/micro/precision,test_incremental_internet/macro_types/recall,test/micro/precision,test/macro_example/f1,test_incremental_only/macro_types/f1,test_incremental_only/macro_example/precision,test_incremental/micro/f1,test_incremental_only/macro_example/f1,test_incremental_internet-website/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test_pretraining/micro/f1,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/f1,test_pretraining/macro_example/recall,threshold_pretraining,test/macro_types/precision,test_incremental_only/micro/recall,test_incremental_internet/macro_types/precision,test/micro/recall,test/macro_types/f1,test_incremental_internet/macro_types/f1,test_incremental/macro_example_exclusive/f1,test/macro_types/recall,test_pretraining/micro/recall,test_incremental/macro_types/f1,test_pretraining/micro/precision,epoch,test_pretraining/macro_types/recall,test_pretraining/macro_types/precision,test_incremental/macro_example/precision,test_pretraining/macro_example/precision,test_incremental_internet-website/macro_types/recall,test_incremental_only/macro_example_exclusive/recall,test/macro_example/recall,test_incremental/micro/recall,test_incremental_only/micro/f1,test/micro/f1,test_incremental_only/macro_example/recall,test_incremental_only/micro/precision,test/macro_example/precision,test_incremental/macro_types/precision,test_incremental_internet-website/macro_types/precision,test_pretraining/macro_types/f1,test_incremental_only/macro_types/recall,threshold_incremental,test_incremental/macro_types/recall,test_incremental/macro_example/recall,test_incremental/macro_example/f1,test_pretraining/macro_example/f1
smart_init_kenn_bottom_up_adapter_bert_ms,2,mmkcb4au,0.7666667103767395,1.0,0.957446813583374,0.7666666507720947,0.914247453212738,0.9211918711662292,0.8461538553237915,0.007654836401343346,0.84112149477005,0.007654836401343346,0.8461538553237915,0.7333333492279053,0.9059526920318604,0.75,0.7333333492279053,0.9140570163726808,0.375,0.9062036275863647,0.7333333492279053,0.9200000166893004,0.8978070020675659,0.8819580674171448,0.8363636136054993,0.7582418322563171,0.8589761853218079,0.8978070020675659,0.8421052694320679,0.914247453212738,5,0.8589761853218079,0.9062036275863647,0.008002784103155136,0.9284389019012452,0.7333333492279053,0.7333333492279053,0.9140570163726808,0.75,0.8461538553237915,0.9059526920318604,0.007654836401343346,1.0,0.9284389019012452,0.9600000381469728,1.0,0.8819580674171448,0.7333333492279053,0.8200000000000001,0.75,0.007828810252249241,0.00791484210640192,0.9211918711662292
smart_init_kenn_hybrid_adapter_bert_ms,1,n8ydxxlu,0.9000000953674316,0.8181818127632141,0.8620689511299133,0.7666666507720947,0.913120985031128,0.9215929508209229,0.8571428060531616,0.009394572116434574,0.8474575877189636,0.009394572116434574,0.8571428060531616,0.9000000953674316,0.9059564471244812,0.8333333730697632,0.9000000953674316,0.9147065877914428,0.375,0.9025672674179076,0.8999999761581421,0.9200000166893004,0.898903489112854,0.88197922706604,0.8363636136054993,0.8653846979141235,0.8623095154762268,0.898903489112854,0.8508365154266357,0.913120985031128,8,0.8623095154762268,0.9025672674179076,0.009394572116434574,0.9285838603973388,0.8999999761581421,0.9000000953674316,0.9147065877914428,0.8333333134651184,0.8571428060531616,0.9059564471244812,0.009394572116434574,0.8181818127632141,0.9285838603973388,0.8690909147262573,0.8181818127632141,0.88197922706604,0.8999999761581421,0.03,0.8333333134651184,0.008698677644133568,0.009033242240548134,0.9215929508209229
smart_init_kenn_top_down_adapter_bert_ms,1,b0ypejp3,0.9000000953674316,0.8181818127632141,0.8620689511299133,0.7666666507720947,0.913120985031128,0.9215929508209229,0.8571428060531616,0.009394572116434574,0.8474575877189636,0.009394572116434574,0.8571428060531616,0.9000000953674316,0.9059564471244812,0.8333333730697632,0.9000000953674316,0.9147065877914428,0.375,0.9025672674179076,0.8999999761581421,0.9200000166893004,0.898903489112854,0.88197922706604,0.8363636136054993,0.8653846979141235,0.8623095154762268,0.898903489112854,0.8508365154266357,0.913120985031128,8,0.8623095154762268,0.9025672674179076,0.009394572116434574,0.9285838603973388,0.8999999761581421,0.9000000953674316,0.9147065877914428,0.8333333134651184,0.8571428060531616,0.9059564471244812,0.009394572116434574,0.8181818127632141,0.9285838603973388,0.8690909147262573,0.8181818127632141,0.88197922706604,0.8999999761581421,0.17,0.8333333134651184,0.008698677644133568,0.009033242240548134,0.9215929508209229
smart_init_kenn_bottom_up_adapter_bert_ms,1,z5hz6v4h,0.9000000953674316,0.8181818127632141,0.8620689511299133,0.7666666507720947,0.913120985031128,0.9215929508209229,0.8571428060531616,0.009394572116434574,0.8474575877189636,0.009394572116434574,0.8571428060531616,0.9000000953674316,0.9059564471244812,0.8333333730697632,0.9000000953674316,0.9147065877914428,0.375,0.9025672674179076,0.8999999761581421,0.9200000166893004,0.898903489112854,0.88197922706604,0.8363636136054993,0.8653846979141235,0.8623095154762268,0.898903489112854,0.8508365154266357,0.913120985031128,10,0.8623095154762268,0.9025672674179076,0.009394572116434574,0.9285838603973388,0.8999999761581421,0.9000000953674316,0.9147065877914428,0.8333333134651184,0.8571428060531616,0.9059564471244812,0.009394572116434574,0.8181818127632141,0.9285838603973388,0.8690909147262573,0.8181818127632141,0.88197922706604,0.8999999761581421,0.03,0.8333333134651184,0.008698677644133568,0.009033242240548134,0.9215929508209229
smart_init_kenn_hybrid_adapter_bert_ms,0,a4kt4a1a,0.7666667103767395,1.0,0.957446813583374,0.7666666507720947,0.914247453212738,0.9211918711662292,0.8461538553237915,0.007654836401343346,0.84112149477005,0.007654836401343346,0.8461538553237915,0.7333333492279053,0.9059526920318604,0.75,0.7333333492279053,0.9140570163726808,0.375,0.9062036275863647,0.7333333492279053,0.9200000166893004,0.8978070020675659,0.8819580674171448,0.8363636136054993,0.7582418322563171,0.8589761853218079,0.8978070020675659,0.8421052694320679,0.914247453212738,5,0.8589761853218079,0.9062036275863647,0.008002784103155136,0.9284389019012452,0.7333333492279053,0.7333333492279053,0.9140570163726808,0.75,0.8461538553237915,0.9059526920318604,0.007654836401343346,1.0,0.9284389019012452,0.9600000381469728,1.0,0.8819580674171448,0.7333333492279053,0.93,0.75,0.007828810252249241,0.00791484210640192,0.9211918711662292
smart_init_kenn_top_down_adapter_bert_ms,0,5ww4yl8e,0.7666667103767395,1.0,0.957446813583374,0.7666666507720947,0.914247453212738,0.9211918711662292,0.8461538553237915,0.007654836401343346,0.84112149477005,0.007654836401343346,0.8461538553237915,0.7333333492279053,0.9059526920318604,0.75,0.7333333492279053,0.9140570163726808,0.375,0.9062036275863647,0.7333333492279053,0.9200000166893004,0.8978070020675659,0.8819580674171448,0.8363636136054993,0.7582418322563171,0.8589761853218079,0.8978070020675659,0.8421052694320679,0.914247453212738,5,0.8589761853218079,0.9062036275863647,0.008002784103155136,0.9284389019012452,0.7333333492279053,0.7333333492279053,0.9140570163726808,0.75,0.8461538553237915,0.9059526920318604,0.007654836401343346,1.0,0.9284389019012452,0.9600000381469728,1.0,0.8819580674171448,0.7333333492279053,0.94,0.75,0.007828810252249241,0.00791484210640192,0.9211918711662292
smart_init_kenn_bottom_up_adapter_bert_ms,0,ko3stxua,0.7666667103767395,1.0,0.957446813583374,0.7666666507720947,0.914247453212738,0.9211918711662292,0.8461538553237915,0.007654836401343346,0.84112149477005,0.007654836401343346,0.8461538553237915,0.7333333492279053,0.9059526920318604,0.75,0.7333333492279053,0.9140570163726808,0.375,0.9062036275863647,0.7333333492279053,0.9200000166893004,0.8978070020675659,0.8819580674171448,0.8363636136054993,0.7582418322563171,0.8589761853218079,0.8978070020675659,0.8421052694320679,0.914247453212738,6,0.8589761853218079,0.9062036275863647,0.008002784103155136,0.9284389019012452,0.7333333492279053,0.7333333492279053,0.9140570163726808,0.75,0.8461538553237915,0.9059526920318604,0.007654836401343346,1.0,0.9284389019012452,0.9600000381469728,1.0,0.8819580674171448,0.7333333492279053,0.81,0.75,0.007828810252249241,0.00791484210640192,0.9211918711662292
no_init_kenn_hybrid_adapter_bert_ms,2,2lrykgww,0.8000000715255737,0.95652174949646,0.9375,0.7666666507720947,0.9140433073043824,0.9212582111358644,0.8301886916160583,0.007654836401343346,0.8333333134651184,0.007654836401343346,0.8301886916160583,0.73333340883255,0.905852437019348,0.7500000596046448,0.73333340883255,0.9141035079956056,0.375,0.9053340554237366,0.7333333492279053,0.9200000166893004,0.8978070020675659,0.8815460801124573,0.8363636136054993,0.7741935849189758,0.8589761853218079,0.8978070020675659,0.8336337804794312,0.9140433073043824,83,0.8589761853218079,0.9053340554237366,0.008350730873644352,0.9285258650779724,0.7333333492279053,0.73333340883255,0.9141035079956056,0.75,0.8301886916160583,0.905852437019348,0.007654836401343346,0.95652174949646,0.9285258650779724,0.9382609128952026,0.95652174949646,0.8815460801124573,0.7333333492279053,0.8300000000000001,0.75,0.007828810252249241,0.008081353269517422,0.9212582111358644
no_init_kenn_top_down_adapter_bert_ms,2,1i2hwkxj,0.8000000715255737,0.95652174949646,0.9375,0.7666666507720947,0.9140433073043824,0.9212582111358644,0.8301886916160583,0.007654836401343346,0.8333333134651184,0.007654836401343346,0.8301886916160583,0.73333340883255,0.905852437019348,0.7500000596046448,0.73333340883255,0.9141035079956056,0.375,0.9053340554237366,0.7333333492279053,0.9200000166893004,0.8978070020675659,0.8815460801124573,0.8363636136054993,0.7741935849189758,0.8589761853218079,0.8978070020675659,0.8336337804794312,0.9140433073043824,90,0.8589761853218079,0.9053340554237366,0.008350730873644352,0.9285258650779724,0.7333333492279053,0.73333340883255,0.9141035079956056,0.75,0.8301886916160583,0.905852437019348,0.007654836401343346,0.95652174949646,0.9285258650779724,0.9382609128952026,0.95652174949646,0.8815460801124573,0.7333333492279053,0.8400000000000001,0.75,0.007828810252249241,0.008081353269517422,0.9212582111358644
no_init_kenn_bottom_up_adapter_bert_ms,2,38ojjoc7,0.8000000715255737,0.9545454382896424,0.936170220375061,0.7666666507720947,0.9140241146087646,0.9211698770523072,0.807692289352417,0.00730688963085413,0.8224299550056458,0.00730688963085413,0.807692289352417,0.7000000476837158,0.9057313203811646,0.7333333492279053,0.7000000476837158,0.913929522037506,0.375,0.9052945375442504,0.699999988079071,0.9200000166893004,0.8975877165794373,0.8811761140823364,0.8363636136054993,0.7652174234390259,0.8583095073699951,0.8975877165794373,0.8228550553321838,0.9140241146087646,87,0.8583095073699951,0.9052945375442504,0.008350730873644352,0.9285258650779724,0.699999988079071,0.7000000476837158,0.913929522037506,0.7333333492279053,0.807692289352417,0.9057313203811646,0.00730688963085413,0.9545454382896424,0.9285258650779724,0.9372727274894714,0.9545454382896424,0.8811761140823364,0.699999988079071,0.63,0.7333333492279053,0.007654836401343346,0.007987654767930508,0.9211698770523072
no_init_kenn_hybrid_adapter_bert_ms,1,1b1vsgat,0.8666666746139526,0.45614033937454224,0.5975610017776489,0.7666666507720947,0.9080434441566468,0.9201040267944336,0.5977011322975159,0.009046625345945358,0.6901408433914185,0.009046625345945358,0.5977011322975159,0.8666666746139526,0.9033395648002625,0.8166667222976685,0.8666666746139526,0.91459059715271,0.375,0.8953264355659485,0.8666666746139526,0.9200000166893004,0.8986842036247253,0.8781617879867554,0.8363636136054993,0.8409241437911987,0.8616428375244141,0.8986842036247253,0.7468733787536621,0.9080434441566468,30,0.8616428375244141,0.8953264355659485,0.009046625345945358,0.9256843328475952,0.8666666746139526,0.8666666746139526,0.91459059715271,0.8166666626930237,0.5977011322975159,0.9033395648002625,0.009046625345945358,0.45614033937454224,0.9256843328475952,0.6880701780319214,0.45614033937454224,0.8781617879867554,0.8666666746139526,0.13,0.8166666626930237,0.008524704724550247,0.008777913637459278,0.9201040267944336
no_init_kenn_top_down_adapter_bert_ms,1,3jukff0b,0.8666666746139526,0.4032258093357086,0.5517241358757019,0.7666666507720947,0.9068171977996826,0.9197105765342712,0.54347825050354,0.008698677644133568,0.6530612111091614,0.008698677644133568,0.54347825050354,0.8333333730697632,0.9026217460632324,0.8000000715255737,0.833333432674408,0.9145209789276124,0.375,0.8942681550979614,0.8333333134651184,0.9200000166893004,0.8984649181365967,0.8773064613342285,0.8363636136054993,0.8320000171661377,0.8609762191772461,0.8984649181365967,0.7242550849914551,0.9068171977996826,33,0.8609762191772461,0.8942681550979614,0.009046625345945358,0.9249594211578368,0.8333333134651184,0.8333333730697632,0.9145209789276124,0.800000011920929,0.54347825050354,0.9026217460632324,0.008698677644133568,0.4032258093357086,0.9249594211578368,0.6616129279136658,0.4032258093357086,0.8773064613342285,0.8333333134651184,0.3,0.7999999523162842,0.008350730873644352,0.008684760890901089,0.9197105765342712
no_init_kenn_bottom_up_adapter_bert_ms,1,1qjjx5uf,0.8666666746139526,0.4193548262119293,0.5632184147834778,0.7666666507720947,0.9070385098457336,0.9198777079582214,0.5652173757553101,0.009046625345945358,0.6666666865348816,0.009046625345945358,0.5652173757553101,0.8666666746139526,0.9028420448303224,0.8166667222976685,0.8666666746139526,0.91459059715271,0.375,0.8945907354354858,0.8666666746139526,0.9200000166893004,0.8986842036247253,0.8778077363967896,0.8363636136054993,0.8409241437911987,0.8616428375244141,0.8986842036247253,0.7359039783477783,0.9070385098457336,33,0.8616428375244141,0.8945907354354858,0.009046625345945358,0.9252262115478516,0.8666666746139526,0.8666666746139526,0.91459059715271,0.8166666626930237,0.5652173757553101,0.9028420448303224,0.009046625345945358,0.4193548262119293,0.9252262115478516,0.6696774363517761,0.4193548262119293,0.8778077363967896,0.8666666746139526,0.13,0.8166666626930237,0.008524704724550247,0.008777913637459278,0.9198777079582214
no_init_kenn_hybrid_adapter_bert_ms,0,1314rqql,0.8333333730697632,0.9166666865348816,0.918367326259613,0.7666666507720947,0.9138392806053162,0.9213483333587646,0.8148148059844971,0.007654836401343346,0.8256880044937134,0.007654836401343346,0.8148148059844971,0.73333340883255,0.9057522416114808,0.75,0.73333340883255,0.9142078161239624,0.375,0.9045369625091552,0.7333333492279053,0.9200000166893004,0.8978070020675659,0.8811680674552917,0.8363636136054993,0.7894736528396606,0.8589761853218079,0.8978070020675659,0.8256743550300598,0.9138392806053162,116,0.8589761853218079,0.9045369625091552,0.008698677644133568,0.9286012649536132,0.7333333492279053,0.73333340883255,0.9142078161239624,0.75,0.8148148059844971,0.9057522416114808,0.007654836401343346,0.9166666865348816,0.9286012649536132,0.9183333516120912,0.9166666865348816,0.8811680674552917,0.7333333492279053,0.64,0.75,0.007828810252249241,0.008240852504968643,0.9213483333587646
no_init_kenn_top_down_adapter_bert_ms,0,2e54nuii,0.8333333730697632,0.9166666865348816,0.918367326259613,0.7666666507720947,0.9138392806053162,0.9213483333587646,0.8148148059844971,0.007654836401343346,0.8256880044937134,0.007654836401343346,0.8148148059844971,0.73333340883255,0.9057522416114808,0.75,0.73333340883255,0.9142078161239624,0.375,0.9045369625091552,0.7333333492279053,0.9200000166893004,0.8978070020675659,0.8811680674552917,0.8363636136054993,0.7894736528396606,0.8589761853218079,0.8978070020675659,0.8256743550300598,0.9138392806053162,117,0.8589761853218079,0.9045369625091552,0.008698677644133568,0.9286012649536132,0.7333333492279053,0.73333340883255,0.9142078161239624,0.75,0.8148148059844971,0.9057522416114808,0.007654836401343346,0.9166666865348816,0.9286012649536132,0.9183333516120912,0.9166666865348816,0.8811680674552917,0.7333333492279053,0.63,0.75,0.007828810252249241,0.008240852504968643,0.9213483333587646
no_init_kenn_bottom_up_adapter_bert_ms,0,3l1ci8nd,0.8333333730697632,0.9166666865348816,0.918367326259613,0.7666666507720947,0.9138392806053162,0.9213483333587646,0.8148148059844971,0.007654836401343346,0.8256880044937134,0.007654836401343346,0.8148148059844971,0.73333340883255,0.9057522416114808,0.75,0.73333340883255,0.9142078161239624,0.375,0.9045369625091552,0.7333333492279053,0.9200000166893004,0.8978070020675659,0.8811680674552917,0.8363636136054993,0.7894736528396606,0.8589761853218079,0.8978070020675659,0.8256743550300598,0.9138392806053162,116,0.8589761853218079,0.9045369625091552,0.008698677644133568,0.9286012649536132,0.7333333492279053,0.73333340883255,0.9142078161239624,0.75,0.8148148059844971,0.9057522416114808,0.007654836401343346,0.9166666865348816,0.9286012649536132,0.9183333516120912,0.9166666865348816,0.8811680674552917,0.7333333492279053,0.46,0.75,0.007828810252249241,0.008240852504968643,0.9213483333587646
smart_init_classifier_adapter_bert_ms,2,sep3aynd,0.7666667103767395,1.0,0.95652174949646,0.7666666507720947,0.9142282605171204,0.92107492685318,0.8235293626785278,0.00730688963085413,0.8301886916160583,0.00730688963085413,0.8235293626785278,0.7000000476837158,0.905831515789032,0.7333333492279053,0.7000000476837158,0.913883090019226,0.375,0.9062036275863647,0.699999988079071,0.9200000166893004,0.8975877165794373,0.8816065788269043,0.8363636136054993,0.7496296763420105,0.8583095073699951,0.8975877165794373,0.8314961194992065,0.9142282605171204,5,0.8583095073699951,0.9062036275863647,0.008002784103155136,0.9283809065818788,0.699999988079071,0.7000000476837158,0.913883090019226,0.7333333492279053,0.8235293626785278,0.905831515789032,0.00730688963085413,1.0,0.9283809065818788,0.9600000381469728,1.0,0.8816065788269043,0.699999988079071,0.8400000000000001,0.7333333492279053,0.007654836401343346,0.007824944332242012,0.92107492685318
smart_init_classifier_adapter_bert_ms,1,0uz7qnvo,0.9000000953674316,0.8181818127632141,0.8620689511299133,0.7666666507720947,0.913120985031128,0.9215929508209229,0.8571428060531616,0.009394572116434574,0.8474575877189636,0.009394572116434574,0.8571428060531616,0.9000000953674316,0.9059564471244812,0.8333333730697632,0.9000000953674316,0.9147065877914428,0.375,0.9025672674179076,0.8999999761581421,0.9200000166893004,0.898903489112854,0.88197922706604,0.8363636136054993,0.8653846979141235,0.8623095154762268,0.898903489112854,0.8508365154266357,0.913120985031128,9,0.8623095154762268,0.9025672674179076,0.009394572116434574,0.9285838603973388,0.8999999761581421,0.9000000953674316,0.9147065877914428,0.8333333134651184,0.8571428060531616,0.9059564471244812,0.009394572116434574,0.8181818127632141,0.9285838603973388,0.8690909147262573,0.8181818127632141,0.88197922706604,0.8999999761581421,0.17,0.8333333134651184,0.008698677644133568,0.009033242240548134,0.9215929508209229
smart_init_classifier_adapter_bert_ms,0,7p62za9x,0.7666667103767395,1.0,0.957446813583374,0.7666666507720947,0.914247453212738,0.9211918711662292,0.8461538553237915,0.007654836401343346,0.84112149477005,0.007654836401343346,0.8461538553237915,0.7333333492279053,0.9059526920318604,0.75,0.7333333492279053,0.9140570163726808,0.375,0.9062036275863647,0.7333333492279053,0.9200000166893004,0.8978070020675659,0.8819580674171448,0.8363636136054993,0.7582418322563171,0.8589761853218079,0.8978070020675659,0.8421052694320679,0.914247453212738,5,0.8589761853218079,0.9062036275863647,0.008002784103155136,0.9284389019012452,0.7333333492279053,0.7333333492279053,0.9140570163726808,0.75,0.8461538553237915,0.9059526920318604,0.007654836401343346,1.0,0.9284389019012452,0.9600000381469728,1.0,0.8819580674171448,0.7333333492279053,0.77,0.75,0.007828810252249241,0.00791484210640192,0.9211918711662292
