name,instance,run_id,test_pretraining/macro_example/f1,test_incremental/macro_example_exclusive/f1,test_incremental/macro_types/precision,test/macro_types/f1,test_incremental/macro_types/f1,test_incremental/micro/precision,test_pretraining/macro_example/recall,test_incremental/macro_example/precision,test_incremental_only/micro/precision,test/micro/precision,test/macro_types/recall,test_incremental/micro/recall,test_incremental_only/micro/f1,test_incremental_only/macro_types/f1,test_incremental_internet-website/macro_types/precision,test/micro/f1,threshold_pretraining,test/macro_example/recall,test_pretraining/micro/recall,test_incremental/macro_example_exclusive/recall,test_incremental/macro_types/recall,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/recall,test_pretraining/macro_example/precision,test_incremental_only/micro/recall,test_incremental_only/macro_types/recall,test_incremental_only/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_pretraining/micro/f1,test_incremental/macro_example/recall,test_incremental_internet/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental_internet-website/macro_types/recall,threshold_incremental,test_pretraining/macro_types/f1,test_incremental_only/macro_example/recall,test/macro_example/f1,test/micro/recall,test_incremental_internet/macro_types/f1,test_incremental_internet/macro_types/precision,test/macro_example/precision,test_pretraining/micro/precision,epoch,test/macro_types/precision,test_incremental/macro_example/f1,test_incremental_only/macro_example/f1,test_incremental_only/macro_example/precision,test_incremental_internet-website/macro_types/f1,test_incremental/micro/f1,test_pretraining/macro_types/recall,test_pretraining/macro_types/precision
no_init_kenn_hybrid_adapter_bert_ms,2,6z4bw8d4,0.9204427003860474,0.8897196650505066,0.7192592620849609,0.8794543743133545,0.7791833877563477,0.6455696225166321,0.9148805737495422,0.00974251888692379,0.5185185074806213,0.9090909361839294,0.8629761934280396,0.8500000238418579,0.6666666865348816,0.6666666865348816,0.5185185074806213,0.9040794372558594,0.375,0.9148805737495422,0.8991228342056274,0.8500000238418579,0.8500000238418579,0.9333333969116212,0.9333333969116212,0.9260728359222412,0.9333333373069764,0.9333333373069764,0.5185185074806213,0.9333333969116212,0.9040794372558594,0.008872651495039463,0.7666666507720947,0.9333333969116212,0.9333333373069764,0.44,0.8794543743133545,0.00974251888692379,0.9204427003860474,0.8991228342056274,0.8363636136054993,0.9200000166893004,0.9260728359222412,0.9090909361839294,20,0.8965740203857422,0.00928726140409708,0.00974251888692379,0.00974251888692379,0.6666666865348816,0.7338129281997681,0.8629761934280396,0.8965740203857422
no_init_kenn_top_down_adapter_bert_ms,2,2c32cng4,0.919364869594574,0.9045872092247008,0.6394872069358826,0.8779164552688599,0.7298675179481506,0.49514561891555786,0.9149270057678224,0.01009046658873558,0.3589743673801422,0.9042787551879884,0.8629761934280396,0.8500000238418579,0.5185185074806213,0.5185185074806213,0.3589743673801422,0.9016934037208556,0.375,0.9149270057678224,0.8991228342056274,0.8500000238418579,0.8500000238418579,0.9666666984558104,0.9333333969116212,0.9238460063934326,0.9333333373069764,0.9333333373069764,0.3589743673801422,0.9333333969116212,0.9016934037208556,0.008872651495039463,0.7666666507720947,0.9333333969116212,0.9333333373069764,0.54,0.8779164552688599,0.00974251888692379,0.919364869594574,0.8991228342056274,0.8363636136054993,0.9200000166893004,0.9238460063934326,0.9042787551879884,22,0.8933831453323364,0.009442456066608427,0.00974251888692379,0.00974251888692379,0.5185185074806213,0.6257668733596802,0.8629761934280396,0.8933831453323364
no_init_kenn_bottom_up_adapter_bert_ms,2,15ziw1yi,0.9201022982597352,0.9045872092247008,0.6787500381469727,0.8786740899085999,0.7547833919525146,0.5730336904525757,0.9149270057678224,0.01009046658873558,0.4375,0.9070796370506288,0.8629761934280396,0.8500000238418579,0.5957446694374084,0.5957446694374084,0.4375,0.9030837416648864,0.375,0.9149270057678224,0.8991228342056274,0.8500000238418579,0.8500000238418579,0.9666666984558104,0.9333333969116212,0.9253363609313964,0.9333333373069764,0.9333333373069764,0.4375,0.9333333969116212,0.9030837416648864,0.008872651495039463,0.7666666507720947,0.9333333969116212,0.9333333373069764,0.39,0.8786740899085999,0.00974251888692379,0.9201022982597352,0.8991228342056274,0.8363636136054993,0.9200000166893004,0.9253363609313964,0.9070796370506288,22,0.8949536085128784,0.009442456066608427,0.00974251888692379,0.00974251888692379,0.5957446694374084,0.6845637559890747,0.8629761934280396,0.8949536085128784
no_init_kenn_hybrid_adapter_bert_ms,1,xyim7ywp,0.9195119738578796,0.9139394164085388,0.6642253398895264,0.8787391781806946,0.7520608305931091,0.5416666865348816,0.9149965643882751,0.01009046658873558,0.4084506928920746,0.9058979749679564,0.8636428713798523,0.8666666746139526,0.5742574334144592,0.5742574334144592,0.4084506928920746,0.9026081562042236,0.375,0.9149965643882751,0.8993421196937561,0.8666666746139526,0.8666666746139526,0.9666666984558104,0.9666666984558104,0.9240721464157104,0.9666666388511658,0.9666666388511658,0.4084506928920746,0.9666666984558104,0.9026081562042236,0.009046625345945358,0.7666666507720947,0.9666666984558104,0.9666666388511658,0.24,0.8787391781806946,0.01009046658873558,0.9195119738578796,0.8993421196937561,0.8363636136054993,0.9200000166893004,0.9240721464157104,0.9058979749679564,11,0.8943726420402527,0.009540078230202198,0.01009046658873558,0.01009046658873558,0.5742574334144592,0.6666666865348816,0.8636428713798523,0.8943726420402527
no_init_kenn_top_down_adapter_bert_ms,1,3d8amlnw,0.9193677306175232,0.9045872092247008,0.6544444561004639,0.8782052397727966,0.73951256275177,0.5257731676101685,0.9149270057678224,0.01009046658873558,0.3888888955116272,0.9054770469665528,0.8629761934280396,0.8500000238418579,0.5490195751190186,0.5490195751190186,0.3888888955116272,0.9022887349128724,0.375,0.9149270057678224,0.8991228342056274,0.8500000238418579,0.8500000238418579,0.9666666984558104,0.9333333969116212,0.9238517880439758,0.9333333373069764,0.9333333373069764,0.3888888955116272,0.9333333969116212,0.9022887349128724,0.008872651495039463,0.7666666507720947,0.9333333969116212,0.9333333373069764,0.5,0.8782052397727966,0.00974251888692379,0.9193677306175232,0.8991228342056274,0.8363636136054993,0.9200000166893004,0.9238517880439758,0.9054770469665528,11,0.893981397151947,0.009442456066608427,0.00974251888692379,0.00974251888692379,0.5490195751190186,0.6496815085411072,0.8629761934280396,0.893981397151947
no_init_kenn_bottom_up_adapter_bert_ms,1,1crgk4xq,0.9189201593399048,0.9139394164085388,0.639012336730957,0.8782520890235901,0.7356292009353638,0.49056604504585266,0.9149965643882751,0.01009046658873558,0.3580246865749359,0.9039012789726256,0.8636428713798523,0.8666666746139526,0.522522509098053,0.522522509098053,0.3580246865749359,0.9016159772872924,0.375,0.9149965643882751,0.8993421196937561,0.8666666746139526,0.8666666746139526,0.9666666984558104,0.9666666984558104,0.922877550125122,0.9666666388511658,0.9666666388511658,0.3580246865749359,0.9666666984558104,0.9016159772872924,0.009046625345945358,0.7666666507720947,0.9666666984558104,0.9666666388511658,0.25,0.8782520890235901,0.01009046658873558,0.9189201593399048,0.8993421196937561,0.8363636136054993,0.9200000166893004,0.922877550125122,0.9039012789726256,11,0.8933641314506531,0.009540078230202198,0.01009046658873558,0.01009046658873558,0.522522509098053,0.6265060305595398,0.8636428713798523,0.8933641314506531
no_init_kenn_hybrid_adapter_bert_ms,0,vngvohvm,0.921525537967682,0.8409241437911987,0.908275842666626,0.8823774456977844,0.8600386381149292,0.9074074029922484,0.91459059715271,0.009046625345945358,0.8965517282485962,0.9137123823165894,0.8616428375244141,0.8166666626930237,0.8813559412956238,0.8813559412956238,0.8965517282485962,0.9061359763145448,0.375,0.91459059715271,0.8986842036247253,0.8166667222976685,0.8166666626930237,0.8666666746139526,0.8666666746139526,0.9285664558410645,0.8666666746139526,0.8666666746139526,0.8965517282485962,0.8666666746139526,0.9061359763145448,0.008524704724550247,0.7666666507720947,0.8666666746139526,0.8666666746139526,0.93,0.8823774456977844,0.009046625345945358,0.921525537967682,0.8986842036247253,0.8363636136054993,0.9200000166893004,0.9285664558410645,0.9137123823165894,27,0.9041346311569214,0.008777913637459278,0.009046625345945358,0.009046625345945358,0.8813559412956238,0.8596490621566772,0.8616428375244141,0.9041346311569214
no_init_kenn_top_down_adapter_bert_ms,0,1dwirwlf,0.9214627146720886,0.8409241437911987,0.8793548345565796,0.8818262219429016,0.84685218334198,0.875,0.91459059715271,0.009046625345945358,0.8387096524238586,0.9133051037788392,0.8616428375244141,0.8166666626930237,0.8524589538574219,0.8524589538574219,0.8387096524238586,0.9059357047080994,0.375,0.91459059715271,0.8986842036247253,0.8166667222976685,0.8166666626930237,0.8666666746139526,0.8666666746139526,0.9284389019012452,0.8666666746139526,0.8666666746139526,0.8387096524238586,0.8666666746139526,0.9059357047080994,0.008524704724550247,0.7666666507720947,0.8666666746139526,0.8666666746139526,0.93,0.8818262219429016,0.009046625345945358,0.9214627146720886,0.8986842036247253,0.8363636136054993,0.9200000166893004,0.9284389019012452,0.9133051037788392,27,0.9029778242111206,0.008777913637459278,0.009046625345945358,0.009046625345945358,0.8524589538574219,0.8448276519775391,0.8616428375244141,0.9029778242111206
no_init_kenn_bottom_up_adapter_bert_ms,0,2rndvlyk,0.921405553817749,0.8409241437911987,0.8793548345565796,0.8818262219429016,0.84685218334198,0.875,0.91459059715271,0.009046625345945358,0.8387096524238586,0.9133051037788392,0.8616428375244141,0.8166666626930237,0.8524589538574219,0.8524589538574219,0.8387096524238586,0.9059357047080994,0.375,0.91459059715271,0.8986842036247253,0.8166667222976685,0.8166666626930237,0.8666666746139526,0.8666666746139526,0.9283229112625122,0.8666666746139526,0.8666666746139526,0.8387096524238586,0.8666666746139526,0.9059357047080994,0.008524704724550247,0.7666666507720947,0.8666666746139526,0.8666666746139526,0.8,0.8818262219429016,0.009046625345945358,0.921405553817749,0.8986842036247253,0.8363636136054993,0.9200000166893004,0.9283229112625122,0.9133051037788392,27,0.9029778242111206,0.008777913637459278,0.009046625345945358,0.009046625345945358,0.8524589538574219,0.8448276519775391,0.8616428375244141,0.9029778242111206
smart_init_classifier_adapter_bert_ms,2,ev0tgi5m,0.9214098453521729,0.8897196650505066,0.778181791305542,0.8805867433547974,0.8125069737434387,0.739130437374115,0.9148805737495422,0.00974251888692379,0.6363636255264282,0.9111111164093018,0.8629761934280396,0.8500000238418579,0.7567567229270935,0.7567567229270935,0.6363636255264282,0.9050772786140442,0.375,0.9148805737495422,0.8991228342056274,0.8500000238418579,0.8500000238418579,0.9333333969116212,0.9333333969116212,0.9280329942703248,0.9333333373069764,0.9333333373069764,0.6363636255264282,0.9333333969116212,0.9050772786140442,0.008872651495039463,0.7666666507720947,0.9333333969116212,0.9333333373069764,0.63,0.8805867433547974,0.00974251888692379,0.9214098453521729,0.8991228342056274,0.8363636136054993,0.9200000166893004,0.9280329942703248,0.9111111164093018,6,0.8989309072494507,0.00928726140409708,0.00974251888692379,0.00974251888692379,0.7567567229270935,0.7906977534294128,0.8629761934280396,0.8989309072494507
smart_init_classifier_adapter_bert_ms,1,jdbr3cqq,0.9198346138000488,0.9380530714988708,0.6683333516120911,0.8791635036468506,0.7609380483627319,0.5463917255401611,0.915112555027008,0.010438413359224796,0.4166666567325592,0.9059187173843384,0.864309549331665,0.8833333253860474,0.5882353186607361,0.5882353186607361,0.4166666567325592,0.9027288556098938,0.375,0.915112555027008,0.8995614051818848,0.8833333849906921,0.8833333253860474,1.0,1.0,0.924605667591095,1.0,1.0,0.4166666567325592,1.0,0.9027288556098938,0.00922059826552868,0.7666666507720947,1.0,1.0,0.09,0.8791635036468506,0.010438413359224796,0.9198346138000488,0.8995614051818848,0.8363636136054993,0.9200000166893004,0.924605667591095,0.9059187173843384,6,0.8945369720458984,0.009791785851120949,0.010438413359224796,0.010438413359224796,0.5882353186607361,0.675159215927124,0.864309549331665,0.8945369720458984
smart_init_classifier_adapter_bert_ms,0,36tqummn,0.9214786887168884,0.8653846979141235,0.8570588231086731,0.8817493915557861,0.8450295925140381,0.8474576473236084,0.9147065877914428,0.009394572116434574,0.7941176295280457,0.9129176139831544,0.8623095154762268,0.8333333134651184,0.84375,0.84375,0.7941176295280457,0.9058563709259032,0.375,0.9147065877914428,0.898903489112854,0.8333333730697632,0.8333333134651184,0.9000000953674316,0.9000000953674316,0.928351879119873,0.8999999761581421,0.8999999761581421,0.7941176295280457,0.9000000953674316,0.9058563709259032,0.008698677644133568,0.7666666507720947,0.9000000953674316,0.8999999761581421,0.94,0.8817493915557861,0.009394572116434574,0.9214786887168884,0.898903489112854,0.8363636136054993,0.9200000166893004,0.928351879119873,0.9129176139831544,7,0.9020860195159912,0.009033242240548134,0.009394572116434574,0.009394572116434574,0.84375,0.8403361439704895,0.8623095154762268,0.9020860195159912
