name,instance,run_id,test_incremental/micro/recall,test_incremental_only/macro_example/f1,test_incremental_only/macro_types/recall,test_incremental_computer-algorithm/macro_types/recall,test_incremental_only/micro/f1,test_incremental/macro_example/f1,test_incremental/macro_types/precision,test_incremental_computer/macro_types/precision,test_incremental_computer-algorithm/macro_types/f1,test_incremental_only/macro_example_exclusive/recall,test_incremental_only/macro_types/f1,test/macro_example/precision,test_incremental_only/micro/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/precision,threshold_pretraining,test_pretraining/macro_types/precision,test_incremental_computer-programming_language/macro_types/recall,epoch,test/macro_types/f1,test/macro_example/f1,test_incremental/micro/f1,test_pretraining/micro/f1,test_pretraining/macro_types/recall,test_pretraining/macro_example/recall,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_types/precision,test/micro/recall,test_incremental_computer/macro_types/f1,test_incremental_computer-programming_language/macro_types/precision,test/macro_types/recall,test_pretraining/macro_types/f1,test_incremental/micro/precision,test_pretraining/micro/precision,test_pretraining/macro_example/precision,test/micro/precision,test_pretraining/macro_example/f1,test_incremental/macro_types/recall,test_incremental_computer-algorithm/macro_types/precision,threshold_incremental,test/macro_types/precision,test_incremental/macro_example/recall,test_pretraining/micro/recall,test_incremental_only/macro_example/recall,test_incremental/macro_types/f1,test_incremental_only/micro/precision,test_incremental_only/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/precision,test/micro/f1,test/macro_example/recall,test_incremental/macro_example/precision,test_incremental_computer/macro_types/recall,test_incremental_computer-programming_language/macro_types/f1
no_init_box_kenn_hybrid_adapter_bert_ms,2,468i5jes,0.8500000238418579,0.018093250691890717,0.8666666746139526,0.8333333134651184,0.8319999575614929,0.0184951052069664,0.885130763053894,0.9803921580314636,0.9090909361839294,0.8666666746139526,0.851833701133728,0.9224309921264648,0.8666666746139526,0.8666666746139526,0.925000011920929,0.25,0.8881644010543823,0.8999999761581421,29,0.8517460823059082,0.9141485691070556,0.8644067645072937,0.8917576670646667,0.8181968331336975,0.9060136675834656,0.8859155178070068,0.8374999761581421,0.8803921341896057,0.900900900363922,0.675000011920929,0.8181968331336975,0.8517460823059082,0.8793103694915771,0.9034205079078674,0.9224309921264648,0.9034205079078674,0.9141485691070556,0.8555555939674377,1.0,0.02,0.8881644010543823,0.017745302990078926,0.8803921341896057,0.018093250691890717,0.8700918555259705,0.800000011920929,0.018093250691890717,0.8500000238418579,0.8666666746139526,0.8917576670646667,0.9060136675834656,0.01931106485426426,0.8333333134651184,0.7714285850524902
no_init_box_kenn_top_down_adapter_bert_ms,2,vaodutz6,0.8500000238418579,0.018093250691890717,0.8666666746139526,0.8333333134651184,0.8387096524238586,0.0184951052069664,0.8909000158309937,0.9803921580314636,0.9090909361839294,0.8666666746139526,0.85628741979599,0.9226049780845642,0.8666666746139526,0.8666666746139526,0.925000011920929,0.25,0.8885037899017334,0.8999999761581421,29,0.851902186870575,0.9142341017723083,0.8680850863456726,0.8918560743331909,0.8181968331336975,0.9060136675834656,0.8859155178070068,0.8461538553237915,0.8803921341896057,0.900900900363922,0.692307710647583,0.8181968331336975,0.851902186870575,0.886956512928009,0.903622567653656,0.9226049780845642,0.903622567653656,0.9142341017723083,0.8555555939674377,1.0,0.13,0.8885037899017334,0.017745302990078926,0.8803921341896057,0.018093250691890717,0.8728700876235962,0.8125,0.018093250691890717,0.8500000238418579,0.8666666746139526,0.8918560743331909,0.9060136675834656,0.01931106485426426,0.8333333134651184,0.782608687877655
no_init_box_kenn_bottom_up_adapter_bert_ms,2,fgstkxyc,0.8500000238418579,0.018093250691890717,0.8666666746139526,0.8333333134651184,0.8319999575614929,0.0184951052069664,0.885130763053894,0.9803921580314636,0.9090909361839294,0.8666666746139526,0.851833701133728,0.9224309921264648,0.8666666746139526,0.8666666746139526,0.925000011920929,0.25,0.8881644010543823,0.8999999761581421,29,0.8517460823059082,0.9141485691070556,0.8644067645072937,0.8917576670646667,0.8181968331336975,0.9060136675834656,0.8859155178070068,0.8374999761581421,0.8803921341896057,0.900900900363922,0.675000011920929,0.8181968331336975,0.8517460823059082,0.8793103694915771,0.9034205079078674,0.9224309921264648,0.9034205079078674,0.9141485691070556,0.8555555939674377,1.0,0.02,0.8881644010543823,0.017745302990078926,0.8803921341896057,0.018093250691890717,0.8700918555259705,0.800000011920929,0.018093250691890717,0.8500000238418579,0.8666666746139526,0.8917576670646667,0.9060136675834656,0.01931106485426426,0.8333333134651184,0.7714285850524902
no_init_box_kenn_hybrid_adapter_bert_ms,1,tr759lry,0.8500000238418579,0.018093250691890717,0.8666666746139526,0.800000011920929,0.8188976645469666,0.01873115450143814,0.8771849870681763,0.9803921580314636,0.888888955116272,0.8666666746139526,0.8456253409385681,0.9222570061683656,0.8666666746139526,0.8666666746139526,0.9500000476837158,0.25,0.8876969814300537,0.9333333373069764,43,0.8515311479568481,0.9140336513519288,0.8571428656578064,0.8915609121322632,0.8181968331336975,0.9059556722640992,0.8972222805023193,0.825581431388855,0.8803921341896057,0.900900900363922,0.6511628031730652,0.8181968331336975,0.8515311479568481,0.8644067645072937,0.9030167460441588,0.9222570061683656,0.9030167460441588,0.9140336513519288,0.855555534362793,1.0,0.02,0.8876969814300537,0.017745302990078926,0.8803921341896057,0.018093250691890717,0.8662352561950684,0.7761194109916687,0.018093250691890717,0.8500000238418579,0.8666666746139526,0.8915609121322632,0.9059556722640992,0.01983298547565937,0.8333333134651184,0.7671233415603638
no_init_box_kenn_top_down_adapter_bert_ms,1,83rbpgf6,0.8833333253860474,0.01948503777384758,0.9333332777023317,0.8999999761581421,0.8115941882133484,0.019429117441177368,0.8496732711791992,0.9803921580314636,0.9473683834075928,0.9333333969116212,0.8523591756820679,0.9218510389328004,0.9333333373069764,0.9333333969116212,0.9833333492279052,0.25,0.8860786557197571,0.9666666388511658,43,0.8521970510482788,0.9141881465911864,0.8514056205749512,0.8913618326187134,0.8208112120628357,0.9066516160964966,0.930654764175415,0.7843137383460999,0.8812636137008667,0.900900900363922,0.5686274766921997,0.8208112120628357,0.8521970510482788,0.8217054009437561,0.9016941785812378,0.9218510389328004,0.9016941785812378,0.9141881465911864,0.9000000357627869,1.0,0.02,0.8860786557197571,0.01844119653105736,0.8812636137008667,0.01948503777384758,0.8741128444671631,0.7179487347602844,0.01948503777384758,0.8833333253860474,0.9333333969116212,0.8913618326187134,0.9066516160964966,0.0205288790166378,0.8333333134651184,0.7160494327545166
no_init_box_kenn_bottom_up_adapter_bert_ms,1,0g6hnuny,0.8500000238418579,0.018093250691890717,0.8666666746139526,0.800000011920929,0.8125,0.01873115450143814,0.8722519874572754,0.9803921580314636,0.888888955116272,0.8666666746139526,0.841726541519165,0.922083020210266,0.8666666746139526,0.8666666746139526,0.9500000476837158,0.25,0.8874068260192871,0.9333333373069764,43,0.8513976335525513,0.9139482378959656,0.8535565733909607,0.8914625644683838,0.8181968331336975,0.9059556722640992,0.8972222805023193,0.8181818127632141,0.8803921341896057,0.900900900363922,0.6363636255264282,0.8181968331336975,0.8513976335525513,0.8571428656578064,0.9028149843215942,0.922083020210266,0.9028149843215942,0.9139482378959656,0.855555534362793,1.0,0.02,0.8874068260192871,0.017745302990078926,0.8803921341896057,0.018093250691890717,0.8638230562210083,0.7647058963775635,0.018093250691890717,0.8500000238418579,0.8666666746139526,0.8914625644683838,0.9059556722640992,0.01983298547565937,0.8333333134651184,0.7567567229270935
no_init_box_kenn_hybrid_adapter_bert_ms,0,ci85ev7t,0.8500000238418579,0.018093250691890717,0.8666666746139526,0.7666666507720947,0.8062016367912292,0.01873115450143814,0.8702757358551025,0.9803921580314636,0.8679245114326477,0.8666667342185974,0.8401551246643066,0.922083020210266,0.8666666746139526,0.8666667342185974,0.9500000476837158,0.25,0.8872905969619751,0.9666666388511658,32,0.851344108581543,0.9139482378959656,0.8500000238418579,0.8913642764091492,0.8181968331336975,0.905955731868744,0.8972222805023193,0.8152173757553101,0.8803921341896057,0.900900900363922,0.6304348111152649,0.8181968331336975,0.851344108581543,0.8500000238418579,0.9026133418083192,0.922083020210266,0.9026133418083192,0.9139482378959656,0.8555555939674377,1.0,0.01,0.8872905969619751,0.017745302990078926,0.8803921341896057,0.018093250691890717,0.862852931022644,0.7536231875419617,0.018093250691890717,0.8500000238418579,0.8666667342185974,0.8913642764091492,0.905955731868744,0.01983298547565937,0.8333333134651184,0.7631579041481018
no_init_box_kenn_top_down_adapter_bert_ms,0,ikoqthco,0.8416666388511658,0.017745302990078926,0.8500000238418579,0.7333333492279053,0.7968750596046448,0.018633782863616943,0.8702756762504578,0.9803921580314636,0.8461538553237915,0.8500000238418579,0.8322454690933228,0.922083020210266,0.8500000238418579,0.8500000238418579,0.9500000476837158,0.25,0.8872905969619751,0.9666666388511658,19,0.8509902358055115,0.913859724998474,0.8451882600784302,0.8912419676780701,0.8175432085990906,0.9057817459106444,0.8925581574440002,0.8152173757553101,0.8801742792129517,0.900900900363922,0.6304348111152649,0.8175432085990906,0.8509902358055115,0.848739504814148,0.902591586112976,0.922083020210266,0.902591586112976,0.913859724998474,0.8444445133209229,1.0,0.03,0.8872905969619751,0.017571330070495605,0.8801742792129517,0.017745302990078926,0.857165515422821,0.75,0.017745302990078926,0.8416666984558105,0.8500000238418579,0.8912419676780701,0.9057817459106444,0.01983298547565937,0.8333333134651184,0.7631579041481018
no_init_box_kenn_bottom_up_adapter_bert_ms,0,c2bhb3ml,0.8416666388511658,0.017745302990078926,0.8500000238418579,0.7333333492279053,0.8031496405601501,0.018633782863616943,0.8749455809593201,0.9803921580314636,0.8461538553237915,0.8500000238418579,0.8358803987503052,0.9221410155296326,0.8500000238418579,0.8500000238418579,0.9500000476837158,0.25,0.8875652551651001,0.9666666388511658,20,0.8511164784431458,0.913888156414032,0.848739504814148,0.8913403153419495,0.8175432085990906,0.9057817459106444,0.8925581574440002,0.8222222328186035,0.8801742792129517,0.900900900363922,0.644444465637207,0.8175432085990906,0.8511164784431458,0.8559321761131287,0.902793288230896,0.9221410155296326,0.902793288230896,0.913888156414032,0.8444445133209229,1.0,0.01,0.8875652551651001,0.017571330070495605,0.8801742792129517,0.017745302990078926,0.8594245314598083,0.7611940503120422,0.017745302990078926,0.8416666984558105,0.8500000238418579,0.8913403153419495,0.9057817459106444,0.01983298547565937,0.8333333134651184,0.7733333110809326
no_init_box_kenn_horizontal_adapter_bert_ms,2,07m5wr0s,0.6000000238418579,0.007654836867004633,0.36666667461395264,0.7333333492279053,0.5365853905677795,0.01456522848457098,0.6601307392120361,0.9803921580314636,0.8461538553237915,0.366666704416275,0.42307692766189575,0.9245187044143676,0.36666667461395264,0.366666704416275,0.8333333730697632,0.25,0.8749290704727173,0.0,12,0.8350178599357605,0.9130079746246338,0.7461140155792236,0.8893570303916931,0.7985889911651611,0.901780366897583,0.6976744532585144,0.5,0.8738561868667603,0.900900900363922,0.0,0.7985889911651611,0.8350178599357605,0.9863013625144958,0.9054176211357116,0.9245187044143676,0.9054176211357116,0.9130079746246338,0.5222222805023193,1.0,0.03,0.8749290704727173,0.012526096776127815,0.8738561868667603,0.007654836867004633,0.5831337571144104,1.0,0.007654836867004633,0.6000000238418579,0.366666704416275,0.8893570303916931,0.901780366897583,0.017397355288267136,0.8333333134651184,0.0
