name,instance,run_id,test_incremental/micro/recall,test_incremental_only/macro_example/f1,test_incremental_only/macro_types/recall,test_incremental_computer-algorithm/macro_types/recall,test_incremental_only/micro/f1,test_incremental/macro_example/f1,test_incremental/macro_types/precision,test_incremental_computer/macro_types/precision,test_incremental_computer-algorithm/macro_types/f1,test_incremental_only/macro_example_exclusive/recall,test_incremental_only/macro_types/f1,test/macro_example/precision,test_incremental_only/micro/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/precision,threshold_pretraining,test_pretraining/macro_types/precision,test_incremental_computer-programming_language/macro_types/recall,epoch,test/macro_types/f1,test/macro_example/f1,test_incremental/micro/f1,test_pretraining/micro/f1,test_pretraining/macro_types/recall,test_pretraining/macro_example/recall,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_types/precision,test/micro/recall,test_incremental_computer/macro_types/f1,test_incremental_computer-programming_language/macro_types/precision,test/macro_types/recall,test_pretraining/macro_types/f1,test_incremental/micro/precision,test_pretraining/micro/precision,test_pretraining/macro_example/precision,test/micro/precision,test_pretraining/macro_example/f1,test_incremental/macro_types/recall,test_incremental_computer-algorithm/macro_types/precision,threshold_incremental,test/macro_types/precision,test_incremental/macro_example/recall,test_pretraining/micro/recall,test_incremental_only/macro_example/recall,test_incremental/macro_types/f1,test_incremental_only/micro/precision,test_incremental_only/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/precision,test/micro/f1,test/macro_example/recall,test_incremental/macro_example/precision,test_incremental_computer/macro_types/recall,test_incremental_computer-programming_language/macro_types/f1
no_init_box_kenn_horizontal_adapter_bert_ms,1,2e2h538t,0.824999988079071,0.017049409449100494,0.8166666626930237,0.800000011920929,0.8235294222831726,0.01828453689813614,0.8982260227203369,0.9803921580314636,0.888888955116272,0.8166667222976685,0.8364153504371643,0.9229529500007628,0.8166666626930237,0.8166667819023132,0.9333333373069764,0.25,0.8889347314834595,0.8333333134651184,33,0.8510356545448303,0.9141390323638916,0.8608695268630981,0.8916860222816467,0.8162360191345215,0.9054917693138124,0.8758293986320496,0.8571428656578064,0.8797385692596436,0.900900900363922,0.7142857313156128,0.8162360191345215,0.8510356545448303,0.8999999761581421,0.9039623737335204,0.9229529500007628,0.9039623737335204,0.9141390323638916,0.8222222328186035,1.0,0.05,0.8889347314834595,0.017223382368683815,0.8797385692596436,0.017049409449100494,0.8585453629493713,0.8305084705352783,0.017049409449100494,0.8250000476837158,0.8166667222976685,0.8916860222816467,0.9054917693138124,0.01948503777384758,0.8333333134651184,0.7692307233810425
no_init_box_kenn_horizontal_adapter_bert_ms,0,yyujg0np,0.5583333373069763,0.0059151011519134045,0.28333333134651184,0.5666666626930237,0.4415584504604339,0.013959554955363274,0.6601307392120361,0.9803921580314636,0.7234042882919312,0.28333336114883423,0.3617021441459656,0.9245187044143676,0.28333333134651184,0.28333336114883423,0.8333333730697632,0.25,0.8749290704727173,0.0,11,0.8332279324531555,0.9125619530677797,0.7127659320831299,0.8887410163879395,0.795320987701416,0.900910496711731,0.6686627268791199,0.5,0.87276691198349,0.900900900363922,0.0,0.795320987701416,0.8332279324531555,0.9852941036224364,0.9053107500076294,0.9245187044143676,0.9053107500076294,0.9125619530677797,0.46666669845581055,1.0,0.05,0.8749290704727173,0.011656228452920914,0.87276691198349,0.005915100686252117,0.5467904210090637,1.0,0.005915100686252117,0.5583333969116211,0.28333336114883423,0.8887410163879395,0.900910496711731,0.017397355288267136,0.8333333134651184,0.0
no_init_box_adapter_bert_ms,2,jk8xux87,0.8500000238418579,0.018093250691890717,0.8666666746139526,0.8333333134651184,0.8455284833908081,0.01857452280819416,0.8969728946685791,0.9803921580314636,0.9090909361839294,0.8666666746139526,0.860927164554596,0.9227789640426636,0.8666666746139526,0.8666666746139526,0.9333333373069764,0.25,0.8888610005378723,0.8999999761581421,30,0.8520663380622864,0.9143194556236268,0.8717948198318481,0.8919545412063599,0.8181968331336975,0.9060136675834656,0.8897196650505066,0.8552631139755249,0.8803921341896057,0.900900900363922,0.7105262875556946,0.8181968331336975,0.8520663380622864,0.8947368264198303,0.9038246273994446,0.9227789640426636,0.9038246273994446,0.9143194556236268,0.8555555939674377,1.0,0.13,0.8888610005378723,0.017745302990078926,0.8803921341896057,0.018093250691890717,0.8757748603820801,0.8253968358039856,0.018093250691890717,0.8500000238418579,0.8666666746139526,0.8919545412063599,0.9060136675834656,0.01948503777384758,0.8333333134651184,0.7941175699234009
no_init_box_adapter_bert_ms,1,lfsqbngx,0.8833333253860474,0.01948503777384758,0.9333332777023317,0.8999999761581421,0.8057554364204407,0.019429117441177368,0.846028208732605,0.9803921580314636,0.9473683834075928,0.9333333969116212,0.8491201996803284,0.9217351078987122,0.9333333373069764,0.9333333969116212,0.9833333492279052,0.25,0.8858642578125,0.9666666388511658,42,0.8520978689193726,0.9141311645507812,0.8479999899864197,0.8912636041641235,0.8208112120628357,0.9066516160964966,0.930654764175415,0.7788461446762085,0.8812636137008667,0.900900900363922,0.557692289352417,0.8208112120628357,0.8520978689193726,0.8153846263885498,0.9014931917190552,0.9217351078987122,0.9014931917190552,0.9141311645507812,0.9000000357627869,1.0,0.02,0.8858642578125,0.01844119653105736,0.8812636137008667,0.01948503777384758,0.8721799850463867,0.7088607549667358,0.01948503777384758,0.8833333253860474,0.9333333969116212,0.8912636041641235,0.9066516160964966,0.0205288790166378,0.8333333134651184,0.707317054271698
no_init_box_adapter_bert_ms,0,hm7gn6iy,0.8416666388511658,0.017745302990078926,0.8500000238418579,0.7333333492279053,0.7968750596046448,0.018633782863616943,0.8702756762504578,0.9803921580314636,0.8461538553237915,0.8500000238418579,0.8322454690933228,0.922083020210266,0.8500000238418579,0.8500000238418579,0.9500000476837158,0.25,0.8872905969619751,0.9666666388511658,19,0.8509902358055115,0.913859724998474,0.8451882600784302,0.8912419676780701,0.8175432085990906,0.9057817459106444,0.8925581574440002,0.8152173757553101,0.8801742792129517,0.900900900363922,0.6304348111152649,0.8175432085990906,0.8509902358055115,0.848739504814148,0.902591586112976,0.922083020210266,0.902591586112976,0.913859724998474,0.8444445133209229,1.0,0.03,0.8872905969619751,0.017571330070495605,0.8801742792129517,0.017745302990078926,0.857165515422821,0.75,0.017745302990078926,0.8416666984558105,0.8500000238418579,0.8912419676780701,0.9057817459106444,0.01983298547565937,0.8333333134651184,0.7631579041481018
no_init_kenn_horizontal_adapter_bert_ms,2,3fxzpu6p,0.949999988079071,0.02018093317747116,0.9666666388511658,0.9666666388511658,0.7945204973220825,0.020090557634830475,0.8085811138153076,0.9824561476707458,0.9354838132858276,0.9666666984558104,0.8263750672340393,0.9250463843345642,0.9666666388511658,0.9666666984558104,0.975000023841858,0.375,0.8971268534660339,0.9666666388511658,30,0.8811140656471252,0.9197741746902466,0.8669201731681824,0.9045116305351256,0.8656630516052246,0.9145616292953492,0.9623376727104188,0.7216435074806213,0.899782121181488,0.9572649598121644,0.5370370149612427,0.8656630516052246,0.8811140656471252,0.7972028255462646,0.9092910885810852,0.9250463843345642,0.9092910885810852,0.9197741746902466,0.9555555582046508,0.90625,0.15000000000000002,0.8971268534660339,0.01983298733830452,0.899782121181488,0.02018093317747116,0.8759459257125854,0.6744186282157898,0.02018093317747116,0.9500000476837158,0.9666666984558104,0.9045116305351256,0.9145616292953492,0.02035490795969963,0.9333333373069764,0.6904761791229248
no_init_kenn_horizontal_adapter_bert_ms,1,1t9s83s9,0.949999988079071,0.02018093317747116,0.9666666984558104,1.0,0.865671694278717,0.020174933597445488,0.8622076511383057,0.9824561476707458,0.9677419066429138,0.9666666984558104,0.876717746257782,0.9265542030334472,0.9666666388511658,0.9666666984558104,0.9833333492279052,0.375,0.9002813696861267,0.9333333373069764,39,0.882632851600647,0.9205188751220704,0.9083665013313292,0.9057016968727112,0.8656630516052246,0.9145616292953492,0.9663793444633484,0.8020833730697632,0.899782121181488,0.9572649598121644,0.6666666865348816,0.8656630516052246,0.882632851600647,0.8702290058135986,0.9116997718811036,0.9265542030334472,0.9116997718811036,0.9205188751220704,0.9555555582046508,0.9375,0.48,0.9002813696861267,0.01983298733830452,0.899782121181488,0.02018093317747116,0.9064847230911256,0.7837837934494019,0.02018093317747116,0.9500000476837158,0.9666666984558104,0.9057016968727112,0.9145616292953492,0.0205288790166378,0.9333333373069764,0.7777777910232544
no_init_kenn_horizontal_adapter_bert_ms,0,13b53o4q,0.9583333134651184,0.020353419706225395,0.9833333492279052,0.9666666388511658,0.6178010702133179,0.020236263051629063,0.7224555015563965,0.9824561476707458,0.920634925365448,0.9833333492279052,0.7394151091575623,0.9197112321853638,0.9833333492279052,0.9749287962913512,0.9805556535720824,0.375,0.8920606374740601,1.0,12,0.8790001273155212,0.917216658592224,0.7467532753944397,0.9002942442893982,0.8663166165351868,0.9147355556488036,0.9693171977996826,0.5924551486968994,0.8999999761581421,0.9572649598121644,0.30612245202064514,0.8663166165351868,0.8790001273155212,0.6117021441459656,0.9005886316299438,0.9197112321853638,0.9005886316299438,0.917216658592224,0.9666666984558104,0.8787878751754761,0.13,0.8920606374740601,0.02000695839524269,0.8999999761581421,0.0205288790166378,0.826907217502594,0.45038166642189026,0.02018093317747116,0.9583333730697632,0.9666666984558104,0.9002942442893982,0.9147355556488036,0.020470889285206795,0.9333333373069764,0.46875
smart_init_box_kenn_hybrid_adapter_bert_ms,2,0sv69py7,0.8500000238418579,0.018093250691890717,0.8666666746139526,0.8333333134651184,0.8253968358039856,0.018252313137054443,0.8796429634094238,0.9803921580314636,0.9090909361839294,0.8666666746139526,0.8475551605224609,0.9224309921264648,0.8666666746139526,0.8666666746139526,0.9000000357627869,0.25,0.8878415822982788,0.8999999761581421,66,0.8515976071357727,0.9141782522201538,0.8607595562934875,0.8916592597961426,0.8181968331336975,0.9060717225074768,0.8742857575416565,0.8292683362960815,0.8803921341896057,0.900900900363922,0.6585366129875183,0.8181968331336975,0.8515976071357727,0.8717948794364929,0.9032185673713684,0.9224309921264648,0.9032185673713684,0.9141782522201538,0.8555555939674377,1.0,0.5800000000000001,0.8878415822982788,0.017745302990078926,0.8803921341896057,0.018093250691890717,0.8674321174621582,0.7878788113594055,0.018093250691890717,0.8500000238418579,0.8666666746139526,0.8916592597961426,0.9060717225074768,0.018789144232869148,0.8333333134651184,0.7605634331703186
smart_init_box_kenn_top_down_adapter_bert_ms,2,6f31qspc,0.8999999761581421,0.02009356953203678,0.9666666984558104,0.9333333373069764,0.8405797481536865,0.019487105309963223,0.8527181148529053,0.9803921580314636,0.9491525292396544,0.9666666984558104,0.8687716126441956,0.9221700429916382,0.9666666388511658,0.9624820351600648,0.9694445133209229,0.25,0.8862577676773071,1.0,78,0.8529840707778931,0.914521872997284,0.867469847202301,0.8918025493621826,0.8221184015274048,0.9069995880126952,0.9334324598312378,0.7888810634613037,0.8816993236541748,0.900900900363922,0.6122449040412903,0.8221184015274048,0.8529840707778931,0.8372092843055725,0.9021399617195128,0.9221700429916382,0.9021399617195128,0.914521872997284,0.9222222566604614,0.9655172228813172,0.25,0.8862577676773071,0.018789144232869148,0.8816993236541748,0.02018093317747116,0.8861093521118164,0.7435897588729858,0.02000695839524269,0.9000000357627869,0.9583333730697632,0.8918025493621826,0.9069995880126952,0.02023892477154732,0.8333333134651184,0.7594937086105347
smart_init_box_kenn_bottom_up_adapter_bert_ms,2,8rzuo3yy,0.8500000238418579,0.018093250691890717,0.8666666746139526,0.8333333134651184,0.8125,0.018252313137054443,0.8694330453872681,0.9803921580314636,0.9090909361839294,0.8666666746139526,0.8394834399223328,0.922083020210266,0.8666666746139526,0.8666666746139526,0.9000000357627869,0.25,0.887241005897522,0.8999999761581421,66,0.851321280002594,0.9140072464942932,0.8535565733909607,0.8914625644683838,0.8181968331336975,0.9060717225074768,0.8742857575416565,0.8139535188674927,0.8803921341896057,0.900900900363922,0.6279069781303406,0.8181968331336975,0.851321280002594,0.8571428656578064,0.9028149843215942,0.922083020210266,0.9028149843215942,0.9140072464942932,0.8555555939674377,1.0,0.42,0.887241005897522,0.017745302990078926,0.8803921341896057,0.018093250691890717,0.8624384999275208,0.7647058963775635,0.018093250691890717,0.8500000238418579,0.8666666746139526,0.8914625644683838,0.9060717225074768,0.018789144232869148,0.8333333134651184,0.7397260665893555
smart_init_box_kenn_hybrid_adapter_bert_ms,1,1tww4rek,0.8500000238418579,0.018093250691890717,0.8666666746139526,0.8333333134651184,0.904347836971283,0.01841493882238865,0.9601307511329652,0.9803921580314636,0.9090909361839294,0.8666666746139526,0.9064220190048218,0.9241127371788024,0.8666666746139526,0.8666666746139526,0.9166666269302368,0.25,0.8925761580467224,0.8999999761581421,97,0.8537696003913879,0.91500324010849,0.9026548862457277,0.8927426934242249,0.8181968331336975,0.906071662902832,0.8820754289627075,0.949999988079071,0.8803921341896057,0.900900900363922,0.8999999761581421,0.8181968331336975,0.8537696003913879,0.9622641801834106,0.9054447412490844,0.9241127371788024,0.9054447412490844,0.91500324010849,0.8555555939674377,1.0,0.86,0.8925761580467224,0.017745302990078926,0.8803921341896057,0.018093250691890717,0.9048316478729248,0.9454545378684998,0.018093250691890717,0.8500000238418579,0.8666666746139526,0.8927426934242249,0.906071662902832,0.01913709193468094,0.8333333134651184,0.8999999761581421
smart_init_box_kenn_top_down_adapter_bert_ms,1,e1p2vjpm,0.8500000238418579,0.018093250691890717,0.8666666746139526,0.800000011920929,0.8739495873451233,0.01857452280819416,0.9267973899841307,0.9803921580314636,0.888888955116272,0.8666666746139526,0.8830188512802124,0.9234168529510498,0.8666666746139526,0.8666666746139526,0.9333333373069764,0.25,0.8906153440475464,0.9333333373069764,125,0.8528715372085571,0.9146324992179872,0.8869565725326538,0.8923485279083252,0.8181968331336975,0.9060136675834656,0.8897196650505066,0.8999999761581421,0.8803921341896057,0.900900900363922,0.800000011920929,0.8181968331336975,0.8528715372085571,0.9272727370262146,0.9046339988708496,0.9234168529510498,0.9046339988708496,0.9146324992179872,0.855555534362793,1.0,0.87,0.8906153440475464,0.017745302990078926,0.8803921341896057,0.018093250691890717,0.8897526264190674,0.8813559412956238,0.018093250691890717,0.8500000238418579,0.8666666746139526,0.8923485279083252,0.9060136675834656,0.01948503777384758,0.8333333134651184,0.8615384697914124
smart_init_box_kenn_bottom_up_adapter_bert_ms,1,r260rugr,0.8500000238418579,0.018093250691890717,0.8666666746139526,0.800000011920929,0.8888888955116272,0.01857452280819416,0.9429590702056884,0.9803921580314636,0.888888955116272,0.8666666746139526,0.8945291042327881,0.9237648248672484,0.8666666746139526,0.8666666746139526,0.9333333373069764,0.25,0.8915660381317139,0.9333333373069764,85,0.8533072471618652,0.9148032069206238,0.8947368264198303,0.8925455212593079,0.8181968331336975,0.9060136675834656,0.8897196650505066,0.9242424368858336,0.8803921341896057,0.900900900363922,0.8484848737716675,0.8181968331336975,0.8533072471618652,0.9444444179534912,0.9050391912460328,0.9237648248672484,0.9050391912460328,0.9148032069206238,0.855555534362793,1.0,0.65,0.8915660381317139,0.017745302990078926,0.8803921341896057,0.018093250691890717,0.8971335291862488,0.9122806787490844,0.018093250691890717,0.8500000238418579,0.8666666746139526,0.8925455212593079,0.9060136675834656,0.01948503777384758,0.8333333134651184,0.888888955116272
smart_init_box_kenn_hybrid_adapter_bert_ms,0,eozzkpxh,0.8666666746139526,0.018789144232869148,0.8999999761581421,0.8333333134651184,0.8307691812515259,0.018682334572076797,0.8749455809593201,0.9803921580314636,0.9090909361839294,0.9000000953674316,0.8593548536300659,0.922199010848999,0.8999999761581421,0.9000000953674316,0.9250000715255736,0.25,0.8875652551651001,0.9666666388511658,67,0.8521777987480164,0.914182186126709,0.863070547580719,0.8917071223258972,0.8195040225982666,0.906303644180298,0.8948837518692017,0.8222222328186035,0.8808279037475586,0.900900900363922,0.644444465637207,0.8195040225982666,0.8521777987480164,0.8595041036605835,0.9028584361076356,0.922199010848999,0.9028584361076356,0.914182186126709,0.8777778148651123,1.0,0.54,0.8875652551651001,0.018093250691890717,0.8808279037475586,0.018789144232869148,0.8763594031333923,0.7714285850524902,0.018789144232869148,0.8666666746139526,0.9000000953674316,0.8917071223258972,0.906303644180298,0.01931106671690941,0.8333333134651184,0.7733333110809326
