name,instance,run_id,test/macro_types/precision,test_incremental/macro_types/recall,test_incremental_only/macro_example/recall,test_incremental_art/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test/macro_types/f1,test/macro_example/precision,test_incremental_art-film/macro_types/f1,test_incremental_art-film/macro_types/precision,test/micro/recall,test/macro_example/f1,test_pretraining/macro_example/f1,test/macro_example/recall,epoch,threshold_pretraining,test_pretraining/micro/precision,test_pretraining/macro_types/recall,test_incremental_art/macro_types/precision,test_incremental/macro_example_exclusive/f1,test_incremental/macro_example/f1,test_pretraining/macro_example/recall,test_incremental_only/micro/f1,test_incremental_only/macro_types/precision,test_incremental/macro_example/recall,test_pretraining/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental_only/macro_example/f1,test_incremental_art/macro_types/recall,test_incremental_only/macro_types/f1,test_incremental/macro_types/precision,test_incremental/micro/f1,test_pretraining/micro/recall,test_incremental/macro_types/f1,test_incremental_only/micro/precision,test_incremental_only/macro_example/precision,test_incremental/macro_example_exclusive/precision,test/micro/f1,threshold_incremental,test_pretraining/macro_types/f1,test_pretraining/macro_example/precision,test/micro/precision,test_incremental/macro_example/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental/micro/recall,test_incremental/micro/precision,test/macro_types/recall,test_incremental_only/micro/recall,test_incremental_only/macro_types/recall,test_incremental_art-film/macro_types/recall,test_incremental/macro_example_exclusive/recall,test_pretraining/micro/f1
kenn_horizontal_adapter_bert_ms,2,1zse3uo4,0.8867956399917603,0.8586369752883911,0.012874042615294456,0.7250000238418579,0.9736841917037964,0.8751381635665894,0.7715842723846436,0.05745341628789902,0.029600000008940697,0.8995183706283569,0.8372271060943604,0.8372271060943604,0.9150777459144592,46,0.375,0.7201191782951355,0.8637832403182983,0.707317054271698,0.9186253547668456,0.012465688399970531,0.9150777459144592,0.05745341628789902,0.029600000008940697,0.011656228452920914,0.8867956399917603,0.9736841917037964,0.012874042615294456,0.7435897588729858,0.05745341628789902,0.3684585392475128,0.0964912325143814,0.8995183706283569,0.515643835067749,0.029600000008940697,0.012874042615294456,0.9871795177459716,0.799883246421814,0.99,0.8751381635665894,0.7715842723846436,0.7201191782951355,0.013395964168012142,0.9736841917037964,0.8571428656578064,0.05112316086888313,0.8637832403182983,0.9736841917037964,0.9736841917037964,0.9736841917037964,0.8589743375778198,0.799883246421814
kenn_horizontal_adapter_bert_ms,1,3kfzcgdb,0.8867946863174438,0.8586369752883911,0.012874042615294456,0.7250000238418579,0.9736841917037964,0.8751376867294312,0.7712363600730896,0.057364340871572495,0.02955271489918232,0.8995183706283569,0.8370222449302673,0.8370222449302673,0.9150777459144592,45,0.375,0.7198668718338013,0.8637832403182983,0.707317054271698,0.9186253547668456,0.012465688399970531,0.9150777459144592,0.057364340871572495,0.02955271489918232,0.011656228452920914,0.8867946863174438,0.9736841917037964,0.012874042615294456,0.7435897588729858,0.057364340871572495,0.368434876203537,0.09635036438703536,0.8995183706283569,0.5156206488609314,0.02955271489918232,0.012874042615294456,0.9871795177459716,0.7997274994850159,0.99,0.8751376867294312,0.7712363600730896,0.7198668718338013,0.013395964168012142,0.9736841917037964,0.8571428656578064,0.05104408413171768,0.8637832403182983,0.9736841917037964,0.9736841917037964,0.9736841917037964,0.8589743375778198,0.7997274994850159
kenn_horizontal_adapter_bert_ms,0,3hhvemeu,0.8867956399917603,0.8586369752883911,0.012874042615294456,0.7250000238418579,0.9736841917037964,0.8751381635665894,0.7715842723846436,0.05745341628789902,0.029600000008940697,0.8995183706283569,0.8372271060943604,0.8372271060943604,0.9150777459144592,54,0.375,0.7201191782951355,0.8637832403182983,0.707317054271698,0.9186253547668456,0.012465688399970531,0.9150777459144592,0.05745341628789902,0.029600000008940697,0.011656228452920914,0.8867956399917603,0.9736841917037964,0.012874042615294456,0.7435897588729858,0.05745341628789902,0.3684585392475128,0.0964912325143814,0.8995183706283569,0.515643835067749,0.029600000008940697,0.012874042615294456,0.9871795177459716,0.799883246421814,0.99,0.8751381635665894,0.7715842723846436,0.7201191782951355,0.013395964168012142,0.9736841917037964,0.8571428656578064,0.05112316086888313,0.8637832403182983,0.9736841917037964,0.9736841917037964,0.9736841917037964,0.8589743375778198,0.799883246421814
kenn_hybrid_adapter_bert_ms,2,8609rhqv,0.8868111371994019,0.8717948794364929,0.013221990317106249,0.7250000238418579,1.0,0.8754157423973083,0.7715842723846436,0.058960430324077606,0.03037569858133793,0.8997372984886169,0.8372999429702759,0.8372999429702759,0.9152517318725586,33,0.375,0.7201682329177856,0.864309549331665,0.707317054271698,0.9259063601493835,0.012564490549266338,0.9152517318725586,0.058960430324077606,0.03037569858133793,0.011830202303826807,0.8868111371994019,1.0,0.013221991248428822,0.7435897588729858,0.058960430324077606,0.3688463866710663,0.09788166731595992,0.8997372984886169,0.518374502658844,0.03037569858133793,0.013221990317106249,0.9871795177459716,0.800000011920929,0.99,0.8754157423973083,0.7715842723846436,0.7201682329177856,0.013395964168012142,1.0,0.8701298832893372,0.051857586950063705,0.864309549331665,1.0,1.0,1.0,0.8717949390411377,0.800000011920929
kenn_top_down_adapter_bert_ms,2,1egvlyyi,0.8867956399917603,0.8586369752883911,0.012874042615294456,0.7250000238418579,0.9736841917037964,0.8751381635665894,0.7715842723846436,0.05745341628789902,0.029600000008940697,0.8995183706283569,0.8372271060943604,0.8372271060943604,0.9150777459144592,69,0.375,0.7201191782951355,0.8637832403182983,0.707317054271698,0.9186253547668456,0.012465688399970531,0.9150777459144592,0.05745341628789902,0.029600000008940697,0.011656228452920914,0.8867956399917603,0.9736841917037964,0.012874042615294456,0.7435897588729858,0.05745341628789902,0.3684585392475128,0.0964912325143814,0.8995183706283569,0.515643835067749,0.029600000008940697,0.012874042615294456,0.9871795177459716,0.799883246421814,0.99,0.8751381635665894,0.7715842723846436,0.7201191782951355,0.013395964168012142,0.9736841917037964,0.8571428656578064,0.05112316086888313,0.8637832403182983,0.9736841917037964,0.9736841917037964,0.9736841917037964,0.8589743375778198,0.799883246421814
kenn_bottom_up_adapter_bert_ms,2,2yjmo8b9,0.8867956399917603,0.8586369752883911,0.012874042615294456,0.7250000238418579,0.9736841917037964,0.8751381635665894,0.7715842723846436,0.05745341628789902,0.029600000008940697,0.8995183706283569,0.8372271060943604,0.8372271060943604,0.9150777459144592,68,0.375,0.7201191782951355,0.8637832403182983,0.707317054271698,0.9186253547668456,0.012465688399970531,0.9150777459144592,0.05745341628789902,0.029600000008940697,0.011656228452920914,0.8867956399917603,0.9736841917037964,0.012874042615294456,0.7435897588729858,0.05745341628789902,0.3684585392475128,0.0964912325143814,0.8995183706283569,0.515643835067749,0.029600000008940697,0.012874042615294456,0.9871795177459716,0.799883246421814,0.99,0.8751381635665894,0.7715842723846436,0.7201191782951355,0.013395964168012142,0.9736841917037964,0.8571428656578064,0.05112316086888313,0.8637832403182983,0.9736841917037964,0.9736841917037964,0.9736841917037964,0.8589743375778198,0.799883246421814
kenn_hybrid_adapter_bert_ms,1,3uij4k87,0.8868101835250854,0.8717948794364929,0.013221990317106249,0.7250000238418579,1.0,0.8754153251647949,0.7712363600730896,0.05886909365653992,0.030327213928103447,0.8997372984886169,0.8370950222015381,0.8370950222015381,0.9152517318725586,64,0.375,0.7199159264564514,0.864309549331665,0.707317054271698,0.9259063601493835,0.012564490549266338,0.9152517318725586,0.05886909365653992,0.030327213928103447,0.011830202303826807,0.8868101835250854,1.0,0.013221991248428822,0.7435897588729858,0.05886909365653992,0.3688221275806427,0.09773887693881989,0.8997372984886169,0.5183505415916443,0.030327213928103447,0.013221990317106249,0.9871795177459716,0.7998443245887756,0.99,0.8754153251647949,0.7712363600730896,0.7199159264564514,0.013395964168012142,1.0,0.8701298832893372,0.051777433604002,0.864309549331665,1.0,1.0,1.0,0.8717949390411377,0.7998443245887756
kenn_top_down_adapter_bert_ms,1,mkydlfxo,0.8867946863174438,0.8586369752883911,0.012874042615294456,0.7250000238418579,0.9736841917037964,0.8751376867294312,0.7712363600730896,0.057364340871572495,0.02955271489918232,0.8995183706283569,0.8370222449302673,0.8370222449302673,0.9150777459144592,65,0.375,0.7198668718338013,0.8637832403182983,0.707317054271698,0.9186253547668456,0.012465688399970531,0.9150777459144592,0.057364340871572495,0.02955271489918232,0.011656228452920914,0.8867946863174438,0.9736841917037964,0.012874042615294456,0.7435897588729858,0.057364340871572495,0.368434876203537,0.09635036438703536,0.8995183706283569,0.5156206488609314,0.02955271489918232,0.012874042615294456,0.9871795177459716,0.7997274994850159,0.99,0.8751376867294312,0.7712363600730896,0.7198668718338013,0.013395964168012142,0.9736841917037964,0.8571428656578064,0.05104408413171768,0.8637832403182983,0.9736841917037964,0.9736841917037964,0.9736841917037964,0.8589743375778198,0.7997274994850159
kenn_bottom_up_adapter_bert_ms,1,dazrxx2r,0.886795163154602,0.8586369752883911,0.012874042615294456,0.7250000238418579,0.9736841917037964,0.8751379251480103,0.771410346031189,0.05740884691476822,0.029576338827610016,0.8995183706283569,0.8371247053146362,0.8371247053146362,0.9150777459144592,64,0.375,0.719992995262146,0.8637832403182983,0.707317054271698,0.9186253547668456,0.012465688399970531,0.9150777459144592,0.05740884691476822,0.029576338827610016,0.011656228452920914,0.886795163154602,0.9736841917037964,0.012874042615294456,0.7435897588729858,0.05740884691476822,0.3684467077255249,0.09642075002193452,0.8995183706283569,0.5156322717666626,0.029576338827610016,0.012874042615294456,0.9871795177459716,0.7998053431510925,0.99,0.8751379251480103,0.771410346031189,0.719992995262146,0.013395964168012142,0.9736841917037964,0.8571428656578064,0.05108359083533287,0.8637832403182983,0.9736841917037964,0.9736841917037964,0.9736841917037964,0.8589743375778198,0.7998053431510925
kenn_hybrid_adapter_bert_ms,0,1uu2u91v,0.8868111371994019,0.8717948794364929,0.013221990317106249,0.7250000238418579,1.0,0.8754157423973083,0.7715842723846436,0.058960430324077606,0.03037569858133793,0.8997372984886169,0.8372999429702759,0.8372999429702759,0.9152517318725586,66,0.375,0.7201682329177856,0.864309549331665,0.707317054271698,0.9259063601493835,0.012564490549266338,0.9152517318725586,0.058960430324077606,0.03037569858133793,0.011830202303826807,0.8868111371994019,1.0,0.013221991248428822,0.7435897588729858,0.058960430324077606,0.3688463866710663,0.09788166731595992,0.8997372984886169,0.518374502658844,0.03037569858133793,0.013221990317106249,0.9871795177459716,0.800000011920929,0.99,0.8754157423973083,0.7715842723846436,0.7201682329177856,0.013395964168012142,1.0,0.8701298832893372,0.051857586950063705,0.864309549331665,1.0,1.0,1.0,0.8717949390411377,0.800000011920929
