name,instance,run_id,threshold_pretraining,test/macro_types/recall,test_pretraining/micro/f1,test_incremental_only/macro_example/recall,test_incremental_medicine-symptom/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,test/micro/precision,test_incremental_only/micro/recall,epoch,test_incremental_medicine-medical_treatment/macro_types/f1,test_incremental/micro/recall,test_incremental_only/micro/f1,test_pretraining/micro/precision,test_incremental_medicine/macro_types/f1,test_incremental_medicine-medical_treatment/macro_types/precision,test_incremental/macro_types/f1,test_incremental/macro_example_exclusive/recall,test/micro/recall,test/macro_example/f1,test_incremental_only/macro_types/f1,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/precision,test_incremental_medicine-symptom/macro_types/precision,test_incremental_only/macro_types/recall,test_incremental/macro_example_exclusive/f1,test_incremental_medicine-medical_treatment/macro_types/recall,threshold_incremental,test/macro_example/recall,test_pretraining/macro_types/f1,test_pretraining/macro_example/precision,test_incremental/micro/f1,test/macro_types/precision,test/macro_example/precision,test_pretraining/macro_example/f1,test_incremental_only/macro_types/precision,test_incremental_medicine/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test/micro/f1,test_pretraining/micro/recall,test_pretraining/macro_types/recall,test_incremental/macro_types/recall,test_pretraining/macro_example/recall,test_incremental/macro_example/recall,test_incremental_only/macro_example/precision,test_incremental_medicine-symptom/macro_types/f1,test_incremental/micro/precision,test_incremental_medicine/macro_types/precision,test_incremental_medicine-drug/macro_types/recall,test_incremental/macro_types/precision,test_incremental_only/macro_example/f1,test_pretraining/macro_types/precision,test_incremental_medicine-drug/macro_types/f1,test/macro_types/f1,test_incremental/macro_example/f1,test_incremental_only/micro/precision,test_incremental_medicine-drug/macro_types/precision,test_incremental_only/macro_example_exclusive/recall
smart_init_kenn_bottom_up_adapter_bert_ms,2,mq5c42ne,0.375,0.8615957498550415,0.8989855051040649,0.02366040274500847,0.8333333134651184,0.6202532052993774,0.8999567627906799,0.8611111044883728,14,0.694915235042572,0.8716577291488647,0.6642857789993286,0.8999567627906799,0.9090908765792848,0.5857142806053162,0.7349610328674316,0.8713080286979675,0.8980163931846619,0.9176068902015686,0.6628974080085754,0.01963001675903797,0.7141350507736206,0.5555555820465088,0.8625000715255737,0.7849308848381042,0.8541666865348816,0.11,0.9137091636657716,0.8722522854804993,0.9215379357337952,0.7511520385742188,0.8831757307052612,0.9215379357337952,0.9176068902015686,0.5383180379867554,0.8860759735107422,0.7209780216217041,0.8989855051040649,0.8980163931846619,0.8615957498550415,0.8683940172195435,0.9137091636657716,0.02395036071538925,0.017049409449100494,0.6666667461395264,0.659919023513794,0.9333333373069764,0.8999999761581421,0.6370718479156494,0.01981811597943306,0.8831757307052612,0.6206896901130676,0.8722522854804993,0.021576041355729103,0.5406976938247681,0.4736842215061188,0.8607594966888428
smart_init_kenn_hybrid_adapter_bert_ms,1,j47ibwpc,0.375,0.8599932193756104,0.9017228484153748,0.022790536284446716,0.8999999761581421,0.6919831037521362,0.9063385128974916,0.8240740895271301,13,0.7956989407539368,0.8502673506736755,0.7325102686882019,0.9063385128974916,0.9090908765792848,0.8222222328186035,0.788709282875061,0.852320671081543,0.8971539735794067,0.9184909462928772,0.7447107434272766,0.02183368057012558,0.7943037748336792,0.5,0.8347222805023193,0.8222901821136475,0.7708333134651184,0.22,0.9133959412574768,0.8751742839813232,0.9236430525779724,0.8010075688362122,0.8909009695053101,0.9236430525779724,0.9184909462928772,0.6722222566604614,0.8860759735107422,0.7543671727180481,0.9017228484153748,0.8971539735794067,0.8599932193756104,0.8475606441497803,0.9133959412574768,0.02342843823134899,0.019021108746528625,0.6428571343421936,0.7571428418159485,0.9333333373069764,0.8333333134651184,0.737500011920929,0.02073591016232967,0.8909009695053101,0.7575757503509521,0.8751742839813232,0.02260296419262886,0.6592592597007751,0.6944444179534912,0.8291139006614685
smart_init_kenn_top_down_adapter_bert_ms,1,md3sqp1l,0.375,0.8611149787902832,0.9006708860397339,0.022964507341384888,0.9333333373069764,0.7278481125831604,0.9039965271949768,0.8333333134651184,13,0.7446808815002441,0.855614960193634,0.7031249403953552,0.9039965271949768,0.9090908765792848,0.760869562625885,0.7712230086326599,0.8565400838851929,0.8973695635795593,0.9179323315620422,0.7178724408149719,0.02273254469037056,0.8270042538642883,0.48275861144065857,0.8541667461395264,0.8415130376815796,0.7291666865348816,0.28,0.9134829640388488,0.8742712140083313,0.9224252104759216,0.7804877758026123,0.8878355622291565,0.9224252104759216,0.9179323315620422,0.6190881729125977,0.8860759735107422,0.777942955493927,0.9006708860397339,0.8973695635795593,0.8611149787902832,0.8621439933776855,0.9134829640388488,0.023544423282146457,0.02000695839524269,0.6363636255264282,0.7174887657165527,0.9333333373069764,0.8999999761581421,0.6976494789123535,0.02138395421206951,0.8878355622291565,0.7297297716140747,0.8742712140083313,0.023131363093852997,0.6081081032752991,0.6136363744735718,0.8354430198669434
smart_init_kenn_bottom_up_adapter_bert_ms,1,kws5shqi,0.375,0.8631181716918945,0.9001944065093994,0.02435629814863205,0.9333333373069764,0.7130801677703857,0.9019480347633362,0.8796296119689941,15,0.7843137383460999,0.8823529481887817,0.6985294222831726,0.9019480347633362,0.9090908765792848,0.7407407164573669,0.7644843459129333,0.8839662671089172,0.8984476327896118,0.91780823469162,0.7045914530754089,0.02218162827193737,0.8069620728492737,0.4590163826942444,0.888888955116272,0.8437107801437378,0.8333333134651184,0.12,0.9140628576278688,0.8743060231208801,0.9215843677520752,0.7746478915214539,0.8857877254486084,0.9215843677520752,0.91780823469162,0.5835925340652466,0.8860759735107422,0.7902207970619202,0.9001944065093994,0.8984476327896118,0.8631181716918945,0.8881856203079224,0.9140628576278688,0.024298306554555893,0.019601020961999893,0.6153846383094788,0.6903765797615051,0.9333333373069764,0.8999999761581421,0.671027660369873,0.021721448749303814,0.8857877254486084,0.6835442781448364,0.8743060231208801,0.023191770538687703,0.5792682766914368,0.5510203838348389,0.8860759735107422
smart_init_kenn_hybrid_adapter_bert_ms,0,ih6msilz,0.375,0.856147050857544,0.9020203948020936,0.021050799638032913,0.8666666746139526,0.7426160573959351,0.9089316725730896,0.7407407164573669,17,0.6516854166984558,0.8021390438079834,0.7272727489471436,0.9089316725730896,0.9090908765792848,0.707317054271698,0.7838533520698547,0.8122363090515137,0.8952134251594543,0.9186590909957886,0.74131178855896,0.02238459885120392,0.8143460154533386,0.6842105388641357,0.7680555582046509,0.8132897615432739,0.6041666865348816,0.26,0.9122014045715332,0.8743998408317566,0.9252088069915771,0.8021391034126282,0.8934478759765625,0.9252088069915771,0.9186590909957886,0.7163678407669067,0.8860759735107422,0.7540408968925476,0.9020203948020936,0.8952134251594543,0.856147050857544,0.7975606918334961,0.9122014045715332,0.02232660725712776,0.020412899553775787,0.7647058963775635,0.8021390438079834,0.9333333373069764,0.8333333134651184,0.7706091403961182,0.020726943388581276,0.8934478759765625,0.7936508059501648,0.8743998408317566,0.022355565801262856,0.7142857313156128,0.7575757503509521,0.7658227682113647
smart_init_kenn_top_down_adapter_bert_ms,0,0ah20p69,0.375,0.862316906452179,0.8964700698852539,0.02435629814863205,0.9333333373069764,0.7320675253868103,0.8949291110038757,0.8611111044883728,19,0.5629629492759705,0.8716577291488647,0.6078431606292725,0.8949291110038757,0.9090908765792848,0.4367816150188446,0.7059158086776733,0.8797468543052673,0.8980163931846619,0.916245460510254,0.6165847182273865,0.02221062406897545,0.8080168962478638,0.5090909004211426,0.8750000596046448,0.8423576354980469,0.7916666865348816,0.08,0.9137961864471436,0.8708633184432983,0.9187079668045044,0.708695650100708,0.8795807957649231,0.9187079668045044,0.916245460510254,0.4760051667690277,0.8860759735107422,0.8017427325248718,0.8964700698852539,0.8980163931846619,0.862316906452179,0.8777689933776855,0.9137961864471436,0.02418232522904873,0.020122941583395004,0.6588234901428223,0.5970696210861206,0.9333333373069764,0.8999999761581421,0.5903371572494507,0.022038163617253304,0.8795807957649231,0.6279070377349854,0.8708633184432983,0.023154577240347866,0.469696968793869,0.4821428656578064,0.8860759139060974
smart_init_kenn_bottom_up_adapter_bert_ms,0,3wk9y7fn,0.375,0.8613553643226624,0.897563099861145,0.02366040274500847,0.9333333373069764,0.7067511081695557,0.8977566957473755,0.8333333134651184,19,0.543999969959259,0.855614960193634,0.625,0.8977566957473755,0.9090908765792848,0.4415584504604339,0.7195233106613159,0.8649789094924927,0.8973695635795593,0.9164276719093324,0.6397929191589355,0.021920667961239815,0.7974684238433838,0.5283018946647644,0.8583333492279053,0.8298528790473938,0.7083333134651184,0.05,0.9134191870689392,0.8713304996490479,0.9194560647010804,0.7239819169044495,0.8815393447875977,0.9194560647010804,0.9164276719093324,0.509953498840332,0.8860759735107422,0.7761895656585693,0.897563099861145,0.8973695635795593,0.8613553643226624,0.8652690052986145,0.9134191870689392,0.023776385933160785,0.019427048042416573,0.6746988296508789,0.6274510025978088,0.9333333373069764,0.9333333373069764,0.6157984137535095,0.02133576013147831,0.8815393447875977,0.7000000476837158,0.8713304996490479,0.02281084656715393,0.5,0.5600000023841858,0.8607594966888428
no_init_kenn_hybrid_adapter_bert_ms,2,44qz6nj4,0.375,0.8670444488525391,0.8154296875,0.026096032932400703,0.9333333373069764,0.7594937086105347,0.7452695369720459,0.9537037014961244,16,0.20316027104854584,0.9251337051391602,0.16427433490753174,0.7452695369720459,0.9090908765792848,0.1139240488409996,0.4700423181056976,0.9219409227371216,0.9001724720001221,0.8559160828590393,0.19220542907714844,0.022674554958939552,0.8248945474624634,0.1538461595773697,0.956944465637207,0.8707220554351807,0.9375,0.02,0.9149559736251832,0.8626411557197571,0.8040336966514587,0.24573864042758944,0.8582823276519775,0.8040336966514587,0.8559160828590393,0.10683143138885498,0.8860759735107422,0.8438818454742432,0.8154296875,0.9001724720001221,0.8670444488525391,0.9392273426055908,0.9149559736251832,0.025342149659991264,0.020876826718449593,0.2641509473323822,0.14168713986873627,0.9333333373069764,1.0,0.3134569227695465,0.02319647371768951,0.8582823276519775,0.1001669391989708,0.8626411557197571,0.023934252560138702,0.08987783640623093,0.05272407829761505,0.949367105960846
no_init_kenn_top_down_adapter_bert_ms,2,68x8w7lh,0.375,0.8665636777877808,0.6716538071632385,0.026096032932400703,0.9333333373069764,0.7109704613685608,0.5356684923171997,0.9537037014961244,10,0.07241910696029663,0.9251337051391602,0.05977945774793625,0.5356684923171997,0.9090908765792848,0.03759999945759773,0.4028416574001312,0.9219409823417664,0.9001724720001221,0.7561045289039612,0.06077557057142258,0.02180468663573265,0.7932490110397339,0.034739453345537186,0.9486111402511596,0.8527671098709106,0.9791666865348816,0.09,0.9149559736251832,0.8602005243301392,0.644251823425293,0.09611110389232635,0.8539301156997681,0.644251823425293,0.7561045289039612,0.031393442302942276,0.8860759735107422,0.8130539655685425,0.6716538071632385,0.9001724720001221,0.8665636777877808,0.9329773187637328,0.9149559736251832,0.025342149659991264,0.019543029367923737,0.06698564440011978,0.05068854242563248,0.9333333373069764,0.9333333373069764,0.25687840580940247,0.022349081933498383,0.8539301156997681,0.04268293082714081,0.8602005243301392,0.023440709337592125,0.030856801196932793,0.02184087410569191,0.949367105960846
no_init_kenn_bottom_up_adapter_bert_ms,2,1f8o3vd4,0.375,0.8670444488525391,0.8202357888221741,0.026096032932400703,0.9333333373069764,0.7552742958068848,0.7533381581306458,0.9537037014961244,16,0.20930232107639313,0.9251337051391602,0.17252930998802185,0.7533381581306458,0.9090908765792848,0.11780104786157608,0.47537991404533386,0.9219409227371216,0.9001724720001221,0.8582013845443726,0.20242808759212497,0.02255856990814209,0.8206751346588135,0.16568046808242798,0.956944465637207,0.8683656454086304,0.9375,0.02,0.9149559736251832,0.8628262281417847,0.8080765008926392,0.256676584482193,0.8586488962173462,0.8080765008926392,0.8582013845443726,0.11318543553352356,0.8860759735107422,0.8412708640098572,0.8202357888221741,0.9001724720001221,0.8670444488525391,0.9392273426055908,0.9149559736251832,0.025342149659991264,0.02076084539294243,0.28140702843666077,0.14900948107242584,0.9333333373069764,1.0,0.31822240352630615,0.023124702274799347,0.8586488962173462,0.10619468986988068,0.8628262281417847,0.023869479075074196,0.09484346210956572,0.05607476457953453,0.949367105960846
no_init_kenn_hybrid_adapter_bert_ms,1,1q0oa3qd,0.375,0.8665636777877808,0.8268963694572449,0.026270007714629173,0.9333333373069764,0.7447257041931152,0.7646520137786865,0.9537037014961244,16,0.17153282463550568,0.9251337051391602,0.18525180220603943,0.7646520137786865,0.9090908765792848,0.09399999678134918,0.46966785192489624,0.9240506291389464,0.9001724720001221,0.8650148510932922,0.19282814860343933,0.02244258858263493,0.8164557218551636,0.09589041024446487,0.9486111402511596,0.8669275045394897,0.9791666865348816,0.02,0.9150429368019104,0.8624173998832703,0.8201735019683838,0.27330175042152405,0.8583105802536011,0.8201735019683838,0.8650148510932922,0.10732196271419524,0.8860759735107422,0.837123453617096,0.8268963694572449,0.9001724720001221,0.8665636777877808,0.9329773187637328,0.9150429368019104,0.02540013939142227,0.02047088742256165,0.17391303181648254,0.16033364832401276,0.9333333373069764,0.9333333373069764,0.3138248026371002,0.023010700941085815,0.8583105802536011,0.23140496015548703,0.8624173998832703,0.023829948157072067,0.10258964449167252,0.1320754736661911,0.9556962251663208
no_init_kenn_top_down_adapter_bert_ms,1,1olfsiid,0.375,0.8661630749702454,0.7604991793632507,0.026096034795045853,0.9333333373069764,0.789029598236084,0.6584634780883789,0.9444444179534912,16,0.10735122859477995,0.9197860956192015,0.102461077272892,0.6584634780883789,0.9090908765792848,0.05686032027006149,0.4226346611976623,0.9198312163352966,0.8999568819999695,0.8245075345039368,0.10169406980276108,0.023312456905841827,0.8481013178825378,0.05054151639342308,0.9416667222976683,0.8825111389160156,0.9583333134651184,0.060000000000000005,0.9149269461631776,0.8606566786766052,0.7503525018692017,0.16037295758724213,0.855219841003418,0.7503525018692017,0.8245075345039368,0.05374933034181595,0.8860759735107422,0.861804187297821,0.7604991793632507,0.8999568819999695,0.8661630749702454,0.9277690052986144,0.9149269461631776,0.02528415620326996,0.021688703447580338,0.09589041024446487,0.08784473687410355,0.9333333373069764,0.9333333373069764,0.2736453413963318,0.02368911914527416,0.855219841003418,0.10181818157434464,0.8606566786766052,0.024258308112621307,0.054168879985809326,0.05384615436196327,0.949367105960846
no_init_kenn_bottom_up_adapter_bert_ms,1,1lyyg8jz,0.375,0.8665636777877808,0.8327515721321106,0.026270007714629173,0.9333333373069764,0.74472576379776,0.7747262716293335,0.9537037014961244,16,0.17311231791973114,0.9251337051391602,0.197886660695076,0.7747262716293335,0.9090908765792848,0.09494949132204056,0.4790068864822388,0.9240506291389464,0.9001724720001221,0.8685756921768188,0.21070672571659088,0.022442590445280075,0.8164557814598083,0.11244980245828629,0.9486111402511596,0.8669275641441345,0.9791666865348816,0.02,0.9150429368019104,0.8627432584762573,0.8265997171401978,0.28953972458839417,0.8589563965797424,0.8265997171401978,0.8685756921768188,0.11851581186056136,0.8860759735107422,0.837123453617096,0.8327515721321106,0.9001724720001221,0.8665636777877808,0.9329773187637328,0.9150429368019104,0.02540013939142227,0.020470889285206795,0.20071683824062347,0.1716269850730896,0.9333333373069764,0.9333333373069764,0.32222020626068115,0.023010700941085815,0.8589563965797424,0.2557077705860138,0.8627432584762573,0.023829950019717216,0.11039657145738602,0.14814814925193787,0.9556962251663208
no_init_kenn_hybrid_adapter_bert_ms,0,1hqr6zim,0.375,0.8611149787902832,0.8579674363136292,0.02366040274500847,0.9333333373069764,0.7827004194259644,0.8218799233436584,0.8333333134651184,17,0.20771512389183044,0.855614960193634,0.25139665603637695,0.8218799233436584,0.9090908765792848,0.12110726535320282,0.4998953938484192,0.8649789094924927,0.8973695635795593,0.8869181275367737,0.266981840133667,0.02325446531176567,0.8459916114807129,0.1505376398563385,0.8541667461395264,0.8553799390792847,0.7291666865348816,0.03,0.9134191870689392,0.8611809611320496,0.861911416053772,0.36781609058380127,0.8612468838691711,0.861911416053772,0.8869181275367737,0.15821747481822968,0.8860759735107422,0.8198761940002441,0.8579674363136292,0.8973695635795593,0.8611149787902832,0.8621439933776855,0.9134191870689392,0.023776385933160785,0.021514730527997017,0.25925925374031067,0.23426061868667605,0.9333333373069764,0.8999999761581421,0.35199642181396484,0.022536609321832657,0.8612468838691711,0.33128830790519714,0.8611809611320496,0.023512529209256172,0.14802631735801697,0.2030075192451477,0.8607594966888428
no_init_kenn_top_down_adapter_bert_ms,0,2b7g8414,0.375,0.8621566295623779,0.8054937720298767,0.02418232336640358,0.9333333373069764,0.8227847814559937,0.7303981781005859,0.8518518805503845,17,0.11538461595773696,0.866310179233551,0.135994091629982,0.7303981781005859,0.9090908765792848,0.0625,0.4376351237297058,0.8755274415016174,0.8978008031845093,0.8488214015960693,0.14291881024837494,0.02418232336640358,0.8797468543052673,0.073107048869133,0.8722221851348877,0.8776320815086365,0.75,0.08,0.9137091636657716,0.8593741059303284,0.7925386428833008,0.21499669551849365,0.8566095232963562,0.7925386428833008,0.8488214015960693,0.07783638685941696,0.8860759735107422,0.8503128886222839,0.8054937720298767,0.8978008031845093,0.8621566295623779,0.8756856918334961,0.9137091636657716,0.024066343903541565,0.022616561502218246,0.1355932205915451,0.12272727489471436,0.9333333373069764,0.9333333373069764,0.29171061515808105,0.02337324805557728,0.8566095232963562,0.17721518874168396,0.8593741059303284,0.02412419393658638,0.07389558106660843,0.0979020968079567,0.8797467947006226
no_init_kenn_bottom_up_adapter_bert_ms,0,3jtvcnye,0.375,0.8631983399391174,0.7478682398796082,0.02470424585044384,0.9666666388511658,0.7426160573959351,0.640627384185791,0.8703703880310059,17,0.08176795393228531,0.8770053386688232,0.08723897486925125,0.640627384185791,0.9090908765792848,0.043173860758543015,0.41219890117645264,0.8860759735107422,0.8982319831848145,0.8049986958503723,0.08855530619621277,0.022790536284446716,0.8291140198707581,0.04427481070160866,0.8902778029441833,0.8566491603851318,0.7708333134651184,0.01,0.913999080657959,0.8589823246002197,0.7192261815071106,0.14205284416675568,0.8548071384429932,0.7192261815071106,0.8049986958503723,0.04659504070878029,0.8860759735107422,0.8132505416870117,0.7478682398796082,0.8982319831848145,0.8631983399391174,0.8892272710800171,0.913999080657959,0.02435629814863205,0.02041289769113064,0.08467152714729309,0.07728558033704758,0.9333333373069764,0.9333333373069764,0.2682796120643616,0.0223544854670763,0.8548071384429932,0.0991150438785553,0.8589823246002197,0.023547418415546417,0.04592086002230644,0.052336446940898895,0.8987342119216919
smart_init_classifier_adapter_bert_ms,2,059ic1pi,0.375,0.8573489785194397,0.8996427655220032,0.021920667961239815,0.8666666746139526,0.7278481125831604,0.9034572839736938,0.7685185074806213,15,0.6464647054672241,0.8181818127632141,0.6613545417785645,0.9034572839736938,0.9090908765792848,0.6274510025978088,0.7346560955047607,0.8291139006614685,0.8958603143692017,0.917509138584137,0.66994309425354,0.022036651149392128,0.8016878366470337,0.6190476417541504,0.7888889312744141,0.8151702880859375,0.6666666865348816,0.28,0.9125202894210817,0.8712966442108154,0.9225528240203856,0.7555555701255798,0.8857054710388184,0.9225528240203856,0.917509138584137,0.5821661949157715,0.8860759735107422,0.7610693573951721,0.8996427655220032,0.8958603143692017,0.8573489785194397,0.8131856322288513,0.9125202894210817,0.022790536284446716,0.02000696025788784,0.7222222685813904,0.7018348574638367,0.9333333373069764,0.8333333134651184,0.6699579954147339,0.02092014066874981,0.8857054710388184,0.625,0.8712966442108154,0.022407256066799164,0.5804196000099182,0.5,0.7974683046340942
smart_init_classifier_adapter_bert_ms,1,fqrzgxwt,0.375,0.8629579544067383,0.900562047958374,0.02383437566459179,0.9333333373069764,0.7594937086105347,0.902904212474823,0.8703703880310059,15,0.767676830291748,0.8770053386688232,0.7067669034004211,0.902904212474823,0.9090908765792848,0.7450980544090271,0.7728145122528076,0.8755273818969727,0.8982319831848145,0.917740523815155,0.7172908186912537,0.023022498935461044,0.8375527262687683,0.46666666865348816,0.8861111402511597,0.8561190962791443,0.7916666865348816,0.24,0.9138715267181396,0.8747548460960388,0.9216423630714417,0.7809523940086365,0.8868787288665771,0.9216423630714417,0.917740523815155,0.6025031208992004,0.8860759735107422,0.8097325563430786,0.900562047958374,0.8982319831848145,0.8629579544067383,0.8861023187637329,0.9138715267181396,0.024066343903541565,0.020876826718449593,0.6222222447395325,0.7038626670837402,0.9333333373069764,0.9333333373069764,0.6852107048034668,0.022257784381508827,0.8868787288665771,0.7272727489471436,0.8747548460960388,0.02353285066783428,0.594936728477478,0.5957446694374084,0.8670886158943176
smart_init_classifier_adapter_bert_ms,0,xsii1y1n,0.375,0.8629579544067383,0.8955287933349609,0.02470424398779869,0.9333333373069764,0.7215189933776855,0.8928418159484863,0.8703703880310059,19,0.5507246851921082,0.8770053386688232,0.5911949872970581,0.8928418159484863,0.9090908765792848,0.42222222685813904,0.6961521506309509,0.8860759735107422,0.8982319831848145,0.9158711433410645,0.5997253656387329,0.021920667961239815,0.7974684238433838,0.5,0.8861111402511597,0.8394404053688049,0.7916666865348816,0.06999999999999999,0.913970112800598,0.8705453276634216,0.917780101299286,0.6949152946472168,0.8782674670219421,0.917780101299286,0.9158711433410645,0.4532407522201538,0.8860759735107422,0.8004351854324341,0.8955287933349609,0.8982319831848145,0.8629579544067383,0.8861023187637329,0.913970112800598,0.02435629814863205,0.01983298547565937,0.6511627435684204,0.5754386186599731,0.9333333373069764,0.9333333373069764,0.5732638835906982,0.022002216428518295,0.8782674670219421,0.5957446694374084,0.8705453276634216,0.02307438850402832,0.4476190507411957,0.4375,0.8987341523170471
