name,instance,run_id,threshold_incremental,test/macro_types/precision,test_incremental/macro_example/f1,test_incremental_ORGANIZATION-CORPORATION/macro_types/precision,test/macro_example/f1,test_incremental/micro/f1,test_incremental_ORGANIZATION-POLITICAL/macro_types/recall,epoch,test/macro_types/f1,test_incremental_only/macro_example_exclusive/recall,test_pretraining/macro_example/recall,test_incremental_ORGANIZATION-RELIGIOUS/macro_types/f1,test_incremental/macro_example/precision,test_incremental_only/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test/macro_types/recall,test/macro_example/recall,test_incremental_only/macro_types/f1,test_incremental/macro_types/f1,test_incremental/micro/precision,test_incremental_only/macro_types/recall,threshold_pretraining,test_incremental_ORGANIZATION-MUSEUM/macro_types/precision,test_incremental_ORGANIZATION-EDUCATIONAL/macro_types/recall,test_pretraining/micro/recall,test_incremental_ORGANIZATION/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_types/precision,test_incremental_only/macro_example/recall,test/micro/f1,test_pretraining/micro/f1,test_incremental_ORGANIZATION-CORPORATION/macro_types/recall,test_incremental/macro_example_exclusive/precision,test_incremental_ORGANIZATION-EDUCATIONAL/macro_types/f1,test_incremental/macro_example_exclusive/f1,test_incremental_ORGANIZATION-MUSEUM/macro_types/f1,test_incremental_only/micro/f1,test_incremental_ORGANIZATION-GOVERNMENT/macro_types/precision,test/macro_example/precision,test_incremental_only/micro/recall,test_pretraining/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_only/macro_example/f1,test_incremental_ORGANIZATION/macro_types/recall,test_incremental_only/macro_example/precision,test/micro/precision,test_incremental/micro/recall,test_incremental_ORGANIZATION-MUSEUM/macro_types/recall,test_incremental_ORGANIZATION-RELIGIOUS/macro_types/precision,test_pretraining/macro_example/f1,test_incremental_ORGANIZATION-POLITICAL/macro_types/f1,test_incremental_ORGANIZATION-GOVERNMENT/macro_types/f1,test/micro/recall,test_pretraining/macro_types/recall,test_incremental_ORGANIZATION/macro_types/precision,test_incremental/macro_types/recall,test_incremental_only/micro/precision,test_pretraining/macro_types/f1,test_incremental/macro_example/recall,test_incremental/macro_example_exclusive/recall,test_incremental_ORGANIZATION-CORPORATION/macro_types/f1,test_incremental_ORGANIZATION-RELIGIOUS/macro_types/recall,test_incremental_ORGANIZATION-POLITICAL/macro_types/precision,test_pretraining/micro/precision,test_incremental_ORGANIZATION-GOVERNMENT/macro_types/recall,test_incremental_ORGANIZATION-EDUCATIONAL/macro_types/precision
no_init_box_kenn_top_down_adapter_bert_ms,0,ezjw7ux6,0.01,0.6921188235282898,0.15516577661037445,0.0,0.8009999394416809,0.6248462200164795,0.0,13,0.6825958490371704,0.07954545319080353,0.7766101360321045,0.4210526645183563,0.21536284685134888,0.31578946113586426,0.11363635957241058,0.6733313202857971,0.7766101360321045,0.1929260492324829,0.3042510151863098,0.8438538312911987,0.1388888955116272,0.175,0.8947368264198303,0.0,0.7370049357414246,0.8723810315132141,0.093582883477211,0.3900719285011291,0.016493871808052063,0.7676441669464111,0.7676441669464111,0.0,0.9103586077690125,0.0,0.6559000015258789,0.6938775777816772,0.1736111044883728,0.0,0.8269714117050171,0.0957854390144348,0.6921188235282898,0.8269714117050171,0.01940455660223961,0.912350594997406,0.023562677204608917,0.8009414672851562,0.49609375,0.5666666626930237,1.0,0.8009999394416809,0.0,0.0,0.7370049357414246,0.6733313202857971,0.8357664346694946,0.24938343465328217,0.92592591047287,0.6825958490371704,0.12126924842596054,0.5126162171363831,0.0,0.2666666805744171,0.0,0.8009414672851562,0.0,0.0
no_init_box_kenn_bottom_up_adapter_bert_ms,0,oln9vtzc,0.02,0.6969034671783447,0.15528792142868042,0.0,0.8011841177940369,0.6263872385025024,0.0,14,0.6849146485328674,0.07954545319080353,0.7766101360321045,0.4210526645183563,0.2158341109752655,0.3333333432674408,0.11363635957241058,0.6733313202857971,0.7766101360321045,0.19607843458652496,0.308720201253891,0.8494983315467834,0.1388888955116272,0.175,1.0,0.0,0.7370049357414246,0.8723810315132141,0.093582883477211,0.4051095247268677,0.016493871808052063,0.7681393027305603,0.7681393027305603,0.0,0.9123506546020508,0.0,0.6564162969589233,0.7234042882919312,0.17482517659664154,0.0,0.8273640871047974,0.0957854390144348,0.6969034671783447,0.8273640871047974,0.01940455660223961,0.912350594997406,0.023562677204608917,0.8020201921463013,0.49609375,0.5666666626930237,1.0,0.8011841177940369,0.0,0.0,0.7370049357414246,0.6733313202857971,0.8357664346694946,0.24938341975212097,1.0,0.6849146485328674,0.12126924842596054,0.5126162171363831,0.0,0.2666666805744171,0.0,0.8020201921463013,0.0,0.0
no_init_kenn_hybrid_adapter_bert_ms,2,ago38utd,0.25,0.7949586510658264,0.183508962392807,0.6499999761581421,0.8162502646446228,0.763076901435852,0.9333333373069764,8,0.8121115565299988,0.5878787636756897,0.8306000828742981,0.9655172228813172,0.19494187831878665,0.7476950883865356,0.6499999761581421,0.8300209045410156,0.8306000828742981,0.718012273311615,0.7424818873405457,0.8034557104110718,0.6905962228775024,0.25,0.5094339847564697,0.42424243688583374,0.8186880946159363,0.88671875,0.6173806190490723,0.7651289105415344,0.12189757823944092,0.7989130616188049,0.7989130616188049,0.2429906576871872,0.8240371942520142,0.5000000596046448,0.7757091522216797,0.6506024599075317,0.6263498663902283,0.8148148059844971,0.8023877143859863,0.5555555820465088,0.7949586510658264,0.8023877143859863,0.12801483273506165,0.9043824672698976,0.13477849960327148,0.7800707817077637,0.7265625,0.8999999761581421,1.0,0.8162502646446228,0.9180328249931335,0.7586206197738647,0.8186880946159363,0.8300209045410156,0.8697317838668823,0.7211371064186096,0.7178217768669128,0.8121115565299988,0.173342764377594,0.7327357530593872,0.35374149680137634,0.9333333373069764,0.9032257795333862,0.7800707817077637,0.7096773982048035,0.6086956262588501
no_init_kenn_top_down_adapter_bert_ms,2,dgw81pie,0.24,0.7833337783813477,0.18974795937538147,0.7872340679168701,0.8146116733551025,0.7681862711906433,1.0,19,0.8166900873184204,0.6757575273513794,0.8376688957214355,0.8405797481536865,0.19682689011096952,0.7050704956054688,0.7431818246841431,0.8530133962631226,0.8376688957214355,0.7383387684822083,0.7596166729927063,0.763005793094635,0.7749019265174866,0.25,0.36486485600471497,0.7272727489471436,0.833539605140686,0.88671875,0.7078678011894226,0.7285935282707214,0.14011937379837036,0.7998812198638916,0.7998812198638916,0.3457943797111511,0.8320053219795227,0.6956521272659302,0.8020821213722229,0.5192307233810425,0.6512523889541626,0.7857142686843872,0.7927898168563843,0.6475095748901367,0.7833337783813477,0.7927898168563843,0.14677748084068298,0.9043824672698976,0.15409991145133972,0.7688356041908264,0.7734375,0.8999999761581421,0.7435897588729858,0.8146116733551025,0.9375,0.7457627058029175,0.833539605140686,0.8530133962631226,0.8697317838668823,0.7933991551399231,0.6550387740135193,0.8166900873184204,0.1831605434417725,0.7742364406585693,0.4805194437503814,0.9666666388511658,0.8823529481887817,0.7688356041908264,0.7096773982048035,0.6666666865348816
no_init_kenn_bottom_up_adapter_bert_ms,2,20ei58ad,0.15000000000000002,0.7880581617355347,0.18898648023605347,0.7954545617103577,0.8153651356697083,0.7713444232940674,1.0,19,0.8182217478752136,0.6621211767196655,0.8367263078689575,0.892307698726654,0.1968269050121307,0.7223931550979614,0.7249999642372131,0.8507863283157349,0.8367263078689575,0.7439044117927551,0.7643176913261414,0.7751479148864746,0.7667360901832581,0.25,0.3857142925262451,0.6969696879386902,0.8316831588745117,0.88671875,0.6921353936195374,0.7434415817260742,0.13729184865951538,0.8009535670280457,0.8009535670280457,0.32710281014442444,0.8320053815841675,0.6865671277046204,0.7988631725311279,0.5399999618530273,0.6548323631286621,0.8148148059844971,0.7950674891471863,0.6360152959823608,0.7880581617355347,0.7950674891471863,0.14351534843444824,0.9043824672698976,0.1503298580646515,0.7724137902259827,0.767578125,0.8999999761581421,0.8285714387893677,0.8153651356697083,0.9090909361839294,0.7586206197738647,0.8316831588745117,0.8507863283157349,0.8697317838668823,0.7863999009132385,0.6747967600822449,0.8182217478752136,0.18174678087234497,0.7682603001594543,0.46357616782188416,0.9666666388511658,0.8333333134651184,0.7724137902259827,0.7096773982048035,0.6764705777168274
no_init_kenn_hybrid_adapter_bert_ms,1,18t5y0pk,0.19,0.785183310508728,0.19098545610904696,0.782608687877655,0.8166425228118896,0.7781035900115967,0.9333333373069764,19,0.8196191787719727,0.700757622718811,0.8375903367996216,0.920634925365448,0.19714105129241943,0.7118521928787231,0.7659090757369995,0.8572139739990234,0.8375903367996216,0.7490295171737671,0.7688125967979431,0.7788649797439575,0.7903041839599609,0.25,0.5454545617103577,0.6666666865348816,0.8347772359848022,0.88671875,0.7318863272666931,0.7344063520431519,0.1453031748533249,0.8029761910438538,0.8029761910438538,0.336448609828949,0.8333333730697632,0.5432099103927612,0.807313084602356,0.7058823704719543,0.6692759394645691,0.7027027010917664,0.7967169284820557,0.6551724076271057,0.785183310508728,0.7967169284820557,0.15175776183605194,0.9043824672698976,0.15881243348121643,0.77350914478302,0.77734375,1.0,0.8787878751754761,0.8166425228118896,0.9180328249931335,0.7647058367729187,0.8347772359848022,0.8572139739990234,0.8697317838668823,0.8066011667251587,0.6840000152587891,0.8196191787719727,0.18520264327526093,0.782868504524231,0.47058823704719543,0.9666666388511658,0.9032257795333862,0.77350914478302,0.8387096524238586,0.4583333432674408
no_init_kenn_top_down_adapter_bert_ms,1,jrbqtopq,0.26,0.7650434374809265,0.1918828636407852,0.7307692170143127,0.810975193977356,0.7544684410095215,0.9333333373069764,19,0.8094995021820068,0.7143939733505249,0.8385328650474548,0.8405797481536865,0.19745522737503052,0.6380058526992798,0.7863636612892151,0.8594409823417664,0.8385328650474548,0.709275484085083,0.7355173230171204,0.7277677059173584,0.7984699606895447,0.25,0.46875,0.6969696879386902,0.8366336822509766,0.88671875,0.7486531138420105,0.6711095571517944,0.14813068509101868,0.7952941060066223,0.7952941060066223,0.35514017939567566,0.8346613645553589,0.4893617033958435,0.8111064434051514,0.6382978558540344,0.6315790414810181,0.604651153087616,0.7851712703704834,0.6666666865348816,0.7650434374809265,0.7851712703704834,0.15523438155651093,0.9043824672698976,0.1630537211894989,0.7578475475311279,0.783203125,1.0,0.7435897588729858,0.810975193977356,0.9180328249931335,0.7027027010917664,0.8366336822509766,0.8594409823417664,0.8697317838668823,0.8136003613471985,0.6000000238418579,0.8094995021820068,0.1866164058446884,0.788844645023346,0.4779874086380005,0.9666666388511658,0.9032257795333862,0.7578475475311279,0.8387096524238586,0.37704917788505554
no_init_kenn_bottom_up_adapter_bert_ms,1,tbjo3b1c,0.17,0.7790305018424988,0.19212308526039124,0.7818182110786438,0.8169748783111572,0.7798254489898682,0.9333333373069764,16,0.8157287240028381,0.7166666984558105,0.8391611576080322,0.892307698726654,0.1976123154163361,0.6892918348312378,0.7727272510528564,0.8560554385185242,0.8391611576080322,0.7345007061958313,0.7564700841903687,0.7745664715766907,0.7860560417175293,0.25,0.5357142686843872,0.5757575631141663,0.8372524976730347,0.88671875,0.7436419129371643,0.7150689363479614,0.1486019492149353,0.8034441471099854,0.8034441471099854,0.4018691480159759,0.8353253602981567,0.5135135054588318,0.8121218085289001,0.6976743936538696,0.6743738055229187,0.7027027010917664,0.7959315776824951,0.6704980731010437,0.7790305018424988,0.7959315776824951,0.1541953086853027,0.9043824672698976,0.16022619605064392,0.7722602486610413,0.78515625,1.0,0.8285714387893677,0.8169748783111572,0.875,0.7647058367729187,0.8372524976730347,0.8560554385185242,0.8697317838668823,0.8029599189758301,0.6782945990562439,0.8157287240028381,0.1869305670261383,0.7901726365089417,0.5308642387390137,0.9666666388511658,0.8235294222831726,0.7722602486610413,0.8387096524238586,0.4634146392345429
no_init_kenn_hybrid_adapter_bert_ms,0,zszwuewy,0.2,0.7749063968658447,0.18520909547805783,0.6935483813285828,0.8148670792579651,0.7579364776611328,0.9333333373069764,8,0.8002853393554688,0.6454545259475708,0.8322180509567261,0.9491525292396544,0.1919572651386261,0.6741698980331421,0.6818181276321411,0.8273830413818359,0.8322180509567261,0.6775302290916443,0.7074362635612488,0.7701612710952759,0.6809241771697998,0.25,0.5090909004211426,0.3030303120613098,0.8248762488365173,0.88671875,0.663138210773468,0.702107310295105,0.13383600115776062,0.7970104813575745,0.7970104813575745,0.4018691480159759,0.8114210367202759,0.3174603283405304,0.7828958630561829,0.6588234901428223,0.625,0.7200000286102295,0.798224925994873,0.5938697457313538,0.7749063968658447,0.798224925994873,0.1375027447938919,0.9043824672698976,0.1413760483264923,0.7709658741950989,0.74609375,0.9333333373069764,0.9655172228813172,0.8148670792579651,0.875,0.6428571939468384,0.8248762488365173,0.8273830413818359,0.8697317838668823,0.7128467559814453,0.6595744490623474,0.8002853393554688,0.17891925573349,0.7563080787658691,0.5088757276535034,0.9333333373069764,0.8235294222831726,0.7709658741950989,0.5806451439857483,0.3333333432674408
no_init_kenn_top_down_adapter_bert_ms,0,h4n8lc2p,0.28,0.7660138010978699,0.18903546035289764,0.6714285612106323,0.8085355758666992,0.7269303202629089,0.8666666746139526,9,0.7962151169776917,0.6613636016845703,0.8334746956825256,0.9655172228813172,0.19824065268039703,0.6415638327598572,0.7136363387107849,0.828895628452301,0.8334746956825256,0.663257896900177,0.6952019929885864,0.7018181681632996,0.6864703893661499,0.25,0.34567901492118835,0.3333333432674408,0.8273515105247498,0.88671875,0.6865063309669495,0.6741592884063721,0.13713477551937103,0.7867019176483154,0.7867019176483154,0.4392523467540741,0.8379814028739929,0.25,0.7990701794624329,0.5045045018196106,0.578181803226471,0.7037037014961243,0.7850455045700073,0.6091954112052917,0.7660138010978699,0.7850455045700073,0.14234815537929535,0.9043824672698976,0.1479735970497131,0.7498598098754883,0.75390625,0.9333333373069764,1.0,0.8085355758666992,0.8965517282485962,0.6551724076271057,0.8273515105247498,0.828895628452301,0.8697317838668823,0.7176007032394409,0.5501729846000671,0.7962151169776917,0.18064719438552856,0.7636122703552246,0.5310734510421753,0.9333333373069764,0.9285714030265808,0.7498598098754883,0.6129032373428345,0.20000000298023224
no_init_kenn_bottom_up_adapter_bert_ms,0,di1bozx6,0.14,0.7396433353424072,0.1824141889810562,0.6000000238418579,0.8110648393630981,0.7289718985557556,1.0,8,0.7827511429786682,0.6757575273513794,0.834715723991394,0.888888955116272,0.18261075019836423,0.5448722839355469,0.6584848165512085,0.8311947584152222,0.834715723991394,0.6108086705207825,0.6512781381607056,0.698924720287323,0.6949003338813782,0.25,0.453125,0.21212121844291687,0.8298267126083374,0.88671875,0.6670093536376953,0.5912807583808899,0.14011937379837036,0.7872028350830078,0.7872028350830078,0.47663551568984985,0.7719123959541321,0.21212121844291687,0.7710815072059631,0.6170212626457214,0.5842293500900269,0.4736842215061188,0.7887172102928162,0.6245210766792297,0.7396433353424072,0.7887172102928162,0.1383054256439209,0.9043824672698976,0.1365378499031067,0.7487437129020691,0.76171875,0.9666666388511658,0.8484848737716675,0.8110648393630981,0.8108108043670654,0.52173912525177,0.8298267126083374,0.8311947584152222,0.8697317838668823,0.7248263359069824,0.5488215684890747,0.7827511429786682,0.1822180300951004,0.7702523469924927,0.53125,0.9333333373069764,0.6818181872367859,0.7487437129020691,0.5806451439857483,0.21212121844291687
no_init_kenn_horizontal_adapter_bert_ms,2,d9khxcto,0.09,0.7764726877212524,0.19092127680778503,0.7777777910232544,0.8152601718902588,0.7667304277420044,1.0,19,0.8139086961746216,0.6962120532989502,0.8397110104560852,0.8405797481536865,0.19682689011096952,0.6799130439758301,0.75,0.8551374077796936,0.8397110104560852,0.7276904582977295,0.7506802082061768,0.7509363293647766,0.7826900482177734,0.25,0.36486485600471497,0.7272727489471436,0.8366336822509766,0.88671875,0.7221058011054993,0.7070300579071045,0.14436066150665283,0.7992905974388123,0.7992905974388123,0.3925233781337738,0.8320053815841675,0.6666666865348816,0.8070418238639832,0.5192307233810425,0.6516854166984558,0.8461538553237915,0.7921928763389587,0.6666666865348816,0.7764726877212524,0.7921928763389587,0.14972975850105286,0.9043824672698976,0.1555136740207672,0.7651386260986328,0.783203125,0.8999999761581421,0.7435897588729858,0.8152601718902588,0.8450704216957092,0.7719298601150513,0.8366336822509766,0.8551374077796936,0.8697317838668823,0.8000746965408325,0.6373626589775085,0.8139086961746216,0.18535971641540527,0.7835325598716736,0.52173912525177,0.9666666388511658,0.7317073345184326,0.7651386260986328,0.7096773982048035,0.6153846383094788
no_init_kenn_horizontal_adapter_bert_ms,1,afuwqv91,0.14,0.7755486369132996,0.19364865124225616,0.78125,0.8173544406890869,0.7788461446762085,0.9333333373069764,16,0.8125876188278198,0.7212120890617371,0.8404178619384766,0.865671694278717,0.1999685913324356,0.6765249371528625,0.788636326789856,0.8533416986465454,0.8404178619384766,0.7229020595550537,0.7465575337409973,0.7670454382896423,0.7761057615280151,0.25,0.517241358757019,0.5151515007019043,0.8391088843345642,0.88671875,0.7534187436103821,0.7041258811950684,0.14954444766044617,0.8030796647071838,0.8030796647071838,0.4672897160053253,0.8452855348587036,0.465753436088562,0.8185706734657288,0.6818181872367859,0.6742424368858337,0.6486486196517944,0.7955230474472046,0.6819923520088196,0.7755486369132996,0.7955230474472046,0.15622255206108093,0.9043824672698976,0.16352497041225433,0.7700170278549194,0.791015625,1.0,0.7837837934494019,0.8173544406890869,0.9180328249931335,0.7058823108673096,0.8391088843345642,0.8533416986465454,0.8697317838668823,0.7944310903549194,0.6666666865348816,0.8125876188278198,0.18771597743034363,0.7934927344322205,0.584795355796814,0.9666666388511658,0.9032257795333862,0.7700170278549194,0.774193525314331,0.42500001192092896
no_init_kenn_horizontal_adapter_bert_ms,0,khhxpkfp,0.14,0.7398839592933655,0.18250569701194763,0.4742268025875091,0.8077172040939331,0.711520791053772,1.0,8,0.7824755907058716,0.6424242258071899,0.8342915773391724,0.875,0.1858152747154236,0.5457543730735779,0.6276515126228333,0.8302703499794006,0.8342915773391724,0.6100472211837769,0.6505595445632935,0.6736474633216858,0.6915109753608704,0.25,0.36250001192092896,0.3030303120613098,0.8273515105247498,0.88671875,0.6349519491195679,0.5920368432998657,0.13320766389369965,0.7814144492149353,0.7814144492149353,0.4299065470695496,0.7854582071304321,0.3571428954601288,0.7714684009552002,0.5272727012634277,0.554973840713501,0.41025641560554504,0.7827835083007812,0.6091954112052917,0.7398839592933655,0.7827835083007812,0.13165827095508575,0.9043824672698976,0.13014450669288635,0.7403100728988647,0.75390625,0.9666666388511658,0.8235294222831726,0.8077172040939331,0.8695651888847351,0.4571428894996643,0.8273515105247498,0.8302703499794006,0.8697317838668823,0.7219212055206299,0.5096153616905212,0.7824755907058716,0.17931196093559265,0.7579681873321533,0.45098039507865906,0.9333333373069764,0.7692307829856873,0.7403100728988647,0.5161290168762207,0.4347825944423675
smart_init_box_adapter_bert_ms,2,a5d7dd4w,0.09,0.6431879997253418,0.13206541538238523,0.2857142984867096,0.7736653089523315,0.3887297213077545,0.6666666865348816,10,0.7256858944892883,0.7181817889213562,0.8352811932563782,0.21138210594654083,0.10138683021068572,0.13637661933898926,0.1511363536119461,0.8324607610702515,0.8352811932563782,0.22943724691867828,0.3593043088912964,0.2572692930698395,0.7223634123802185,0.175,0.06756756454706192,0.8181818127632141,0.8316831588745117,0.8723810315132141,0.2497207224369049,0.23628945648670197,0.1489161103963852,0.6131386756896973,0.6131386756896973,0.5794392228126526,0.4285714626312256,0.2160000056028366,0.5582526922225952,0.119047611951828,0.22689610719680783,0.12844036519527435,0.720515251159668,0.6819923520088196,0.6431879997253418,0.720515251159668,0.051779985427856445,0.912350594997406,0.03133836388587952,0.485549122095108,0.794921875,0.5,0.12037037312984468,0.7736653089523315,0.16129031777381897,0.22489959001541135,0.8316831588745117,0.8324607610702515,0.8357664346694946,0.7495044469833374,0.1360856294631958,0.7256858944892883,0.18936537206172943,0.8004648685455322,0.3827160596847534,0.8666666746139526,0.0917431190609932,0.485549122095108,0.9032257795333862,0.12442396581172945
smart_init_box_adapter_bert_ms,1,j5cogywf,0.03,0.6430649757385254,0.1008455902338028,0.3290322721004486,0.7579688429832458,0.3634311556816101,1.0,10,0.7512548565864563,0.9681817293167114,0.8589380979537964,0.1744186133146286,0.06554912030696869,0.13592535257339478,0.19393938779830933,0.903212070465088,0.8589380979537964,0.23879078030586243,0.3796517848968506,0.22506989538669583,0.9817849397659302,0.175,0.09615384787321092,0.9696969985961914,0.8787128925323486,0.8723810315132141,0.32314804196357727,0.2359026670455933,0.20075400173664093,0.573969304561615,0.573969304561615,0.9532710313796996,0.2770821750164032,0.18390804529190063,0.42628365755081177,0.17543859779834747,0.23816221952438352,0.09677419066429138,0.6782407760620117,0.973180055618286,0.6430649757385254,0.6782407760620117,0.06700525432825089,0.912350594997406,0.04021363705396652,0.4261704683303833,0.943359375,1.0,0.09554140269756316,0.7579688429832458,0.17595309019088745,0.17595309019088745,0.8787128925323486,0.903212070465088,0.8357664346694946,0.9718658924102784,0.13568376004695892,0.7512548565864563,0.21850454807281497,0.9236388206481934,0.4892086386680603,1.0,0.09646302461624146,0.4261704683303833,0.9677419066429138,0.10158730298280716
smart_init_box_adapter_bert_ms,0,q11gqa34,0.01,0.6295118927955627,0.10160081833600998,0.21400000154972076,0.6917834877967834,0.2574518620967865,1.0,11,0.7426401972770691,0.990908980369568,0.860508918762207,0.11257035285234453,0.06597549468278885,0.08623075485229492,0.19621211290359497,0.9053361415863036,0.860508918762207,0.1586379110813141,0.3228389024734497,0.14882586896419525,0.9895732402801514,0.175,0.05964214727282524,0.9696969985961914,0.8818069100379944,0.8723810315132141,0.32756274938583374,0.1933072805404663,0.20546653866767883,0.46867290139198303,0.46867290139198303,1.0,0.2788844704627991,0.11940297484397888,0.4294759929180145,0.11257035285234453,0.15860380232334137,0.0602409653365612,0.578377366065979,0.992337167263031,0.6295118927955627,0.578377366065979,0.06792066246271133,0.912350594997406,0.04068489000201225,0.3191489279270172,0.953125,1.0,0.05964214727282524,0.6917834877967834,0.11363636702299118,0.11342155188322069,0.8818069100379944,0.9053361415863036,0.8357664346694946,0.9785414338111876,0.08618968725204468,0.7426401972770691,0.2208608239889145,0.9335989952087402,0.3525535464286804,1.0,0.0602409653365612,0.3191489279270172,0.9677419066429138,0.06361828744411469
smart_init_classifier_adapter_bert_ms,2,rxhs0hle,0.11,0.6541473269462585,0.15948863327503204,0.4126984179019928,0.7942253947257996,0.5505716800689697,0.5666666626930237,11,0.6952803134918213,0.33636361360549927,0.8040213584899902,0.1794871836900711,0.1746959239244461,0.23138678073883057,0.20499999821186063,0.741933286190033,0.8040213584899902,0.2840079963207245,0.3737760782241822,0.5008000135421753,0.3676082491874695,0.25,0.22580644488334656,0.21212121844291687,0.7821782231330872,0.88671875,0.25474393367767334,0.32257890701293945,0.0697455182671547,0.7276914715766907,0.7276914715766907,0.2429906576871872,0.7384557127952576,0.15217390656471252,0.6741731762886047,0.30434781312942505,0.2752000093460083,0.24590164422988892,0.7846651673316956,0.3295019268989563,0.6541473269462585,0.7846651673316956,0.05282154679298401,0.9043824672698976,0.04250706732273102,0.6803014278411865,0.611328125,0.46666666865348816,0.1458333283662796,0.7942253947257996,0.3366336524486542,0.32608696818351746,0.7821782231330872,0.741933286190033,0.8697317838668823,0.4442903101444245,0.23626373708248136,0.6952803134918213,0.1467169225215912,0.6201859712600708,0.30588236451148987,0.23333333432674408,0.23943662643432617,0.6803014278411865,0.4838709533214569,0.11864406615495682
smart_init_classifier_adapter_bert_ms,1,lzycqafx,0.060000000000000005,0.6390776634216309,0.15435035526752472,0.460317462682724,0.7885623574256897,0.5008347034454346,0.1666666716337204,10,0.6768980026245117,0.2863636314868927,0.7981306314468384,0.15217390656471252,0.17017413675785065,0.17613135278224945,0.14780303835868835,0.7194762229919434,0.7981306314468384,0.21779178082942963,0.3169894516468048,0.4373177886009216,0.28526586294174194,0.25,0.2083333283662796,0.12121212482452393,0.7741336822509766,0.88671875,0.19497311115264893,0.2752171456813812,0.059377945959568024,0.7077793478965759,0.7077793478965759,0.2710280418395996,0.7193416953086853,0.0824742242693901,0.6524530649185181,0.29411765933036804,0.21282798051834104,0.14606741070747375,0.779220700263977,0.27969348430633545,0.6390776634216309,0.779220700263977,0.040427979081869125,0.9043824672698976,0.030647188425064087,0.6519020199775696,0.5859375,0.5,0.11290322244167328,0.7885623574256897,0.095238097012043,0.21666665375232697,0.7741336822509766,0.7194762229919434,0.8697317838668823,0.3737110495567322,0.17176470160484314,0.6768980026245117,0.14121897518634796,0.596945583820343,0.34117648005485535,0.23333333432674408,0.06666667014360428,0.6519020199775696,0.4193548262119293,0.0625
smart_init_classifier_adapter_bert_ms,0,gxrk2qta,0.060000000000000005,0.6381988525390625,0.1557195484638214,0.4303797483444214,0.7897803783416748,0.5004088282585144,0.23333333432674408,10,0.6780301332473755,0.3113636374473572,0.8009582161903381,0.15217390656471252,0.1696692258119583,0.17290890216827393,0.16409090161323547,0.7231643199920654,0.8009582161903381,0.21905234456062317,0.3191983699798584,0.4303797483444214,0.29878878593444824,0.25,0.2054794579744339,0.12121212482452393,0.7778465151786804,0.88671875,0.2149183005094528,0.27245503664016724,0.06456173211336136,0.7061797976493835,0.7061797976493835,0.3177570104598999,0.7172073721885681,0.07692307978868484,0.6582408547401428,0.291262149810791,0.2222222238779068,0.15000000596046448,0.7789102792739868,0.30268198251724243,0.6381988525390625,0.7789102792739868,0.044563643634319305,0.9043824672698976,0.03402450680732727,0.6466049551963806,0.59765625,0.5,0.11290322244167328,0.7897803783416748,0.12173912674188614,0.21621623635292053,0.7778465151786804,0.7231643199920654,0.8697317838668823,0.3853021562099457,0.17555555701255798,0.6780301332473755,0.1438894122838974,0.6082337498664856,0.3655914068222046,0.23333333432674408,0.08235294371843338,0.6466049551963806,0.3870967626571655,0.056338027119636536
