name,instance,run_id,test_incremental/macro_types/recall,test_incremental/macro_example/recall,test_incremental/macro_example_exclusive/f1,test_pretraining/macro_example/f1,test_pretraining/macro_types/recall,test_incremental_only/macro_types/recall,test_incremental/macro_example_exclusive/precision,test_incremental_other-language-programming_language/macro_types/f1,test_incremental_other-language/macro_types/precision,test_incremental/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_only/macro_example/recall,test_incremental_only/macro_example_exclusive/precision,test_incremental/macro_example/f1,test_incremental_only/macro_types/f1,test_incremental_only/micro/precision,test_incremental_other-language/macro_types/recall,test/macro_types/f1,test/macro_example/f1,test_incremental_only/macro_example_exclusive/recall,test_incremental/micro/precision,test_pretraining/micro/precision,test_pretraining/macro_example/recall,test/micro/recall,test_incremental/micro/f1,test/macro_example/recall,test_incremental_only/macro_example/f1,test_incremental_only/macro_example/precision,test/micro/f1,test/macro_types/recall,test_incremental_other-language-programming_language/macro_types/precision,test_incremental/micro/recall,test_incremental_only/micro/f1,test_pretraining/macro_types/f1,test_incremental/macro_example/precision,threshold_incremental,test_pretraining/micro/f1,test_incremental_only/macro_example_exclusive/f1,epoch,test/macro_example/precision,test_pretraining/micro/recall,test_incremental_only/macro_types/precision,test/macro_types/precision,test_incremental_only/micro/recall,test_incremental_other-language-programming_language/macro_types/recall,threshold_pretraining,test_pretraining/macro_types/precision,test_incremental_other-language/macro_types/f1,test_incremental/macro_example_exclusive/recall,test/micro/precision,test_incremental/macro_types/f1
kenn_hybrid_adapter_bert_ms,2,1pevxlhk,0.7586206793785095,0.01776023581624031,0.6455171704292297,0.8247015476226807,0.8182529211044312,1.0,0.6724137663841248,0.07761965692043304,0.9677419066429138,0.504059374332428,0.7883884906768799,0.01480019837617874,1.0,0.0184706449508667,0.07761965692043304,0.040376849472522736,0.517241358757019,0.8322799205780029,0.8247015476226807,1.0,0.07751937955617905,0.7524991631507874,0.8645212650299072,0.8570867776870728,0.13921114802360535,0.8645212650299072,0.01480019837617874,0.01480019837617874,0.8013949990272522,0.8182529211044312,0.040376849472522736,0.6818181872367859,0.07761965692043304,0.8322799205780029,0.019240256398916245,0.99,0.8013949990272522,1.0,34,0.7883884906768799,0.8570867776870728,0.040376849472522736,0.8467962741851807,1.0,1.0,0.33,0.8467962741851807,0.6741572618484497,0.6206896305084229,0.7524991631507874,0.6056797504425049
kenn_top_down_adapter_bert_ms,2,z4i74ism,0.7586206793785095,0.01776023581624031,0.6455171704292297,0.8247015476226807,0.8182529211044312,1.0,0.6724137663841248,0.07761965692043304,0.9677419066429138,0.504059374332428,0.7883884906768799,0.01480019837617874,1.0,0.0184706449508667,0.07761965692043304,0.040376849472522736,0.517241358757019,0.8322799205780029,0.8247015476226807,1.0,0.07751937955617905,0.7524991631507874,0.8645212650299072,0.8570867776870728,0.13921114802360535,0.8645212650299072,0.01480019837617874,0.01480019837617874,0.8013949990272522,0.8182529211044312,0.040376849472522736,0.6818181872367859,0.07761965692043304,0.8322799205780029,0.019240256398916245,0.99,0.8013949990272522,1.0,34,0.7883884906768799,0.8570867776870728,0.040376849472522736,0.8467962741851807,1.0,1.0,0.33,0.8467962741851807,0.6741572618484497,0.6206896305084229,0.7524991631507874,0.6056797504425049
kenn_bottom_up_adapter_bert_ms,2,u0ia3f7s,0.7586206793785095,0.01776023581624031,0.6455171704292297,0.8247015476226807,0.8182529211044312,1.0,0.6724137663841248,0.07761965692043304,0.9677419066429138,0.504059374332428,0.7883884906768799,0.01480019837617874,1.0,0.0184706449508667,0.07761965692043304,0.040376849472522736,0.517241358757019,0.8322799205780029,0.8247015476226807,1.0,0.07751937955617905,0.7524991631507874,0.8645212650299072,0.8570867776870728,0.13921114802360535,0.8645212650299072,0.01480019837617874,0.01480019837617874,0.8013949990272522,0.8182529211044312,0.040376849472522736,0.6818181872367859,0.07761965692043304,0.8322799205780029,0.019240256398916245,0.99,0.8013949990272522,1.0,34,0.7883884906768799,0.8570867776870728,0.040376849472522736,0.8467962741851807,1.0,1.0,0.33,0.8467962741851807,0.6741572618484497,0.6206896305084229,0.7524991631507874,0.6056797504425049
kenn_hybrid_adapter_bert_ms,1,1tu733rd,0.7586206793785095,0.01776023581624031,0.6455171704292297,0.8247015476226807,0.8182529211044312,1.0,0.6724137663841248,0.07761965692043304,0.9677419066429138,0.504059374332428,0.7883884906768799,0.01480019837617874,1.0,0.0184706449508667,0.07761965692043304,0.040376849472522736,0.517241358757019,0.8322799205780029,0.8247015476226807,1.0,0.07751937955617905,0.7524991631507874,0.8645212650299072,0.8570867776870728,0.13921114802360535,0.8645212650299072,0.01480019837617874,0.01480019837617874,0.8013949990272522,0.8182529211044312,0.040376849472522736,0.6818181872367859,0.07761965692043304,0.8322799205780029,0.019240256398916245,0.99,0.8013949990272522,1.0,17,0.7883884906768799,0.8570867776870728,0.040376849472522736,0.8467962741851807,1.0,1.0,0.33,0.8467962741851807,0.6741572618484497,0.6206896305084229,0.7524991631507874,0.6056797504425049
kenn_top_down_adapter_bert_ms,1,3pxdbdx3,0.7586206793785095,0.01776023581624031,0.6455171704292297,0.8247015476226807,0.8182529211044312,1.0,0.6724137663841248,0.07761965692043304,0.9677419066429138,0.504059374332428,0.7883884906768799,0.01480019837617874,1.0,0.0184706449508667,0.07761965692043304,0.040376849472522736,0.517241358757019,0.8322799205780029,0.8247015476226807,1.0,0.07751937955617905,0.7524991631507874,0.8645212650299072,0.8570867776870728,0.13921114802360535,0.8645212650299072,0.01480019837617874,0.01480019837617874,0.8013949990272522,0.8182529211044312,0.040376849472522736,0.6818181872367859,0.07761965692043304,0.8322799205780029,0.019240256398916245,0.99,0.8013949990272522,1.0,32,0.7883884906768799,0.8570867776870728,0.040376849472522736,0.8467962741851807,1.0,1.0,0.33,0.8467962741851807,0.6741572618484497,0.6206896305084229,0.7524991631507874,0.6056797504425049
kenn_bottom_up_adapter_bert_ms,1,3jqisnn2,0.7586206793785095,0.01776023581624031,0.6455171704292297,0.8247015476226807,0.8182529211044312,1.0,0.6724137663841248,0.07761965692043304,0.9677419066429138,0.504059374332428,0.7883884906768799,0.01480019837617874,1.0,0.0184706449508667,0.07761965692043304,0.040376849472522736,0.517241358757019,0.8322799205780029,0.8247015476226807,1.0,0.07751937955617905,0.7524991631507874,0.8645212650299072,0.8570867776870728,0.13921114802360535,0.8645212650299072,0.01480019837617874,0.01480019837617874,0.8013949990272522,0.8182529211044312,0.040376849472522736,0.6818181872367859,0.07761965692043304,0.8322799205780029,0.019240256398916245,0.99,0.8013949990272522,1.0,17,0.7883884906768799,0.8570867776870728,0.040376849472522736,0.8467962741851807,1.0,1.0,0.33,0.8467962741851807,0.6741572618484497,0.6206896305084229,0.7524991631507874,0.6056797504425049
kenn_hybrid_adapter_bert_ms,0,1awwmy2v,0.7086206674575806,0.017020225524902344,0.5816091895103455,0.8538045287132263,0.8161696195602417,0.8999999761581421,0.5689655542373657,0.2222221940755844,0.9677419066429138,0.5472512245178223,0.843820333480835,0.013320177793502808,0.9000000953674316,0.016641998663544655,0.2222221940755844,0.1267605572938919,0.517241358757019,0.8320670127868652,0.8538045287132263,0.9000000953674316,0.23360656201839447,0.82757967710495,0.8640278577804565,0.8564978241920471,0.34337347745895386,0.8640278577804565,0.013320177793502808,0.013320177793502808,0.8417904376983643,0.8161696195602417,0.1267605572938919,0.6477272510528564,0.2222221940755844,0.8320670127868652,0.016280217096209526,0.04,0.8417904376983643,0.9000000953674316,16,0.843820333480835,0.8564978241920471,0.1267605572938919,0.8485959768295288,0.8999999761581421,0.8999999761581421,0.33,0.8485959768295288,0.6741572618484497,0.5948275327682495,0.82757967710495,0.6175686120986938
kenn_top_down_adapter_bert_ms,0,3ls3cbg9,0.74195396900177,0.017513565719127655,0.6077280044555664,0.8431538939476013,0.8175585269927979,0.9666666388511658,0.6034482717514038,0.13809522986412048,0.9677419066429138,0.5210504531860352,0.8229663372039795,0.01430685818195343,0.9666666984558104,0.017389357089996338,0.13809522986412048,0.0743589773774147,0.517241358757019,0.8322620987892151,0.8431538939476013,0.9666666984558104,0.1401425153017044,0.8010644316673279,0.8643567562103271,0.8568904399871826,0.23182711005210876,0.8643567562103271,0.01430685818195343,0.01430685818195343,0.8280375003814697,0.8175585269927979,0.0743589773774147,0.6704545617103577,0.13809522986412048,0.8322620987892151,0.017266895622015,0.04,0.8280375003814697,0.9666666984558104,33,0.8229663372039795,0.8568904399871826,0.0743589773774147,0.8475042581558228,0.9666666388511658,0.9666666388511658,0.33,0.8475042581558228,0.6741572618484497,0.6120689511299133,0.8010644316673279,0.6121838688850403
kenn_bottom_up_adapter_bert_ms,0,2om998xs,0.74195396900177,0.017513565719127655,0.6077280044555664,0.8470594882965088,0.8175585269927979,0.9666666388511658,0.6034482717514038,0.16292136907577515,0.9677419066429138,0.5283494591712952,0.8304408192634583,0.01430685818195343,0.9666666984558104,0.017389357089996338,0.16292136907577515,0.0889570564031601,0.517241358757019,0.8324086666107178,0.8470594882965088,0.9666666984558104,0.16526611149311066,0.8105849623680115,0.8643567562103271,0.8568904399871826,0.26516854763031006,0.8643567562103271,0.01430685818195343,0.01430685818195343,0.8330947160720825,0.8175585269927979,0.0889570564031601,0.6704545617103577,0.16292136907577515,0.8324086666107178,0.017266895622015,0.01,0.8330947160720825,0.9666666984558104,34,0.8304408192634583,0.8568904399871826,0.0889570564031601,0.8478083610534668,0.9666666388511658,0.9666666388511658,0.33,0.8478083610534668,0.6741572618484497,0.6120689511299133,0.8105849623680115,0.6171926259994507
box_adapter_bert_ms,2,1qtgjiog,0.6379310488700867,0.01430685631930828,0.5538461208343506,0.6808226704597473,0.6746863722801208,1.0,0.6206896305084229,0.029168693348765373,0.9411764740943908,0.4779883325099945,0.5887980461120605,0.01480019837617874,1.0,0.015847595408558846,0.029168693348765373,0.014800197444856169,0.27586206793785095,0.703702449798584,0.6808226704597473,1.0,0.022504892200231552,0.5985218286514282,0.8069413900375366,0.7948566675186157,0.04315197095274925,0.8069413900375366,0.01480019837617874,0.01480019837617874,0.6828569173812866,0.6746863722801208,0.014800197444856169,0.5227272510528564,0.029168693348765373,0.703702449798584,0.01776023581624031,0.99,0.6828569173812866,1.0,17,0.5887980461120605,0.7948566675186157,0.014800197444856169,0.7353264093399048,1.0,1.0,0.26,0.7353264093399048,0.4266666769981384,0.5,0.5985218286514282,0.5464975237846375
box_adapter_bert_ms,1,3ck1p5bw,0.6379310488700867,0.01430685631930828,0.5538461208343506,0.6808226704597473,0.6746863722801208,1.0,0.6206896305084229,0.029168693348765373,0.9411764740943908,0.4779883325099945,0.5887980461120605,0.01480019837617874,1.0,0.015847595408558846,0.029168693348765373,0.014800197444856169,0.27586206793785095,0.703702449798584,0.6808226704597473,1.0,0.022504892200231552,0.5985218286514282,0.8069413900375366,0.7948566675186157,0.04315197095274925,0.8069413900375366,0.01480019837617874,0.01480019837617874,0.6828569173812866,0.6746863722801208,0.014800197444856169,0.5227272510528564,0.029168693348765373,0.703702449798584,0.01776023581624031,0.99,0.6828569173812866,1.0,22,0.5887980461120605,0.7948566675186157,0.014800197444856169,0.7353264093399048,1.0,1.0,0.26,0.7353264093399048,0.4266666769981384,0.5,0.5985218286514282,0.5464975237846375
box_adapter_bert_ms,0,v1cy2agw,0.6379310488700867,0.01430685631930828,0.5538461208343506,0.6808226704597473,0.6746863722801208,1.0,0.6206896305084229,0.029168693348765373,0.9411764740943908,0.4779883325099945,0.5887980461120605,0.01480019837617874,1.0,0.015847595408558846,0.029168693348765373,0.014800197444856169,0.27586206793785095,0.703702449798584,0.6808226704597473,1.0,0.022504892200231552,0.5985218286514282,0.8069413900375366,0.7948566675186157,0.04315197095274925,0.8069413900375366,0.01480019837617874,0.01480019837617874,0.6828569173812866,0.6746863722801208,0.014800197444856169,0.5227272510528564,0.029168693348765373,0.703702449798584,0.01776023581624031,0.99,0.6828569173812866,1.0,25,0.5887980461120605,0.7948566675186157,0.014800197444856169,0.7353264093399048,1.0,1.0,0.26,0.7353264093399048,0.4266666769981384,0.5,0.5985218286514282,0.5464975237846375
classifier_adapter_bert_ms,2,1ymbxmd3,0.7586206793785095,0.01776023581624031,0.6206896305084229,0.8241162896156311,0.8182529211044312,1.0,0.6206896305084229,0.07692307978868484,0.9677419066429138,0.503870964050293,0.787319540977478,0.01480019837617874,1.0,0.01776023581624031,0.07692307978868484,0.03999999910593033,0.517241358757019,0.8322761058807373,0.8241162896156311,1.0,0.07682458311319351,0.7515923380851746,0.8645212650299072,0.8570867776870728,0.13808974623680115,0.8645212650299072,0.01480019837617874,0.01480019837617874,0.8008805513381958,0.8182529211044312,0.03999999910593033,0.6818181872367859,0.07692307978868484,0.8322761058807373,0.01776023581624031,0.99,0.8008805513381958,1.0,18,0.787319540977478,0.8570867776870728,0.03999999910593033,0.8467884063720703,1.0,1.0,0.33,0.8467884063720703,0.6741572618484497,0.6206896305084229,0.7515923380851746,0.6055436730384827
