name,test_pretraining/micro/recall/mean,test_incremental/macro_example/recall/mean,test/macro_types/f1/mean,test/micro/precision/mean,test_incremental/micro/recall/mean,test_incremental_only/micro/recall/mean,test_incremental_only/macro_types/f1/mean,test/micro/recall/mean,threshold_incremental/mean,test_pretraining/macro_example/precision/mean,test_incremental_only/macro_example_exclusive/recall/mean,test_incremental_PRODUCT/macro_types/f1/mean,test_incremental/macro_example_exclusive/f1/mean,test_incremental_only/macro_example/precision/mean,epoch/mean,test_pretraining/macro_example/f1/mean,test_incremental_only/macro_example/f1/mean,test_pretraining/macro_types/recall/mean,test_incremental_PRODUCT-WEAPON/macro_types/f1/mean,test_incremental_PRODUCT-VEHICLE/macro_types/f1/mean,test_pretraining/micro/f1/mean,test_incremental/macro_types/f1/mean,test_incremental/macro_example_exclusive/precision/mean,test_incremental_PRODUCT-VEHICLE/macro_types/precision/mean,test_incremental/macro_example/precision/mean,test/macro_example/precision/mean,test_incremental/micro/precision/mean,test_pretraining/macro_types/precision/mean,test_incremental/macro_example/f1/mean,test_incremental/macro_types/recall/mean,test_incremental_only/micro/precision/mean,test_incremental/macro_example_exclusive/recall/mean,test_incremental_PRODUCT-WEAPON/macro_types/recall/mean,test_incremental_PRODUCT-WEAPON/macro_types/precision/mean,test/macro_types/precision/mean,test_incremental/macro_types/precision/mean,test/macro_example/recall/mean,test_incremental_only/macro_example/recall/mean,test_incremental_only/macro_example_exclusive/f1/mean,test_pretraining/macro_example/recall/mean,test/micro/f1/mean,test/macro_types/recall/mean,test_incremental_PRODUCT/macro_types/precision/mean,test_incremental_only/micro/f1/mean,test_pretraining/macro_types/f1/mean,test_pretraining/micro/precision/mean,test/macro_example/f1/mean,threshold_pretraining/mean,test_incremental/micro/f1/mean,test_incremental_only/macro_types/precision/mean,test_incremental_PRODUCT-VEHICLE/macro_types/recall/mean,test_incremental_only/macro_example_exclusive/precision/mean,test_incremental_only/macro_types/recall/mean,test_incremental_PRODUCT/macro_types/recall/mean,test_pretraining/micro/recall/std,test_incremental/macro_example/recall/std,test/macro_types/f1/std,test/micro/precision/std,test_incremental/micro/recall/std,test_incremental_only/micro/recall/std,test_incremental_only/macro_types/f1/std,test/micro/recall/std,threshold_incremental/std,test_pretraining/macro_example/precision/std,test_incremental_only/macro_example_exclusive/recall/std,test_incremental_PRODUCT/macro_types/f1/std,test_incremental/macro_example_exclusive/f1/std,test_incremental_only/macro_example/precision/std,epoch/std,test_pretraining/macro_example/f1/std,test_incremental_only/macro_example/f1/std,test_pretraining/macro_types/recall/std,test_incremental_PRODUCT-WEAPON/macro_types/f1/std,test_incremental_PRODUCT-VEHICLE/macro_types/f1/std,test_pretraining/micro/f1/std,test_incremental/macro_types/f1/std,test_incremental/macro_example_exclusive/precision/std,test_incremental_PRODUCT-VEHICLE/macro_types/precision/std,test_incremental/macro_example/precision/std,test/macro_example/precision/std,test_incremental/micro/precision/std,test_pretraining/macro_types/precision/std,test_incremental/macro_example/f1/std,test_incremental/macro_types/recall/std,test_incremental_only/micro/precision/std,test_incremental/macro_example_exclusive/recall/std,test_incremental_PRODUCT-WEAPON/macro_types/recall/std,test_incremental_PRODUCT-WEAPON/macro_types/precision/std,test/macro_types/precision/std,test_incremental/macro_types/precision/std,test/macro_example/recall/std,test_incremental_only/macro_example/recall/std,test_incremental_only/macro_example_exclusive/f1/std,test_pretraining/macro_example/recall/std,test/micro/f1/std,test/macro_types/recall/std,test_incremental_PRODUCT/macro_types/precision/std,test_incremental_only/micro/f1/std,test_pretraining/macro_types/f1/std,test_pretraining/micro/precision/std,test/macro_example/f1/std,threshold_pretraining/std,test_incremental/micro/f1/std,test_incremental_only/macro_types/precision/std,test_incremental_PRODUCT-VEHICLE/macro_types/recall/std,test_incremental_only/macro_example_exclusive/precision/std,test_incremental_only/macro_types/recall/std,test_incremental_PRODUCT/macro_types/recall/std
no_init_box_kenn_bottom_up_adapter_bert_ms,0.8473498225212097,0.06032044937213262,0.8447062174479166,0.8030802806218466,0.7659574349721273,0.550000011920929,0.7084018389383951,0.8473498225212097,0.03,0.8275211652119955,0.5500000516573588,0.9493670463562012,0.8542574048042297,0.031102733065684635,33.333333333333336,0.8357630968093872,0.031102733065684635,0.8377753297487894,0.5564435720443726,0.8304846286773682,0.8246205449104309,0.802911619345347,0.9300411939620972,1.0,0.07100219527880351,0.8275211652119955,0.9818053046862284,0.8517708778381348,0.06521663069725037,0.6753086646397909,1.0,0.790123462677002,0.3888888955116272,1.0,0.8517708778381348,0.991342067718506,0.8441721598307291,0.031102733065684635,0.5500000516573588,0.8441721598307291,0.8246205449104309,0.8377753297487894,0.9740259647369384,0.7084018389383951,0.8447062174479166,0.8030802806218466,0.8357630968093872,0.17499999999999996,0.8604018489519755,1.0,0.7111111084620158,0.5500000516573588,0.550000011920929,0.92592591047287,0.002548101588994735,0.0016991287343118124,0.0033889573102145153,0.0004751279167921817,0.025571301879833967,0.06009252180878,0.04936072566985704,0.002548101588994735,0.02,0.00027206726242383214,0.060092530074458375,0.0,0.012536872979040067,0.0033982590184378756,7.505553499465135,0.0008102337277773987,0.0033982590184378756,0.006676931254703353,0.088370639436739,0.034492262934103624,0.0014566026175344738,0.028103689953322762,0.007127776852617885,0.0,0.0005441603344159288,0.00027206726242383214,0.0005891550833958772,0.0,0.0009571024396650291,0.040061661919272705,0.0,0.022256533948558435,0.08388704428072834,0.0,0.0,0.0,0.0016991256347900607,0.0033982590184378756,0.060092530074458375,0.0016991256347900607,0.0014566026175344738,0.006676931254703353,0.0,0.04936072566985704,0.0033889573102145153,0.0004751279167921817,0.0008102337277773987,0.0,0.016281186761469744,0.0,0.05091749168001303,0.060092530074458375,0.06009252180878,0.0
no_init_box_kenn_horizontal_adapter_bert_ms,0.8473498026529948,0.060320448130369186,0.8447006940841675,0.8030798037846884,0.7659574349721273,0.5500000019868215,0.7076159516970316,0.8473498026529948,0.02666666666666667,0.8273640871047974,0.5500000516573588,0.9493670463562012,0.852471133073171,0.031102733065684635,29.333333333333332,0.8356827100118002,0.031102733065684635,0.8377753297487894,0.5427350600560507,0.8380261262257894,0.8246197899182638,0.8026344577471415,0.9259259700775146,1.0,0.07068802416324615,0.8273640871047974,0.9817973772684732,0.8517708778381348,0.06508025775353114,0.6753086845080057,1.0,0.790123462677002,0.3777777850627899,1.0,0.8517708778381348,0.991342067718506,0.8441721598307291,0.031102733065684635,0.5500000516573588,0.8441721598307291,0.8246197899182638,0.8377753297487894,0.9740259647369384,0.7076159318288168,0.8447006940841675,0.8030798037846884,0.8356827100118002,0.17499999999999996,0.8603059450785319,1.0,0.7222222288449606,0.5500000516573588,0.550000011920929,0.92592591047287,0.0032385630899584295,0.002159552305890652,0.004307084600585873,0.0006038348680866745,0.03250053296929252,0.07637626028192065,0.0627733336814489,0.0032385630899584295,0.02886751345948129,0.0,0.07637631230911753,0.0,0.01639125819869804,0.0043191103022562315,11.060440015358038,0.0010577001435680582,0.0043191103022562315,0.008486241026042883,0.10903718585540373,0.03468399333550352,0.001851297401823618,0.0357232335209354,0.0,0.0,0.0,0.0,0.0007490433734499932,0.0,0.0012513557128657708,0.05091749168001303,0.0,0.028287526449619793,0.10715166873540641,0.0,0.0,0.0,0.0021595319828834406,0.0043191103022562315,0.07637631230911753,0.0021595319828834406,0.001851297401823618,0.008486241026042883,0.0,0.06277336023508202,0.004307084600585873,0.0006038348680866745,0.0010577001435680582,0.0,0.020692372367252396,0.0,0.050917491680013,0.07637631230911753,0.07637624727511835,0.0
no_init_box_kenn_hybrid_adapter_bert_ms,0.8473498423894247,0.06032044937213262,0.8447069525718689,0.8030803600947062,0.7659574548403422,0.549999992052714,0.7085079550743103,0.8473498423894247,0.04,0.8273640871047974,0.5500000516573588,0.9493670463562012,0.8525485396385193,0.031102733065684635,29.666666666666668,0.8356830875078837,0.031102733065684635,0.8377753297487894,0.5576496720314026,0.8304846286773682,0.8246206442515055,0.80294801791509,0.9259259700775146,1.0,0.07068802416324615,0.8273640871047974,0.9818063775698344,0.8517708778381348,0.06508617103099823,0.6753086646397909,1.0,0.7901234825452169,0.3888888955116272,1.0,0.8517708778381348,0.991342067718506,0.8441721598307291,0.031102733065684635,0.5500000516573588,0.8441721598307291,0.8246206442515055,0.8377753297487894,0.9740259647369384,0.7085079550743103,0.8447069525718689,0.8030803600947062,0.8356830875078837,0.17499999999999996,0.8604142069816589,1.0,0.7111111084620158,0.5500000516573588,0.549999992052714,0.92592591047287,0.002448123583206517,0.0016324702492609992,0.003253760653862256,0.00045627875442418557,0.024568093632515352,0.057735040684065674,0.047093273903812564,0.002448123583206517,0.04358898943540673,0.0,0.057735040684065674,0.0,0.012363196158981522,0.0032649415739206796,10.263202878893768,0.0007994427742686549,0.0032649415739206796,0.00641498540225303,0.07058000819539507,0.034492262934103624,0.0013991539028115317,0.026886635976596338,0.0,0.0,0.0,0.0,0.0005627174140088371,0.0,0.0009438430071978279,0.038489998445423876,0.0,0.021383364970611347,0.06938886251297234,0.0,0.0,0.0,0.001632472400058373,0.0032649415739206796,0.057735040684065674,0.001632472400058373,0.0013991539028115317,0.00641498540225303,0.0,0.047093273903812564,0.003253760653862256,0.00045627875442418557,0.0007994427742686549,0.0,0.015603329360792192,0.0,0.05091749168001303,0.057735040684065674,0.057735040684065674,0.0
no_init_box_kenn_top_down_adapter_bert_ms,0.8501766920089722,0.06220546364784241,0.8484551906585693,0.8036064505577087,0.7943262457847595,0.6166666746139526,0.7617618242899576,0.8501766920089722,0.05333333333333334,0.8277829885482788,0.6166667143503824,0.9493670463562012,0.8702406287193298,0.03487276161710421,28.0,0.836819609006246,0.03487276161710421,0.8451827168464661,0.6331613461176554,0.8676557739575704,0.8262350757916769,0.8335777123769125,0.9341564178466797,1.0,0.07131636639436086,0.8277829885482788,0.9824445645014445,0.8517708778381348,0.06643683463335037,0.71975310643514,1.0,0.8148148457209269,0.46666666865348816,1.0,0.8517708778381348,0.991342067718506,0.8460571765899658,0.03487276161710421,0.6166667143503824,0.8460571765899658,0.8262350757916769,0.8451827168464661,0.9740259647369384,0.7617618242899576,0.8484551906585693,0.8036064505577087,0.836819609006246,0.17499999999999996,0.8782826662063599,1.0,0.7666666706403097,0.6166667143503824,0.6166666746139526,0.92592591047287,0.002548101588994735,0.001699126667892449,0.003359415660976883,0.000472557258119903,0.025571268817129393,0.06009252180878,0.045395987455635944,0.002548101588994735,0.07505553499465137,0.00023993643754288723,0.060092530074458375,0.0,0.0096627189209148,0.0033982585018338856,2.6457513110645907,0.0007338956564992177,0.0033982585018338856,0.006676964317404668,0.07989853576813842,0.021368817314984904,0.0014526102987046233,0.02666830904779039,0.007127776852617885,0.0,0.0005441603344159259,0.00023993643754288723,0.0005487113126326653,0.0,0.0007376724898086682,0.040061719779016236,0.0,0.022256500885858486,0.08819170511218412,0.0,0.0,0.0,0.001699117369066096,0.0033982585018338856,0.060092530074458375,0.001699117369066096,0.0014526102987046233,0.006676964317404668,0.0,0.045395987455635944,0.003359415660976883,0.000472557258119903,0.0007338956564992177,0.0,0.01577561364550494,0.0,0.03333333134651627,0.060092530074458375,0.06009252180878,0.0
no_init_kenn_bottom_up_adapter_bert_ms,0.8673733870188395,0.06566132605075836,0.827465295791626,0.7646125356356303,0.8534278869628906,0.8222222129503886,0.6249535580476125,0.8673733870188395,0.22666666666666668,0.7959943215052286,0.8222222725550333,0.9161290526390076,0.8220945398012797,0.045240338891744614,31.0,0.8262414137522379,0.045853363970915474,0.8756292859713236,0.5698326329390208,0.6770464579264323,0.8125513990720113,0.74514772494634,0.7908093730608622,0.6177426477273306,0.0603728120525678,0.7959943215052286,0.6954506039619446,0.7850618163744608,0.06276122232278188,0.8403292695681254,0.5570695996284485,0.8600823680559794,0.7888888716697693,0.5104507903258005,0.7850618163744608,0.6958843469619751,0.8590428233146667,0.04649701466163,0.8108404080073038,0.8590428233146667,0.8125513990720113,0.8756292859713236,0.9594594836235046,0.6177468995253245,0.827465295791626,0.7646125356356303,0.8262414137522379,0.25,0.7500733931859335,0.564096728960673,0.8555555542310079,0.8000000516573588,0.8222222129503886,0.8765432238578796,0.0028561335288429463,0.001904549801955508,0.016741826535232786,0.027412594697364727,0.0286627865561694,0.0673575261616081,0.1868565983265431,0.0028561335288429463,0.34063665882187916,0.01706174261801162,0.0673575261616081,0.0,0.0260229512944466,0.0024936390263260518,5.196152422706632,0.00832926214478873,0.003119670571362865,0.0074841578294865,0.23938003287340257,0.1371194972273932,0.0142012155017566,0.10331798463089782,0.07084090995000768,0.2964615880944745,0.005408208297170355,0.01706174261801162,0.23072061385420353,0.03649908506905934,0.0019866696342734943,0.044905015802372196,0.3349705017784195,0.024947250938869462,0.03849001565179121,0.36063959231658443,0.03649908506905934,0.21899459268324356,0.0018341407861162903,0.003809096224086784,0.05516614612373296,0.0018341407861162903,0.0142012155017566,0.0074841578294865,0.0,0.19464098361578516,0.016741826535232786,0.027412594697364727,0.00832926214478873,0.0,0.12285110642776471,0.32849185997115243,0.10715166255469391,0.04409584692398301,0.0673575261616081,0.0
no_init_kenn_horizontal_adapter_bert_ms,0.8666666746139526,0.0651900718609492,0.8366966446240743,0.7835265000661215,0.8463356892267863,0.805555542310079,0.7480621337890625,0.8666666746139526,0.23333333333333336,0.8066551287968954,0.8055556019147238,0.9161290526390076,0.8491772611935934,0.044612000385920204,30.666666666666668,0.8318142692248026,0.04507525637745857,0.873777429262797,0.7273023128509521,0.7662854790687561,0.8229732513427734,0.8099329670270284,0.8456790248552958,0.7445887327194214,0.06456173583865166,0.8066551287968954,0.8332246541976929,0.8029535810152689,0.0648287981748581,0.8292181690533956,0.7225305835405985,0.8539095123608907,0.7777777711550394,0.7056565682093302,0.8029535810152689,0.8032349745432535,0.8586239218711853,0.0455545075237751,0.7970808545748392,0.8586239218711853,0.8229732513427734,0.873777429262797,0.9594594836235046,0.7465856671333313,0.8366966446240743,0.7835265000661215,0.8318142692248026,0.25,0.8360841870307922,0.7251226504643759,0.8333333333333334,0.788888951142629,0.8055555621782938,0.8765432238578796,0.002040091515086209,0.001360392232850392,0.010421798892048325,0.009711563946305008,0.02047342283134869,0.04811251096154957,0.09149846453063254,0.002040091515086209,0.3350124375800596,0.00701156022212591,0.04811251096154957,0.0,0.017201310182255132,0.001961985460811693,5.773502691896258,0.003130791920010988,0.0023184949726384953,0.0053458154330845685,0.11051717529021356,0.07309908867568478,0.004538420279056496,0.05575993019388052,0.04161266015246837,0.22271245384632207,0.0031768365423753644,0.00701156022212591,0.11633121107421661,0.02363510311093454,0.00131319753197354,0.03207501304317317,0.21256310603229017,0.01781945933794848,0.01924502503227447,0.21013471850548754,0.02363510311093454,0.14181060319554034,0.0013603707248768268,0.0027207833903027455,0.040998669099608274,0.0013603707248768268,0.004538420279056496,0.0053458154330845685,0.0,0.09175311353693304,0.010421798892048325,0.009711563946305008,0.003130791920010988,0.0,0.04863103251509674,0.21271587962110267,0.08819169384796599,0.03469443364258258,0.048112528167937665,0.0
no_init_kenn_hybrid_adapter_bert_ms,0.8680800994237264,0.06613257775704066,0.8276890714963278,0.7611583471298218,0.860520084698995,0.8388888835906982,0.6189707318941752,0.8680800994237264,0.30333333333333334,0.7938317855199178,0.838888963063558,0.9161290526390076,0.8243571122487386,0.045711591839790344,30.666666666666668,0.8252699176470438,0.04655098170042038,0.8774811426798502,0.5554318726062775,0.6766035755475363,0.8108504811922709,0.7441890438397726,0.7901235024134318,0.6182815432548523,0.06032045061389605,0.7938317855199178,0.6783385872840881,0.7840584715207418,0.06293395161628723,0.8514403502146403,0.5431547661622366,0.8662551840146383,0.8222222129503886,0.49185186127821606,0.7840584715207418,0.6898643573125204,0.859514037768046,0.04743952055772146,0.8231766819953918,0.859514037768046,0.8108504811922709,0.8774811426798502,0.9594594836235046,0.6067532598972321,0.8276890714963278,0.7611583471298218,0.8252699176470438,0.25,0.7393807768821716,0.5550667146841685,0.8555555542310079,0.8083333969116211,0.8388888835906982,0.8765432238578796,0.003339785519373274,0.0022270566478859114,0.016654374180091962,0.030648341616779814,0.03351642589274147,0.07876358592306151,0.1939879582813159,0.003339785519373274,0.4734272207354931,0.01931383377038606,0.0787636090460921,0.0,0.02432425549499203,0.0028665228368356913,5.773502691896258,0.009459842410022963,0.003628909387384363,0.00875149973723892,0.2508792984196143,0.14237647814447846,0.015935578817864872,0.105152631394995,0.0711886827489661,0.29906121024639043,0.0054347583205678765,0.01931383377038606,0.24525173961374713,0.03743015663919414,0.0018569871206265388,0.05250901944435728,0.3467900466027616,0.02917169451941916,0.050917517693612684,0.37492606264360223,0.03743015663919414,0.2245809839826346,0.0021671681780070905,0.0044541132957718246,0.0641712400886681,0.0021671681780070905,0.015935578817864872,0.00875149973723892,0.0,0.20511302821403543,0.016654374180091962,0.030648341616779814,0.009459842410022963,0.0,0.13305248297991015,0.3368714649370831,0.10715166255469391,0.05068969330522606,0.07876358592306151,0.0
no_init_kenn_top_down_adapter_bert_ms,0.8685512542724609,0.06644674887259801,0.8178677161534628,0.7501186927159628,0.8652482032775879,0.8500000238418579,0.5254035194714864,0.8685512542724609,0.14333333333333334,0.7858152588208517,0.8500000437100729,0.9161290526390076,0.8239928086598715,0.047439521799484886,34.0,0.8211465080579122,0.047749786327282585,0.8787157336870829,0.42943622668584186,0.6083875695864359,0.8049705227216085,0.6881382067998251,0.7825788855552673,0.4760715365409851,0.05974447478850683,0.7858152588208517,0.5632081031799316,0.7649263938268026,0.06290614108244579,0.8588477373123169,0.36052363117535907,0.8703704078992208,0.8444444338480631,0.2896841714779536,0.7649263938268026,0.5750717719395956,0.8598282337188721,0.048067860305309296,0.8443754514058431,0.8598282337188721,0.8049705227216085,0.8787157336870829,0.9594594836235046,0.5037877162297567,0.8178677161534628,0.7501186927159628,0.8211465080579122,0.25,0.6807073950767517,0.3828778564929962,0.8555555542310079,0.838888923327128,0.8500000238418579,0.8765432238578796,0.0,4.301594714254518e-09,0.004518672988137816,0.01160251134958339,0.0,0.0,0.06591102789780134,0.0,0.05773502691896257,0.007037322447531255,3.441275768999911e-08,0.0,0.014405105875669013,0.0007198528009430343,0.0,0.003848743751135416,0.0003655573242931568,3.4412757714036146e-08,0.0700112759929174,0.059046723866236835,0.006656919438018308,0.033544052433195075,0.02589104916055814,0.08047916725128232,0.0019766029375285986,0.007037322447531255,0.06891604937082917,0.007925379315430574,0.001099732841283247,0.0,0.06900397306831534,3.4412757714036146e-08,0.019245025032274446,0.06219248639141267,0.007925379315430574,0.047552302909140934,9.069482783074774e-05,0.0,0.006464266632653264,9.069482783074774e-05,0.006656919438018308,3.4412757714036146e-08,0.0,0.06615769629037531,0.004518672988137816,0.01160251134958339,0.003848743751135416,0.0,0.04938499099124239,0.07132843052735473,0.019245025032274446,0.01272936479075303,0.0,0.0
smart_init_box_adapter_bert_ms,0.857243816057841,0.06691799809535344,0.8565651973088583,0.8043776551882426,0.8652482231458029,0.7833333412806193,0.869952380657196,0.857243816057841,0.5566666666666668,0.8277830282847086,0.783333400885264,0.9493670463562012,0.9020445942878723,0.04398366063833237,115.66666666666667,0.8391184210777283,0.044139125694831215,0.8637012441953024,0.8281660079956055,0.9091768264770508,0.8299689690272013,0.8981458942095438,0.9293553233146667,0.988095243771871,0.07094983756542206,0.8277830282847086,0.976239283879598,0.8495663007100424,0.06886484970649083,0.8308642307917277,0.9807692368825277,0.8765432834625244,0.7222222288449606,0.9722222288449606,0.8495663007100424,0.9781145453453065,0.8507697184880575,0.04429783051212629,0.7805269757906595,0.8507697184880575,0.8299689690272013,0.8637012441953024,0.9740259647369384,0.8702158530553182,0.8565651973088583,0.8043776551882426,0.8391184210777283,0.17499999999999996,0.9172736008961996,0.9801587263743082,0.8444444338480631,0.7777778506278992,0.7833333214124044,0.92592591047287,0.0014134347439859701,0.0009425096213842155,0.0009874789129807014,0.0007101679148518171,0.014184385538111619,0.033333331346516296,0.011299313867284609,0.0014134347439859701,0.11239810200058244,0.0007749069762281273,0.033333331346516296,0.0,0.0037393333017645535,0.0014397015372604348,33.38163167571851,0.00018915619242557155,0.001652681335682121,0.0037036836147707895,0.01617584196324773,0.03574677282317831,0.0004484188959342686,0.006789785480873152,0.015443516514005417,0.02061964263884159,0.0011790068885766548,0.0007749069762281273,0.012990181092461806,0.0038184395950604166,0.00028547382789079645,0.02222222089770122,0.033308658787783746,0.012345671653747559,0.019245025032274446,0.048112510961549594,0.0038184395950604166,0.022910740808635522,0.0009425282484614622,0.0018850136548283776,0.029224897744509884,0.0009425282484614622,0.0004484188959342686,0.0037036836147707895,0.0,0.011456350586820423,0.0009874789129807014,0.0007101679148518171,0.00018915619242557155,0.0,0.004242828794906544,0.034366094006574414,0.06938886728516519,0.025458762098508163,0.03333333134651627,0.0
smart_init_classifier_adapter_bert_ms,0.8671378294626871,0.06550424049297969,0.8273981213569641,0.7739551862080892,0.8510638078053793,0.8166666626930237,0.656996508439382,0.8671378294626871,0.42,0.8051366607348124,0.8166667222976685,0.9161290526390076,0.7968303759892782,0.0439836618800958,36.0,0.831134577592214,0.0450453944504261,0.8750120004018148,0.6261094013849894,0.6859615246454874,0.8178527553876241,0.7555929819742838,0.7448559999465942,0.5932002862294515,0.056864591936270394,0.8051366607348124,0.7361111243565878,0.7848546902338663,0.06083247438073158,0.8366255362828573,0.55967449148496,0.8580247362454733,0.800000011920929,0.5312643845876058,0.7848546902338663,0.6946413914362589,0.8588857452074686,0.046182844787836075,0.7965527772903442,0.8588857452074686,0.8178527553876241,0.8750120004018148,0.9594594836235046,0.6545334458351135,0.8273981213569641,0.7739551862080892,0.831134577592214,0.25,0.7855655749638876,0.5622323453426361,0.8333333333333334,0.7777778108914694,0.8166666626930237,0.8765432238578796,0.003238563089958411,0.0021595539317410904,0.0031493252688682936,0.011728324593714423,0.032500532969292534,0.07637624727511835,0.05896956646270859,0.003238563089958411,0.3290896534380867,0.004400931183674507,0.07637624727511835,0.0,0.005083344977823583,0.0024182843633958114,1.7320508075688772,0.0013941449585873158,0.0033205580699192994,0.008486247529465214,0.10240321576746182,0.04040281768331633,0.005193722120467445,0.02590534327216815,0.026985327636889142,0.07284930118136024,0.002060143195108727,0.004400931183674507,0.09722223452159348,0.012153836730390132,0.00038807842629307157,0.050917459163012185,0.11489936969370117,0.02828751994618624,0.06666666269302368,0.1471392384930576,0.012153836730390132,0.07292295249295115,0.002074055737296224,0.004319110708719241,0.05871853779210192,0.002074055737296224,0.005193722120467445,0.008486247529465214,0.0,0.06399453063898414,0.0031493252688682936,0.011728324593714423,0.0013941449585873158,0.0,0.0454597922430017,0.10938442384078666,0.12018505188323374,0.04276336262248802,0.07637624727511835,0.0
