name,instance,run_id,test_pretraining/micro/recall,test_incremental/macro_example/recall,test/macro_types/f1,test/micro/precision,test_incremental/micro/recall,test_incremental_only/micro/recall,test_incremental_only/macro_types/f1,test/micro/recall,threshold_incremental,test_pretraining/macro_example/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental_PRODUCT/macro_types/f1,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example/precision,epoch,test_pretraining/macro_example/f1,test_incremental_only/macro_example/f1,test_pretraining/macro_types/recall,test_incremental_PRODUCT-WEAPON/macro_types/f1,test_incremental_PRODUCT-VEHICLE/macro_types/f1,test_pretraining/micro/f1,test_incremental/macro_types/f1,test_incremental/macro_example_exclusive/precision,test_incremental_PRODUCT-VEHICLE/macro_types/precision,test_incremental/macro_example/precision,test/macro_example/precision,test_incremental/micro/precision,test_pretraining/macro_types/precision,test_incremental/macro_example/f1,test_incremental/macro_types/recall,test_incremental_only/micro/precision,test_incremental/macro_example_exclusive/recall,test_incremental_PRODUCT-WEAPON/macro_types/recall,test_incremental_PRODUCT-WEAPON/macro_types/precision,test/macro_types/precision,test_incremental/macro_types/precision,test/macro_example/recall,test_incremental_only/macro_example/recall,test_incremental_only/macro_example_exclusive/f1,test_pretraining/macro_example/recall,test/micro/f1,test/macro_types/recall,test_incremental_PRODUCT/macro_types/precision,test_incremental_only/micro/f1,test_pretraining/macro_types/f1,test_pretraining/micro/precision,test/macro_example/f1,threshold_pretraining,test_incremental/micro/f1,test_incremental_only/macro_types/precision,test_incremental_PRODUCT-VEHICLE/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,test_incremental_only/macro_types/recall,test_incremental_PRODUCT/macro_types/recall
no_init_box_kenn_horizontal_adapter_bert_ms,2,vece1m4z,0.8466430902481079,0.059849195182323456,0.8437727689743042,0.802949070930481,0.758865237236023,0.5333333611488342,0.6956522464752197,0.8466430902481079,0.060000000000000005,0.8273640871047974,0.5333333611488342,0.9493670463562012,0.8490440249443054,0.030160225927829742,41,0.8354526162147522,0.030160225927829742,0.8359234929084778,0.5,0.8461538553237915,0.8242174386978149,0.7954469323158264,0.9259259700775146,1.0,0.07068802416324615,0.8273640871047974,0.9816513657569884,0.8517708778381348,0.06481862813234329,0.664197564125061,1.0,0.7839505672454834,0.3333333432674408,1.0,0.8517708778381348,0.991342067718506,0.8437008857727051,0.030160225927829742,0.5333333611488342,0.8437008857727051,0.8242174386978149,0.8359234929084778,0.9740259647369384,0.6956522464752197,0.8437727689743042,0.802949070930481,0.8354526162147522,0.175,0.8560000061988831,1.0,0.7333333492279053,0.5333333611488342,0.5333333611488342,0.92592591047287
no_init_box_kenn_horizontal_adapter_bert_ms,1,5b4o6gd6,0.8445229530334473,0.058435436338186264,0.8409332036972046,0.8025520443916321,0.73758864402771,0.4833333194255829,0.6516854166984558,0.8445229530334473,0.01,0.8273640871047974,0.4833333492279053,0.9493670463562012,0.8380643725395203,0.02733270451426506,19,0.834758996963501,0.02733270451426506,0.830367922782898,0.46153849363327026,0.800000011920929,0.8230027556419373,0.7710514664649963,0.9259259700775146,1.0,0.07068802416324615,0.8273640871047974,0.9811320900917052,0.8517708778381348,0.06398040056228638,0.6308642625808716,1.0,0.7654321193695068,0.30000001192092896,1.0,0.8517708778381348,0.991342067718506,0.8422871828079224,0.02733270451426506,0.4833333492279053,0.8422871828079224,0.8230027556419373,0.830367922782898,0.9740259647369384,0.651685357093811,0.8409332036972046,0.8025520443916321,0.834758996963501,0.175,0.8421053290367126,1.0,0.6666666865348816,0.4833333492279053,0.4833333492279053,0.92592591047287
no_init_box_kenn_horizontal_adapter_bert_ms,0,mrfcq9cd,0.8508833646774292,0.06267671287059784,0.8493961095809937,0.8037382960319519,0.8014184236526489,0.6333333253860474,0.7755101919174194,0.8508833646774292,0.01,0.8273640871047974,0.6333334445953369,0.9493670463562012,0.8703050017356873,0.035815268754959106,28,0.8368365168571472,0.035815268754959106,0.8470345735549927,0.6666666865348816,0.8679245114326477,0.8266391754150391,0.8414049744606018,0.9259259700775146,1.0,0.07068802416324615,0.8273640871047974,0.982608675956726,0.8517708778381348,0.06644174456596375,0.7308642268180847,1.0,0.8209877014160156,0.5,1.0,0.8517708778381348,0.991342067718506,0.8465284109115601,0.035815268754959106,0.6333334445953369,0.8465284109115601,0.8266391754150391,0.8470345735549927,0.9740259647369384,0.7755101919174194,0.8493961095809937,0.8037382960319519,0.8368365168571472,0.175,0.8828125,1.0,0.7666666507720947,0.6333334445953369,0.6333333253860474,0.92592591047287
no_init_box_kenn_hybrid_adapter_bert_ms,2,zsov3gal,0.8459364175796509,0.059377942234277725,0.8428283929824829,0.8028169274330139,0.7517730593681335,0.5166666507720947,0.6813186407089233,0.8459364175796509,0.09,0.8273640871047974,0.5166667103767395,0.9493670463562012,0.8454106450080872,0.029217718169093132,41,0.835221529006958,0.029217718169093132,0.8340716361999512,0.5,0.8235293626785278,0.8238128423690796,0.7874249815940857,0.9259259700775146,1.0,0.07068802416324615,0.8273640871047974,0.9814814925193788,0.8517708778381348,0.06454124301671982,0.6530864238739014,1.0,0.7777777910232544,0.3333333432674408,1.0,0.8517708778381348,0.991342067718506,0.8432296514511108,0.029217718169093132,0.5166667103767395,0.8432296514511108,0.8238128423690796,0.8340716361999512,0.9740259647369384,0.6813186407089233,0.8428283929824829,0.8028169274330139,0.835221529006958,0.175,0.8514056205749512,1.0,0.699999988079071,0.5166667103767395,0.5166666507720947,0.92592591047287
no_init_box_kenn_top_down_adapter_bert_ms,2,a07wxoru,0.8480565547943115,0.060791704803705215,0.8456554412841797,0.8032128810882568,0.7730496525764465,0.5666666626930237,0.7234042882919312,0.8480565547943115,0.14,0.8278353214263916,0.5666667222976685,0.9493670463562012,0.8614736199378967,0.032045237720012665,31,0.8361549377441406,0.032045237720012665,0.8396271467208862,0.5714285969734192,0.8461538553237915,0.8250257968902588,0.8111720085144043,0.9382716417312622,1.0,0.07163053750991821,0.8278353214263916,0.9819819927215576,0.8517708778381348,0.06576754152774811,0.6864197254180908,1.0,0.7962962985038757,0.4000000059604645,1.0,0.8517708778381348,0.991342067718506,0.8446434140205383,0.032045237720012665,0.5666667222976685,0.8446434140205383,0.8250257968902588,0.8396271467208862,0.9740259647369384,0.7234042882919312,0.8456554412841797,0.8032128810882568,0.8361549377441406,0.175,0.865079402923584,1.0,0.7333333492279053,0.5666667222976685,0.5666666626930237,0.92592591047287
no_init_box_kenn_bottom_up_adapter_bert_ms,2,zez6ibo4,0.8452296853065491,0.058906689286231995,0.8418818116188049,0.8026845455169678,0.7446808218955994,0.5,0.6666666865348816,0.8452296853065491,0.05,0.8273640871047974,0.5000000596046448,0.9493670463562012,0.8417508006095886,0.02827521041035652,41,0.8349903225898743,0.02827521041035652,0.8322197794914246,0.46153849363327026,0.8235293626785278,0.8234079480171204,0.7792938947677612,0.9259259700775146,1.0,0.07068802416324615,0.8273640871047974,0.9813084006309508,0.8517708778381348,0.06426183879375458,0.6419753432273865,1.0,0.7716048955917358,0.30000001192092896,1.0,0.8517708778381348,0.991342067718506,0.8427584171295166,0.02827521041035652,0.5000000596046448,0.8427584171295166,0.8234079480171204,0.8322197794914246,0.9740259647369384,0.6666666865348816,0.8418818116188049,0.8026845455169678,0.8349903225898743,0.175,0.846774160861969,1.0,0.699999988079071,0.5000000596046448,0.5,0.92592591047287
no_init_box_kenn_hybrid_adapter_bert_ms,1,o4z79yh0,0.8459364175796509,0.059377942234277725,0.8428283929824829,0.8028169274330139,0.7517730593681335,0.5166666507720947,0.6813186407089233,0.8459364175796509,0.01,0.8273640871047974,0.5166667103767395,0.9493670463562012,0.8454106450080872,0.029217718169093132,21,0.835221529006958,0.029217718169093132,0.8340716361999512,0.5365853905677795,0.800000011920929,0.8238128423690796,0.7874250411987305,0.9259259700775146,1.0,0.07068802416324615,0.8273640871047974,0.9814814925193788,0.8517708778381348,0.06454124301671982,0.6530864834785461,1.0,0.7777777910232544,0.36666667461395264,1.0,0.8517708778381348,0.991342067718506,0.8432296514511108,0.029217718169093132,0.5166667103767395,0.8432296514511108,0.8238128423690796,0.8340716361999512,0.9740259647369384,0.6813186407089233,0.8428283929824829,0.8028169274330139,0.835221529006958,0.175,0.8514056205749512,1.0,0.6666666865348816,0.5166667103767395,0.5166666507720947,0.92592591047287
no_init_box_kenn_top_down_adapter_bert_ms,1,jzs7713u,0.8494699597358704,0.06173421069979668,0.8475298285484314,0.8034759163856506,0.7872340679168701,0.6000000238418579,0.75,0.8494699597358704,0.01,0.8279924392700195,0.6000000238418579,0.9493670463562012,0.8686472773551941,0.033930256962776184,26,0.8366966843605042,0.033930256962776184,0.8433308601379395,0.604651153087616,0.8679245114326477,0.8258330821990967,0.8264861106872559,0.9382716417312622,1.0,0.07163053750991821,0.8279924392700195,0.982300877571106,0.8517708778381348,0.066315196454525,0.7086420059204102,1.0,0.8086420297622681,0.4333333373069763,1.0,0.8517708778381348,0.991342067718506,0.8455859422683716,0.033930256962776184,0.6000000238418579,0.8455859422683716,0.8258330821990967,0.8433308601379395,0.9740259647369384,0.75,0.8475298285484314,0.8034759163856506,0.8366966843605042,0.175,0.874015748500824,1.0,0.7666666507720947,0.6000000238418579,0.6000000238418579,0.92592591047287
no_init_box_kenn_bottom_up_adapter_bert_ms,1,d0y9jevu,0.8466430902481079,0.059849195182323456,0.8437727689743042,0.802949070930481,0.758865237236023,0.5333333611488342,0.6956522464752197,0.8466430902481079,0.01,0.8278353214263916,0.5333333611488342,0.9493670463562012,0.854197084903717,0.030160225927829742,26,0.8356927633285522,0.030160225927829742,0.8359234929084778,0.5714285969734192,0.800000011920929,0.8242174386978149,0.7954469323158264,0.9382716417312622,1.0,0.07163053750991821,0.8278353214263916,0.9816513657569884,0.8517708778381348,0.06521202623844147,0.664197564125061,1.0,0.7839506268501282,0.4000000059604645,1.0,0.8517708778381348,0.991342067718506,0.8437008857727051,0.030160225927829742,0.5333333611488342,0.8437008857727051,0.8242174386978149,0.8359234929084778,0.9740259647369384,0.6956522464752197,0.8437727689743042,0.802949070930481,0.8356927633285522,0.175,0.8560000061988831,1.0,0.6666666865348816,0.5333333611488342,0.5333333611488342,0.92592591047287
no_init_box_kenn_hybrid_adapter_bert_ms,0,zidpbf5r,0.8501766920089722,0.06220546364784241,0.8484640717506409,0.8036072254180908,0.7943262457847595,0.6166666746139526,0.7628865838050842,0.8501766920089722,0.02,0.8273640871047974,0.6166667342185974,0.9493670463562012,0.8668243288993835,0.034872762858867645,27,0.8366062045097351,0.034872762858867645,0.8451827168464661,0.6363636255264282,0.8679245114326477,0.8262362480163574,0.8339940309524536,0.9259259700775146,1.0,0.07068802416324615,0.8273640871047974,0.9824561476707458,0.8517708778381348,0.06617602705955505,0.719753086566925,1.0,0.8148148655891418,0.46666666865348816,1.0,0.8517708778381348,0.991342067718506,0.8460571765899658,0.034872762858867645,0.6166667342185974,0.8460571765899658,0.8262362480163574,0.8451827168464661,0.9740259647369384,0.7628865838050842,0.8484640717506409,0.8036072254180908,0.8366062045097351,0.175,0.8784313797950745,1.0,0.7666666507720947,0.6166667342185974,0.6166666746139526,0.92592591047287
