name,instance,run_id,test_pretraining/micro/recall,test_incremental/macro_example/recall,test/macro_types/f1,test/micro/precision,test_incremental/micro/recall,test_incremental_only/micro/recall,test_incremental_only/macro_types/f1,test/micro/recall,threshold_incremental,test_pretraining/macro_example/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental_PRODUCT/macro_types/f1,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example/precision,epoch,test_pretraining/macro_example/f1,test_incremental_only/macro_example/f1,test_pretraining/macro_types/recall,test_incremental_PRODUCT-WEAPON/macro_types/f1,test_incremental_PRODUCT-VEHICLE/macro_types/f1,test_pretraining/micro/f1,test_incremental/macro_types/f1,test_incremental/macro_example_exclusive/precision,test_incremental_PRODUCT-VEHICLE/macro_types/precision,test_incremental/macro_example/precision,test/macro_example/precision,test_incremental/micro/precision,test_pretraining/macro_types/precision,test_incremental/macro_example/f1,test_incremental/macro_types/recall,test_incremental_only/micro/precision,test_incremental/macro_example_exclusive/recall,test_incremental_PRODUCT-WEAPON/macro_types/recall,test_incremental_PRODUCT-WEAPON/macro_types/precision,test/macro_types/precision,test_incremental/macro_types/precision,test/macro_example/recall,test_incremental_only/macro_example/recall,test_incremental_only/macro_example_exclusive/f1,test_pretraining/macro_example/recall,test/micro/f1,test/macro_types/recall,test_incremental_PRODUCT/macro_types/precision,test_incremental_only/micro/f1,test_pretraining/macro_types/f1,test_pretraining/micro/precision,test/macro_example/f1,threshold_pretraining,test_incremental/micro/f1,test_incremental_only/macro_types/precision,test_incremental_PRODUCT-VEHICLE/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,test_incremental_only/macro_types/recall,test_incremental_PRODUCT/macro_types/recall
no_init_box_kenn_top_down_adapter_bert_ms,0,c9khy5pu,0.8530035614967346,0.06409047544002533,0.8521803021430969,0.8041305541992188,0.8226950168609619,0.6833333373069763,0.8118811845779419,0.8530035614967346,0.01,0.8275212049484253,0.6833333969116211,0.9493670463562012,0.8806009888648987,0.03864279016852379,27,0.837607204914093,0.03864279016852379,0.8525901436805725,0.7234042882919312,0.888888955116272,0.827846348285675,0.8630750179290771,0.9259259700775146,1.0,0.07068802416324615,0.8275212049484253,0.98305082321167,0.8517708778381348,0.06722776591777802,0.764197587966919,1.0,0.839506208896637,0.5666666626930237,1.0,0.8517708778381348,0.991342067718506,0.8479421734809875,0.03864279016852379,0.6833333969116211,0.8479421734809875,0.827846348285675,0.8525901436805725,0.9740259647369384,0.8118811845779419,0.8521803021430969,0.8041305541992188,0.837607204914093,0.175,0.8957528471946716,1.0,0.800000011920929,0.6833333969116211,0.6833333373069763,0.92592591047287
no_init_box_kenn_bottom_up_adapter_bert_ms,0,d0sikgsn,0.8501766920089722,0.06220546364784241,0.8484640717506409,0.8036072254180908,0.7943262457847595,0.6166666746139526,0.7628865838050842,0.8501766920089722,0.03,0.8273640871047974,0.6166667342185974,0.9493670463562012,0.8668243288993835,0.034872762858867645,33,0.8366062045097351,0.034872762858867645,0.8451827168464661,0.6363636255264282,0.8679245114326477,0.8262362480163574,0.8339940309524536,0.9259259700775146,1.0,0.07068802416324615,0.8273640871047974,0.9824561476707458,0.8517708778381348,0.06617602705955505,0.719753086566925,1.0,0.8148148655891418,0.46666666865348816,1.0,0.8517708778381348,0.991342067718506,0.8460571765899658,0.034872762858867645,0.6166667342185974,0.8460571765899658,0.8262362480163574,0.8451827168464661,0.9740259647369384,0.7628865838050842,0.8484640717506409,0.8036072254180908,0.8366062045097351,0.175,0.8784313797950745,1.0,0.7666666507720947,0.6166667342185974,0.6166666746139526,0.92592591047287
no_init_kenn_hybrid_adapter_bert_ms,2,14jg4s22,0.869257926940918,0.06691800057888031,0.8211275935173035,0.758323073387146,0.8723404407501221,0.8666666746139526,0.5670572519302368,0.869257926940918,0.03,0.7921457290649414,0.8666667342185974,0.9161290526390076,0.8172283172607422,0.047125354409217834,34,0.8248411417007446,0.048049379140138626,0.8805675506591797,0.4761905074119568,0.6506024599075317,0.8100098371505737,0.7107101678848267,0.7654321193695068,0.5094339847564697,0.058435436338186264,0.7921457290649414,0.6089109182357788,0.7692047953605652,0.062389716506004333,0.8699588775634766,0.40625,0.8765432834625244,0.8333333134651184,0.3333333432674408,0.7692047953605652,0.6007423400878906,0.8603518009185791,0.04901036620140076,0.849673330783844,0.8603518009185791,0.8100098371505737,0.8805675506591797,0.9594594836235046,0.5531914830207825,0.8211275935173035,0.758323073387146,0.8248411417007446,0.25,0.7172012329101562,0.42138367891311646,0.8999999761581421,0.8333333730697632,0.8666666746139526,0.8765432238578796
no_init_kenn_top_down_adapter_bert_ms,2,nzzrhx68,0.8685512542724609,0.06644675135612488,0.8147317171096802,0.7417018413543701,0.8652482032775879,0.8500000238418579,0.4789831042289734,0.8685512542724609,0.11,0.7806314826011658,0.8500000238418579,0.9161290526390076,0.8372642397880554,0.048067860305309296,34,0.818341851234436,0.048067860305309296,0.8787157535552979,0.38167935609817505,0.5652173757553101,0.8001301884651184,0.6646761298179626,0.806584358215332,0.4193548262119293,0.06157712638378143,0.7806314826011658,0.5147679448127747,0.7594332695007324,0.06391932815313339,0.8588477373123169,0.3128834366798401,0.8703703880310059,0.8333333134651184,0.24752475321292877,0.7594332695007324,0.5421130657196045,0.8598806262016296,0.048067860305309296,0.8500000238418579,0.8598806262016296,0.8001301884651184,0.8787157535552979,0.9594594836235046,0.45739907026290894,0.8147317171096802,0.7417018413543701,0.818341851234436,0.25,0.6455026865005493,0.33343979716300964,0.8666666746139526,0.8500000238418579,0.8500000238418579,0.8765432238578796
no_init_kenn_bottom_up_adapter_bert_ms,2,pio69g31,0.8678445219993591,0.06597549468278885,0.8201158046722412,0.7622594833374023,0.8581560254096985,0.8333333134651184,0.5680983066558838,0.8678445219993591,0.03,0.7940778732299805,0.8333333730697632,0.9161290526390076,0.8129777312278748,0.04618284851312637,34,0.825452983379364,0.04664934054017067,0.8768638372421265,0.5,0.6352941393852234,0.811632513999939,0.707525372505188,0.7674897313117981,0.4909090995788574,0.05859252065420151,0.7940778732299805,0.6335078477859497,0.7702664732933044,0.06206522136926651,0.847736656665802,0.4273504316806793,0.8641976118087769,0.7666666507720947,0.3709677457809448,0.7702664732933044,0.6071121096611023,0.8594093322753906,0.047125354409217834,0.824915885925293,0.8594093322753906,0.811632513999939,0.8768638372421265,0.9594594836235046,0.5649717450141907,0.8201158046722412,0.7622594833374023,0.825452983379364,0.25,0.7289156317710876,0.4309384226799011,0.8999999761581421,0.8166667222976685,0.8333333134651184,0.8765432238578796
no_init_kenn_hybrid_adapter_bert_ms,1,tss6zqcv,0.8643109798431396,0.0636192262172699,0.8466247916221619,0.7931258082389832,0.8226950168609619,0.75,0.8336337804794312,0.8643109798431396,0.85,0.8139333724975586,0.7500000596046448,0.9161290526390076,0.8514492511749268,0.04241281747817993,34,0.8349368572235107,0.04241281747817993,0.8676046133041382,0.8363636136054993,0.8301886916160583,0.8271897435188293,0.8620049357414246,0.8703704476356506,0.95652174949646,0.06644674390554428,0.8139333724975586,0.9508196711540222,0.8266355991363525,0.06500224769115448,0.792181134223938,0.9375,0.8333333730697632,0.7666666507720947,0.9200000166893004,0.8266355991363525,0.9453271627426147,0.8570530414581299,0.04241281747817993,0.7500001192092896,0.8570530414581299,0.8271897435188293,0.8676046133041382,0.9594594836235046,0.8333333134651184,0.8466247916221619,0.7931258082389832,0.8349368572235107,0.25,0.8821292519569397,0.9382609128952026,0.7333333492279053,0.7500000596046448,0.75,0.8765432238578796
no_init_kenn_top_down_adapter_bert_ms,1,yrwznoln,0.8685512542724609,0.06644674390554428,0.8230471611022949,0.7633540630340576,0.8652482032775879,0.8500000238418579,0.6008451581001282,0.8685512542724609,0.21,0.7938265800476074,0.8500000238418579,0.9161290526390076,0.8260409235954285,0.047596607357263565,34,0.8255343437194824,0.04783106967806816,0.8787156939506531,0.5098039507865906,0.6756756901741028,0.8125620484352112,0.7265591621398926,0.7860082387924194,0.5681818127632141,0.060006283223629,0.7938265800476074,0.6421052813529968,0.7740117907524109,0.06306249648332596,0.8588477373123169,0.4396551847457886,0.8703704476356506,0.8666666746139526,0.3611111044883728,0.7740117907524109,0.6295841932296753,0.8598805665969849,0.048067860305309296,0.8458128571510315,0.8598805665969849,0.8125620484352112,0.8787156939506531,0.9594594836235046,0.5795454382896423,0.8230471611022949,0.7633540630340576,0.8255343437194824,0.25,0.7371600866317749,0.46464645862579346,0.8333333134651184,0.8416666984558105,0.8500000238418579,0.8765432238578796
no_init_kenn_bottom_up_adapter_bert_ms,1,f2aku43u,0.8643109798431396,0.0636192262172699,0.8466247916221619,0.7931258082389832,0.8226950168609619,0.75,0.8336337804794312,0.8643109798431396,0.62,0.8139333724975586,0.7500000596046448,0.9161290526390076,0.8514492511749268,0.04241281747817993,34,0.8349368572235107,0.04241281747817993,0.8676046133041382,0.8363636136054993,0.8301886916160583,0.8271897435188293,0.8620049357414246,0.8703704476356506,0.95652174949646,0.06644674390554428,0.8139333724975586,0.9508196711540222,0.8266355991363525,0.06500224769115448,0.792181134223938,0.9375,0.8333333730697632,0.7666666507720947,0.9200000166893004,0.8266355991363525,0.9453271627426147,0.8570531010627747,0.04241281747817993,0.7500001192092896,0.8570531010627747,0.8271897435188293,0.8676046133041382,0.9594594836235046,0.8333333134651184,0.8466247916221619,0.7931258082389832,0.8349368572235107,0.25,0.8821292519569397,0.9382609128952026,0.7333333492279053,0.7500000596046448,0.75,0.8765432238578796
no_init_kenn_hybrid_adapter_bert_ms,0,pjdwd8mk,0.8706713914871216,0.06786050647497177,0.8153148293495178,0.7320261597633362,0.8865247964859009,0.8999999761581421,0.45622116327285767,0.8706713914871216,0.03,0.7754162549972534,0.9000000953674316,0.9161290526390076,0.8043937683105469,0.04759660363197327,24,0.8160317540168762,0.04919074848294258,0.8842712640762329,0.35374149680137634,0.5490195751190186,0.7953518629074097,0.6598520278930664,0.7345679402351379,0.3888888955116272,0.05607917159795761,0.7754162549972534,0.4752851724624634,0.7563350200653076,0.06140989065170288,0.8921810388565063,0.2857142984867096,0.8888888955116272,0.8666666746139526,0.2222222238779068,0.7563350200653076,0.5235235691070557,0.8611372709274292,0.05089537799358368,0.869856595993042,0.8611372709274292,0.7953518629074097,0.8842712640762329,0.9594594836235046,0.4337349832057953,0.8153148293495178,0.7320261597633362,0.8160317540168762,0.25,0.618811845779419,0.3055555522441864,0.9333333373069764,0.8416667580604553,0.8999999761581421,0.8765432238578796
no_init_kenn_top_down_adapter_bert_ms,0,rqxny3qa,0.8685512542724609,0.06644675135612488,0.8158242702484131,0.7453001737594604,0.8652482032775879,0.8500000238418579,0.49638229608535767,0.8685512542724609,0.11,0.7829877138137817,0.8500000834465027,0.9161290526390076,0.8086732625961304,0.046654097735881805,34,0.8195633292198181,0.047350428998470306,0.8787157535552979,0.39682537317276,0.584269642829895,0.8022193312644958,0.6731793284416199,0.7551440596580505,0.4406779706478119,0.057650014758110046,0.7829877138137817,0.5327510833740234,0.7613341212272644,0.06173659861087799,0.8588477373123169,0.3290322721004486,0.8703703880310059,0.8333333134651184,0.2604166567325592,0.7613341212272644,0.5535180568695068,0.8597235083580017,0.048067860305309296,0.8373134732246399,0.8597235083580017,0.8022193312644958,0.8787157535552979,0.9594594836235046,0.4744186401367187,0.8158242702484131,0.7453001737594604,0.8195633292198181,0.25,0.6594594120979309,0.35054731369018555,0.8666666746139526,0.8250000476837158,0.8500000238418579,0.8765432238578796
no_init_kenn_bottom_up_adapter_bert_ms,0,b327wk1h,0.8699646592140198,0.06738925725221634,0.8156552910804749,0.7384523153305054,0.8794326186180115,0.8833333253860474,0.4731285870075226,0.8699646592140198,0.03,0.779971718788147,0.8833333849906921,0.9161290526390076,0.8018566370010376,0.047125350683927536,25,0.8183344006538391,0.04849793389439583,0.8824194073677063,0.3731342852115631,0.5656565427780151,0.7988319396972656,0.6659128665924072,0.7345679402351379,0.4057970941066742,0.05607917159795761,0.779971718788147,0.5020242929458618,0.7582833766937256,0.06121619790792465,0.8810700178146362,0.30635836720466614,0.8827161192893982,0.8333333134651184,0.24038460850715637,0.7582833766937256,0.5352137684822083,0.860666036605835,0.04995287209749222,0.8576052188873291,0.860666036605835,0.7988319396972656,0.8824194073677063,0.9594594836235046,0.4549356400966644,0.8156552910804749,0.7384523153305054,0.8183344006538391,0.25,0.639175295829773,0.3230908513069153,0.9333333373069764,0.8333333730697632,0.8833333253860474,0.8765432238578796
no_init_kenn_horizontal_adapter_bert_ms,2,pyvia5o8,0.8678445219993591,0.06597549468278885,0.834927499294281,0.7826641201972961,0.8581560254096985,0.8333333134651184,0.7427405118942261,0.8678445219993591,0.03,0.8052937388420105,0.8333333730697632,0.9161290526390076,0.8631675243377686,0.04618284851312637,34,0.8314719796180725,0.04664934054017067,0.8768638372421265,0.7301586866378784,0.7499999403953552,0.8230562806129456,0.805034875869751,0.8621399402618408,0.6428571343421936,0.0658184140920639,0.8052937388420105,0.8120805621147156,0.7968192100524902,0.06589685380458832,0.847736656665802,0.6666666865348816,0.8641976118087769,0.7666666507720947,0.6969696879386902,0.7968192100524902,0.7664288282394409,0.8594093322753906,0.047125354409217834,0.824915885925293,0.8594093322753906,0.8230562806129456,0.8768638372421265,0.9594594836235046,0.7407407760620117,0.834927499294281,0.7826641201972961,0.8314719796180725,0.25,0.8344827890396118,0.6699134111404419,0.8999999761581421,0.8166667222976685,0.8333333134651184,0.8765432238578796
no_init_kenn_horizontal_adapter_bert_ms,1,8sapvvlx,0.8643109798431396,0.0636192262172699,0.84788978099823,0.7936404943466187,0.8226950168609619,0.75,0.8421052694320679,0.8643109798431396,0.62,0.8142475485801697,0.7500000596046448,0.9161290526390076,0.8543923497200012,0.04241281747817993,34,0.8351021409034729,0.04241281747817993,0.8676046133041382,0.8363636136054993,0.8461538553237915,0.8274695873260498,0.8679803609848022,0.8765432238578796,1.0,0.06691800057888031,0.8142475485801697,0.9586777091026306,0.8290510773658752,0.06522693485021591,0.792181134223938,0.957446813583374,0.8333333730697632,0.7666666507720947,0.9200000166893004,0.8290510773658752,0.9598199129104614,0.8570531010627747,0.04241281747817993,0.7500001192092896,0.8570531010627747,0.8274695873260498,0.8676046133041382,0.9594594836235046,0.84112149477005,0.84788978099823,0.7936404943466187,0.8351021409034729,0.25,0.8854961395263672,0.9600000381469728,0.7333333492279053,0.7500000596046448,0.75,0.8765432238578796
no_init_kenn_horizontal_adapter_bert_ms,0,1gm9fkh3,0.8678445219993591,0.06597549468278885,0.8272726535797119,0.7742748856544495,0.8581560254096985,0.8333333134651184,0.6593406200408936,0.8678445219993591,0.05,0.8004240989685059,0.8333333730697632,0.9161290526390076,0.8299719095230103,0.045240335166454315,24,0.8288686871528625,0.04616361111402512,0.8768638372421265,0.6153846383094788,0.7027026414871216,0.818393886089325,0.756783664226532,0.798353910446167,0.5909090638160706,0.06094879284501076,0.8004240989685059,0.7289156913757324,0.7829904556274414,0.06336260586977005,0.8477367162704468,0.54347825050354,0.8641975522041321,0.800000011920929,0.5,0.7829904556274414,0.6834561824798584,0.8594093322753906,0.047125350683927536,0.8163265585899353,0.8594093322753906,0.818393886089325,0.8768638372421265,0.9594594836235046,0.6578947305679321,0.8272726535797119,0.7742748856544495,0.8288686871528625,0.25,0.7882736325263977,0.5454545021057129,0.8666666746139526,0.8000000715255737,0.8333333730697632,0.8765432238578796
smart_init_box_adapter_bert_ms,2,koumm3e1,0.8572438359260559,0.06691800057888031,0.8576945662498474,0.80491042137146,0.8652482032775879,0.7833333611488342,0.8785046339035034,0.8572438359260559,0.53,0.8281495571136475,0.783333420753479,0.9493670463562012,0.9063576459884644,0.044297829270362854,154,0.8393072485923767,0.044297829270362854,0.8637012243270874,0.8235293626785278,0.9285714626312256,0.8302532434463501,0.9040366411209106,0.9382716417312622,1.0,0.07163053750991821,0.8281495571136475,0.9838709831237792,0.8517708778381348,0.06919412314891815,0.8308641910552979,1.0,0.8765432834625244,0.699999988079071,1.0,0.8517708778381348,0.991342067718506,0.8507697582244873,0.044297829270362854,0.7833333611488342,0.8507697582244873,0.8302532434463501,0.8637012243270874,0.9740259647369384,0.8785046935081482,0.8576945662498474,0.80491042137146,0.8393072485923767,0.175,0.9207547307014464,1.0,0.8666666746139526,0.783333420753479,0.7833333015441895,0.92592591047287
