name,instance,run_id,test_incremental_only/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test/macro_types/f1,test_incremental/macro_types/f1,test_pretraining/macro_types/recall,test_incremental/macro_example/f1,test_incremental_only/micro/recall,test_incremental_PRODUCT-WEAPON/macro_types/recall,test/micro/recall,test_incremental_only/micro/precision,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/precision,test/macro_types/recall,test_incremental/macro_example/recall,test_incremental_PRODUCT/macro_types/f1,test_incremental_PRODUCT-VEHICLE/macro_types/f1,test/micro/precision,test_incremental/macro_types/precision,test_incremental_PRODUCT-VEHICLE/macro_types/recall,test/micro/f1,test_incremental/micro/recall,test_pretraining/macro_types/f1,test_pretraining/macro_example/f1,test/macro_example/f1,test/macro_types/precision,test_pretraining/macro_types/precision,test_incremental/micro/precision,test_incremental_only/macro_example/recall,test_incremental_PRODUCT/macro_types/recall,test/macro_example/precision,test_incremental_only/macro_types/f1,test_pretraining/macro_example/recall,test_incremental_only/macro_example/f1,test_incremental/micro/f1,test_pretraining/micro/recall,test_incremental_only/micro/f1,test_pretraining/micro/precision,test_incremental/macro_example_exclusive/f1,epoch,test_incremental_only/macro_example_exclusive/recall,test_incremental_PRODUCT-VEHICLE/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_PRODUCT/macro_types/precision,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/precision,test_incremental/macro_types/recall,test_incremental_only/macro_types/precision,test/macro_example/recall,test_incremental_only/macro_example/precision,test_incremental_PRODUCT-WEAPON/macro_types/f1,test_incremental_PRODUCT-WEAPON/macro_types/precision,test_pretraining/micro/f1,threshold_incremental,threshold_pretraining
no_init_box_kenn_top_down_adapter_bert_ms,0,xj4xv1kp,0.5166666507720947,0.5166667103767395,0.8417390584945679,0.7831844687461853,0.8340716361999512,0.06434410065412521,0.5166666507720947,0.23333333432674408,0.8459364175796509,0.96875,0.07021677494049072,0.9197531342506408,0.8340716361999512,0.059377942234277725,0.9493670463562012,0.8727272748947144,0.8022788166999817,0.9780086874961852,0.800000011920929,0.8235293626785278,0.7517730593681335,0.8417390584945679,0.8349813222885132,0.8349813222885132,0.8495486974716187,0.8495486974716187,0.9724770784378052,0.02921772003173828,0.92592591047287,0.8268928527832031,0.6766147017478943,0.8432296514511108,0.02921772003173828,0.8480000495910645,0.8459364175796509,0.6739130616188049,0.8022788166999817,0.8428282737731934,42,0.5166667103767395,0.959999978542328,0.8268928527832031,0.9740259647369384,0.7777777910232544,0.5166667103767395,0.6530864238739014,0.9800000190734864,0.8432296514511108,0.02921772003173828,0.3783783614635467,1.0,0.8235293626785278,0.02,0.175
no_init_box_kenn_bottom_up_adapter_bert_ms,0,wx54sdre,0.46666666865348816,0.46666669845581055,0.8399826288223267,0.7626951932907104,0.8285160660743713,0.06369689851999283,0.46666666865348816,0.23333333432674408,0.8438162803649902,1.0,0.07068802416324615,0.9259259700775146,0.8285160660743713,0.057964179664850235,0.9493670463562012,0.8235293626785278,0.8024193644523621,0.991342067718506,0.699999988079071,0.822597324848175,0.7304964661598206,0.8399826288223267,0.8345274329185486,0.8345274329185486,0.8517708778381348,0.8517708778381348,0.9809523820877076,0.0263901986181736,0.92592591047287,0.8273640871047974,0.6363636255264282,0.8418158292770386,0.02639019675552845,0.8373983502388,0.8438162803649902,0.6363636255264282,0.8024193644523621,0.8343508243560791,42,0.46666669845581055,1.0,0.8273640871047974,0.9740259647369384,0.7592592239379883,0.46666669845581055,0.6197530627250671,1.0,0.8418158292770386,0.0263901986181736,0.3783783614635467,1.0,0.822597324848175,0.01,0.175
no_init_kenn_hybrid_adapter_bert_ms,2,e9yub3ya,0.8666666746139526,0.8409241437911987,0.8275222778320312,0.756065845489502,0.8805675506591797,0.061757445335388184,0.8666666746139526,0.8333333134651184,0.869257926940918,0.5199999809265137,0.05733584612607956,0.751028835773468,0.8805675506591797,0.06691800057888031,0.9161290526390076,0.701298713684082,0.7716436386108398,0.6685419082641602,0.8999999761581421,0.8175473213195801,0.8723404407501221,0.8275222778320312,0.8304687738418579,0.8304687738418579,0.7805047631263733,0.7805047631263733,0.7068965435028076,0.04901036620140076,0.8765432238578796,0.8025919198989868,0.6524032950401306,0.8603518605232239,0.0475546158850193,0.7809523940086365,0.869257926940918,0.6499999761581421,0.7716436386108398,0.808946430683136,59,0.8666667342185974,0.5744680762290955,0.8025919198989868,0.9594594836235046,0.8765432834625244,0.8166667222976685,0.8699588775634766,0.5230830907821655,0.8603518605232239,0.046182844787836075,0.6024096608161926,0.4716981053352356,0.8175473213195801,0.03,0.25
no_init_kenn_top_down_adapter_bert_ms,2,de712yoh,0.7999999523162842,0.7873016595840454,0.8319197297096252,0.7869948148727417,0.8731601238250732,0.06275683641433716,0.800000011920929,0.7666666507720947,0.8664311170578003,0.6399999856948853,0.06063462048768997,0.7942386865615845,0.8731601238250732,0.06503298878669739,0.9161290526390076,0.78125,0.7813894152641296,0.7519097328186035,0.8333333134651184,0.8217158913612366,0.8439716100692749,0.8319197297096252,0.8317410349845886,0.8317410349845886,0.7943993806838989,0.7943993806838989,0.7986577153205872,0.045240338891744614,0.8765432238578796,0.806628942489624,0.7161043882369995,0.8584668636322021,0.0445222370326519,0.8206896185874939,0.8664311170578003,0.7111111283302307,0.7813894152641296,0.8220370411872864,59,0.8000000715255737,0.7352941036224365,0.806628942489624,0.9594594836235046,0.8518518805503845,0.7750000953674316,0.8255144357681274,0.6481348276138306,0.8584668636322021,0.04382657632231712,0.6478873491287231,0.5609756112098694,0.8217158913612366,0.19,0.25
no_init_kenn_bottom_up_adapter_bert_ms,2,7h2jxlni,0.8333333730697632,0.8119658827781677,0.8292831778526306,0.7698763012886047,0.8768638372421265,0.06126295402646065,0.8333333134651184,0.800000011920929,0.8678445219993591,0.5747126340866089,0.05717876181006432,0.7489712238311768,0.8768638372421265,0.06597548723220825,0.9161290526390076,0.7323943972587585,0.7767235636711121,0.7051149606704712,0.8666666746139526,0.8197596669197083,0.8581560254096985,0.8292831778526306,0.830868661403656,0.830868661403656,0.7866002917289734,0.7866002917289734,0.7515528202056885,0.047125354409217834,0.8765432238578796,0.8041627407073975,0.6825297474861145,0.8594093322753906,0.04591701179742813,0.8013244867324829,0.8678445219993591,0.680272102355957,0.7767235636711121,0.8024691939353943,59,0.8333333730697632,0.6341463327407837,0.8041627407073975,0.9594594836235046,0.8641975522041321,0.7916667461395264,0.8477367162704468,0.5779427289962769,0.8594093322753906,0.04476908594369888,0.6315789222717285,0.52173912525177,0.8197596669197083,0.04,0.25
no_init_kenn_hybrid_adapter_bert_ms,1,x3slmwpl,0.7333333492279053,0.73333340883255,0.8387036323547363,0.8210188746452332,0.8657527565956116,0.06314796954393387,0.7333333492279053,0.6666666865348816,0.8636042475700378,0.800000011920929,0.06314796954393387,0.8271604776382446,0.8657527565956116,0.06314796954393387,0.9161290526390076,0.7619048357009888,0.7888960838317871,0.8652744293212891,0.800000011920929,0.8245614171028137,0.8156028389930725,0.8387036323547363,0.8335137367248535,0.8335137367248535,0.8132935166358948,0.8132935166358948,0.8914728760719299,0.04147031158208847,0.8765432238578796,0.8116556406021118,0.7734375,0.8565818071365356,0.04147031158208847,0.8518518209457397,0.8636042475700378,0.7652174830436707,0.7888960838317871,0.8271604776382446,48,0.73333340883255,0.7272727489471436,0.8116556406021118,0.9594594836235046,0.8271604776382446,0.73333340883255,0.7810699939727783,0.8181818723678589,0.8565818071365356,0.04147031158208847,0.7692307829856873,0.9090909361839294,0.8245614171028137,0.5700000000000001,0.25
no_init_kenn_top_down_adapter_bert_ms,1,x7v0xfsi,0.7166666984558105,0.7166666984558105,0.8402644991874695,0.8268572092056274,0.863900899887085,0.06360525637865067,0.7166666388511658,0.6666666865348816,0.862897515296936,0.843137264251709,0.06456173211336136,0.8456790447235107,0.863900899887085,0.06267672032117844,0.9161290526390076,0.7666666507720947,0.7902912497520447,0.8928357362747192,0.7666666507720947,0.8250000476837158,0.8085106611251831,0.8402644991874695,0.8337457776069641,0.8337457776069641,0.8178870677947998,0.8178870677947998,0.9120000004768372,0.04052780568599701,0.8765432238578796,0.8125196695327759,0.7816213369369507,0.8561105728149414,0.04052780568599701,0.8571428656578064,0.862897515296936,0.7747747302055359,0.7902912497520447,0.8331504464149475,54,0.7166666984558105,0.7666666507720947,0.8125196695327759,0.9594594836235046,0.8209877014160156,0.7166666984558105,0.7699589133262634,0.8595237731933594,0.8561105728149414,0.04052780568599701,0.7843137383460999,0.9523809552192688,0.8250000476837158,0.54,0.25
no_init_kenn_bottom_up_adapter_bert_ms,1,7sfvigxh,0.7166666984558105,0.7166666984558105,0.8363335132598877,0.8072513937950134,0.863900899887085,0.06267672032117844,0.7166666388511658,0.6666666865348816,0.862897515296936,0.7678571343421936,0.06267672032117844,0.8209877014160156,0.863900899887085,0.06267672032117844,0.9161290526390076,0.71875,0.7877419590950012,0.8483403325080872,0.7666666507720947,0.8236087560653687,0.8085106611251831,0.8363335132598877,0.8327937126159668,0.8327937126159668,0.8104711771011353,0.8104711771011353,0.8769230842590332,0.04052780568599701,0.8765432238578796,0.8107131719589233,0.752804696559906,0.8561105728149414,0.04052780568599701,0.8413284420967102,0.862897515296936,0.7413793206214905,0.7877419590950012,0.8209877014160156,48,0.7166666984558105,0.6764705777168274,0.8107131719589233,0.9594594836235046,0.8209877014160156,0.7166666984558105,0.7699588537216187,0.7927807569503784,0.8561105728149414,0.04052780568599701,0.7692307829856873,0.9090909361839294,0.8236087560653687,0.28,0.25
no_init_kenn_hybrid_adapter_bert_ms,0,2t8lvgub,0.9666666388511658,0.8950617909431458,0.8068684935569763,0.5667052268981934,0.8916786909103394,0.06187948584556579,0.9666666388511658,0.9666666388511658,0.873498260974884,0.12747253477573395,0.05560791492462158,0.7283951044082642,0.8916786909103394,0.06974552571773529,0.9161290526390076,0.20209059119224548,0.6341713666915894,0.4062548577785492,0.9666666388511658,0.7348394393920898,0.914893627166748,0.8068684935569763,0.7786083817481995,0.7786083817481995,0.7367902398109436,0.7367902398109436,0.24385632574558255,0.05466540902853012,0.8765432238578796,0.7092365622520447,0.22863925993442535,0.8630223274230957,0.05061611905694008,0.3850746154785156,0.873498260974884,0.2252427190542221,0.6341713666915894,0.8105449080467224,50,0.9666666984558104,0.1128404662013054,0.7092365622520447,0.9594594836235046,0.9135802984237672,0.8333333730697632,0.9366255402565002,0.1296525597572327,0.8630223274230957,0.047125350683927536,0.25438597798347473,0.14646464586257937,0.7348394393920898,0.01,0.25
no_init_kenn_top_down_adapter_bert_ms,0,r40t8aus,0.9333333373069764,0.8851330876350403,0.8036638498306274,0.5461620092391968,0.8879749774932861,0.06188814342021942,0.9333333373069764,0.9333333373069764,0.8720847964286804,0.10428305715322496,0.056236255913972855,0.7366255521774292,0.8879749774932861,0.06880301237106323,0.9161290526390076,0.1848184764385223,0.6075824499130249,0.3893614113330841,0.9333333373069764,0.7161927223205566,0.9007092118263245,0.8036638498306274,0.7670102119445801,0.7670102119445801,0.7339746952056885,0.7339746952056885,0.2078559696674347,0.0527803935110569,0.8765432238578796,0.6908262968063354,0.1876521110534668,0.8620797991752625,0.0500546470284462,0.3377659320831299,0.8720847964286804,0.18760469555854797,0.6075824499130249,0.81065833568573,59,0.9333333969116212,0.10256410390138626,0.6908262968063354,0.9594594836235046,0.9012346267700196,0.8416666984558105,0.9144033193588256,0.10431236028671265,0.8620797991752625,0.04759660363197327,0.1904762089252472,0.10606060922145844,0.7161927223205566,0.03,0.25
no_init_kenn_bottom_up_adapter_bert_ms,0,zdrubkg4,0.9333332777023317,0.8711112141609192,0.8060047626495361,0.5688595175743103,0.8879749774932861,0.061119429767131805,0.9333333373069764,0.8999999761581421,0.8720847964286804,0.13526569306850433,0.05497957766056061,0.7201646566390991,0.8879749774932861,0.06880301237106323,0.9161290526390076,0.2093862742185593,0.6467505097389221,0.4128483533859253,0.9666666388511658,0.7427023649215698,0.9007092118263245,0.8060047626495361,0.782301664352417,0.782301664352417,0.7378891706466675,0.7378891706466675,0.2602458894252777,0.0527803935110569,0.8765432238578796,0.7160383462905884,0.24278651177883148,0.8620797991752625,0.04926170036196709,0.4038155972957611,0.8720847964286804,0.236286923289299,0.6467505097389221,0.8005890846252441,50,0.9333333969116212,0.1174089089035988,0.7160383462905884,0.9594594836235046,0.9012346267700196,0.8166667222976685,0.9144033193588256,0.13954277336597443,0.8620797991752625,0.046182844787836075,0.27411165833473206,0.16167664527893066,0.7427023649215698,0.01,0.25
no_init_kenn_horizontal_adapter_bert_ms,2,a6yp3z5k,0.7999999523162842,0.7873016595840454,0.83808434009552,0.8226573467254639,0.8731601238250732,0.06455829739570618,0.800000011920929,0.7666666507720947,0.8664311170578003,0.75,0.06409048289060593,0.839506208896637,0.8731601238250732,0.06503298878669739,0.9161290526390076,0.8064516186714172,0.7869063019752502,0.8198199272155762,0.8333333134651184,0.8247561454772949,0.8439716100692749,0.83808434009552,0.8331167697906494,0.8331167697906494,0.8057177662849426,0.8057177662849426,0.8623188138008118,0.045240338891744614,0.8765432238578796,0.8092208504676819,0.774193525314331,0.8584668636322021,0.0445222370326519,0.8530465364456177,0.8664311170578003,0.7741935849189758,0.7869063019752502,0.8456339836120605,57,0.8000000715255737,0.78125,0.8092208504676819,0.9594594836235046,0.8518518805503845,0.7750000953674316,0.8255144357681274,0.75,0.8584668636322021,0.04382657632231712,0.7419354915618896,0.71875,0.8247561454772949,0.05,0.25
no_init_kenn_horizontal_adapter_bert_ms,1,c44pd94k,0.7333333492279053,0.73333340883255,0.8429256677627563,0.8419583439826965,0.8657527565956116,0.064755380153656,0.7333333492279053,0.6666666865348816,0.8636042475700378,0.8799999952316284,0.06644675135612488,0.8703703880310059,0.8657527565956116,0.06314797699451447,0.9161290526390076,0.813559353351593,0.7914507985115051,0.9131422638893129,0.800000011920929,0.8259547352790833,0.8156028389930725,0.8429256677627563,0.8342999815940857,0.8342999815940857,0.8212714791297913,0.8212714791297913,0.927419364452362,0.04147031158208847,0.8765432238578796,0.8131479024887085,0.8041000366210938,0.8565818071365356,0.04147031158208847,0.8679245710372925,0.8636042475700378,0.800000011920929,0.7914507985115051,0.8482155203819275,48,0.73333340883255,0.8275862336158752,0.8131479024887085,0.9594594836235046,0.8271604776382446,0.73333340883255,0.7810699939727783,0.889983594417572,0.8565818071365356,0.04147031158208847,0.7843137383460999,0.9523809552192688,0.8259547352790833,0.3,0.25
no_init_kenn_horizontal_adapter_bert_ms,0,4kfvf5gs,0.800000011920929,0.791579008102417,0.8375273942947388,0.8195377588272095,0.8731601238250732,0.06518968939781189,0.800000011920929,0.7333333492279053,0.8664311170578003,0.7272727489471436,0.06534715741872787,0.855967104434967,0.8731601238250732,0.06503298878669739,0.9161290526390076,0.7536232471466064,0.785897433757782,0.8136470317840576,0.8666666746139526,0.8242017030715942,0.8439716100692749,0.8375273942947388,0.8327003121376038,0.8327003121376038,0.8046889305114746,0.8046889305114746,0.8500000238418579,0.045240338891744614,0.8765432238578796,0.8084354400634766,0.769230842590332,0.8584668636322021,0.04476412013173103,0.8469750881195068,0.8664311170578003,0.7619048357009888,0.785897433757782,0.8539045453071594,40,0.8000000715255737,0.6666666865348816,0.8084354400634766,0.9594594836235046,0.8518518805503845,0.783333420753479,0.8255144357681274,0.7407407760620117,0.8584668636322021,0.044297829270362854,0.7719298005104065,0.8148148059844971,0.8242017030715942,0.06999999999999999,0.25
smart_init_box_adapter_bert_ms,2,nufl0hid,0.7333333492279053,0.6600000262260437,0.8399187326431274,0.8063743114471436,0.8581457138061523,0.06558268517255783,0.7333333492279053,0.6000000238418579,0.8551236987113953,0.7333333492279053,0.06566132605075836,0.8600823879241943,0.8581457138061523,0.06550423800945282,0.9493670463562012,0.7878787517547607,0.7960526347160339,0.8154160976409912,0.8666666746139526,0.8245315551757812,0.8439716100692749,0.8399187326431274,0.8356282711029053,0.8356282711029053,0.8224499225616455,0.8224499225616455,0.8686131238937378,0.04147030785679817,0.92592591047287,0.8223373889923096,0.7347195744514465,0.849355936050415,0.03732328489422798,0.8561150431632996,0.8551236987113953,0.7333333492279053,0.7960526347160339,0.8590523600578308,89,0.73333340883255,0.7222222089767456,0.8223373889923096,0.9740259647369384,0.8580247163772583,0.6000000238418579,0.7975308895111084,0.7361111044883728,0.849355936050415,0.033930256962776184,0.6666666865348816,0.75,0.8245315551757812,0.55,0.175
