name,instance,run_id,test_incremental_only/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test/macro_types/f1,test_incremental/macro_types/f1,test_pretraining/macro_types/recall,test_incremental/macro_example/f1,test_incremental_only/micro/recall,test_incremental_PRODUCT-WEAPON/macro_types/recall,test/micro/recall,test_incremental_only/micro/precision,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/precision,test/macro_types/recall,test_incremental/macro_example/recall,test_incremental_PRODUCT/macro_types/f1,test_incremental_PRODUCT-VEHICLE/macro_types/f1,test/micro/precision,test_incremental/macro_types/precision,test_incremental_PRODUCT-VEHICLE/macro_types/recall,test/micro/f1,test_incremental/micro/recall,test_pretraining/macro_types/f1,test_pretraining/macro_example/f1,test/macro_example/f1,test/macro_types/precision,test_pretraining/macro_types/precision,test_incremental/micro/precision,test_incremental_only/macro_example/recall,test_incremental_PRODUCT/macro_types/recall,test/macro_example/precision,test_incremental_only/macro_types/f1,test_pretraining/macro_example/recall,test_incremental_only/macro_example/f1,test_incremental/micro/f1,test_pretraining/micro/recall,test_incremental_only/micro/f1,test_pretraining/micro/precision,test_incremental/macro_example_exclusive/f1,epoch,test_incremental_only/macro_example_exclusive/recall,test_incremental_PRODUCT-VEHICLE/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_PRODUCT/macro_types/precision,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/precision,test_incremental/macro_types/recall,test_incremental_only/macro_types/precision,test/macro_example/recall,test_incremental_only/macro_example/precision,test_incremental_PRODUCT-WEAPON/macro_types/f1,test_incremental_PRODUCT-WEAPON/macro_types/precision,test_pretraining/micro/f1,threshold_incremental,threshold_pretraining
no_init_box_kenn_horizontal_adapter_bert_ms,2,mwkip4p6,0.4833333492279053,0.48333337903022766,0.8409332036972046,0.7710514068603516,0.830367922782898,0.06398040056228638,0.4833333194255829,0.2666666805744171,0.8445229530334473,1.0,0.07068802416324615,0.9259259700775146,0.830367922782898,0.058435436338186264,0.9493670463562012,0.8235293626785278,0.8025520443916321,0.991342067718506,0.699999988079071,0.8230027556419373,0.73758864402771,0.8409332036972046,0.8347589373588562,0.8347589373588562,0.8517708778381348,0.8517708778381348,0.9811320900917052,0.02733270451426506,0.92592591047287,0.8273640871047974,0.6516854166984558,0.8422871232032776,0.02733270451426506,0.8421053290367126,0.8445229530334473,0.651685357093811,0.8025520443916321,0.8380643725395203,32,0.48333337903022766,1.0,0.8273640871047974,0.9740259647369384,0.7654321193695068,0.48333337903022766,0.6308642029762268,1.0,0.8422871232032776,0.02733270451426506,0.4210526645183563,1.0,0.8230027556419373,0.02,0.175
no_init_box_kenn_horizontal_adapter_bert_ms,1,b55tsq5h,0.30000001192092896,0.30000004172325134,0.830359160900116,0.6723247170448303,0.80999755859375,0.06074332445859909,0.30000001192092896,0.13333334028720856,0.8367491364479065,1.0,0.07068802416324615,0.9259259700775146,0.80999755859375,0.05325165018439293,0.9493670463562012,0.6363636255264282,0.8010825514793396,0.991342067718506,0.46666666865348816,0.8185275197029114,0.6595744490623474,0.830359160900116,0.8322052359580994,0.8322052359580994,0.8517708778381348,0.8517708778381348,0.9789473414421082,0.016965128481388092,0.92592591047287,0.8273640871047974,0.46153849363327026,0.8371033668518066,0.016965128481388092,0.7881355881690979,0.8367491364479065,0.46153849363327026,0.8010825514793396,0.7956625819206238,29,0.30000004172325134,1.0,0.8273640871047974,0.9740259647369384,0.6975308656692505,0.30000004172325134,0.5086419582366943,1.0,0.8371033668518066,0.016965128481388092,0.2352941334247589,1.0,0.8185275197029114,0.01,0.175
no_init_box_kenn_horizontal_adapter_bert_ms,0,ypbnnxuk,0.4833333492279053,0.4833333492279053,0.8397543430328369,0.7666282653808594,0.830367922782898,0.06378665566444397,0.4833333194255829,0.23333333432674408,0.8445229530334473,0.9666666388511658,0.07021677494049072,0.9197531342506408,0.830367922782898,0.058435432612895966,0.9493670463562012,0.8301886916160583,0.8020133972167969,0.9768493175506592,0.7333333492279053,0.8227194547653198,0.73758864402771,0.8397543430328369,0.8345190286636353,0.8345190286636353,0.8493554592132568,0.8493554592132568,0.9719626307487488,0.02733270637691021,0.92592591047287,0.8268928527832031,0.6470004916191101,0.8422871828079224,0.02733270637691021,0.8387095928192139,0.8445229530334473,0.6444444060325623,0.8020133972167969,0.8355265855789185,35,0.4833333492279053,0.95652174949646,0.8268928527832031,0.9740259647369384,0.7654320597648621,0.4833333492279053,0.6308642029762268,0.97826087474823,0.8422871828079224,0.02733270637691021,0.3783783614635467,1.0,0.8227194547653198,0.01,0.175
no_init_box_kenn_hybrid_adapter_bert_ms,2,2gts2mp9,0.4833333492279053,0.48333337903022766,0.8409332036972046,0.7710514068603516,0.830367922782898,0.06398040056228638,0.4833333194255829,0.2666666805744171,0.8445229530334473,1.0,0.07068802416324615,0.9259259700775146,0.830367922782898,0.058435436338186264,0.9493670463562012,0.8235293626785278,0.8025520443916321,0.991342067718506,0.699999988079071,0.8230027556419373,0.73758864402771,0.8409332036972046,0.8347589373588562,0.8347589373588562,0.8517708778381348,0.8517708778381348,0.9811320900917052,0.02733270451426506,0.92592591047287,0.8273640871047974,0.6516854166984558,0.8422871232032776,0.02733270451426506,0.8421053290367126,0.8445229530334473,0.651685357093811,0.8025520443916321,0.8380643725395203,32,0.48333337903022766,1.0,0.8273640871047974,0.9740259647369384,0.7654321193695068,0.48333337903022766,0.6308642029762268,1.0,0.8422871232032776,0.02733270451426506,0.4210526645183563,1.0,0.8230027556419373,0.01,0.175
no_init_box_kenn_top_down_adapter_bert_ms,2,y9tqyvo1,0.4833333492279053,0.48333337903022766,0.8409332036972046,0.7710514068603516,0.830367922782898,0.06398040056228638,0.4833333194255829,0.2666666805744171,0.8445229530334473,1.0,0.07068802416324615,0.9259259700775146,0.830367922782898,0.058435436338186264,0.9493670463562012,0.8235293626785278,0.8025520443916321,0.991342067718506,0.699999988079071,0.8230027556419373,0.73758864402771,0.8409332036972046,0.8347589373588562,0.8347589373588562,0.8517708778381348,0.8517708778381348,0.9811320900917052,0.02733270451426506,0.92592591047287,0.8273640871047974,0.6516854166984558,0.8422871232032776,0.02733270451426506,0.8421053290367126,0.8445229530334473,0.651685357093811,0.8025520443916321,0.8380643725395203,32,0.48333337903022766,1.0,0.8273640871047974,0.9740259647369384,0.7654321193695068,0.48333337903022766,0.6308642029762268,1.0,0.8422871232032776,0.02733270451426506,0.4210526645183563,1.0,0.8230027556419373,0.04,0.175
no_init_box_kenn_bottom_up_adapter_bert_ms,2,8bhctbr6,0.4833333492279053,0.48333337903022766,0.8409332036972046,0.7710514068603516,0.830367922782898,0.06398040056228638,0.4833333194255829,0.2666666805744171,0.8445229530334473,1.0,0.07068802416324615,0.9259259700775146,0.830367922782898,0.058435436338186264,0.9493670463562012,0.8235293626785278,0.8025520443916321,0.991342067718506,0.699999988079071,0.8230027556419373,0.73758864402771,0.8409332036972046,0.8347589373588562,0.8347589373588562,0.8517708778381348,0.8517708778381348,0.9811320900917052,0.02733270451426506,0.92592591047287,0.8273640871047974,0.6516854166984558,0.8422871232032776,0.02733270451426506,0.8421053290367126,0.8445229530334473,0.651685357093811,0.8025520443916321,0.8380643725395203,32,0.48333337903022766,1.0,0.8273640871047974,0.9740259647369384,0.7654321193695068,0.48333337903022766,0.6308642029762268,1.0,0.8422871232032776,0.02733270451426506,0.4210526645183563,1.0,0.8230027556419373,0.01,0.175
no_init_box_kenn_hybrid_adapter_bert_ms,1,6hdom57z,0.3166666626930237,0.31666669249534607,0.8313311338424683,0.681959867477417,0.8118494153022766,0.06104874983429909,0.3166666626930237,0.1666666716337204,0.8374558091163635,1.0,0.07068802416324615,0.9259259700775146,0.8118494153022766,0.05372290313243866,0.9493670463562012,0.6363636255264282,0.8012170195579529,0.991342067718506,0.46666666865348816,0.8189356923103333,0.6666666865348816,0.8313311338424683,0.832438051700592,0.832438051700592,0.8517708778381348,0.8517708778381348,0.9791666865348816,0.017907634377479553,0.92592591047287,0.8273640871047974,0.4810126721858978,0.8375746011734009,0.017907634377479553,0.7932489514350891,0.8374558091163635,0.4810126721858978,0.8012170195579529,0.7996633648872375,33,0.31666669249534607,1.0,0.8273640871047974,0.9740259647369384,0.7037037014961243,0.31666669249534607,0.519753098487854,1.0,0.8375746011734009,0.017907634377479553,0.2857142984867096,1.0,0.8189356923103333,0.01,0.175
no_init_box_kenn_top_down_adapter_bert_ms,1,dcevd54l,0.5,0.5000000596046448,0.8418818116188049,0.7792938351631165,0.8322197794914246,0.06464850157499313,0.5,0.2666666805744171,0.8452296853065491,1.0,0.07163053750991821,0.9382716417312622,0.8322197794914246,0.058906689286231995,0.9493670463562012,0.8461538553237915,0.8026845455169678,0.991342067718506,0.7333333492279053,0.8234079480171204,0.7446808218955994,0.8418818116188049,0.8352301716804504,0.8352301716804504,0.8517708778381348,0.8517708778381348,0.9813084006309508,0.02827521227300167,0.92592591047287,0.8278353214263916,0.6666666865348816,0.8427583575248718,0.02827521227300167,0.846774160861969,0.8452296853065491,0.6666666865348816,0.8026845455169678,0.8468155264854431,33,0.5000000596046448,1.0,0.8278353214263916,0.9740259647369384,0.7716048955917358,0.5000000596046448,0.6419752836227417,1.0,0.8427583575248718,0.02827521227300167,0.4210526645183563,1.0,0.8234079480171204,0.01,0.175
no_init_box_kenn_bottom_up_adapter_bert_ms,1,0lindgej,0.23333333432674408,0.23333334922790527,0.826449453830719,0.6323133111000061,0.8025901317596436,0.059498030692338943,0.23333333432674408,0.06666667014360428,0.833922266960144,1.0,0.07068802416324615,0.9259259700775146,0.8025901317596436,0.05136663466691971,0.9493670463562012,0.5714285969734192,0.8005427122116089,0.991342067718506,0.4000000059604645,0.816891610622406,0.631205677986145,0.826449453830719,0.8312726020812988,0.8312726020812988,0.8517708778381348,0.8517708778381348,0.9780219793319702,0.013195098377764223,0.92592591047287,0.8273640871047974,0.3783783614635467,0.8352183103561401,0.013195098377764223,0.7672414183616638,0.833922266960144,0.3783783614635467,0.8005427122116089,0.7793508172035217,33,0.23333334922790527,1.0,0.8273640871047974,0.9740259647369384,0.6728395223617554,0.23333334922790527,0.4641975164413452,1.0,0.8352183103561401,0.013195098377764223,0.125,1.0,0.816891610622406,0.02,0.175
no_init_box_kenn_hybrid_adapter_bert_ms,0,hslfiyl6,0.46666666865348816,0.46666669845581055,0.8399826288223267,0.7626951932907104,0.8285160660743713,0.06369689851999283,0.46666666865348816,0.23333333432674408,0.8438162803649902,1.0,0.07068802416324615,0.9259259700775146,0.8285160660743713,0.057964179664850235,0.9493670463562012,0.8235293626785278,0.8024193644523621,0.991342067718506,0.699999988079071,0.822597324848175,0.7304964661598206,0.8399826288223267,0.8345274329185486,0.8345274329185486,0.8517708778381348,0.8517708778381348,0.9809523820877076,0.0263901986181736,0.92592591047287,0.8273640871047974,0.6363636255264282,0.8418158292770386,0.02639019675552845,0.8373983502388,0.8438162803649902,0.6363636255264282,0.8024193644523621,0.8343508243560791,42,0.46666669845581055,1.0,0.8273640871047974,0.9740259647369384,0.7592592239379883,0.46666669845581055,0.6197530627250671,1.0,0.8418158292770386,0.0263901986181736,0.3783783614635467,1.0,0.822597324848175,0.02,0.175
