metric,projector,instance,family,subset,precision,recall,f1,epoch
test_incremental/macro_types,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.7443619966506958,0.8495745658874512,0.7934958934783936,51
test_incremental_location-structure-theater/macro_types,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.90625,0.90625,0.90625,51
test_pretraining/macro_example,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.8601962327957153,0.8648162484169006,0.862500011920929,51
test/macro_types,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.8464718461036682,0.8214933276176453,0.8337955474853516,51
test_incremental/micro,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.793181836605072,0.7620087265968323,0.7772828340530396,51
test/micro,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.8482849597930908,0.8568437099456787,0.8525428771972656,51
test_incremental/macro_example_exclusive,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.7326518297195435,0.7224287390708923,0.7275043725967407,51
test_incremental_location-structure-restaurant/macro_types,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.8333333134651184,0.8333333134651184,0.8333333134651184,51
test_incremental_location-structure-sports_facility/macro_types,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.6000000238418579,0.8999999761581421,0.7200000286102295,51
test_incremental_only/macro_example_exclusive,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.8776595592498779,0.875,0.8763277530670166,51
test_incremental_only/macro_types,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.7095276713371277,0.877167820930481,0.7844918966293335,51
test_pretraining/micro,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.8482849597930908,0.8568437099456787,0.8525428771972656,51
test_incremental/macro_example,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.09722906351089478,0.09587238729000092,0.0965459570288658,51
test/macro_example,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.8601962327957153,0.8648162484169006,0.862500011920929,51
test_incremental_location-structure-government/macro_types,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.699999988079071,0.7567567825317383,0.7272726893424988,51
test_incremental_only/macro_example,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.08140108734369278,0.08115442097187042,0.08127756416797638,51
test_incremental_location-structure-hospital/macro_types,smart_init_classifier_adapter_bert_ms,0,location/structure,40,0.7714285850524902,0.8999999761581421,0.8307691812515259,51
test/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.857676088809967,0.8043102622032166,0.8301364183425903,48
test_incremental/macro_example_exclusive,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.21052631735801697,0.10526315867900848,0.14035089313983917,48
test_pretraining/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.857676088809967,0.8043102622032166,0.8301364183425903,48
test_incremental_only/micro,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.9230769276618958,0.4000000059604645,0.5581395030021667,48
test/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.754248857498169,0.6621863842010498,0.7052258253097534,48
test_pretraining/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.754248857498169,0.6621863842010498,0.7052258253097534,48
test_incremental_only/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.9230769276618958,0.4000000059604645,0.5581395030021667,48
test_incremental_only/macro_example_exclusive,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.40000003576278687,0.40000003576278687,0.40000003576278687,48
test_incremental_only/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.005920078605413437,0.005920078605413437,0.005920078605413437,48
test_incremental/micro,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.9230769276618958,0.13793103396892548,0.24000000953674316,48
test_incremental_location-transit/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.0,0.0,0.0,48
test_incremental_location-transit-road/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.9230769276618958,0.4000000059604645,0.5581395030021667,48
test_pretraining/micro,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.8484529852867126,0.7913231253623962,0.8188928961753845,48
test/micro,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.8484529852867126,0.7913231253623962,0.8188928961753845,48
test_incremental/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.4615384638309479,0.20000000298023224,0.2790697515010834,48
test_incremental/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,2,location/transit,10,0.005920078605413437,0.0029600393027067184,0.003946719225496054,48
test/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.8555876016616821,0.8059546947479248,0.8300298452377319,47
test_incremental/macro_example_exclusive,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.3859649002552033,0.1929824501276016,0.2573099434375763,47
test_pretraining/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.8555876016616821,0.8059546947479248,0.8300298452377319,47
test_incremental_only/micro,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.6111111044883728,0.7333333492279053,0.6666666269302368,47
test/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.7477495670318604,0.669130802154541,0.70625901222229,47
test_pretraining/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.7477495670318604,0.669130802154541,0.70625901222229,47
test_incremental_only/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.6111111044883728,0.7333333492279053,0.6666666269302368,47
test_incremental_only/macro_example_exclusive,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.7333333492279053,0.7333333492279053,0.7333333492279053,47
test_incremental_only/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.010853477753698826,0.010853477753698826,0.010853477753698826,47
test_incremental/micro,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.6111111044883728,0.25287356972694397,0.35772356390953064,47
test_incremental_location-transit/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.0,0.0,0.0,47
test_incremental_location-transit-road/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.6111111044883728,0.7333333492279053,0.6666666269302368,47
test_pretraining/micro,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.8464599847793579,0.7932862043380737,0.8190109133720398,47
test/micro,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.8464599847793579,0.7932862043380737,0.8190109133720398,47
test_incremental/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.3055555522441864,0.36666667461395264,0.3333333134651184,47
test_incremental/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,2,location/transit,10,0.010853477753698826,0.005426738876849413,0.007235651835799217,47
test/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.857676088809967,0.8046391010284424,0.8303115963935852,48
test_incremental/macro_example_exclusive,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.24561402201652527,0.12280701100826263,0.16374269127845764,48
test_pretraining/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.857676088809967,0.8046391010284424,0.8303115963935852,48
test_incremental_only/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.9333333373069764,0.46666666865348816,0.6222222447395325,48
test/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.7544625401496887,0.663575291633606,0.7061062455177307,48
test_pretraining/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.7544625401496887,0.663575291633606,0.7061062455177307,48
test_incremental_only/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.9333333373069764,0.46666666865348816,0.6222222447395325,48
test_incremental_only/macro_example_exclusive,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.46666669845581055,0.46666669845581055,0.46666669845581055,48
test_incremental_only/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.006906758528202772,0.006906758528202772,0.006906758528202772,48
test_incremental/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.9333333373069764,0.16091954708099365,0.27450981736183167,48
test_incremental_location-transit/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.0,0.0,0.0,48
test_incremental_location-transit-road/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.9333333373069764,0.46666666865348816,0.6222222447395325,48
test_pretraining/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.8485167026519775,0.7917157411575317,0.8191327452659607,48
test/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.8485167026519775,0.7917157411575317,0.8191327452659607,48
test_incremental/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.46666666865348816,0.23333333432674408,0.31111112236976624,48
test_incremental/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,2,location/transit,10,0.006906758528202772,0.003453379264101386,0.004604505840688944,48
test/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,0.8579227924346924,0.8038169145584106,0.8299890160560608,50
test_incremental/macro_example_exclusive,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,0.15789473056793213,0.07894736528396606,0.10526315122842787,50
test_pretraining/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,0.8579227924346924,0.8038169145584106,0.8299890160560608,50
test_incremental_only/micro,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,1.0,0.30000001192092896,0.46153849363327026,50
test/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,0.7558513879776001,0.6601030826568604,0.7047399282455444,50
test_pretraining/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,0.7558513879776001,0.6601030826568604,0.7047399282455444,50
test_incremental_only/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,1.0,0.30000001192092896,0.46153849363327026,50
test_incremental_only/macro_example_exclusive,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,0.30000001192092896,0.30000001192092896,0.30000001192092896,50
test_incremental_only/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,0.004440058954060078,0.004440058954060078,0.004440058954060078,50
test_incremental/micro,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,1.0,0.1034482792019844,0.1875,50
test_incremental_location-transit/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,0.0,0.0,0.0,50
test_incremental_location-transit-road/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,1.0,0.30000001192092896,0.46153849363327026,50
test_pretraining/micro,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,0.8485358953475952,0.7907341718673706,0.8186159729957581,50
test/micro,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,0.8485358953475952,0.7907341718673706,0.8186159729957581,50
test_incremental/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,0.5,0.15000000596046448,0.23076924681663513,50
test_incremental/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,1,location/transit,10,0.004440058954060078,0.002220029477030039,0.0029600393027067184,50
test/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.8575938940048218,0.8052968978881836,0.8306230306625366,44
test_incremental/macro_example_exclusive,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.31578946113586426,0.15789473056793213,0.21052630245685575,44
test_pretraining/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.8575938940048218,0.8052968978881836,0.8306230306625366,44
test_incremental_only/micro,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.8999999761581421,0.6000000238418579,0.7200000286102295,44
test/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.7537680864334106,0.6663529872894287,0.7073701620101929,44
test_pretraining/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.7537680864334106,0.6663529872894287,0.7073701620101929,44
test_incremental_only/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.8999999761581421,0.6000000238418579,0.7200000286102295,44
test_incremental_only/macro_example_exclusive,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.6000000238418579,0.6000000238418579,0.6000000238418579,44
test_incremental_only/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.008880117908120155,0.008880117908120155,0.008880117908120155,44
test_incremental/micro,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.8999999761581421,0.2068965584039688,0.336448609828949,44
test_incremental_location-transit/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.0,0.0,0.0,44
test_incremental_location-transit-road/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.8999999761581421,0.6000000238418579,0.7200000286102295,44
test_pretraining/micro,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.8484657406806946,0.7925009727478027,0.819529116153717,44
test/micro,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.8484657406806946,0.7925009727478027,0.819529116153717,44
test_incremental/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.44999998807907104,0.30000001192092896,0.36000001430511475,44
test_incremental/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,1,location/transit,10,0.008880117908120155,0.004440058954060078,0.005920078605413437,44
test/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,0.8579227924346924,0.8043102025985718,0.830251932144165,50
test_incremental/macro_example_exclusive,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,0.21052631735801697,0.10526315867900848,0.14035089313983917,50
test_pretraining/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,0.8579227924346924,0.8043102025985718,0.830251932144165,50
test_incremental_only/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,1.0,0.4000000059604645,0.5714285969734192,50
test/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,0.7558513879776001,0.6621863842010498,0.705925464630127,50
test_pretraining/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,0.7558513879776001,0.6621863842010498,0.705925464630127,50
test_incremental_only/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,1.0,0.4000000059604645,0.5714285969734192,50
test_incremental_only/macro_example_exclusive,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,0.40000003576278687,0.40000003576278687,0.40000003576278687,50
test_incremental_only/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,0.005920079071074724,0.005920079071074724,0.005920078605413437,50
test_incremental/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,1.0,0.13793103396892548,0.24242424964904785,50
test_incremental_location-transit/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,0.0,0.0,0.0,50
test_incremental_location-transit-road/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,1.0,0.4000000059604645,0.5714285969734192,50
test_pretraining/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,0.8486315608024597,0.7913231253623962,0.8189759850502014,50
test/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,0.8486315608024597,0.7913231253623962,0.8189759850502014,50
test_incremental/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,0.5,0.20000000298023224,0.2857142984867096,50
test_incremental/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,1,location/transit,10,0.005920079071074724,0.002960039535537362,0.003946719225496054,50
test/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.5900313854217529,0.8071387410163879,0.6817168593406677,57
test_incremental/macro_example_exclusive,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.5263158082962036,0.2631579041481018,0.35087719559669495,57
test_pretraining/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.5900313854217529,0.8071387410163879,0.6817168593406677,57
test_incremental_only/micro,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.014800197444856169,1.0,0.029168693348765373,57
test/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.7353264093399048,0.6746863722801208,0.703702449798584,57
test_pretraining/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.7353264093399048,0.6746863722801208,0.703702449798584,57
test_incremental_only/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.014800197444856169,1.0,0.029168693348765373,57
test_incremental_only/macro_example_exclusive,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,1.0,1.0,1.0,57
test_incremental_only/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.014800196513533592,0.014800196513533592,0.014800196513533592,57
test_incremental/micro,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.014800197444856169,0.3448275923728943,0.028382213786244392,57
test_incremental_location-transit/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.0,0.0,0.0,57
test_incremental_location-transit-road/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.014800197444856169,1.0,0.029168693348765373,57
test_pretraining/micro,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.5985218286514282,0.7948566675186157,0.6828569173812866,57
test/micro,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.5985218286514282,0.7948566675186157,0.6828569173812866,57
test_incremental/macro_types,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.007400098722428083,0.5,0.014584346674382688,57
test_incremental/macro_example,no_init_box_kenn_hybrid_adapter_bert_ms,0,location/transit,10,0.014800196513533592,0.007400098256766796,0.009866798296570778,57
test/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.8549709916114807,0.8054614067077637,0.8294780850410461,58
test_incremental/macro_example_exclusive,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.3333333134651184,0.1666666567325592,0.2222222089767456,58
test_pretraining/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.8549709916114807,0.8054614067077637,0.8294780850410461,58
test_incremental_only/micro,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.5428571701049805,0.6333333253860474,0.5846154093742371,58
test/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.7463276386260986,0.6670475006103516,0.7044640779495239,58
test_pretraining/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.7463276386260986,0.6670475006103516,0.7044640779495239,58
test_incremental_only/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.5428571701049805,0.6333333253860474,0.5846154093742371,58
test_incremental_only/macro_example_exclusive,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.6333333849906921,0.6333333849906921,0.6333333849906921,58
test_incremental_only/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.009373458102345468,0.009373458102345468,0.009373458102345468,58
test_incremental/micro,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.5428571701049805,0.2183908075094223,0.3114754259586334,58
test_incremental_location-transit/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.0,0.0,0.0,58
test_incremental_location-transit-road/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.5428571701049805,0.6333333253860474,0.5846154093742371,58
test_pretraining/micro,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.8460087776184082,0.7926973104476929,0.8184859156608582,58
test/micro,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.8460087776184082,0.7926973104476929,0.8184859156608582,58
test_incremental/macro_types,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.27142858505249023,0.3166666626930237,0.29230770468711853,58
test_incremental/macro_example,no_init_box_kenn_top_down_adapter_bert_ms,0,location/transit,10,0.009373458102345468,0.004686729051172733,0.006248971913009882,58
test/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.5900313854217529,0.8071387410163879,0.6817168593406677,57
test_incremental/macro_example_exclusive,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.5263158082962036,0.2631579041481018,0.35087719559669495,57
test_pretraining/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.5900313854217529,0.8071387410163879,0.6817168593406677,57
test_incremental_only/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.014800197444856169,1.0,0.029168693348765373,57
test/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.7353264093399048,0.6746863722801208,0.703702449798584,57
test_pretraining/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.7353264093399048,0.6746863722801208,0.703702449798584,57
test_incremental_only/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.014800197444856169,1.0,0.029168693348765373,57
test_incremental_only/macro_example_exclusive,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,1.0,1.0,1.0,57
test_incremental_only/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.014800196513533592,0.014800196513533592,0.014800196513533592,57
test_incremental/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.014800197444856169,0.3448275923728943,0.028382213786244392,57
test_incremental_location-transit/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.0,0.0,0.0,57
test_incremental_location-transit-road/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.014800197444856169,1.0,0.029168693348765373,57
test_pretraining/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.5985218286514282,0.7948566675186157,0.6828569173812866,57
test/micro,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.5985218286514282,0.7948566675186157,0.6828569173812866,57
test_incremental/macro_types,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.007400098722428083,0.5,0.014584346674382688,57
test_incremental/macro_example,no_init_box_kenn_bottom_up_adapter_bert_ms,0,location/transit,10,0.014800196513533592,0.007400098256766796,0.009866798296570778,57
test/macro_example,smart_init_box_adapter_bert_ms,2,location/transit,10,0.857676088809967,0.8052969574928284,0.8306616544723511,36
test_incremental/macro_example_exclusive,smart_init_box_adapter_bert_ms,2,location/transit,10,0.31578946113586426,0.15789473056793213,0.21052630245685575,36
test_pretraining/macro_example,smart_init_box_adapter_bert_ms,2,location/transit,10,0.857676088809967,0.8052969574928284,0.8306616544723511,36
test_incremental_only/micro,smart_init_box_adapter_bert_ms,2,location/transit,10,0.9473684430122375,0.6000000238418579,0.7346938252449036,36
test/macro_types,smart_init_box_adapter_bert_ms,2,location/transit,10,0.754754900932312,0.6663529872894287,0.7078043818473816,36
test_pretraining/macro_types,smart_init_box_adapter_bert_ms,2,location/transit,10,0.754754900932312,0.6663529872894287,0.7078043818473816,36
test_incremental_only/macro_types,smart_init_box_adapter_bert_ms,2,location/transit,10,0.9473684430122375,0.6000000238418579,0.7346938252449036,36
test_incremental_only/macro_example_exclusive,smart_init_box_adapter_bert_ms,2,location/transit,10,0.6000000238418579,0.6000000238418579,0.6000000238418579,36
test_incremental_only/macro_example,smart_init_box_adapter_bert_ms,2,location/transit,10,0.008880117908120155,0.008880117908120155,0.008880117908120155,36
test_incremental/micro,smart_init_box_adapter_bert_ms,2,location/transit,10,0.9473684430122375,0.2068965584039688,0.3396226465702057,36
test_incremental_location-transit/macro_types,smart_init_box_adapter_bert_ms,2,location/transit,10,0.0,0.0,0.0,36
test_incremental_location-transit-road/macro_types,smart_init_box_adapter_bert_ms,2,location/transit,10,0.9473684430122375,0.6000000238418579,0.7346938252449036,36
test_pretraining/micro,smart_init_box_adapter_bert_ms,2,location/transit,10,0.8486440777778625,0.7925009727478027,0.8196122646331787,36
test/micro,smart_init_box_adapter_bert_ms,2,location/transit,10,0.8486440777778625,0.7925009727478027,0.8196122646331787,36
test_incremental/macro_types,smart_init_box_adapter_bert_ms,2,location/transit,10,0.4736842215061188,0.30000001192092896,0.3673469126224518,36
test_incremental/macro_example,smart_init_box_adapter_bert_ms,2,location/transit,10,0.008880117908120155,0.004440058954060078,0.005920078605413437,36
test/macro_example,smart_init_box_adapter_bert_ms,1,location/transit,10,0.8571827411651611,0.8064480423927307,0.8310418128967285,22
test_incremental/macro_example_exclusive,smart_init_box_adapter_bert_ms,1,location/transit,10,0.4385964870452881,0.21929824352264404,0.292397677898407,22
test_pretraining/macro_example,smart_init_box_adapter_bert_ms,1,location/transit,10,0.8571827411651611,0.8064480423927307,0.8310418128967285,22
test_incremental_only/micro,smart_init_box_adapter_bert_ms,1,location/transit,10,0.8620689511299133,0.8333333134651184,0.8474575877189636,22
test/macro_types,smart_init_box_adapter_bert_ms,1,location/transit,10,0.7529778480529785,0.6712141036987305,0.7097489237785339,22
test_pretraining/macro_types,smart_init_box_adapter_bert_ms,1,location/transit,10,0.7529778480529785,0.6712141036987305,0.7097489237785339,22
test_incremental_only/macro_types,smart_init_box_adapter_bert_ms,1,location/transit,10,0.8620689511299133,0.8333333134651184,0.8474575877189636,22
test_incremental_only/macro_example_exclusive,smart_init_box_adapter_bert_ms,1,location/transit,10,0.8333333730697632,0.8333333730697632,0.833333432674408,22
test_incremental_only/macro_example,smart_init_box_adapter_bert_ms,1,location/transit,10,0.012333497405052183,0.012333497405052183,0.012333497405052183,22
test_incremental/micro,smart_init_box_adapter_bert_ms,1,location/transit,10,0.8620689511299133,0.28735631704330444,0.43103447556495667,22
test_incremental_location-transit/macro_types,smart_init_box_adapter_bert_ms,1,location/transit,10,0.0,0.0,0.0,22
test_incremental_location-transit-road/macro_types,smart_init_box_adapter_bert_ms,1,location/transit,10,0.8620689511299133,0.8333333134651184,0.8474575877189636,22
test_pretraining/micro,smart_init_box_adapter_bert_ms,1,location/transit,10,0.8483322858810425,0.7938751578330994,0.8202008008956909,22
test/micro,smart_init_box_adapter_bert_ms,1,location/transit,10,0.8483322858810425,0.7938751578330994,0.8202008008956909,22
test_incremental/macro_types,smart_init_box_adapter_bert_ms,1,location/transit,10,0.43103447556495667,0.4166666567325592,0.4237287938594818,22
test_incremental/macro_example,smart_init_box_adapter_bert_ms,1,location/transit,10,0.012333497405052183,0.0061667487025260925,0.008222331292927265,22
test/macro_example,smart_init_box_adapter_bert_ms,0,location/transit,10,0.8570594191551208,0.8061192035675049,0.8308091759681702,27
test_incremental/macro_example_exclusive,smart_init_box_adapter_bert_ms,0,location/transit,10,0.4035087823867798,0.2017543911933899,0.2690058648586273,27
