metric,projector,family,subset,precision/mean,recall/mean,f1/mean,precision/std,recall/std,f1/std
test_incremental_only/macro_types,kenn_bottom_up_adapter_bert_ms,location/geography,10,0.5875241855780283,0.6518518726030985,0.5871263841787974,0.24215644348313814,0.08037977701659768,0.12208478860009778
test_incremental_only/macro_example_exclusive,kenn_hybrid_adapter_bert_ms,location/geography,10,0.609259307384491,0.6259259780248007,0.6174248456954956,0.07501716278399911,0.07882890120190202,0.0765594238960734
test_incremental/macro_example_exclusive,kenn_hybrid_adapter_bert_ms,location/geography,10,0.6802469491958618,0.6351852218310038,0.6568870345751444,0.03597238020055833,0.03941445060095103,0.037171491002143384
test_incremental_location-geography-island/macro_types,kenn_hybrid_adapter_bert_ms,location/geography,10,0.6022177139918009,0.5777777830759684,0.5872945785522461,0.1367788907043473,0.06938886728516518,0.09371052639798394
test_incremental_only/macro_example,kenn_hybrid_adapter_bert_ms,location/geography,10,0.027051470552881558,0.027791480844219524,0.027414025117953617,0.0033308056892527717,0.003500048953869295,0.0033992841346750036
test_incremental_location-geography-body_of_water/macro_types,kenn_hybrid_adapter_bert_ms,location/geography,10,0.7131242752075195,0.7444444497426351,0.6579521000385284,0.45626568345128554,0.06938885774078345,0.31381627431061326
test_incremental_location-geography/macro_types,kenn_hybrid_adapter_bert_ms,location/geography,10,1.0,0.644444465637207,0.7837837934494019,0.0,0.0,0.0
test/micro,kenn_hybrid_adapter_bert_ms,location/geography,10,0.849601129690806,0.8522183497746786,0.8508720000584921,0.012197416867538956,0.0013765362711312997,0.005531200438638473
test_incremental/micro,kenn_hybrid_adapter_bert_ms,location/geography,10,0.7576705912748972,0.635185182094574,0.6707247694333395,0.25987887726484565,0.03941442399648591,0.10814939178942404
test_pretraining/micro,kenn_hybrid_adapter_bert_ms,location/geography,10,0.849601129690806,0.8522183497746786,0.8508720000584921,0.012197416867538956,0.0013765362711312997,0.005531200438638473
test/macro_types,kenn_hybrid_adapter_bert_ms,location/geography,10,0.8538942138353983,0.803078313668569,0.8276270429293314,0.016043426456742737,0.004729812653316483,0.005584456423909165
test_incremental_location-geography-mountain/macro_types,kenn_hybrid_adapter_bert_ms,location/geography,10,0.7735256453355154,0.5555555522441864,0.5951044758160909,0.27161691781222563,0.18954134547169899,0.05013742599036118
test_pretraining/macro_example,kenn_hybrid_adapter_bert_ms,location/geography,10,0.8595987558364868,0.8611226479212443,0.8603358864784241,0.010135901867921652,0.0011003223752754547,0.004609938910046758
test/macro_example,kenn_hybrid_adapter_bert_ms,location/geography,10,0.8595987558364868,0.8611226479212443,0.8603358864784241,0.010135901867921652,0.0011003223752754547,0.004609938910046758
test_incremental_only/micro,kenn_hybrid_adapter_bert_ms,location/geography,10,0.6512837509314219,0.6259259382883707,0.598562091588974,0.3032668827043888,0.07882887459743392,0.15090336625163678
test_incremental/macro_example,kenn_hybrid_adapter_bert_ms,location/geography,10,0.03020336478948593,0.02820259767274062,0.029166171948115032,0.0015971939289209172,0.0017500235580302818,0.0016504352722187543
test_pretraining/macro_types,kenn_hybrid_adapter_bert_ms,location/geography,10,0.8538942138353983,0.803078313668569,0.8276270429293314,0.016043426456742737,0.004729812653316483,0.005584456423909165
test_incremental/macro_types,kenn_hybrid_adapter_bert_ms,location/geography,10,0.7722168962160746,0.6305555701255798,0.6797664960225424,0.20054312477012126,0.05912162759331421,0.06568083766540471
test_incremental_only/macro_types,kenn_hybrid_adapter_bert_ms,location/geography,10,0.6962892313798269,0.6259259581565857,0.6293778816858927,0.2673908081943544,0.07882890680284826,0.11276877058742744
test_incremental_only/macro_example_exclusive,kenn_top_down_adapter_bert_ms,location/geography,10,0.6574074625968933,0.6777778267860413,0.6673627098401388,0.08018754121108777,0.09686441519400112,0.08814892987424687
test_incremental/macro_example_exclusive,kenn_top_down_adapter_bert_ms,location/geography,10,0.7191358606020609,0.6611111561457316,0.6888839602470398,0.06041502705853853,0.04843220075988146,0.053942360361441594
test_incremental_location-geography-island/macro_types,kenn_top_down_adapter_bert_ms,location/geography,10,0.39096033821503323,0.6666666666666666,0.4165250410636266,0.278165202637825,0.18559215042347893,0.20965892662183255
test_incremental_only/macro_example,kenn_top_down_adapter_bert_ms,location/geography,10,0.029189278061191242,0.030093733221292496,0.029631296172738075,0.0035603745611276763,0.0043008368979289575,0.00391386245723317
test_incremental_location-geography-body_of_water/macro_types,kenn_top_down_adapter_bert_ms,location/geography,10,0.4754006465276082,0.7555555701255798,0.5309906800587972,0.3018580355578692,0.10183500937362319,0.19913837577499544
test_incremental_location-geography/macro_types,kenn_top_down_adapter_bert_ms,location/geography,10,1.0,0.644444465637207,0.7837837934494019,0.0,0.0,0.0
test/micro,kenn_top_down_adapter_bert_ms,location/geography,10,0.831995944182078,0.8531237840652466,0.8421884179115295,0.032511358993822355,0.0016914697135179822,0.016061595807318252
test_incremental/micro,kenn_top_down_adapter_bert_ms,location/geography,10,0.5502727578083674,0.6611110965410868,0.563788115978241,0.2741394558824281,0.04843220075988146,0.1814466098082496
test_pretraining/micro,kenn_top_down_adapter_bert_ms,location/geography,10,0.831995944182078,0.8531237840652466,0.8421884179115295,0.032511358993822355,0.0016914697135179822,0.016061595807318252
test/macro_types,kenn_top_down_adapter_bert_ms,location/geography,10,0.838636557261149,0.8061894178390503,0.8220113317171732,0.0146242988364829,0.005811908942751827,0.0043238886846585795
test_incremental_location-geography-mountain/macro_types,kenn_top_down_adapter_bert_ms,location/geography,10,0.4596230338017146,0.6111111243565878,0.4956708451112111,0.23910803618767598,0.019244990619516757,0.172516411910873
test_pretraining/macro_example,kenn_top_down_adapter_bert_ms,location/geography,10,0.8472604552904764,0.8618215322494507,0.8543694814046224,0.022031011410631733,0.0014160329739881297,0.010609302235568442
test/macro_example,kenn_top_down_adapter_bert_ms,location/geography,10,0.8472604552904764,0.8618215322494507,0.8543694814046224,0.022031011410631733,0.0014160329739881297,0.010609302235568442
test_incremental_only/micro,kenn_top_down_adapter_bert_ms,location/geography,10,0.41104021668434143,0.6777777671813965,0.4684334496657054,0.23410824679476058,0.09686441519400112,0.19520471622041616
test_incremental/macro_example,kenn_top_down_adapter_bert_ms,location/geography,10,0.031930056090156235,0.02935372417171796,0.03058685300250848,0.0026824642094651157,0.0021504189831146035,0.0023950723397858
test_pretraining/macro_types,kenn_top_down_adapter_bert_ms,location/geography,10,0.838636557261149,0.8061894178390503,0.8220113317171732,0.0146242988364829,0.005811908942751827,0.0043238886846585795
test_incremental/macro_types,kenn_top_down_adapter_bert_ms,location/geography,10,0.581496000289917,0.6694444815317789,0.6033512353897095,0.18280401567046123,0.07264831481406209,0.09166019026160682
test_incremental_only/macro_types,kenn_top_down_adapter_bert_ms,location/geography,10,0.44199468692143756,0.6777778267860413,0.4913463393847148,0.24373869569445641,0.09686441519400112,0.19008360837795185
test_incremental_only/macro_example_exclusive,box_adapter_bert_ms,location/geography,20,0.4407407542069753,0.4407407542069753,0.44074074427286786,0.05132001226586767,0.05132001226586767,0.05132002086905495
test_incremental_location-geography-island/macro_types,box_adapter_bert_ms,location/geography,20,0.015180802283187708,0.3333333383003871,0.028059165614346664,0.011353322858722632,0.10000000149011622,0.019426948170573017
test_incremental/macro_example_exclusive,box_adapter_bert_ms,location/geography,20,0.5777778228123983,0.4425926407178243,0.5010901788870493,0.05471589611007999,0.025660010434527467,0.036734536159897115
test_incremental_only/macro_example,box_adapter_bert_ms,location/geography,20,0.01956914861996969,0.01956914861996969,0.01956914861996969,0.002278638600707009,0.002278638600707009,0.002278638600707009
test_incremental_location-geography-body_of_water/macro_types,box_adapter_bert_ms,location/geography,20,0.3270633618036906,0.7666666507720947,0.4495777090390523,0.12506768663588969,0.0,0.1173714448365089
test/macro_types,box_adapter_bert_ms,location/geography,20,0.7128049532572428,0.6541433334350586,0.6822152733802795,0.0025537749451108984,0.0030791847340195973,0.002843184960631771
test_incremental_location-geography/macro_types,box_adapter_bert_ms,location/geography,20,1.0,0.4444444477558136,0.6153846383094788,0.0,0.0,0.0
test_incremental/micro,box_adapter_bert_ms,location/geography,20,0.04131279761592547,0.4425925811131795,0.07556735475858052,0.0010281478111855145,0.025660010434527467,0.0020908417295131664
test_incremental_location-geography-mountain/macro_types,box_adapter_bert_ms,location/geography,20,0.017139603694279987,0.22222222511967024,0.021039007231593132,0.01732847310169172,0.24570382460163434,0.012718275078649746
test_pretraining/macro_example,box_adapter_bert_ms,location/geography,20,0.6077806750933329,0.8012953797976176,0.6912322243054708,0.00701871853461135,0.0007595411822931772,0.004272243824199164
test/micro,box_adapter_bert_ms,location/geography,20,0.6126303474108378,0.7874789635340372,0.6891267895698547,0.005094017284949593,0.0008961770361802637,0.0028885036435705195
test_pretraining/micro,box_adapter_bert_ms,location/geography,20,0.6126303474108378,0.7874789635340372,0.6891267895698547,0.005094017284949593,0.0008961770361802637,0.0028885036435705195
test/macro_example,box_adapter_bert_ms,location/geography,20,0.6077806750933329,0.8012953797976176,0.6912322243054708,0.00701871853461135,0.0007595411822931772,0.004272243824199164
test_incremental_only/micro,box_adapter_bert_ms,location/geography,20,0.020979190866152447,0.44074074427286786,0.0400505984822909,0.0017147242679691457,0.05132002086905495,0.0033357942158413465
test_incremental/macro_example,box_adapter_bert_ms,location/geography,20,0.025653674577673275,0.019651372606555622,0.022248697156707447,0.0024294158735733763,0.0011393193003535048,0.0016310347808797478
test_pretraining/macro_types,box_adapter_bert_ms,location/geography,20,0.7128049532572428,0.6541433334350586,0.6822152733802795,0.0025537749451108984,0.0030791847340195973,0.002843184960631771
test_incremental/macro_types,box_adapter_bert_ms,location/geography,20,0.3398459355036418,0.4416666626930237,0.384119172890981,0.031921824684102845,0.03849001565179121,0.03493612756165656
test_incremental_only/macro_types,box_adapter_bert_ms,location/geography,20,0.11979459474484126,0.44074076414108276,0.1872646907965342,0.04256242990069442,0.051320055281812646,0.05654962332596305
test_incremental_only/macro_example_exclusive,classifier_adapter_bert_ms,location/geography,20,0.5759259263674418,0.6481481989224752,0.6097639203071594,0.03255260242943758,0.012830005217263726,0.023974400768027992
test_incremental_location-geography-island/macro_types,classifier_adapter_bert_ms,location/geography,20,0.6423189441363016,0.6111111243565878,0.6202407280604044,0.100780705643335,0.05091751769361268,0.028495596903232452
test_incremental/macro_example_exclusive,classifier_adapter_bert_ms,location/geography,20,0.624691387017568,0.6462963223457336,0.6352300047874451,0.020649045784430317,0.0064150198150107205,0.012835543790024497
test_incremental_only/macro_example,classifier_adapter_bert_ms,location/geography,20,0.025571451832850773,0.028778160611788433,0.027073876311381657,0.0014453548689261286,0.0005696612632747696,0.0010644770137673031
test_incremental_location-geography-body_of_water/macro_types,classifier_adapter_bert_ms,location/geography,20,0.7013912995656332,0.7555555502573649,0.7236626942952474,0.13196783453174435,0.019244990619516757,0.07239772379580578
test/macro_types,classifier_adapter_bert_ms,location/geography,20,0.852307120958964,0.8044116695721945,0.8276645541191101,0.004205853616624564,0.0007698133898837444,0.0023057365031154977
test_incremental_location-geography/macro_types,classifier_adapter_bert_ms,location/geography,20,1.0,0.644444465637207,0.7837837934494019,0.0,0.0,0.0
test_incremental/micro,classifier_adapter_bert_ms,location/geography,20,0.7969611684481303,0.6462962826093038,0.7133690714836121,0.05218787219556726,0.006414985402253007,0.023810895957210372
test_incremental_location-geography-mountain/macro_types,classifier_adapter_bert_ms,location/geography,20,0.6658040086428324,0.5777777830759684,0.6175963878631592,0.013219860868009622,0.06938886728516518,0.046183160699486636
test_pretraining/macro_example,classifier_adapter_bert_ms,location/geography,20,0.8644528985023499,0.8613967299461365,0.8629219730695089,0.0010810703235977176,0.0002136516082964159,0.0006232703156908324
test/micro,classifier_adapter_bert_ms,location/geography,20,0.8537123203277588,0.8526063958803812,0.8531586329142252,0.0015459076215876958,0.00022406146542392895,0.0008605590062791437
test_pretraining/micro,classifier_adapter_bert_ms,location/geography,20,0.8537123203277588,0.8526063958803812,0.8531586329142252,0.0015459076215876958,0.00022406146542392895,0.0008605590062791437
test/macro_example,classifier_adapter_bert_ms,location/geography,20,0.8644528985023499,0.8613967299461365,0.8629219730695089,0.0010810703235977176,0.0002136516082964159,0.0006232703156908324
test_incremental_only/micro,classifier_adapter_bert_ms,location/geography,20,0.6650623877843221,0.6481481393178304,0.6554582913716634,0.074830462785393,0.012830005217263726,0.04111778172126818
test_incremental/macro_example,classifier_adapter_bert_ms,location/geography,20,0.027736665681004524,0.02869593786696593,0.028204585735996563,0.000916830591462848,0.00028483009393804546,0.0005699027282767588
test_pretraining/macro_types,classifier_adapter_bert_ms,location/geography,20,0.852307120958964,0.8044116695721945,0.8276645541191101,0.004205853616624564,0.0007698133898837444,0.0023057365031154977
test_incremental/macro_types,classifier_adapter_bert_ms,location/geography,20,0.7523785829544067,0.6472222407658895,0.6954494714736938,0.05257298210149857,0.009622495309758367,0.02672773364710941
test_incremental_only/macro_types,classifier_adapter_bert_ms,location/geography,20,0.6698380907376608,0.6481481790542603,0.6579323410987854,0.07009728994888212,0.012830039630021441,0.038721571370226755
test_incremental_only/macro_example_exclusive,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.7129630049069723,0.7370371023813883,0.7246381640434265,0.10097265281432045,0.11880755460157955,0.10908052803232236
test_incremental_location-geography-island/macro_types,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.43702301383018494,0.700000007947286,0.48866628607114154,0.2514021187155268,0.1452966159538809,0.1099723872850356
test_incremental/macro_example_exclusive,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.7444445093472799,0.6907407840092977,0.716460645198822,0.08407078317664622,0.0594037773007898,0.07061749017737702
test_incremental_only/macro_example,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.03165597654879093,0.03272487906118234,0.03217435938616594,0.004483245771005404,0.005275123938603725,0.004843238969573729
test_incremental_location-geography-body_of_water/macro_types,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.46782273054122925,0.799999992052714,0.58268075188001,0.142722336891772,0.03333333134651627,0.12134391902690654
test/macro_types,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.841196616490682,0.8097449938456217,0.8251128395398458,0.010618177762197797,0.007128434249007583,0.0028240964628730297
test_incremental_location-geography/macro_types,kenn_bottom_up_adapter_bert_ms,location/geography,20,1.0,0.644444465637207,0.7837837934494019,0.0,0.0,0.0
test_incremental/micro,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.5955945551395416,0.6907407442728678,0.627429723739624,0.1560547953569623,0.05940374292567612,0.0685177277748337
test_incremental_location-geography-mountain/macro_types,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.5491427580515543,0.7111111084620158,0.5718130171298981,0.23850824447996374,0.18358568118185226,0.10317493520958397
test_pretraining/macro_example,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.8546244899431864,0.8626712163289388,0.8586131930351257,0.007663179967347296,0.001676506913338595,0.003293766068362448
test/micro,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.8430728316307068,0.8541585803031921,0.8485526045163473,0.009918889530527667,0.002074622664416645,0.00424814729422724
test_pretraining/micro,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.8430728316307068,0.8541585803031921,0.8485526045163473,0.009918889530527667,0.002074622664416645,0.00424814729422724
test/macro_example,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.8546244899431864,0.8626712163289388,0.8586131930351257,0.007663179967347296,0.001676506913338595,0.003293766068362448
test_incremental_only/micro,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.4491504629453023,0.7370370427767435,0.5382523238658905,0.14637997674308798,0.11880750164532328,0.08258495918251624
test_incremental/macro_example,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.033053772523999214,0.03066929740210374,0.03181127458810806,0.0037327927744517765,0.002637562506413015,0.0031354584891304872
test_pretraining/macro_types,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.841196616490682,0.8097449938456217,0.8251128395398458,0.010618177762197797,0.007128434249007583,0.0028240964628730297
test_incremental/macro_types,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.6134971380233765,0.7138888835906982,0.6479647755622864,0.13272733942418846,0.08910564086664534,0.05086172538006202
test_incremental_only/macro_types,kenn_bottom_up_adapter_bert_ms,location/geography,20,0.48466284076372784,0.7370370825131735,0.5601640343666077,0.17696978596856652,0.11880753602043737,0.10052267021030403
test_incremental_only/macro_example_exclusive,kenn_hybrid_adapter_bert_ms,location/geography,20,0.7111111481984457,0.7370370825131735,0.7236408392588297,0.10015420025941618,0.11880753602043737,0.10845351330884004
test_incremental_location-geography-island/macro_types,kenn_hybrid_adapter_bert_ms,location/geography,20,0.5046171049276987,0.6888888875643412,0.5285933713118235,0.2937289682543346,0.13471503757489034,0.11143628771224394
test_incremental/macro_example_exclusive,kenn_hybrid_adapter_bert_ms,location/geography,20,0.7469136118888855,0.6907407840092977,0.7176390488942465,0.0772986626597611,0.0594037773007898,0.06725498834304214
test_incremental_only/macro_example,kenn_hybrid_adapter_bert_ms,location/geography,20,0.031573754424850144,0.03272487906118234,0.03213007810215155,0.00444690738310719,0.005275123938603725,0.004815399500632988
test_incremental_location-geography-body_of_water/macro_types,kenn_hybrid_adapter_bert_ms,location/geography,20,0.5538326303164164,0.799999992052714,0.6366937458515167,0.21186218119145972,0.03333333134651627,0.15459358877080268
test/macro_types,kenn_hybrid_adapter_bert_ms,location/geography,20,0.8436921040217081,0.8097449938456217,0.826278825600942,0.014712796171095206,0.007128434249007583,0.003907108005077639
test_incremental_location-geography/macro_types,kenn_hybrid_adapter_bert_ms,location/geography,20,1.0,0.644444465637207,0.7837837934494019,0.0,0.0,0.0
test_incremental/micro,kenn_hybrid_adapter_bert_ms,location/geography,20,0.6449593702952067,0.6907407442728678,0.6475385824839274,0.22126725882769355,0.05940374292567612,0.0910077321120984
test_incremental_location-geography-mountain/macro_types,kenn_hybrid_adapter_bert_ms,location/geography,20,0.5203135311603546,0.7222222089767456,0.5510118107000986,0.2517284274884185,0.19245007825895602,0.10391087192928221
test_pretraining/macro_example,kenn_hybrid_adapter_bert_ms,location/geography,20,0.8563292225201925,0.8626575072606405,0.8594589432080587,0.00947223676474559,0.0016635142323766707,0.004171491796997071
test/micro,kenn_hybrid_adapter_bert_ms,location/geography,20,0.8446695605913798,0.8541585803031921,0.8493516246477762,0.011733821916054816,0.002074622664416645,0.005132337436241606
