name,instance,run_id,test_incremental/micro/f1,test_incremental/micro/recall,test_incremental_metropolitan_transit/macro_types/recall,epoch,test_pretraining/macro_example/recall,test_incremental_only/macro_example/f1,test/micro/precision,test_pretraining/macro_example/precision,test_incremental_metropolitan_transit-transit_line/macro_types/precision,test_incremental/macro_types/precision,test_incremental_metropolitan_transit/macro_types/f1,test/macro_example/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example/recall,test_incremental_only/macro_example/recall,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example/precision,test/macro_types/f1,test/macro_types/recall,test/macro_types/precision,test_incremental_only/micro/f1,test_incremental_only/macro_types/f1,test_incremental_metropolitan_transit/macro_types/precision,test/micro/recall,threshold_incremental,test_incremental/micro/precision,test_incremental/macro_example/f1,test_incremental_metropolitan_transit-transit_line/macro_types/f1,test/macro_example/f1,test_incremental_only/macro_types/recall,test_incremental_only/macro_types/precision,test_pretraining/macro_types/f1,test_pretraining/micro/precision,test_pretraining/macro_types/recall,test_incremental/macro_example/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental_metropolitan_transit-transit_line/macro_types/recall,threshold_pretraining,test/macro_example/precision,test_pretraining/micro/recall,test_pretraining/macro_example/f1,test_incremental_only/micro/recall,test_incremental/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,test_pretraining/macro_types/precision,test/micro/f1,test_pretraining/micro/f1,test_incremental/macro_types/f1,test_incremental/macro_example_exclusive/precision,test_incremental_only/micro/precision,test_incremental/macro_example_exclusive/recall
smart_init_kenn_hybrid_adapter_bert_ms,2,p0j2qoe9,0.7769784331321716,0.8999999761581421,0.8666666746139526,11,0.9147645831108092,0.00974251888692379,0.9100998640060424,0.9261192083358764,0.5714285969734192,0.7190476655960083,0.8666666746139526,0.9147645831108092,0.9333333969116212,0.009394573047757149,0.00974251888692379,0.9163636565208436,0.00974251888692379,0.8799631595611572,0.8629761934280396,0.8976322412490845,0.7088607549667358,0.7088607549667358,0.8666666746139526,0.8991228342056274,0.99,0.6835442781448364,0.0095653822645545,0.7088607549667358,0.9204068779945374,0.9333333373069764,0.5714285969734192,0.8799631595611572,0.9100998640060424,0.8629761934280396,0.00974251888692379,0.9333333969116212,0.9333333373069764,0.375,0.9261192083358764,0.8991228342056274,0.9204068779945374,0.9333333373069764,0.8999999761581421,0.9333333969116212,0.8976322412490845,0.9045780301094056,0.9045780301094056,0.7994117736816406,0.9333333969116212,0.5714285969734192,0.9000000357627869
smart_init_kenn_top_down_adapter_bert_ms,2,mbhxwnor,0.8153846263885498,0.8833333253860474,0.8666666746139526,9,0.91459059715271,0.009394573047757149,0.9116992950439452,0.9272211194038392,0.675000011920929,0.7708333730697632,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.8806097507476807,0.8623095154762268,0.8997036218643188,0.7714285850524902,0.7714285850524902,0.8666666746139526,0.898903489112854,0.99,0.7571428418159485,0.009306772612035276,0.7714285850524902,0.9208625555038452,0.8999999761581421,0.675000011920929,0.8806097507476807,0.9116992950439452,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.9272211194038392,0.898903489112854,0.9208625555038452,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.8997036218643188,0.9052561521530152,0.9052561521530152,0.8232577443122864,0.9000000953674316,0.675000011920929,0.8833333849906921
smart_init_kenn_bottom_up_adapter_bert_ms,2,kvssa6xx,0.800000011920929,0.8999999761581421,0.8666666746139526,12,0.9147645831108092,0.00974251888692379,0.9109086990356444,0.926699161529541,0.6222222447395325,0.7444444894790649,0.8666666746139526,0.9147645831108092,0.9333333969116212,0.009394573047757149,0.00974251888692379,0.9163636565208436,0.00974251888692379,0.880450963973999,0.8629761934280396,0.8986480832099915,0.746666669845581,0.746666669845581,0.8666666746139526,0.8991228342056274,0.99,0.7200000286102295,0.0095653822645545,0.746666669845581,0.9206931591033936,0.9333333373069764,0.6222222447395325,0.880450963973999,0.9109086990356444,0.8629761934280396,0.00974251888692379,0.9333333969116212,0.9333333373069764,0.375,0.926699161529541,0.8991228342056274,0.9206931591033936,0.9333333373069764,0.8999999761581421,0.9333333969116212,0.8986480832099915,0.9049774408340454,0.9049774408340454,0.8148648738861084,0.9333333969116212,0.6222222447395325,0.9000000357627869
smart_init_kenn_hybrid_adapter_bert_ms,1,kvluvoqp,0.8030303120613098,0.8833333253860474,0.8666666746139526,8,0.91459059715271,0.009394573047757149,0.911293923854828,0.926699161529541,0.6428571343421936,0.7547619342803955,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.8803017735481262,0.8623095154762268,0.8990607857704163,0.7499999403953552,0.7499999403953552,0.8666666746139526,0.898903489112854,0.81,0.7361111044883728,0.009306772612035276,0.7499999403953552,0.9206050634384156,0.8999999761581421,0.6428571343421936,0.8803017735481262,0.911293923854828,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.926699161529541,0.898903489112854,0.9206050634384156,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.8990607857704163,0.905056357383728,0.905056357383728,0.8140019774436951,0.9000000953674316,0.6428571343421936,0.8833333849906921
smart_init_kenn_top_down_adapter_bert_ms,1,febd7s9n,0.8030303120613098,0.8833333253860474,0.8666666746139526,8,0.91459059715271,0.009394573047757149,0.911293923854828,0.926699161529541,0.6428571343421936,0.7547619342803955,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.8803017735481262,0.8623095154762268,0.8990607857704163,0.7499999403953552,0.7499999403953552,0.8666666746139526,0.898903489112854,0.94,0.7361111044883728,0.009306772612035276,0.7499999403953552,0.9206050634384156,0.8999999761581421,0.6428571343421936,0.8803017735481262,0.911293923854828,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.926699161529541,0.898903489112854,0.9206050634384156,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.8990607857704163,0.905056357383728,0.905056357383728,0.8140019774436951,0.9000000953674316,0.6428571343421936,0.8833333849906921
smart_init_kenn_bottom_up_adapter_bert_ms,1,2yy0cgtr,0.8091602921485901,0.8833333253860474,0.8666666746139526,8,0.91459059715271,0.009394573047757149,0.9114965796470642,0.9268731474876404,0.6585366129875183,0.7626016139984131,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.880452036857605,0.8623095154762268,0.8993743658065796,0.7605634331703186,0.7605634331703186,0.8666666746139526,0.898903489112854,0.79,0.7464788556098938,0.009306772612035276,0.7605634331703186,0.920690894126892,0.8999999761581421,0.6585366129875183,0.880452036857605,0.9114965796470642,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.9268731474876404,0.898903489112854,0.920690894126892,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.8993743658065796,0.9051562547683716,0.9051562547683716,0.818539559841156,0.9000000953674316,0.6585366129875183,0.8833333849906921
smart_init_kenn_hybrid_adapter_bert_ms,0,emrj0kmb,0.8617886304855347,0.8833333253860474,0.8666666746139526,6,0.91459059715271,0.009394573047757149,0.913120985031128,0.9280909299850464,0.8181818127632141,0.8424242734909058,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.88197922706604,0.8623095154762268,0.9025672674179076,0.8571428060531616,0.8571428060531616,0.8666666746139526,0.898903489112854,0.91,0.841269850730896,0.009306772612035276,0.8571428060531616,0.9212912917137146,0.8999999761581421,0.8181818127632141,0.88197922706604,0.913120985031128,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.9280909299850464,0.898903489112854,0.9212912917137146,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.9025672674179076,0.9059564471244812,0.9059564471244812,0.8623939752578735,0.9000000953674316,0.8181818127632141,0.8833333849906921
smart_init_kenn_top_down_adapter_bert_ms,0,gxemgj7d,0.8617886304855347,0.8833333253860474,0.8666666746139526,6,0.91459059715271,0.009394573047757149,0.913120985031128,0.9280909299850464,0.8181818127632141,0.8424242734909058,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.88197922706604,0.8623095154762268,0.9025672674179076,0.8571428060531616,0.8571428060531616,0.8666666746139526,0.898903489112854,0.96,0.841269850730896,0.009306772612035276,0.8571428060531616,0.9212912917137146,0.8999999761581421,0.8181818127632141,0.88197922706604,0.913120985031128,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.9280909299850464,0.898903489112854,0.9212912917137146,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.9025672674179076,0.9059564471244812,0.9059564471244812,0.8623939752578735,0.9000000953674316,0.8181818127632141,0.8833333849906921
smart_init_kenn_bottom_up_adapter_bert_ms,0,97a5bi9d,0.8617886304855347,0.8833333253860474,0.8666666746139526,6,0.91459059715271,0.009394573047757149,0.913120985031128,0.9280909299850464,0.8181818127632141,0.8424242734909058,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.88197922706604,0.8623095154762268,0.9025672674179076,0.8571428060531616,0.8571428060531616,0.8666666746139526,0.898903489112854,0.79,0.841269850730896,0.009306772612035276,0.8571428060531616,0.9212912917137146,0.8999999761581421,0.8181818127632141,0.88197922706604,0.913120985031128,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.9280909299850464,0.898903489112854,0.9212912917137146,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.9025672674179076,0.9059564471244812,0.9059564471244812,0.8623939752578735,0.9000000953674316,0.8181818127632141,0.8833333849906921
no_init_kenn_hybrid_adapter_bert_ms,2,35n2eluh,0.8412697911262512,0.8833333253860474,0.8666666746139526,25,0.91459059715271,0.009394573047757149,0.912511110305786,0.9278589487075806,0.75,0.8083333373069763,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.8813276886940002,0.8623095154762268,0.9012036323547364,0.8181817531585693,0.8181817531585693,0.8666666746139526,0.898903489112854,0.98,0.8030303120613098,0.009306772612035276,0.8181817531585693,0.9211769700050354,0.8999999761581421,0.75,0.8813276886940002,0.912511110305786,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.9278589487075806,0.898903489112854,0.9211769700050354,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.9012036323547364,0.9056561589241028,0.9056561589241028,0.8441708087921143,0.9000000953674316,0.75,0.8833333849906921
no_init_kenn_top_down_adapter_bert_ms,2,1lwdm5b3,0.06002143397927284,0.9333333373069764,0.8666666746139526,26,0.9149675369262696,0.010438413359224796,0.6582156419754028,0.7008524537086487,0.01689189113676548,0.4417792856693268,0.8666666746139526,0.9149675369262696,1.0,0.00974251888692379,0.010438413359224796,0.965517282485962,0.010438413359224796,0.8752843737602234,0.864309549331665,0.886541485786438,0.03322259336709976,0.03322259336709976,0.8666666746139526,0.8995614051818848,0.01,0.03100775182247162,0.010078467428684236,0.03322259336709976,0.7937236428260803,1.0,0.01689189113676548,0.8752843737602234,0.6582156419754028,0.864309549331665,0.010438413359224796,1.0,1.0,0.375,0.7008524537086487,0.8995614051818848,0.7937236428260803,1.0,0.9333333373069764,1.0,0.886541485786438,0.7601927518844604,0.7601927518844604,0.5996997356414795,1.0,0.01689189113676548,0.9333333969116212
no_init_kenn_bottom_up_adapter_bert_ms,2,hc4ldp48,0.8281250596046448,0.8833333253860474,0.8666666746139526,26,0.91459059715271,0.009394573047757149,0.9121050238609314,0.9274530410766602,0.7105262875556946,0.788596510887146,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.8809500336647034,0.8623095154762268,0.9004141688346863,0.7941175699234009,0.7941175699234009,0.8666666746139526,0.898903489112854,0.96,0.779411792755127,0.009306772612035276,0.7941175699234009,0.9209769368171692,0.8999999761581421,0.7105262875556946,0.8809500336647034,0.9121050238609314,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.9274530410766602,0.898903489112854,0.9209769368171692,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.9004141688346863,0.9054561257362366,0.9054561257362366,0.8332808613777161,0.9000000953674316,0.7105262875556946,0.8833333849906921
no_init_kenn_hybrid_adapter_bert_ms,1,14ba4b6q,0.7910447716712952,0.8833333253860474,0.8666666746139526,40,0.91459059715271,0.009394573047757149,0.9108889102935792,0.926583170890808,0.6136363744735718,0.7401515245437622,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.8800215125083923,0.8623095154762268,0.8984763622283936,0.7297297716140747,0.7297297716140747,0.8666666746139526,0.898903489112854,0.86,0.7162162065505981,0.009306772612035276,0.7297297716140747,0.9205477833747864,0.8999999761581421,0.6136363744735718,0.8800215125083923,0.9108889102935792,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.926583170890808,0.898903489112854,0.9205477833747864,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.8984763622283936,0.904856503009796,0.904856503009796,0.8054285049438477,0.9000000953674316,0.6136363744735718,0.8833333849906921
no_init_kenn_top_down_adapter_bert_ms,1,i73b7y96,0.7737226486206055,0.8833333253860474,0.8666666746139526,42,0.91459059715271,0.009394573047757149,0.910282015800476,0.9260612726211548,0.5744680762290955,0.7205673456192017,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.879645586013794,0.8623095154762268,0.8976929783821106,0.701298713684082,0.701298713684082,0.8666666746139526,0.898903489112854,0.88,0.6883116960525513,0.009306772612035276,0.701298713684082,0.9202901721000672,0.8999999761581421,0.5744680762290955,0.879645586013794,0.910282015800476,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.9260612726211548,0.898903489112854,0.9202901721000672,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.8976929783821106,0.904556930065155,0.904556930065155,0.7936914563179016,0.9000000953674316,0.5744680762290955,0.8833333849906921
no_init_kenn_bottom_up_adapter_bert_ms,1,1av9lbe2,0.7851852178573608,0.8833333253860474,0.8666666746139526,41,0.91459059715271,0.009394573047757149,0.910686492919922,0.9264092445373536,0.6000000238418579,0.7333333492279053,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.8798906803131104,0.8623095154762268,0.8982036113739014,0.7200000286102295,0.7200000286102295,0.8666666746139526,0.898903489112854,0.8,0.7066666483879089,0.009306772612035276,0.7200000286102295,0.9204620122909546,0.8999999761581421,0.6000000238418579,0.8798906803131104,0.910686492919922,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.9264092445373536,0.898903489112854,0.9204620122909546,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.8982036113739014,0.9047566056251526,0.9047566056251526,0.801374614238739,0.9000000953674316,0.6000000238418579,0.8833333849906921
no_init_kenn_hybrid_adapter_bert_ms,0,3d4bjc78,0.8281250596046448,0.8833333253860474,0.8666666746139526,43,0.91459059715271,0.009394573047757149,0.9121050238609314,0.9273370504379272,0.7105262875556946,0.788596510887146,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.8809500336647034,0.8623095154762268,0.9004141688346863,0.7941175699234009,0.7941175699234009,0.8666666746139526,0.898903489112854,0.97,0.779411792755127,0.009306772612035276,0.7941175699234009,0.9209197163581848,0.8999999761581421,0.7105262875556946,0.8809500336647034,0.9121050238609314,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.9273370504379272,0.898903489112854,0.9209197163581848,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.9004141688346863,0.9054561257362366,0.9054561257362366,0.8332808613777161,0.9000000953674316,0.7105262875556946,0.8833333849906921
no_init_kenn_top_down_adapter_bert_ms,0,1f1gi7e2,0.8125,0.8666666746139526,0.8666666746139526,45,0.9144166707992554,0.009046625345945358,0.9118825197219848,0.9270471334457396,0.6842105388641357,0.7754386067390442,0.8666666746139526,0.9144166707992554,0.8666667342185974,0.009046625345945358,0.009046625345945358,0.8666667342185974,0.009046625345945358,0.8803501129150391,0.8616428375244141,0.8998878002166748,0.7647058963775635,0.7647058963775635,0.8666666746139526,0.8986842036247253,0.97,0.7647058963775635,0.009046625345945358,0.7647058963775635,0.9206885695457458,0.8666666746139526,0.6842105388641357,0.8803501129150391,0.9118825197219848,0.8616428375244141,0.009046625345945358,0.8666667342185974,0.8666666746139526,0.375,0.9270471334457396,0.8986842036247253,0.9206885695457458,0.8666666746139526,0.8666666746139526,0.8666667342185974,0.8998878002166748,0.9052352905273438,0.9052352905273438,0.8185184597969055,0.8666667342185974,0.6842105388641357,0.8666667342185974
no_init_kenn_bottom_up_adapter_bert_ms,0,3abukd29,0.8091602921485901,0.8833333253860474,0.8666666746139526,45,0.91459059715271,0.009394573047757149,0.9114965796470642,0.9269311428070068,0.6585366129875183,0.7626016139984131,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.880452036857605,0.8623095154762268,0.8993743658065796,0.7605634331703186,0.7605634331703186,0.8666666746139526,0.898903489112854,0.91,0.7464788556098938,0.009306772612035276,0.7605634331703186,0.920719563961029,0.8999999761581421,0.6585366129875183,0.880452036857605,0.9114965796470642,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.9269311428070068,0.898903489112854,0.920719563961029,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.8993743658065796,0.9051562547683716,0.9051562547683716,0.818539559841156,0.9000000953674316,0.6585366129875183,0.8833333849906921
smart_init_classifier_adapter_bert_ms,2,ixqaj0gi,0.8281250596046448,0.8833333253860474,0.8666666746139526,10,0.91459059715271,0.009394573047757149,0.9121050238609314,0.9275690317153932,0.7105262875556946,0.788596510887146,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.8809500336647034,0.8623095154762268,0.9004141688346863,0.7941175699234009,0.7941175699234009,0.8666666746139526,0.898903489112854,0.99,0.779411792755127,0.009306772612035276,0.7941175699234009,0.9210340976715088,0.8999999761581421,0.7105262875556946,0.8809500336647034,0.9121050238609314,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.9275690317153932,0.898903489112854,0.9210340976715088,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.9004141688346863,0.9054561257362366,0.9054561257362366,0.8332808613777161,0.9000000953674316,0.7105262875556946,0.8833333849906921
smart_init_classifier_adapter_bert_ms,1,ga15lfwv,0.8153846263885498,0.8833333253860474,0.8666666746139526,8,0.91459059715271,0.009394573047757149,0.9116992950439452,0.9270471334457396,0.675000011920929,0.7708333730697632,0.8666666746139526,0.91459059715271,0.9000000953674316,0.00922059826552868,0.009394573047757149,0.8915888071060181,0.009394573047757149,0.8806097507476807,0.8623095154762268,0.8997036218643188,0.7714285850524902,0.7714285850524902,0.8666666746139526,0.898903489112854,0.93,0.7571428418159485,0.009306772612035276,0.7714285850524902,0.9207767248153688,0.8999999761581421,0.675000011920929,0.8806097507476807,0.9116992950439452,0.8623095154762268,0.009394573047757149,0.9000000953674316,0.8999999761581421,0.375,0.9270471334457396,0.898903489112854,0.9207767248153688,0.8999999761581421,0.8833333253860474,0.9000000953674316,0.8997036218643188,0.9052561521530152,0.9052561521530152,0.8232577443122864,0.9000000953674316,0.675000011920929,0.8833333849906921
smart_init_classifier_adapter_bert_ms,0,gsha7uh7,0.8524589538574219,0.8666666746139526,0.8666666746139526,6,0.9144166707992554,0.009046625345945358,0.913101613521576,0.9279170036315918,0.8125,0.8395833373069763,0.8666666746139526,0.9144166707992554,0.8666667342185974,0.009046625345945358,0.009046625345945358,0.8666667342185974,0.009046625345945358,0.8815761804580688,0.8616428375244141,0.9024536609649658,0.8387096524238586,0.8387096524238586,0.8666666746139526,0.8986842036247253,0.9,0.8387096524238586,0.009046625345945358,0.8387096524238586,0.92111736536026,0.8666666746139526,0.8125,0.8815761804580688,0.913101613521576,0.8616428375244141,0.009046625345945358,0.8666667342185974,0.8666666746139526,0.375,0.9279170036315918,0.8986842036247253,0.92111736536026,0.8666666746139526,0.8666666746139526,0.8666667342185974,0.9024536609649658,0.9058355689048768,0.9058355689048768,0.8529101014137268,0.8666667342185974,0.8125,0.8666667342185974
