name,instance,run_id,test_incremental/macro_example/f1,test_incremental_only/micro/precision,test_incremental_only/macro_types/precision,test_incremental/micro/recall,test_pretraining/macro_example/recall,test_incremental/macro_example/precision,test_incremental_metropolitan_transit-transit_line/macro_types/recall,test_incremental/micro/precision,test_pretraining/macro_example/f1,test_incremental_metropolitan_transit/macro_types/recall,threshold_incremental,threshold_pretraining,test_incremental_only/macro_example/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/precision,test/macro_example/precision,test_pretraining/macro_types/recall,test_pretraining/macro_types/precision,test_incremental_metropolitan_transit-transit_line/macro_types/f1,test_pretraining/micro/precision,test_incremental/macro_types/precision,test_incremental/macro_types/recall,test_pretraining/macro_example/precision,test/macro_example/f1,test/macro_example/recall,test/micro/precision,test/macro_types/recall,test/micro/f1,test/micro/recall,test/macro_types/f1,test_incremental/micro/f1,test_incremental/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/recall,test/macro_types/precision,test_pretraining/macro_types/f1,test_incremental_only/macro_types/f1,test_incremental_only/macro_types/recall,epoch,test_pretraining/micro/recall,test_incremental/macro_example/recall,test_incremental_metropolitan_transit-transit_line/macro_types/precision,test_incremental_metropolitan_transit/macro_types/precision,test_incremental_only/micro/recall,test_incremental_only/macro_example_exclusive/precision,test_incremental/macro_types/f1,test_incremental_only/macro_example/recall,test_incremental_only/micro/f1,test_incremental_only/macro_example/f1,test_incremental_metropolitan_transit/macro_types/f1,test_pretraining/micro/f1
smart_init_kenn_bottom_up_adapter_bert_ms,0,eg8hpabw,0.008777913637459278,1.0,1.0,0.8166666626930237,0.9140107035636902,0.009046625345945358,0.7666666507720947,0.9245283007621764,0.9211112856864928,0.8666666746139526,0.95,0.375,0.008002784103155136,0.7666667103767395,0.8666667342185974,0.9283229112625122,0.8596428632736206,0.9062036275863647,0.8679245114326477,0.9142665863037108,0.9333333373069764,0.8166666626930237,0.9283229112625122,0.9211112856864928,0.9140107035636902,0.9142665863037108,0.8596428632736206,0.9060736894607544,0.8980262875556946,0.8823094367980957,0.8672566413879395,0.8409241437911987,0.8166667222976685,0.7666667103767395,0.9062036275863647,0.8823094367980957,0.8679245114326477,0.7666666507720947,6,0.8980262875556946,0.008524704724550247,1.0,0.8666666746139526,0.7666666507720947,0.7666667103767395,0.8711110949516296,0.008002784103155136,0.8679245114326477,0.008002784103155136,0.8666666746139526,0.9060736894607544
no_init_kenn_hybrid_adapter_bert_ms,2,1z60kb98,0.009306772612035276,0.84375,0.84375,0.8833333253860474,0.91459059715271,0.009394573047757149,0.8999999761581421,0.8548387289047241,0.9212912917137146,0.8666666746139526,0.97,0.375,0.009394573047757149,0.9000000953674316,0.9000000953674316,0.9280909299850464,0.8623095154762268,0.9030786156654358,0.8709677457809448,0.9133244156837464,0.8552083373069763,0.8833333253860474,0.9280909299850464,0.9212912917137146,0.91459059715271,0.9133244156837464,0.8623095154762268,0.9060565233230592,0.898903489112854,0.88222336769104,0.868852436542511,0.8915888071060181,0.8833333849906921,0.9000000953674316,0.9030786156654358,0.88222336769104,0.8709677457809448,0.8999999761581421,85,0.898903489112854,0.00922059826552868,0.84375,0.8666666746139526,0.8999999761581421,0.9000000953674316,0.8690434098243713,0.009394573047757149,0.8709677457809448,0.009394573047757149,0.8666666746139526,0.9060565233230592
no_init_kenn_top_down_adapter_bert_ms,2,179x06om,0.009306772612035276,0.7714285850524902,0.7714285850524902,0.8833333253860474,0.91459059715271,0.009394573047757149,0.8999999761581421,0.8153846263885498,0.9210912585258484,0.8666666746139526,0.96,0.375,0.009394573047757149,0.9000000953674316,0.9000000953674316,0.927685022354126,0.8623095154762268,0.9016321897506714,0.8307691812515259,0.9127143025398254,0.8190476298332214,0.8833333253860474,0.927685022354126,0.9210912585258484,0.91459059715271,0.9127143025398254,0.8623095154762268,0.9057562351226808,0.898903489112854,0.8815325498580933,0.8479999899864197,0.8915888071060181,0.8833333849906921,0.9000000953674316,0.9016321897506714,0.8815325498580933,0.8307691812515259,0.8999999761581421,87,0.898903489112854,0.00922059826552868,0.7714285850524902,0.8666666746139526,0.8999999761581421,0.9000000953674316,0.8499767184257507,0.009394573047757149,0.8307691812515259,0.009394573047757149,0.8666666746139526,0.9057562351226808
no_init_kenn_bottom_up_adapter_bert_ms,2,1o8eruwj,0.009306772612035276,0.75,0.75,0.8833333253860474,0.91459059715271,0.009394573047757149,0.8999999761581421,0.8030303120613098,0.9210055470466614,0.8666666746139526,0.9,0.375,0.009394573047757149,0.9000000953674316,0.9000000953674316,0.9275110363960266,0.8623095154762268,0.9012036323547364,0.8181817531585693,0.912511110305786,0.8083333373069763,0.8833333253860474,0.9275110363960266,0.9210055470466614,0.91459059715271,0.912511110305786,0.8623095154762268,0.9056561589241028,0.898903489112854,0.8813276886940002,0.8412697911262512,0.8915888071060181,0.8833333849906921,0.9000000953674316,0.9012036323547364,0.8813276886940002,0.8181817531585693,0.8999999761581421,87,0.898903489112854,0.00922059826552868,0.75,0.8666666746139526,0.8999999761581421,0.9000000953674316,0.8441708087921143,0.009394573047757149,0.8181817531585693,0.009394573047757149,0.8666666746139526,0.9056561589241028
no_init_kenn_hybrid_adapter_bert_ms,1,194ah3mn,0.009306772612035276,0.675000011920929,0.675000011920929,0.8833333253860474,0.91459059715271,0.009394573047757149,0.8999999761581421,0.7571428418159485,0.920833945274353,0.8666666746139526,0.9,0.375,0.009394573047757149,0.9000000953674316,0.9000000953674316,0.9271631240844728,0.8623095154762268,0.8997036218643188,0.7714285850524902,0.9116992950439452,0.7708333730697632,0.8833333253860474,0.9271631240844728,0.920833945274353,0.91459059715271,0.9116992950439452,0.8623095154762268,0.9052561521530152,0.898903489112854,0.8806097507476807,0.8153846263885498,0.8915888071060181,0.8833333849906921,0.9000000953674316,0.8997036218643188,0.8806097507476807,0.7714285850524902,0.8999999761581421,79,0.898903489112854,0.00922059826552868,0.675000011920929,0.8666666746139526,0.8999999761581421,0.9000000953674316,0.8232577443122864,0.009394573047757149,0.7714285850524902,0.009394573047757149,0.8666666746139526,0.9052561521530152
no_init_kenn_top_down_adapter_bert_ms,1,zxbibwbm,0.009217316284775734,0.6341463327407837,0.6341463327407837,0.8666666746139526,0.9144166707992554,0.009394573047757149,0.8666666746139526,0.7323943376541138,0.9206314086914062,0.8666666746139526,0.93,0.375,0.009046625345945358,0.8666666746139526,0.9000000953674316,0.9269311428070068,0.8616428375244141,0.8988865613937378,0.7323943972587585,0.9112741947174072,0.7504065036773682,0.8666666746139526,0.9269311428070068,0.9206314086914062,0.9144166707992554,0.9112741947174072,0.8616428375244141,0.9049354195594788,0.8986842036247253,0.8798707127571106,0.7938931584358215,0.8830189108848572,0.8666666746139526,0.8666666746139526,0.8988865613937378,0.8798707127571106,0.7323943972587585,0.8666666746139526,81,0.8986842036247253,0.009046625345945358,0.6341463327407837,0.8666666746139526,0.8666666746139526,0.8666666746139526,0.8043572902679443,0.009046625345945358,0.7323943972587585,0.009046625345945358,0.8666666746139526,0.9049354195594788
no_init_kenn_bottom_up_adapter_bert_ms,1,21jkaqs3,0.009126155637204649,0.625,0.625,0.8500000238418579,0.9142426252365112,0.009394573047757149,0.8333333134651184,0.7285714149475098,0.920543134212494,0.8666666746139526,0.87,0.375,0.008698677644133568,0.833333432674408,0.9000000953674316,0.9269311428070068,0.8609762191772461,0.8987036347389221,0.7142857313156128,0.9112544655799866,0.7458333373069763,0.8500000238418579,0.9269311428070068,0.920543134212494,0.9142426252365112,0.9112544655799866,0.8609762191772461,0.9048145413398744,0.8984649181365967,0.8794355392456055,0.7846153378486633,0.8742857575416565,0.8500000238418579,0.8333333730697632,0.8987036347389221,0.8794355392456055,0.7142857313156128,0.8333333134651184,86,0.8984649181365967,0.008872651495039463,0.625,0.8666666746139526,0.8333333134651184,0.8333333730697632,0.7945169806480408,0.008698677644133568,0.7142857313156128,0.008698677644133568,0.8666666746139526,0.9048145413398744
no_init_kenn_hybrid_adapter_bert_ms,0,u2h7bhr9,0.0095653822645545,0.699999988079071,0.699999988079071,0.8999999761581421,0.9147065877914428,0.009742519818246365,0.9333333373069764,0.7714285850524902,0.9209499955177308,0.8666666746139526,0.95,0.375,0.009742519818246365,0.9333333969116212,0.9333333969116212,0.9272791147232056,0.8629761934280396,0.9002035856246948,0.7999999523162842,0.9119216799736024,0.7833333015441895,0.8999999761581421,0.9272791147232056,0.9209499955177308,0.9147065877914428,0.9119216799736024,0.8629761934280396,0.9054770469665528,0.8991228342056274,0.881196916103363,0.8307691812515259,0.9163637161254884,0.9000000953674316,0.9333333969116212,0.9002035856246948,0.881196916103363,0.7999999523162842,0.9333333373069764,59,0.8991228342056274,0.009394572116434574,0.699999988079071,0.8666666746139526,0.9333333373069764,0.9333333969116212,0.8376237154006958,0.009742519818246365,0.7999999523162842,0.009742519818246365,0.8666666746139526,0.9054770469665528
no_init_kenn_top_down_adapter_bert_ms,0,1agp4jxv,0.00982257816940546,0.6904761791229248,0.6904761791229248,0.9166666865348816,0.9147935509681702,0.01009046658873558,0.9666666388511658,0.7638888955116272,0.9209653735160828,0.8666666746139526,0.95,0.375,0.01009046658873558,0.9666666984558104,0.9666666984558104,0.9272210597991944,0.8636428713798523,0.9000131487846375,0.8055554628372192,0.9117385745048524,0.7785714268684387,0.9166666269302368,0.9272210597991944,0.9209653735160828,0.9147935509681702,0.9117385745048524,0.8636428713798523,0.905497908592224,0.8993421196937561,0.8814529776573181,0.8333333134651184,0.9410029649734496,0.9166667461395264,0.9666666984558104,0.9000131487846375,0.8814529776573181,0.8055554628372192,0.9666666388511658,58,0.8993421196937561,0.00956854596734047,0.6904761791229248,0.8666666746139526,0.9666666388511658,0.9666666984558104,0.8419943451881409,0.01009046658873558,0.8055554628372192,0.01009046658873558,0.8666666746139526,0.905497908592224
no_init_kenn_bottom_up_adapter_bert_ms,0,5qgddgg9,0.00982257816940546,0.644444465637207,0.644444465637207,0.9166666865348816,0.9147935509681702,0.01009046658873558,0.9666666388511658,0.7333333492279053,0.920707941055298,0.8666666746139526,0.86,0.375,0.01009046658873558,0.9666666984558104,0.9666666984558104,0.926699161529541,0.8636428713798523,0.8990925550460815,0.7733333110809326,0.9111308455467224,0.7555555701255798,0.9166666269302368,0.926699161529541,0.920707941055298,0.9147935509681702,0.9111308455467224,0.8636428713798523,0.9051981568336488,0.8993421196937561,0.8810112476348877,0.8148148059844971,0.9410029649734496,0.9166667461395264,0.9666666984558104,0.8990925550460815,0.8810112476348877,0.7733333110809326,0.9666666388511658,59,0.8993421196937561,0.00956854596734047,0.644444465637207,0.8666666746139526,0.9666666388511658,0.9666666984558104,0.8283499479293823,0.01009046658873558,0.7733333110809326,0.01009046658873558,0.8666666746139526,0.9051981568336488
smart_init_classifier_adapter_bert_ms,2,jtdfrvp0,0.008777913637459278,0.9583333134651184,0.9583333134651184,0.8166666626930237,0.9140107035636902,0.009046625345945358,0.7666666507720947,0.9074074029922484,0.921082615852356,0.8666666746139526,0.9,0.375,0.008002784103155136,0.7666667103767395,0.8666667342185974,0.9282649159431458,0.8596428632736206,0.90537029504776,0.8518518805503845,0.9140625,0.912500023841858,0.8166666626930237,0.9282649159431458,0.921082615852356,0.9140107035636902,0.9140625,0.8596428632736206,0.905973494052887,0.8980262875556946,0.8819141983985901,0.8596490621566772,0.8409241437911987,0.8166667222976685,0.7666667103767395,0.90537029504776,0.8819141983985901,0.8518518805503845,0.7666666507720947,6,0.8980262875556946,0.008524704724550247,0.9583333134651184,0.8666666746139526,0.7666666507720947,0.7666667103767395,0.8619276881217957,0.008002784103155136,0.8518518805503845,0.008002784103155136,0.8666666746139526,0.905973494052887
smart_init_classifier_adapter_bert_ms,1,4173n9f9,0.009306772612035276,0.7105262875556946,0.7105262875556946,0.8833333253860474,0.91459059715271,0.009394573047757149,0.8999999761581421,0.779411792755127,0.920948326587677,0.8666666746139526,0.77,0.375,0.009394573047757149,0.9000000953674316,0.9000000953674316,0.9273951053619384,0.8623095154762268,0.9004141688346863,0.7941175699234009,0.9121050238609314,0.788596510887146,0.8833333253860474,0.9273951053619384,0.920948326587677,0.91459059715271,0.9121050238609314,0.8623095154762268,0.9054561257362366,0.898903489112854,0.8809500336647034,0.8281250596046448,0.8915888071060181,0.8833333849906921,0.9000000953674316,0.9004141688346863,0.8809500336647034,0.7941175699234009,0.8999999761581421,8,0.898903489112854,0.00922059826552868,0.7105262875556946,0.8666666746139526,0.8999999761581421,0.9000000953674316,0.8332808613777161,0.009394573047757149,0.7941175699234009,0.009394573047757149,0.8666666746139526,0.9054561257362366
smart_init_classifier_adapter_bert_ms,0,r7b67u9t,0.008777913637459278,1.0,1.0,0.8166666626930237,0.9140107035636902,0.009046625345945358,0.7666666507720947,0.9245283007621764,0.9211112856864928,0.8666666746139526,0.95,0.375,0.008002784103155136,0.7666667103767395,0.8666667342185974,0.9283229112625122,0.8596428632736206,0.9062036275863647,0.8679245114326477,0.9142665863037108,0.9333333373069764,0.8166666626930237,0.9283229112625122,0.9211112856864928,0.9140107035636902,0.9142665863037108,0.8596428632736206,0.9060736894607544,0.8980262875556946,0.8823094367980957,0.8672566413879395,0.8409241437911987,0.8166667222976685,0.7666667103767395,0.9062036275863647,0.8823094367980957,0.8679245114326477,0.7666666507720947,6,0.8980262875556946,0.008524704724550247,1.0,0.8666666746139526,0.7666666507720947,0.7666667103767395,0.8711110949516296,0.008002784103155136,0.8679245114326477,0.008002784103155136,0.8666666746139526,0.9060736894607544
