name,instance,run_id,test/micro/f1,test_incremental/macro_types/f1,test_incremental/macro_types/recall,test/macro_types/recall,test_incremental/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_only/macro_example/recall,test_incremental/macro_example/f1,test_pretraining/macro_example/f1,test_incremental_only/macro_types/f1,test_pretraining/micro/recall,test_pretraining/micro/precision,test_incremental_only/micro/recall,test_incremental/macro_example_exclusive/f1,test_incremental_metropolitan_transit-transit_line/macro_types/recall,test/micro/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental_only/micro/f1,epoch,threshold_incremental,test_pretraining/micro/f1,test_incremental_metropolitan_transit/macro_types/precision,test/macro_types/f1,test_incremental_only/macro_types/recall,test_incremental/macro_example_exclusive/recall,test_incremental/macro_example_exclusive/precision,test_incremental_metropolitan_transit/macro_types/f1,test_incremental_only/macro_example_exclusive/recall,threshold_pretraining,test_incremental/micro/f1,test_incremental_metropolitan_transit-transit_line/macro_types/precision,test/macro_example/f1,test/macro_example/recall,test_incremental_metropolitan_transit-transit_line/macro_types/f1,test_incremental/micro/precision,test_incremental_only/macro_example/f1,test_incremental_only/macro_types/precision,test/macro_types/precision,test_pretraining/macro_types/recall,test_pretraining/macro_example/recall,test_pretraining/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental_metropolitan_transit/macro_types/recall,test_incremental/micro/recall,test_incremental/macro_example/recall,test/macro_example/precision,test_incremental_only/micro/precision,test_incremental/macro_example/precision,test_incremental_only/macro_example/precision,test/micro/recall,test_pretraining/macro_types/f1
no_init_box_kenn_top_down_adapter_bert_ms,0,yls1dwmr,0.8881767392158508,0.7634831070899963,0.8999999761581421,0.8198940753936768,0.6629267930984497,0.9188355207443236,0.010438413359224796,0.009889023378491402,0.9129085540771484,0.5357142686843872,0.8813596367835999,0.8951002359390259,1.0,0.9473685026168824,1.0,0.8951002359390259,1.0,0.5357142686843872,41,0.01,0.8881767392158508,0.959999978542328,0.8487656116485596,1.0,0.9000000953674316,1.0,0.8727272748947144,1.0,0.25,0.6467065811157227,0.3658536672592163,0.9129085540771484,0.907057523727417,0.5357142686843872,0.5046728849411011,0.010438413359224796,0.3658536672592163,0.8797446489334106,0.8198940753936768,0.907057523727417,0.8797446489334106,1.0,0.800000011920929,0.8999999761581421,0.009394572116434574,0.9188355207443236,0.3658536672592163,0.010438413359224796,0.010438413359224796,0.8813596367835999,0.8487656116485596
no_init_box_kenn_bottom_up_adapter_bert_ms,0,ubkok23b,0.8917508721351624,0.8379073143005371,0.8500000238418579,0.8178940415382385,0.8261538743972778,0.9234748482704164,0.009394572116434574,0.009126156568527222,0.9149711728096008,0.782608687877655,0.8807017803192139,0.9030807018280028,0.8999999761581421,0.8742857575416565,0.8999999761581421,0.9030807018280028,0.9000000953674316,0.782608687877655,41,0.13,0.8917508721351624,0.959999978542328,0.8507120013237,0.8999999761581421,0.8500000238418579,0.9000000953674316,0.8727272748947144,0.9000000953674316,0.25,0.8225806951522827,0.692307710647583,0.9149711728096008,0.9066226482391356,0.782608687877655,0.796875,0.009394572116434574,0.692307710647583,0.8862737417221069,0.8178940415382385,0.9066226482391356,0.8862737417221069,0.9000000953674316,0.800000011920929,0.8500000238418579,0.008872651495039463,0.9234748482704164,0.692307710647583,0.009394572116434574,0.009394572116434574,0.8807017803192139,0.8507120013237
smart_init_box_adapter_bert_ms,2,b1bwfp1i,0.8921982645988464,0.8547989130020142,0.8166666626930237,0.8165607452392578,0.8966666460037231,0.9244027137756348,0.008698677644133568,0.00861081201583147,0.915308117866516,0.8333333134651184,0.8802631497383118,0.9044614434242249,0.8333333134651184,0.824915885925293,0.8333333134651184,0.9044614434242249,0.833333432674408,0.8333333134651184,19,0.78,0.8921982645988464,0.959999978542328,0.8512852787971497,0.8333333134651184,0.8166667222976685,0.8333333730697632,0.8727272748947144,0.8333333730697632,0.25,0.8521738648414612,0.8333333134651184,0.915308117866516,0.90639066696167,0.8333333134651184,0.8909090757369995,0.008698677644133568,0.8333333134651184,0.8890942335128784,0.8165607452392578,0.90639066696167,0.8890942335128784,0.8333333730697632,0.800000011920929,0.8166666626930237,0.008524704724550247,0.9244027137756348,0.8333333134651184,0.008698677644133568,0.008698677644133568,0.8802631497383118,0.8512852787971497
smart_init_box_adapter_bert_ms,1,794hpl7d,0.8871964812278748,0.750126838684082,0.8999999761581421,0.8198940753936768,0.6430434584617615,0.9178497195243835,0.010438413359224796,0.009889023378491402,0.9124216437339784,0.49180328845977783,0.8813596367835999,0.8931111097335815,1.0,0.9473685026168824,1.0,0.8931111097335815,1.0,0.49180328845977783,36,0.03,0.8871964812278748,0.959999978542328,0.8483952283859253,1.0,0.9000000953674316,1.0,0.8727272748947144,1.0,0.25,0.610169529914856,0.32608696818351746,0.9124216437339784,0.907057523727417,0.49180328845977783,0.4615384638309479,0.010438413359224796,0.32608696818351746,0.8789493441581726,0.8198940753936768,0.907057523727417,0.8789493441581726,1.0,0.800000011920929,0.8999999761581421,0.009394572116434574,0.9178497195243835,0.32608696818351746,0.010438413359224796,0.010438413359224796,0.8813596367835999,0.8483952283859253
smart_init_box_adapter_bert_ms,0,np0t5iwh,0.8892576694488525,0.781943678855896,0.8999999761581421,0.8198940753936768,0.6912676095962524,0.9206332564353944,0.010438413359224796,0.009889023378491402,0.9137949347496032,0.594059407711029,0.8813596367835999,0.8972985148429871,1.0,0.9473685026168824,1.0,0.8972985148429871,1.0,0.594059407711029,41,0.09,0.8892576694488525,0.959999978542328,0.8492928743362427,1.0,0.9000000953674316,1.0,0.8727272748947144,1.0,0.25,0.6923076510429382,0.4225352108478546,0.9137949347496032,0.907057523727417,0.594059407711029,0.5625,0.010438413359224796,0.4225352108478546,0.8808783292770386,0.8198940753936768,0.907057523727417,0.8808783292770386,1.0,0.800000011920929,0.8999999761581421,0.009394572116434574,0.9206332564353944,0.4225352108478546,0.010438413359224796,0.010438413359224796,0.8813596367835999,0.8492928743362427
no_init_kenn_horizontal_adapter_bert_ms,2,3fbp3n10,0.8678725957870483,0.6231030225753784,0.9333333373069764,0.864309549331665,0.46765828132629395,0.8650544881820679,0.010438413359224796,0.010078467428684236,0.8893111944198608,0.12847965955734253,0.8995614051818848,0.8383404612541199,1.0,0.965517282485962,1.0,0.8383404612541199,1.0,0.12847965955734253,14,0.01,0.8678725957870483,0.8666666746139526,0.8757886290550232,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.2125237137079239,0.06864988803863525,0.8893111944198608,0.9149675369262696,0.12847965955734253,0.11991434544324876,0.010438413359224796,0.06864988803863525,0.8875766396522522,0.864309549331665,0.9149675369262696,0.8875766396522522,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.8650544881820679,0.06864988803863525,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8757886290550232
no_init_kenn_horizontal_adapter_bert_ms,1,2sc56ae1,0.8633972406387329,0.6200235486030579,0.9333333373069764,0.864309549331665,0.4641975462436676,0.8576316833496094,0.010438413359224796,0.010078467428684236,0.8853723406791687,0.11627907305955888,0.8995614051818848,0.8300283551216125,1.0,0.965517282485962,1.0,0.8300283551216125,1.0,0.11627907305955888,11,0.01,0.8633972406387329,0.8666666746139526,0.8757211565971375,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.1944444477558136,0.06172839552164078,0.8853723406791687,0.9149675369262696,0.11627907305955888,0.10852713137865068,0.010438413359224796,0.06172839552164078,0.887438178062439,0.864309549331665,0.9149675369262696,0.887438178062439,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.8576316833496094,0.06172839552164078,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8757211565971375
no_init_kenn_horizontal_adapter_bert_ms,0,3a1y06tx,0.9034247398376464,0.7760299444198608,0.9333333373069764,0.864309549331665,0.6641025543212891,0.9242055416107178,0.010438413359224796,0.010078467428684236,0.919563353061676,0.6315789818763733,0.8995614051818848,0.9073213934898376,1.0,0.965517282485962,1.0,0.9073213934898376,1.0,0.6315789818763733,33,0.91,0.9034247398376464,0.8666666746139526,0.8795966506004333,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.72258061170578,0.4615384638309479,0.919563353061676,0.9149675369262696,0.6315789818763733,0.5894736647605896,0.010438413359224796,0.4615384638309479,0.8954343795776367,0.864309549331665,0.9149675369262696,0.8954343795776367,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.9242055416107178,0.4615384638309479,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8795966506004333
smart_init_kenn_hybrid_adapter_bert_ms,2,w087gv6q,0.9036025404930116,0.7748522758483887,0.9166666269302368,0.8636428713798523,0.6710382699966431,0.9247854351997375,0.01009046658873558,0.00982257816940546,0.9197916388511658,0.6373626589775085,0.8993421196937561,0.907903492450714,0.9666666388511658,0.9410029649734496,0.9666666388511658,0.907903492450714,0.9666666984558104,0.6373626589775085,7,0.72,0.9036025404930116,0.8666666746139526,0.8793850541114807,0.9666666388511658,0.9166667461395264,0.9666666984558104,0.8666666746139526,0.9666666984558104,0.375,0.7284768223762512,0.4754098355770111,0.9197916388511658,0.9148515462875366,0.6373626589775085,0.6043956279754639,0.01009046658873558,0.4754098355770111,0.8957118391990662,0.8636428713798523,0.9148515462875366,0.8957118391990662,0.9666666984558104,0.8666666746139526,0.9166666865348816,0.00956854596734047,0.9247854351997375,0.4754098355770111,0.01009046658873558,0.01009046658873558,0.8993421196937561,0.8793850541114807
smart_init_kenn_top_down_adapter_bert_ms,2,wjnv2ij7,0.9038017392158508,0.780197024345398,0.9166666269302368,0.8636428713798523,0.6790960431098938,0.9249594211578368,0.01009046658873558,0.00982257816940546,0.9198777675628662,0.651685357093811,0.8993421196937561,0.9083056449890136,0.9666666388511658,0.9410029649734496,0.9666666388511658,0.9083056449890136,0.9666666984558104,0.651685357093811,7,0.91,0.9038017392158508,0.8666666746139526,0.8795403838157654,0.9666666388511658,0.9166667461395264,0.9666666984558104,0.8666666746139526,0.9666666984558104,0.375,0.7382550239562988,0.49152541160583496,0.9198777675628662,0.9148515462875366,0.651685357093811,0.617977499961853,0.01009046658873558,0.49152541160583496,0.8960341215133667,0.8636428713798523,0.9148515462875366,0.8960341215133667,0.9666666984558104,0.8666666746139526,0.9166666865348816,0.00956854596734047,0.9249594211578368,0.49152541160583496,0.01009046658873558,0.01009046658873558,0.8993421196937561,0.8795403838157654
smart_init_kenn_bottom_up_adapter_bert_ms,2,iyfk9y4j,0.9038017392158508,0.780197024345398,0.9166666269302368,0.8636428713798523,0.6790960431098938,0.9249594211578368,0.01009046658873558,0.00982257816940546,0.9198777675628662,0.651685357093811,0.8993421196937561,0.9083056449890136,0.9666666388511658,0.9410029649734496,0.9666666388511658,0.9083056449890136,0.9666666984558104,0.651685357093811,7,0.75,0.9038017392158508,0.8666666746139526,0.8795403838157654,0.9666666388511658,0.9166667461395264,0.9666666984558104,0.8666666746139526,0.9666666984558104,0.375,0.7382550239562988,0.49152541160583496,0.9198777675628662,0.9148515462875366,0.651685357093811,0.617977499961853,0.01009046658873558,0.49152541160583496,0.8960341215133667,0.8636428713798523,0.9148515462875366,0.8960341215133667,0.9666666984558104,0.8666666746139526,0.9166666865348816,0.00956854596734047,0.9249594211578368,0.49152541160583496,0.01009046658873558,0.01009046658873558,0.8993421196937561,0.8795403838157654
smart_init_kenn_hybrid_adapter_bert_ms,1,pn0h3501,0.9000548124313354,0.7190951704978943,0.9333333373069764,0.864309549331665,0.5848485231399536,0.9197112321853638,0.010438413359224796,0.010078467428684236,0.9173333048820496,0.46511632204055786,0.8995614051818848,0.9005488753318787,1.0,0.965517282485962,1.0,0.9005488753318787,1.0,0.46511632204055786,7,0.04,0.9000548124313354,0.8666666746139526,0.8780644536018372,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.5925925970077515,0.3030303120613098,0.9173333048820496,0.9149675369262696,0.46511632204055786,0.43410852551460266,0.010438413359224796,0.3030303120613098,0.8922642469406128,0.864309549331665,0.9149675369262696,0.8922642469406128,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.9197112321853638,0.3030303120613098,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8780644536018372
smart_init_kenn_top_down_adapter_bert_ms,1,18g28g3k,0.901142418384552,0.7332347631454468,0.9333333373069764,0.864309549331665,0.603787899017334,0.9209000468254088,0.010438413359224796,0.010078467428684236,0.9179242253303528,0.508474588394165,0.8995614051818848,0.9027288556098938,1.0,0.965517282485962,1.0,0.9027288556098938,1.0,0.508474588394165,6,0.17,0.901142418384552,0.8666666746139526,0.8784311413764954,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.6292134523391724,0.34090909361839294,0.9179242253303528,0.9149675369262696,0.508474588394165,0.47457626461982727,0.010438413359224796,0.34090909361839294,0.893021821975708,0.864309549331665,0.9149675369262696,0.893021821975708,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.9209000468254088,0.34090909361839294,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8784311413764954
smart_init_kenn_bottom_up_adapter_bert_ms,1,uymd9zi1,0.8999561071395874,0.7179487943649292,0.9333333373069764,0.864309549331665,0.5833333730697632,0.9195372462272644,0.010438413359224796,0.010078467428684236,0.9172466993331908,0.46153849363327026,0.8995614051818848,0.9003511667251587,1.0,0.965517282485962,1.0,0.9003511667251587,1.0,0.46153849363327026,7,0.04,0.8999561071395874,0.8666666746139526,0.8780351281166077,1.0,0.9333333969116212,1.0,0.8666666746139526,1.0,0.375,0.5894736647605896,0.30000001192092896,0.9172466993331908,0.9149675369262696,0.46153849363327026,0.4307692348957062,0.010438413359224796,0.30000001192092896,0.8922036290168762,0.864309549331665,0.9149675369262696,0.8922036290168762,1.0,0.8666666746139526,0.9333333373069764,0.00974251888692379,0.9195372462272644,0.30000001192092896,0.010438413359224796,0.010438413359224796,0.8995614051818848,0.8780351281166077
smart_init_kenn_hybrid_adapter_bert_ms,0,69zm5n0a,0.9040794372558594,0.7827907204627991,0.8999999761581421,0.8629761934280396,0.6925926208496094,0.9255393743515016,0.009742519818246365,0.0095653822645545,0.9200764298439026,0.6666666865348816,0.8991228342056274,0.9090909361839294,0.9333333373069764,0.9163636565208436,0.9333333373069764,0.9090909361839294,0.9333333969116212,0.6666666865348816,7,0.79,0.9040794372558594,0.8666666746139526,0.8794543743133545,0.9333333373069764,0.9000000357627869,0.9333333969116212,0.8666666746139526,0.9333333969116212,0.375,0.7499999403953552,0.5185185074806213,0.9200764298439026,0.9146775603294371,0.6666666865348816,0.6428571343421936,0.009742519818246365,0.5185185074806213,0.8965740203857422,0.8629761934280396,0.9146775603294371,0.8965740203857422,0.9333333969116212,0.8666666746139526,0.8999999761581421,0.009394572116434574,0.9255393743515016,0.5185185074806213,0.009742519818246365,0.009742519818246365,0.8991228342056274,0.8794543743133545
smart_init_kenn_top_down_adapter_bert_ms,0,kbmvcgea,0.9038800597190856,0.7768421769142151,0.8999999761581421,0.8629761934280396,0.6833333373069763,0.9251914024353028,0.009742519818246365,0.0095653822645545,0.919904351234436,0.6511627435684204,0.8991228342056274,0.908687949180603,0.9333333373069764,0.9163636565208436,0.9333333373069764,0.908687949180603,0.9333333969116212,0.6511627435684204,6,0.74,0.9038800597190856,0.8666666746139526,0.8792760968208313,0.9333333373069764,0.9000000357627869,0.9333333969116212,0.8666666746139526,0.9333333969116212,0.375,0.7397260665893555,0.5,0.919904351234436,0.9146775603294371,0.6511627435684204,0.6279069781303406,0.009742519818246365,0.5,0.8962036371231079,0.8629761934280396,0.9146775603294371,0.8962036371231079,0.9333333969116212,0.8666666746139526,0.8999999761581421,0.009394572116434574,0.9251914024353028,0.5,0.009742519818246365,0.009742519818246365,0.8991228342056274,0.8792760968208313
smart_init_kenn_bottom_up_adapter_bert_ms,0,fmnsm482,0.9038800597190856,0.7768421769142151,0.8999999761581421,0.8629761934280396,0.6833333373069763,0.9251914024353028,0.009742519818246365,0.0095653822645545,0.919904351234436,0.6511627435684204,0.8991228342056274,0.908687949180603,0.9333333373069764,0.9163636565208436,0.9333333373069764,0.908687949180603,0.9333333969116212,0.6511627435684204,7,0.76,0.9038800597190856,0.8666666746139526,0.8792760968208313,0.9333333373069764,0.9000000357627869,0.9333333969116212,0.8666666746139526,0.9333333969116212,0.375,0.7397260665893555,0.5,0.919904351234436,0.9146775603294371,0.6511627435684204,0.6279069781303406,0.009742519818246365,0.5,0.8962036371231079,0.8629761934280396,0.9146775603294371,0.8962036371231079,0.9333333969116212,0.8666666746139526,0.8999999761581421,0.009394572116434574,0.9251914024353028,0.5,0.009742519818246365,0.009742519818246365,0.8991228342056274,0.8792760968208313
