name,instance,run_id,test_incremental_only/macro_types/f1,test_incremental_only/macro_types/precision,test/macro_example/f1,test_incremental_only/macro_example_exclusive/recall,test_incremental_GPE-STATE_PROVINCE/macro_types/precision,test/macro_example/recall,test_pretraining/micro/f1,test_incremental_only/macro_example_exclusive/f1,test/macro_types/recall,test_incremental/micro/precision,test_incremental_GPE-CITY/macro_types/f1,test_incremental_only/macro_example_exclusive/precision,test/macro_example/precision,test_pretraining/macro_types/precision,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/recall,epoch,test/macro_types/f1,test/macro_types/precision,test_pretraining/micro/precision,test_pretraining/macro_types/recall,test_incremental_only/macro_example/precision,test_incremental_only/micro/f1,test_incremental/macro_types/f1,test_incremental_GPE-CITY/macro_types/recall,threshold_incremental,test_incremental/macro_types/precision,test_incremental_GPE-COUNTRY/macro_types/f1,test_incremental/macro_example/recall,test_incremental_only/micro/precision,test_pretraining/macro_types/f1,test_pretraining/macro_example/f1,test_incremental_only/micro/recall,test_incremental_only/macro_example/f1,test_incremental/macro_example_exclusive/f1,threshold_pretraining,test_incremental/micro/f1,test_incremental/macro_example/f1,test/micro/precision,test_incremental/micro/recall,test/micro/recall,test_incremental_GPE-CITY/macro_types/precision,test_incremental_GPE/macro_types/recall,test_incremental_only/macro_types/recall,test_incremental_GPE/macro_types/precision,test_incremental_only/macro_example/recall,test_incremental_GPE-COUNTRY/macro_types/recall,test_pretraining/micro/recall,test_incremental_GPE-COUNTRY/macro_types/precision,test_incremental/macro_types/recall,test_pretraining/macro_example/precision,test_incremental_GPE-STATE_PROVINCE/macro_types/recall,test_incremental_GPE/macro_types/f1,test_incremental_GPE-STATE_PROVINCE/macro_types/f1,test_incremental/macro_example_exclusive/precision,test/micro/f1,test_pretraining/macro_example/recall
no_init_kenn_bottom_up_adapter_bert_ms,0,4br68ihv,0.6672165989875793,0.6190476417541504,0.8284879326820374,0.7450981140136719,0.7142857313156128,0.8513195514678955,0.8149108290672302,0.7326382398605347,0.857232928276062,0.6691729426383972,0.5,0.7205883264541626,0.8068488836288452,0.7821085453033447,0.0874960720539093,0.8513072729110718,17,0.8179494142532349,0.7821085453033447,0.7754472494125366,0.857232928276062,0.06927426904439926,0.6694915294647217,0.7066572308540344,0.5,0.25,0.642343282699585,0.7272727489471436,0.08184102922677994,0.6220472455024719,0.8179494142532349,0.8284879326820374,0.7247706651687622,0.07043270021677017,0.8797367811203003,0.25,0.7463312149047852,0.0845741257071495,0.7754472494125366,0.8436018824577332,0.8586065769195557,0.5,0.970588207244873,0.7235142588615417,0.7122302055358887,0.07163053750991821,0.8372092843055725,0.8586065769195557,0.6428571343421936,0.7852827310562134,0.8068488836288452,0.8333333134651184,0.821576714515686,0.7692307233810425,0.910130739212036,0.8149108290672302,0.8513195514678955
no_init_kenn_horizontal_adapter_bert_ms,2,9agwazev,0.5769107937812805,0.4765436053276062,0.8221394419670105,0.7303922176361084,0.4098360538482666,0.8510838747024536,0.8038400411605835,0.7153841853141785,0.8583889007568359,0.5784313678741455,0.5714285969734192,0.7009804248809814,0.7950989603996277,0.7596079111099243,0.0849827229976654,0.8447713255882263,16,0.8059830069541931,0.7596079111099243,0.7561709880828857,0.8583889007568359,0.06738924980163574,0.5652173757553101,0.6385452747344971,0.7777777910232544,0.06999999999999999,0.5354652404785156,0.5747126340866089,0.08121269196271896,0.46706587076187134,0.8059830069541931,0.8221394419670105,0.7155963182449341,0.06877396255731583,0.863934338092804,0.25,0.6847195029258728,0.08305494487285614,0.7561709880828857,0.8388625383377075,0.8579235076904297,0.4516128897666931,0.970588207244873,0.7308355569839478,0.7122302055358887,0.07021677494049072,0.5813953280448914,0.8579235076904297,0.5681818127632141,0.7907736301422119,0.7950989603996277,0.8333333134651184,0.821576714515686,0.5494505167007446,0.8839870095252991,0.8038400411605835,0.8510838747024536
no_init_kenn_horizontal_adapter_bert_ms,1,box7h5rk,0.6272455453872681,0.6315963268280029,0.8273394107818604,0.6519608497619629,0.7142857313156128,0.8480992913246155,0.8119908571243286,0.6519608497619629,0.8413549661636353,0.6679999828338623,0.575757622718811,0.6519608497619629,0.8075714707374573,0.7840899229049683,0.08906691521406174,0.8022876977920532,17,0.811713695526123,0.7840899229049683,0.7763239741325378,0.8413549661636353,0.06267672032117844,0.6181818246841431,0.679568886756897,0.5277777910232544,0.17,0.6517547369003296,0.6041666865348816,0.07712849229574203,0.6126126050949097,0.811713695526123,0.8273394107818604,0.6238532066345215,0.06267672032117844,0.8599188923835754,0.25,0.7245119214057922,0.08266891539096832,0.7763239741325378,0.7914692163467407,0.8510928750038147,0.6333333253860474,0.970588207244873,0.6229543685913086,0.7122302055358887,0.06267672032117844,0.6744186282157898,0.8510928750038147,0.5471698045730591,0.7098628282546997,0.8075714707374573,0.6666666865348816,0.821576714515686,0.6896552443504333,0.9264706373214722,0.8119908571243286,0.8480992913246155
no_init_kenn_horizontal_adapter_bert_ms,0,fnrekwk1,0.5724406838417053,0.448818564414978,0.8189494609832764,0.8186274766921997,0.5952380895614624,0.8541470766067505,0.79735267162323,0.8011033535003662,0.8677388429641724,0.5254237055778503,0.3181818127632141,0.7843137979507446,0.7865378856658936,0.7552303075790405,0.08796732127666473,0.888888955116272,15,0.8075848817825317,0.7552303075790405,0.7401989698410034,0.8677388429641724,0.07540056109428406,0.5370370745658875,0.63687664270401,0.5833333134651184,0.06999999999999999,0.5146714448928833,0.6833332777023315,0.08545397222042084,0.4046511650085449,0.8075848817825317,0.8189494609832764,0.7981651425361633,0.07701463997364044,0.901771366596222,0.25,0.6584070920944214,0.0866924375295639,0.7401989698410034,0.8815165758132935,0.8640710115432739,0.21875,0.970588207244873,0.7900516986846924,0.7122302055358887,0.07869934290647507,0.9534883499145508,0.8640710115432739,0.5324675440788269,0.8351857662200928,0.7865378856658936,0.8333333134651184,0.821576714515686,0.6944444179534912,0.9150327444076538,0.79735267162323,0.8541470766067505
smart_init_box_adapter_bert_ms,2,rruneyw1,0.43765854835510254,0.29659244418144226,0.8213939070701599,0.8725490570068359,0.242718443274498,0.8509267568588257,0.7780872583389282,0.4508170485496521,0.8675700426101685,0.4387990832328797,0.43478262424468994,0.3039216101169586,0.7938423156738281,0.748508095741272,0.05230914056301117,0.9150327444076538,16,0.8036531805992126,0.748508095741272,0.7113752365112305,0.8675700426101685,0.02921772189438343,0.4375,0.565192699432373,0.8333333134651184,0.19,0.4188728928565979,0.4965517222881317,0.08796732127666473,0.2964169383049011,0.8036531805992126,0.8213939070701599,0.8348624110221863,0.04333961755037308,0.6824320554733276,0.175,0.590062141418457,0.06560608744621277,0.7113752365112305,0.900473952293396,0.8586065769195557,0.29411765933036804,0.970588207244873,0.8346253633499146,0.7857142686843872,0.0838831290602684,0.8372092843055725,0.8586065769195557,0.3529411852359772,0.868615984916687,0.7938423156738281,0.8333333134651184,0.8684210181236267,0.37593987584114075,0.5441176891326904,0.7780872583389282,0.8509267568588257
smart_init_box_adapter_bert_ms,1,135qq0xs,0.4374243319034576,0.285714328289032,0.8202535510063171,0.9411765336990356,0.22689075767993927,0.8536757826805115,0.7729350328445435,0.4923077523708343,0.8830467462539673,0.4161490797996521,0.43870970606803894,0.3333333730697632,0.7893496751785278,0.7467905282974243,0.04948161914944649,0.9558823704719543,16,0.8092230558395386,0.7467905282974243,0.6978536248207092,0.8830467462539673,0.03204524144530296,0.4377682507038117,0.5720484852790833,0.9444444179534912,0.18000000000000002,0.4107142686843872,0.5061728358268738,0.09189444035291672,0.2857142984867096,0.8092230558395386,0.8202535510063171,0.9357798099517822,0.04732835665345192,0.6691176891326904,0.175,0.5792507529258728,0.06432610005140305,0.6978536248207092,0.9526066184043884,0.8661202192306519,0.2857142984867096,0.970588207244873,0.932644248008728,0.7857142686843872,0.09048067778348924,0.9534883499145508,0.8661202192306519,0.3445378243923187,0.942130208015442,0.7893496751785278,0.8999999761581421,0.8684210181236267,0.3624161183834076,0.5147058963775635,0.7729350328445435,0.8536757826805115
smart_init_box_adapter_bert_ms,0,keiqj6kn,0.3400021195411682,0.2057787179946899,0.8092803955078125,0.9803922176361084,0.1627907007932663,0.855089545249939,0.7392566800117493,0.5154888033866882,0.890173077583313,0.3188854455947876,0.3396226167678833,0.34967324137687683,0.7681297659873962,0.7341691255569458,0.04869619756937027,0.9771242141723632,16,0.8046796917915344,0.7341691255569458,0.6429293155670166,0.890173077583313,0.0336160883307457,0.34022256731987,0.5160568952560425,1.0,0.02,0.35076260566711426,0.4000000059604645,0.09393653273582458,0.20576922595500943,0.8046796917915344,0.8092803955078125,0.9816513657569884,0.049556881189346313,0.6671993732452393,0.175,0.4807467758655548,0.06414169073104858,0.6429293155670166,0.9763033390045166,0.869535505771637,0.20454545319080353,0.970588207244873,0.9777778387069702,0.7857142686843872,0.09425070881843568,1.0,0.869535505771637,0.25,0.9759804010391236,0.7681297659873962,0.9333333373069764,0.8684210181236267,0.2772277295589447,0.5065360069274902,0.7392566800117493,0.855089545249939
smart_init_classifier_adapter_bert_ms,2,ljfsbouy,0.41859903931617737,0.2675938904285431,0.8158020377159119,0.960784375667572,0.20588235557079315,0.8597235679626465,0.7655131220817566,0.548686146736145,0.8946937322616577,0.38273921608924866,0.42424240708351135,0.3839869797229767,0.776150107383728,0.726615846157074,0.052544768899679184,0.9656863212585448,13,0.8019426465034485,0.726615846157074,0.6795550584793091,0.8946937322616577,0.03691486269235611,0.4174950420856476,0.5437108874320984,0.9722222089767456,0.02,0.3787529468536377,0.4883720874786377,0.09283694624900818,0.2664974629878998,0.8019426465034485,0.8158020377159119,0.963302731513977,0.05274832993745804,0.6980487704277039,0.25,0.5483871102333069,0.0671074166893959,0.6795550584793091,0.9668246507644652,0.876366138458252,0.27131783962249756,0.970588207244873,0.960766613483429,0.7122302055358887,0.09236568957567216,0.9767441749572754,0.876366138458252,0.3255814015865326,0.9632220268249512,0.776150107383728,0.9333333373069764,0.821576714515686,0.33734938502311707,0.5465686321258545,0.7655131220817566,0.8597235679626465
smart_init_classifier_adapter_bert_ms,1,zt0ggwy4,0.43754857778549194,0.3589901626110077,0.8199519515037537,0.5392157435417175,0.3035714328289032,0.8446434140205383,0.7921994924545288,0.33700984716415405,0.831433892250061,0.5177993774414062,0.42553192377090454,0.2450980693101883,0.7966631054878235,0.7410468459129333,0.06958843767642975,0.7532680630683899,12,0.7836426496505737,0.7410468459129333,0.7445913553237915,0.831433892250061,0.023562677204608917,0.4372759759426117,0.5341126918792725,0.5555555820465088,0.14,0.44730016589164734,0.4848484992980957,0.07241595536470413,0.3588235378265381,0.7836426496505737,0.8199519515037537,0.5596330165863037,0.03239867836236954,0.7382693290710449,0.25,0.6153846383094788,0.07097404450178146,0.7445913553237915,0.758293867111206,0.8463114500045776,0.3448275923728943,0.970588207244873,0.5601206421852112,0.7122302055358887,0.05183789134025574,0.5581395626068115,0.8463114500045776,0.4285714328289032,0.6627374887466431,0.7966631054878235,0.5666666626930237,0.821576714515686,0.3953488767147064,0.7238562703132629,0.7921994924545288,0.8446434140205383
smart_init_classifier_adapter_bert_ms,0,ucu5sc9b,0.4410465359687805,0.3347633481025696,0.819688081741333,0.6372549533843994,0.20270270109176636,0.8481777906417847,0.7876496911048889,0.3707665205001831,0.845026969909668,0.4816901385784149,0.4716980755329132,0.26143795251846313,0.7930501103401184,0.7372215986251831,0.06636819988489151,0.803921639919281,11,0.7874516844749451,0.7372215986251831,0.7309941649436951,0.845026969909668,0.02513352409005165,0.4430769085884094,0.5397767424583435,0.6944444179534912,0.1,0.42913004755973816,0.5565217733383179,0.07728557288646698,0.3333333432674408,0.7874516844749451,0.819688081741333,0.6605504751205444,0.03564390167593956,0.7428253293037415,0.25,0.6042402982711792,0.07141203433275223,0.7309941649436951,0.8104265332221985,0.8538251519203186,0.3571428656578064,0.970588207244873,0.6462101936340332,0.7122302055358887,0.061262957751750946,0.7441860437393188,0.8538251519203186,0.4444444477558136,0.7273046970367432,0.7930501103401184,0.5,0.821576714515686,0.2884615361690521,0.6903595328330994,0.7876496911048889,0.8481777906417847
