name,test_incremental/macro_example/precision/mean,test/macro_types/f1/mean,test_incremental_GPE-STATE_PROVINCE/macro_types/recall/mean,test/macro_example/recall/mean,test_incremental_only/macro_types/f1/mean,test/micro/recall/mean,test_incremental_only/micro/precision/mean,test_incremental_GPE-CITY/macro_types/f1/mean,test_incremental/macro_example_exclusive/recall/mean,test/micro/f1/mean,test_pretraining/micro/recall/mean,test_incremental_GPE/macro_types/f1/mean,test_incremental_only/macro_example/f1/mean,test_incremental_only/macro_example_exclusive/recall/mean,test/macro_example/precision/mean,test_incremental/micro/recall/mean,test_incremental_only/micro/recall/mean,threshold_pretraining/mean,test/macro_types/precision/mean,test_incremental/macro_example_exclusive/f1/mean,test_incremental_GPE-STATE_PROVINCE/macro_types/precision/mean,test_incremental/micro/f1/mean,test_incremental_GPE/macro_types/recall/mean,test_incremental_GPE/macro_types/precision/mean,test_incremental_GPE-COUNTRY/macro_types/precision/mean,epoch/mean,test/macro_example/f1/mean,test_incremental_GPE-COUNTRY/macro_types/recall/mean,test_incremental/macro_example/recall/mean,test_pretraining/macro_example/recall/mean,test_incremental_only/micro/f1/mean,test_incremental/macro_types/f1/mean,test/micro/precision/mean,test_pretraining/macro_types/recall/mean,test_incremental_GPE-CITY/macro_types/precision/mean,test_pretraining/macro_types/precision/mean,test_incremental_only/macro_example_exclusive/f1/mean,test_pretraining/micro/precision/mean,test_incremental/macro_example/f1/mean,test_incremental/macro_types/precision/mean,test_incremental/micro/precision/mean,test_incremental/macro_types/recall/mean,test_incremental_GPE-COUNTRY/macro_types/f1/mean,test_incremental_GPE-STATE_PROVINCE/macro_types/f1/mean,test_pretraining/macro_types/f1/mean,test_incremental/macro_example_exclusive/precision/mean,test_incremental_only/macro_example_exclusive/precision/mean,threshold_incremental/mean,test_pretraining/macro_example/f1/mean,test_incremental_only/macro_types/recall/mean,test_incremental_GPE-CITY/macro_types/recall/mean,test_incremental_only/macro_types/precision/mean,test_pretraining/macro_example/precision/mean,test_incremental_only/macro_example/recall/mean,test_incremental_only/macro_example/precision/mean,test/macro_types/recall/mean,test_pretraining/micro/f1/mean,test_incremental/macro_example/precision/std,test/macro_types/f1/std,test_incremental_GPE-STATE_PROVINCE/macro_types/recall/std,test/macro_example/recall/std,test_incremental_only/macro_types/f1/std,test/micro/recall/std,test_incremental_only/micro/precision/std,test_incremental_GPE-CITY/macro_types/f1/std,test_incremental/macro_example_exclusive/recall/std,test/micro/f1/std,test_pretraining/micro/recall/std,test_incremental_GPE/macro_types/f1/std,test_incremental_only/macro_example/f1/std,test_incremental_only/macro_example_exclusive/recall/std,test/macro_example/precision/std,test_incremental/micro/recall/std,test_incremental_only/micro/recall/std,threshold_pretraining/std,test/macro_types/precision/std,test_incremental/macro_example_exclusive/f1/std,test_incremental_GPE-STATE_PROVINCE/macro_types/precision/std,test_incremental/micro/f1/std,test_incremental_GPE/macro_types/recall/std,test_incremental_GPE/macro_types/precision/std,test_incremental_GPE-COUNTRY/macro_types/precision/std,epoch/std,test/macro_example/f1/std,test_incremental_GPE-COUNTRY/macro_types/recall/std,test_incremental/macro_example/recall/std,test_pretraining/macro_example/recall/std,test_incremental_only/micro/f1/std,test_incremental/macro_types/f1/std,test/micro/precision/std,test_pretraining/macro_types/recall/std,test_incremental_GPE-CITY/macro_types/precision/std,test_pretraining/macro_types/precision/std,test_incremental_only/macro_example_exclusive/f1/std,test_pretraining/micro/precision/std,test_incremental/macro_example/f1/std,test_incremental/macro_types/precision/std,test_incremental/micro/precision/std,test_incremental/macro_types/recall/std,test_incremental_GPE-COUNTRY/macro_types/f1/std,test_incremental_GPE-STATE_PROVINCE/macro_types/f1/std,test_pretraining/macro_types/f1/std,test_incremental/macro_example_exclusive/precision/std,test_incremental_only/macro_example_exclusive/precision/std,threshold_incremental/std,test_pretraining/macro_example/f1/std,test_incremental_only/macro_types/recall/std,test_incremental_GPE-CITY/macro_types/recall/std,test_incremental_only/macro_types/precision/std,test_pretraining/macro_example/precision/std,test_incremental_only/macro_example/recall/std,test_incremental_only/macro_example/precision/std,test/macro_types/recall/std,test_pretraining/micro/f1/std
no_init_box_kenn_bottom_up_adapter_bert_ms,0.09252277513345082,0.7974069317181905,0.34444444874922436,0.8249555031458536,0.296051949262619,0.8089708487192789,0.8649122714996338,0.20501450449228287,0.5620915691057841,0.804028590520223,0.8089708487192789,0.8684210181236267,0.01676243698845307,0.16993465522925058,0.8268928726514181,0.5560821493466696,0.16819571952025095,0.17499999999999996,0.8335232535998026,0.7095096309979757,0.9133987029393514,0.6536678671836853,0.970588207244873,0.7857142686843872,0.7916666666666666,45.333333333333336,0.8259222110112509,0.08527132123708725,0.05403707052270571,0.8249555031458536,0.2792081832885742,0.5158140858014425,0.7991522947947184,0.7647390365600586,0.8000000019868215,0.8335232535998026,0.17436222732067108,0.7991522947947184,0.06820921351512273,0.8226948976516724,0.7934732039769491,0.3801685969034831,0.15139093498388925,0.4842958648999532,0.7974069317181905,0.9624183773994446,0.17973857621351877,0.02666666666666667,0.8259222110112509,0.18336205184459686,0.12037037188808124,0.8350218137105306,0.8268928726514181,0.016336788423359394,0.01727929525077343,0.7647390365600586,0.804028590520223,0.0013603879312556737,0.012211787163066447,0.13471506276994513,0.001202300892382852,0.0180806990858882,0.0015774464004864408,0.15220752230188966,0.14022367347720335,0.014975723665796066,0.00042290229423594465,0.0015774464004864408,0.0,0.0027363670751954,0.03443023967737118,0.0008311979898416429,0.010945046413916264,0.0211871692357399,0.0,0.03118424874081761,0.008300533874098287,0.08828066598929347,0.0018571463480887252,0.0,0.0,0.19094065395649332,7.637626158259733,0.00020301039551712637,0.026853500792503655,0.0014397031631111033,0.001202300892382852,0.019986869633927207,0.014591617870212788,0.0022385046578945935,0.00409576888543487,0.3464101580724997,0.03118424874081761,0.028463576023164423,0.0022385046578945935,0.0007979817995050669,0.1481252563306543,0.021727139055754626,0.019454794819536676,0.038725390999874536,0.13559475052107925,0.012211787163066447,0.014150766858021009,0.02264118997912019,0.02886751345948129,0.00020301039551712637,0.02593974529135015,0.08929306288077717,0.1975003143397666,0.0008311979898416429,0.0033099761701475324,0.0021766273574808934,0.00409576888543487,0.00042290229423594465
no_init_box_kenn_horizontal_adapter_bert_ms,0.06320033470789592,0.7733992536862692,0.6777777783572674,0.8440412680308024,0.06428979213039081,0.8469945391019186,0.1253937209645907,0.04375569522380829,0.8229848444461823,0.5439462065696716,0.8469945391019186,0.8684210181236267,0.034923482996722065,0.679738562554121,0.4537348747253418,0.8199052015940348,0.6788990820447603,0.17499999999999996,0.7184402743975321,0.6667779088020325,0.10218347484866779,0.2749783545732498,0.970588207244873,0.7857142686843872,0.19368520379066467,46.0,0.5462599992752075,0.6899224817752838,0.07911823193232219,0.8440412680308024,0.06600535164276759,0.34731648365656537,0.4478370745976766,0.8428590893745422,0.02262016882499059,0.7184402743975321,0.3632727476457755,0.4478370745976766,0.06410117199023564,0.27605077624320984,0.28890831768512726,0.7512387832005819,0.09274869660536449,0.05627145369847616,0.7733992536862692,0.6574074625968933,0.2505446883539359,0.013333333333333334,0.5462599992752075,0.6781223093469938,0.6666666666666666,0.10616295039653778,0.4537348747253418,0.06534715648740531,0.024086293143530686,0.8428590893745422,0.5439462065696716,0.024033590378230656,0.027900625088766694,0.5581052592129329,0.020224515354860993,0.003345206105073947,0.041408320743535156,0.15787521710696065,0.037893543624067404,0.2839582639279425,0.21891830672096715,0.041408320743535156,0.0,0.02697968323412287,0.5547090813613041,0.32234808683567256,0.28730698658669457,0.5561631042554807,0.0,0.01966840519033168,0.014506938900278274,0.12801286588019511,0.2715795691232091,0.0,0.0,0.2652763950723377,8.717797887081348,0.23993302502465275,0.537070015850073,0.02729853087675266,0.020224515354860993,0.00037375696144512647,0.02716455340781369,0.3000433891029978,0.08802766214822035,0.019589640840334648,0.01966840519033168,0.2806416462213328,0.3000433891029978,0.001394637228362598,0.09342490744769656,0.39152912474917584,0.41813138660085725,0.02572120061932349,0.002210165816061447,0.027900625088766694,0.24999643379251946,0.1830162831552813,0.023094010767585032,0.23993302502465275,0.5575085140339447,0.5773502691896258,0.1245665389620007,0.32234808683567256,0.05332735735349775,0.01759440151562419,0.08802766214822035,0.21891830672096715
no_init_box_kenn_hybrid_adapter_bert_ms,0.09252277513345082,0.8024286429087321,0.5333333412806193,0.8279401063919067,0.41133766372998554,0.8155737519264221,0.8338316679000854,0.325853668153286,0.6067538658777872,0.8073891997337341,0.8155737519264221,0.8684210181236267,0.025484385589758556,0.25653597215811413,0.826735774676005,0.6018957495689392,0.2568807403246562,0.17499999999999996,0.8260879913965861,0.7440370321273804,0.9030812382698059,0.6849627494812012,0.970588207244873,0.7857142686843872,0.7083333333333334,45.0,0.8273369669914246,0.10077519466479619,0.05833071221907934,0.8279401063919067,0.3900010387102763,0.5735015074412028,0.7993751565615336,0.7803698380788168,0.7523809572060903,0.8260879913965861,0.2650875896215439,0.7993751565615336,0.071528526643912,0.7873774568239847,0.7954097191492716,0.4544149438540141,0.17438465356826782,0.6674269040425619,0.8024286429087321,0.9624183773994446,0.27450982729593915,0.016666666666666666,0.8273369669914246,0.282357191046079,0.21296296641230583,0.7879318793614706,0.826735774676005,0.02466226803759734,0.02639019675552845,0.7803698380788168,0.8073891997337341,0.0013603879312556737,0.01646496956758741,0.11547006416175246,0.001742747823143981,0.08968192557675667,0.005157000376523199,0.13217524253414398,0.20171307423987875,0.03353987669006275,0.003381311083380344,0.005157000376523199,0.0,0.006593696629320933,0.06397638100878811,0.0007854104049592059,0.035781204226757665,0.06926453782360474,0.0,0.028654443413460663,0.028303162721606403,0.06954905827623796,0.02867844902062559,0.0,0.0,0.26020824993326663,7.211102550927978,0.001083087825295975,0.013426752547049186,0.0032243805224349996,0.001742747823143981,0.08583858237549773,0.06469045101444044,0.0025703685397351662,0.012081821233266014,0.31341871563245066,0.028654443413460663,0.06858735672581959,0.0025703685397351662,0.002720936965261008,0.13610861660321857,0.024652702918516206,0.057388791610893435,0.019937935631582433,0.10208899908660399,0.01646496956758741,0.014150766858021009,0.07401799603735791,0.011547005383792514,0.001083087825295975,0.07651842219319474,0.14254448839492265,0.18147819703959053,0.0007854104049592059,0.00615041677344462,0.007115771981368564,0.012081821233266014,0.003381311083380344
no_init_box_kenn_top_down_adapter_bert_ms,0.09189443786938985,0.8023697137832642,0.6555555462837219,0.8300083676973978,0.4631294508775075,0.8198998173077902,0.7672383785247803,0.3639948119719823,0.6372549533843994,0.8083991607030233,0.8198998173077902,0.8684210181236267,0.03137643573184808,0.31699350476264954,0.8253743847211202,0.6319115161895752,0.3149847090244293,0.17499999999999996,0.815045694510142,0.7646892070770264,0.9088932871818542,0.6970258553822836,0.970588207244873,0.7857142686843872,0.5457516312599182,45.333333333333336,0.8276845415433248,0.13178294648726782,0.06126295650998751,0.8300083676973978,0.44455578923225403,0.5936528245608012,0.7972236474355062,0.7903838952382406,0.6993464132150015,0.815045694510142,0.32637648781140643,0.7972236474355062,0.0735139399766922,0.7349264025688171,0.7777093847592672,0.50198166569074,0.20540095369021097,0.7610740065574646,0.8023697137832642,0.9558823903401693,0.3366013467311859,0.013333333333333334,0.8276845415433248,0.3457794984181722,0.24999999751647314,0.7179971138636271,0.8253743847211202,0.03047439455986023,0.032359409456451736,0.7903838952382406,0.8083991607030233,0.001632472400058355,0.01620379064686805,0.03849001565179121,0.0005229681313525573,0.06383290757044505,0.0027605594685032073,0.16355143064504957,0.20007469604591505,0.014705896377563477,0.0032475622295898747,0.0027605594685032073,0.0,0.003036325715396224,0.024672660082567157,0.0018206361520024218,0.01915380418576998,0.03707753172147709,0.0,0.030076365328013426,0.015519216778178878,0.0433311277525467,0.02407902803239655,0.0,0.0,0.2583353332813816,7.637626158259733,0.0011649813962373947,0.04841083642001857,0.0014137569814924506,0.0005229681313525573,0.054158098377259295,0.05817340050238269,0.004653687148264073,0.006666047220681399,0.33810501967465656,0.030076365328013426,0.03158374624447399,0.004653687148264073,0.0014919461154163345,0.14286262376543293,0.04095055446804419,0.031663818860064585,0.060616838802244194,0.03085576015756282,0.01620379064686805,0.016980906464521967,0.03962207493566742,0.005773502691896258,0.0011649813962373947,0.04221843570598127,0.14698617941105568,0.19048353714722677,0.0018206361520024218,0.0023719241171465465,0.003809096915414175,0.006666047220681399,0.0032475622295898747
no_init_kenn_bottom_up_adapter_bert_ms,0.08199810981750488,0.8044277628262838,0.9111110965410868,0.8506911794344584,0.5571383734544119,0.8595172961552938,0.39865445097287494,0.37396953503290814,0.8507625857988993,0.7941443721453348,0.8595172961552938,0.821576714515686,0.06821256130933762,0.7369281649589539,0.7814954320589701,0.8499210278193156,0.7370030482610067,0.25,0.7549549539883932,0.8518250187238058,0.4762377639611562,0.6428981224695841,0.970588207244873,0.7122302055358887,0.5517415801684061,44.0,0.8145604530970255,0.7364341020584106,0.08178866902987163,0.8506911794344584,0.5122364163398743,0.6251985232035319,0.7382184863090515,0.8608957926432291,0.31324522693951923,0.7549549539883932,0.7095444798469543,0.7382184863090515,0.08189080655574799,0.5133636792500814,0.519949734210968,0.8026815255482992,0.6240230202674866,0.6194182833035787,0.8044277628262838,0.8529412349065145,0.6846405863761902,0.043333333333333335,0.8145604530970255,0.7467126250267029,0.5925925970077515,0.44707487026850384,0.7814954320589701,0.0708451122045517,0.0658184066414833,0.8608957926432291,0.7941443721453348,0.0018115882603471827,0.009513273976582852,0.06938886728516525,0.00040808368834512195,0.07332653613196935,0.0025860242527062823,0.1191786742129161,0.14904181817148826,0.013896898412245529,0.014925807013131854,0.0025860242527062823,0.0,0.0005448030472979417,0.02316575833986419,0.017555985291606933,0.01794283313989632,0.03473339354976815,0.0,0.013487417802136433,0.0155070426637069,0.10288261702651225,0.07146628779179715,0.0,0.0,0.13877033389686785,15.394804318340652,0.00962602674334558,0.10486626384321979,0.001335987215408097,0.00040808368834512195,0.10561960198669644,0.05322574116306382,0.024162264950343088,0.005116647276296452,0.21455086050912892,0.013487417802136433,0.005667077273553383,0.024162264950343088,0.0014907832446244046,0.06406534856569437,0.08809469426653728,0.024304188596367994,0.09921296486596494,0.08839465663551137,0.009513273976582852,0.01884404635939635,0.01233632412017011,0.023094010767585025,0.00962602674334558,0.03240556228098839,0.06990588010247836,0.08542048096613865,0.017555985291606933,0.0022270537575099446,0.001185962058578027,0.005116647276296452,0.014925807013131854
no_init_kenn_horizontal_adapter_bert_ms,0.08236464112997055,0.7875321308771769,0.8444444338480631,0.8496700922648112,0.41415882110595703,0.8561020096143087,0.2665622333685557,0.2986888537804286,0.8267974456151327,0.7736619710922241,0.8561020096143087,0.821576714515686,0.06460578739643097,0.689542551835378,0.7524662216504415,0.8262243270874023,0.6911314924558004,0.25,0.7309218446413676,0.8410149017969767,0.2949787825345993,0.5514799753824869,0.970588207244873,0.7122302055358887,0.3864557941754659,41.0,0.7980937163035074,0.6666666766007742,0.07948475827773412,0.8496700922648112,0.3844037155310313,0.5249024232228597,0.7057392398516337,0.8537150621414185,0.20316030085086823,0.7309218446413676,0.6720269123713175,0.7057392398516337,0.08085156728823979,0.399206280708313,0.414129505554835,0.768572986125946,0.4804365833600362,0.4310666024684906,0.7875321308771769,0.8567538857460022,0.6568628152211508,0.016666666666666666,0.7980937163035074,0.7012345790863037,0.5925925771395365,0.2948649823665619,0.7524662216504415,0.0662896657983462,0.06314797326922417,0.8537150621414185,0.7736619710922241,0.0009069288721736986,0.005044377189587472,0.050917491680013006,0.002381033005905815,0.021607769452082745,0.006122184370787574,0.011269190860057206,0.07907327622203526,0.039756635073303855,0.0005650458173319483,0.006122184370787574,0.0,0.004567947238311536,0.07535848537038467,0.008501465975069534,0.04247813442873952,0.08222830156325148,0.0,0.002892423587529621,0.016486497946268615,0.0868328767895825,0.009178758411725432,0.0,0.0,0.13586026098176196,10.535653752852738,0.003823054002371848,0.17609017995315102,0.003822030653257876,0.002381033005905815,0.0246997760154126,0.016795653376364624,0.003994421837897869,0.011702715222906487,0.07188320937792066,0.002892423587529621,0.04751563687920327,0.003994421837897869,0.0015849384559707064,0.013738988638839537,0.002296648854374355,0.05558796790059735,0.13970801196396046,0.086640456834339,0.005044377189587472,0.009433810159256246,0.02450978755953342,0.005773502691896258,0.003823054002371848,0.0741172905341298,0.016037515124769086,0.018318636930634402,0.008501465975069534,0.007244647965752724,0.002356266602876011,0.011702715222906487,0.0005650458173319483
no_init_kenn_hybrid_adapter_bert_ms,0.08477327227592468,0.810070256392161,0.8777777751286825,0.848361094792684,0.6160491903622946,0.8542805314064026,0.5595133503278097,0.5025924146175385,0.8164488673210144,0.8100156386693319,0.8542805314064026,0.821576714515686,0.06442548955480258,0.6715686917304993,0.8039271235466003,0.8135860959688822,0.6666666666666666,0.25,0.7733952601750692,0.8477226297060648,0.6161539157231649,0.7151640057563782,0.970588207244873,0.7122302055358887,0.5893990596135458,42.666666666666664,0.8255458474159241,0.6356589198112488,0.07848989218473434,0.848361094792684,0.607433557510376,0.6681033968925476,0.7701274355252584,0.8504261175791422,0.4860372344652812,0.7733952601750692,0.6701514522234598,0.7701274355252584,0.08149642248948415,0.6009551088015238,0.6384132504463196,0.752950648466746,0.598363866408666,0.7227382659912109,0.810070256392161,0.881808340549469,0.6699347098668417,0.12666666666666668,0.8255458474159241,0.6804048617680868,0.527777781089147,0.5638634165128072,0.8039271235466003,0.06456173335512479,0.06440464779734612,0.8504261175791422,0.8100156386693319,0.003485478521014437,0.0061339683885038845,0.05091751769361275,0.0017847011257430044,0.03737114656360481,0.005126753082501755,0.03559768452131502,0.09343404864557626,0.03365908146784498,0.0028176911897144713,0.005126753082501755,0.0,0.004410974042168535,0.06428859097221112,0.0005818113978348087,0.03557134128468581,0.06885828297522209,0.0,0.005086001619770334,0.03190330748954444,0.06465093997566078,0.019014157771180856,0.0,0.0,0.12262408178905325,11.06044001535804,0.0007981851646769265,0.20843921584504613,0.00323584090209749,0.0017847011257430044,0.04079373468259777,0.027873892038589986,0.0035181762692949588,0.009519976738663834,0.10941288633087379,0.005086001619770334,0.045882834522088765,0.0035181762692949588,0.0030670432187491097,0.024158531473995295,0.01796278018495208,0.04522008788383406,0.13809363288931348,0.050518397820861566,0.0061339683885038845,0.03625585563177755,0.03679193400559898,0.02081665999466134,0.0007981851646769265,0.06029339906776419,0.11111111938953434,0.03221138505378448,0.0005818113978348087,0.006180429869375913,0.003537017935871784,0.009519976738663834,0.0028176911897144713
no_init_kenn_top_down_adapter_bert_ms,0.08341187487045924,0.7867111762364706,0.9333333373069763,0.8499319752057394,0.38918930292129517,0.8576958179473877,0.23433515429496765,0.28691314657529193,0.8393246928850809,0.7635634938875834,0.8576958179473877,0.821576714515686,0.0675275723139445,0.7156863411267599,0.7511916160583496,0.8372827967007955,0.7125382423400879,0.25,0.726421594619751,0.8531312346458435,0.3203160762786865,0.5187621712684631,0.970588207244873,0.7122302055358887,0.2815025846163432,43.666666666666664,0.7975132664044698,0.658914734919866,0.08068907509247462,0.8499319752057394,0.35238882899284363,0.5103975633780161,0.6880964239438375,0.8579853773117065,0.19727195799350739,0.726421594619751,0.7024192810058594,0.6880964239438375,0.08201637864112854,0.3778302073478699,0.3760625422000885,0.7888572017351786,0.3832702835400899,0.46805591384569806,0.7867111762364706,0.867647111415863,0.6906318465868632,0.10666666666666667,0.7975132664044698,0.728280246257782,0.5925925970077515,0.26636356115341187,0.7511916160583496,0.06880301609635353,0.06639438370863597,0.8579853773117065,0.7635634938875834,0.0022159467084956405,0.004690505799277367,0.06666666269302372,0.002471698735558868,0.013543396458279186,0.006346685133968003,0.015188735266135862,0.1144581729130845,0.042052025197213225,0.0031210548575329867,0.006346685133968003,0.0,0.006295945144452072,0.08069648404714289,0.002028181289244536,0.0440358945900907,0.08524378817129546,0.0,0.0018680274485685913,0.03217630752052223,0.10472802897910341,0.013819678893432387,0.0,0.0,0.12027697945341104,12.055427546683418,0.0005535747179594985,0.20843923302463066,0.004042704058923057,0.002471698735558868,0.026294883680745906,0.011740923872335461,0.006418734298524423,0.011928255283803427,0.10528829118902934,0.0018680274485685913,0.065490205221978,0.006418734298524423,0.003093297663342806,0.008873265391370034,0.010594360375446697,0.05665919545855541,0.1365968146847099,0.10184325740280889,0.004690505799277367,0.02305021764616454,0.05731391410155828,0.03055050463303894,0.0005535747179594985,0.07554556100412657,0.05782404970804878,0.011831039243051377,0.002028181289244536,0.007757812233130924,0.0055099103913254085,0.011928255283803427,0.0031210548575329867
smart_init_box_adapter_bert_ms,0.0507382961610953,0.8053849538167318,0.8777777552604675,0.8525761961936951,0.4174588620662689,0.8631602923075358,0.2727031409740448,0.40289682149887085,0.9400872190793356,0.7699244221051534,0.8631602923075358,0.8684210181236267,0.046408449610074363,0.9150327444076538,0.7897326548894247,0.9320695002873739,0.8960244655609131,0.17499999999999996,0.7447272737820944,0.67545618613561,0.2225745568672816,0.5656432310740153,0.970588207244873,0.7857142686843872,0.3337676127751668,25.0,0.819948653380076,0.9224806229273478,0.09037595490614574,0.8525761961936951,0.41781341036160785,0.5568710366884867,0.6949217120806376,0.8768338561058044,0.2615994413693746,0.7447272737820944,0.48273887236913043,0.6949217120806376,0.06493546068668365,0.40091397364934284,0.4063226779301961,0.9126190543174744,0.4898490210374196,0.35483529170354206,0.8053849538167318,0.5277778307596842,0.3278867503007253,0.14,0.819948653380076,0.8932960828145345,0.8796296318372091,0.272647221883138,0.7897326548894247,0.08796732624371846,0.031521628300348915,0.8768338561058044,0.7699244221051534,0.0025194805354432233,0.002676903963501271,0.03849001565179121,0.0015688820142875772,0.004012445528779265,0.0037620176974394754,0.00765754094474881,0.011157650372519375,0.02392175280993182,0.0036698462017940915,0.0037620176974394754,0.0,0.0016894744819813518,0.046590067803213064,0.00254681101298996,0.026102237818253413,0.050528171714090006,0.0,0.0011518364075698952,0.015553269713074719,0.013177052123151957,0.00873878571809761,0.0,0.0,0.017611528057020518,1.7320508075688772,0.0007652810053980275,0.058525848610836755,0.002299736705460967,0.0015688820142875772,0.004861076787056941,0.0026034082331084503,0.008313250594699027,0.007829282546818224,0.0023237721900017175,0.0011518364075698952,0.01757383642762226,0.008313250594699027,0.0014952250881504852,0.005471290336847903,0.013504427790270387,0.03718912538434829,0.022269815706044135,0.016304434227476055,0.002676903963501271,0.02620757006819465,0.010505065562294755,0.045825756949558406,0.0007652810053980275,0.04958549350649227,0.08486249480455356,0.0072950332580598515,0.00254681101298996,0.004478978704692343,0.0010099129804073792,0.007829282546818224,0.0036698462017940915
smart_init_classifier_adapter_bert_ms,0.05699549491206805,0.7969293793042501,0.7777777711550394,0.8551157116889954,0.4363054235776265,0.8679417173067728,0.2972394327322642,0.4173712730407715,0.905228833357493,0.7761835058530172,0.8679417173067728,0.821576714515686,0.046391488363345466,0.8398693402608236,0.7819764216740926,0.9083728194236755,0.8501528898874918,0.25,0.7311967611312866,0.7151211500167847,0.2270226925611496,0.5769174496332804,0.970588207244873,0.7122302055358887,0.3801720142364502,18.0,0.8168985247612,0.930232564608256,0.08702481786410014,0.8551157116889954,0.4381846487522125,0.5479607582092285,0.7022139231363932,0.875774065653483,0.28262383739153546,0.7311967611312866,0.48256248235702515,0.7022139231363932,0.0687486802538236,0.40051217873891193,0.42439643541971844,0.8733533223470052,0.5373983979225159,0.34949739774068195,0.7969293793042501,0.59286497036616,0.3387799958388011,0.05000000000000001,0.8168985247612,0.8409417470296224,0.8148148059844971,0.29660619298617047,0.7819764216740926,0.0807414377729098,0.032568857073783875,0.875774065653483,0.7761835058530172,0.003978097493192757,0.0014544154718841645,0.08388706007038475,0.002793881937617332,0.02698166490290138,0.00512672396405547,0.036060157256696417,0.018965054277564633,0.036791935329178384,0.010007788822986289,0.00512672396405547,0.0,0.002284745446417494,0.07358383889271072,0.0054125369632355485,0.035571370403176664,0.06885828297522209,0.0,0.00543978103747879,0.018507669243611875,0.04134856551493948,0.031408433562965694,0.0,0.0,0.05898792790936125,0.0,0.0017975235535262937,0.04028023613317388,0.0035370198385003197,0.002793881937617332,0.029382644866172623,0.013439244797658102,0.0197890123549687,0.010977974915797127,0.01741793144390423,0.00543978103747879,0.023765806338289754,0.0197890123549687,0.0017792497195163609,0.02583898588608038,0.04218358421029601,0.05214531705478502,0.05455642233677021,0.0506731877064533,0.0014544154718841645,0.04138002558806376,0.012263975575334684,0.03,0.0017975235535262937,0.06952714722746893,0.14254448658004695,0.03445197005513326,0.0054125369632355485,0.007074039511554944,0.0011790068885766548,0.010977974915797127,0.010007788822986289
