name,instance,run_id,test_incremental/macro_example/precision,test/macro_types/f1,test_incremental_GPE-STATE_PROVINCE/macro_types/recall,test/macro_example/recall,test_incremental_only/macro_types/f1,test/micro/recall,test_incremental_only/micro/precision,test_incremental_GPE-CITY/macro_types/f1,test_incremental/macro_example_exclusive/recall,test/micro/f1,test_pretraining/micro/recall,test_incremental_GPE/macro_types/f1,test_incremental_only/macro_example/f1,test_incremental_only/macro_example_exclusive/recall,test/macro_example/precision,test_incremental/micro/recall,test_incremental_only/micro/recall,threshold_pretraining,test/macro_types/precision,test_incremental/macro_example_exclusive/f1,test_incremental_GPE-STATE_PROVINCE/macro_types/precision,test_incremental/micro/f1,test_incremental_GPE/macro_types/recall,test_incremental_GPE/macro_types/precision,test_incremental_GPE-COUNTRY/macro_types/precision,epoch,test/macro_example/f1,test_incremental_GPE-COUNTRY/macro_types/recall,test_incremental/macro_example/recall,test_pretraining/macro_example/recall,test_incremental_only/micro/f1,test_incremental/macro_types/f1,test/micro/precision,test_pretraining/macro_types/recall,test_incremental_GPE-CITY/macro_types/precision,test_pretraining/macro_types/precision,test_incremental_only/macro_example_exclusive/f1,test_pretraining/micro/precision,test_incremental/macro_example/f1,test_incremental/macro_types/precision,test_incremental/micro/precision,test_incremental/macro_types/recall,test_incremental_GPE-COUNTRY/macro_types/f1,test_incremental_GPE-STATE_PROVINCE/macro_types/f1,test_pretraining/macro_types/f1,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/precision,threshold_incremental,test_pretraining/macro_example/f1,test_incremental_only/macro_types/recall,test_incremental_GPE-CITY/macro_types/recall,test_incremental_only/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_only/macro_example/recall,test_incremental_only/macro_example/precision,test/macro_types/recall,test_pretraining/micro/f1
no_init_kenn_bottom_up_adapter_bert_ms,0,lhiew6jr,0.08136977255344391,0.8043632507324219,0.9666666388511658,0.8509268164634705,0.5523682236671448,0.8606557250022888,0.3727272748947144,0.3181818127632141,0.8562092185020447,0.7929515242576599,0.8606557250022888,0.821576714515686,0.06868681311607361,0.7450981140136719,0.7758561372756958,0.8578199148178101,0.752293586730957,0.25,0.7526246905326843,0.8512789607048035,0.3670886158943176,0.6350877285003662,0.970588207244873,0.7122302055358887,0.7111111283302307,61,0.8116593360900879,0.7441860437393188,0.08231228590011597,0.8509268164634705,0.4984802305698395,0.6218786239624023,0.7351225018501282,0.8637404441833496,0.21875,0.7526246905326843,0.7144777178764343,0.7351225018501282,0.08183831721544266,0.5022949576377869,0.5041782855987549,0.8161935806274414,0.7272727489471436,0.5321100950241089,0.8043632507324219,0.8464052677154541,0.6862745881080627,0.03,0.8116593360900879,0.7647286653518677,0.5833333134651184,0.4323166012763977,0.7758561372756958,0.07163053750991821,0.06597548723220825,0.8637404441833496,0.7929515242576599
no_init_kenn_horizontal_adapter_bert_ms,2,2pplz4uc,0.08341187238693237,0.7818629741668701,0.800000011920929,0.8469210863113403,0.39953744411468506,0.8490437269210815,0.25390625,0.24418605864048004,0.7810457944869995,0.7734909653663635,0.8490437269210815,0.821576714515686,0.05934428423643112,0.6029412746429443,0.761482834815979,0.7772511839866638,0.5963302850723267,0.25,0.7310398817062378,0.8220720291137695,0.39344263076782227,0.5412541627883911,0.970588207244873,0.7122302055358887,0.33898305892944336,40,0.8019327521324158,0.4651162922382355,0.07508639246225357,0.8469210863113403,0.3561643660068512,0.5101544857025146,0.7102857232093811,0.8402806520462036,0.15441176295280457,0.7310398817062378,0.6172969341278076,0.7102857232093811,0.07903048396110535,0.3997669219970703,0.41518986225128174,0.7047594785690308,0.3921568989753723,0.5274725556373596,0.7818629741668701,0.867647111415863,0.6323530077934265,0.02,0.8019327521324158,0.61614990234375,0.5833333134651184,0.29561251401901245,0.761482834815979,0.05796418339014053,0.060791704803705215,0.8402806520462036,0.7734909653663635
no_init_kenn_horizontal_adapter_bert_ms,1,d1y3enob,0.08184102922677994,0.7892085909843445,0.8999999761581421,0.8510053157806396,0.4039607346057892,0.8599726557731628,0.27551019191741943,0.3893805146217346,0.8529412746429443,0.7742927670478821,0.8599726557731628,0.821576714515686,0.06691469997167587,0.7401961088180542,0.7513195276260376,0.8530805706977844,0.7431192398071289,0.25,0.7279722094535828,0.852123498916626,0.26213592290878296,0.5590062141418457,0.970588207244873,0.7122302055358887,0.28070175647735596,31,0.7980615496635437,0.7441860437393188,0.08199810981750488,0.8510053157806396,0.4019850790500641,0.5213691592216492,0.7041386961936951,0.8616936206817627,0.2857142984867096,0.7279722094535828,0.6960440874099731,0.7041386961936951,0.08191949874162674,0.3851955533027649,0.4157043993473053,0.8064713478088379,0.40764331817626953,0.4060150384902954,0.7892085909843445,0.8513072729110718,0.6568628549575806,0.02,0.7980615496635437,0.7517657279968262,0.6111111044883728,0.2761840224266052,0.7513195276260376,0.07115928828716278,0.06314797699451447,0.8616936206817627,0.7742927670478821
no_init_kenn_horizontal_adapter_bert_ms,0,h04tkb5d,0.08184102177619934,0.7915248274803162,0.8333333134651184,0.8510838747024536,0.4389782845973969,0.8592896461486816,0.2702702581882477,0.26249998807907104,0.8464052677154541,0.7732021808624268,0.8592896461486816,0.821576714515686,0.06755837798118591,0.7254902720451355,0.7445963025093079,0.8483412265777588,0.7339449524879456,0.25,0.7337534427642822,0.8488491773605347,0.2293577939271927,0.5541795492172241,0.970588207244873,0.7122302055358887,0.5396825671195984,52,0.794286847114563,0.7906976938247681,0.08136977255344391,0.8510838747024536,0.3950617015361786,0.5431836247444153,0.702793300151825,0.8591709136962891,0.16935484111309052,0.7337534427642822,0.7027397155761719,0.702793300151825,0.0816047191619873,0.41265636682510376,0.411494255065918,0.7944881319999695,0.6415095329284668,0.3597122132778168,0.7915248274803162,0.8513072729110718,0.6813725829124451,0.01,0.794286847114563,0.735788106918335,0.5833333134651184,0.312798410654068,0.7445963025093079,0.06974552571773529,0.06550423800945282,0.8591709136962891,0.7732021808624268
smart_init_box_adapter_bert_ms,2,phhh41sq,0.05018850043416023,0.8040797114372253,0.8999999761581421,0.85218346118927,0.4153360426425934,0.8613387942314148,0.27220630645751953,0.4025973975658417,0.9362745881080629,0.7705468535423279,0.8613387942314148,0.8684210181236267,0.04597795754671097,0.9166667461395264,0.7914546132087708,0.9194312691688538,0.8715596199035645,0.175,0.7446887493133545,0.6703410744667053,0.23275862634181976,0.565597653388977,0.970588207244873,0.7857142686843872,0.321739137172699,26,0.8206970691680908,0.8604651093482971,0.0900094211101532,0.85218346118927,0.4148471653461456,0.55417400598526,0.6970701813697815,0.8737648129463196,0.26271185278892517,0.7446887493133545,0.4782609045505524,0.6970701813697815,0.06444372236728668,0.4007309675216675,0.4084210395812988,0.8980411291122437,0.4683544337749481,0.36986300349235535,0.8040797114372253,0.5220588445663452,0.323529452085495,0.13,0.8206970691680908,0.8738588094711304,0.8611111044883728,0.2724032402038574,0.7914546132087708,0.08812440931797028,0.031102735549211506,0.8737648129463196,0.7705468535423279
smart_init_box_adapter_bert_ms,1,uuilkiae,0.053487274795770645,0.8036110401153564,0.8333333134651184,0.8512409925460815,0.42208677530288696,0.8606557250022888,0.2805970013141632,0.3918918967247009,0.9183007478713988,0.773243248462677,0.8606557250022888,0.8684210181236267,0.04497586935758591,0.8676471710205078,0.7909362316131592,0.914691925048828,0.8623853325843811,0.175,0.7458978891372681,0.692922830581665,0.22727273404598236,0.5744047164916992,0.970588207244873,0.7857142686843872,0.3539822995662689,23,0.8199813365936279,0.930232584476471,0.08828149735927582,0.8512409925460815,0.4234234094619751,0.5570696592330933,0.7019498348236084,0.871004045009613,0.2589285671710968,0.7458978891372681,0.46783724427223206,0.7019498348236084,0.06661462783813477,0.4064744710922241,0.4186550974845886,0.8849273920059204,0.5128205418586731,0.3571428656578064,0.8036110401153564,0.5563726425170898,0.32026147842407227,0.19,0.8199813365936279,0.8563739061355591,0.8055555820465088,0.28006118535995483,0.7909362316131592,0.08341187238693237,0.030788566917181015,0.871004045009613,0.773243248462677
smart_init_box_adapter_bert_ms,0,0nplsc8u,0.048539113253355026,0.8084641098976135,0.8999999761581421,0.8543041348457336,0.4149537682533264,0.8674863576889038,0.26530611515045166,0.41420117020606995,0.9656863212585448,0.7659831643104553,0.8674863576889038,0.8684210181236267,0.04827152192592621,0.9607843160629272,0.786807119846344,0.9620853066444396,0.9541284441947936,0.175,0.7435951828956604,0.6631046533584595,0.20769231021404264,0.5569273233413696,0.970588207244873,0.7857142686843872,0.3255814015865326,26,0.8191675543785095,0.9767441749572754,0.09283694624900818,0.8543041348457336,0.4151696562767029,0.5593694448471069,0.685745120048523,0.8857327103614807,0.2631579041481018,0.7435951828956604,0.5021184682846069,0.685745120048523,0.06374803185462952,0.39553648233413696,0.3918918967247009,0.954888641834259,0.4883720874786377,0.3375000059604645,0.8084641098976135,0.5049020051956177,0.33986932039260864,0.1,0.8191675543785095,0.949655532836914,0.9722222089767456,0.2654772400856018,0.786807119846344,0.09236569702625276,0.032673582434654236,0.8857327103614807,0.7659831643104553
smart_init_classifier_adapter_bert_ms,2,t4argtoi,0.053958527743816376,0.7985272407531738,0.7666666507720947,0.8581526875495911,0.41466835141181946,0.8729507923126221,0.26737967133522034,0.43478262424468994,0.9411765336990356,0.767106831073761,0.8729507923126221,0.821576714515686,0.04892269894480705,0.9117647409439088,0.7771375179290771,0.943127989768982,0.9174311757087708,0.25,0.726827085018158,0.7031955122947693,0.1796875,0.549723744392395,0.970588207244873,0.7122302055358887,0.3471074402332306,18,0.8156383037567139,0.9767441749572754,0.09048067778348924,0.8581526875495911,0.4140786528587342,0.5378672480583191,0.6841541528701782,0.885921835899353,0.2800000011920929,0.726827085018158,0.5088919997215271,0.6841541528701782,0.06760220229625702,0.37975627183914185,0.38791424036026,0.9215552806854248,0.5121951699256897,0.29113924503326416,0.7985272407531738,0.561274528503418,0.35294121503829956,0.02,0.8156383037567139,0.9052110910415648,0.9722222089767456,0.26893165707588196,0.7771375179290771,0.08765316009521484,0.033930256962776184,0.885921835899353,0.767106831073761
smart_init_classifier_adapter_bert_ms,1,mly7q8cg,0.06149858608841896,0.7956827282905579,0.699999988079071,0.8526546955108643,0.46653756499290466,0.8627049326896667,0.3373015820980072,0.4201680719852447,0.867647111415863,0.7869158983230591,0.8627049326896667,0.821576714515686,0.04448183998465538,0.7647059559822083,0.7878214120864868,0.8720378875732422,0.7798165082931519,0.25,0.7372893691062927,0.736441969871521,0.25609755516052246,0.6112957000732422,0.970588207244873,0.7122302055358887,0.4482758641242981,18,0.8189569115638733,0.9069767594337464,0.08341187238693237,0.8526546955108643,0.4709140956401825,0.5632155537605286,0.7233676910400391,0.8641211986541748,0.3012048304080963,0.7372893691062927,0.46269840002059937,0.7233676910400391,0.0707983747124672,0.429452121257782,0.47058823704719543,0.8180023431777954,0.6000000238418579,0.375,0.7956827282905579,0.6397059559822083,0.3316993713378906,0.08,0.8189569115638733,0.7671403884887695,0.6944444179534912,0.3351927697658539,0.7878214120864868,0.07351554930210114,0.03188815712928772,0.8641211986541748,0.7869158983230591
smart_init_classifier_adapter_bert_ms,0,2wihnfv3,0.05552937090396881,0.7965781688690186,0.8666666746139526,0.8545397520065308,0.4277103543281555,0.8681694269180298,0.28703704476356506,0.39716312289237976,0.9068628549575806,0.7745277881622314,0.8681694269180298,0.821576714515686,0.04576992616057396,0.8431373238563538,0.7809703350067139,0.9099525809288024,0.853210985660553,0.25,0.7294738292694092,0.7057259678840637,0.24528302252292633,0.5697329044342041,0.970588207244873,0.7122302055358887,0.3451327383518219,18,0.8161003589630127,0.9069767594337464,0.08718190342187881,0.8545397520065308,0.42956119775772095,0.5427994728088379,0.6991199254989624,0.8772791624069214,0.2666666805744171,0.7294738292694092,0.476097047328949,0.6991199254989624,0.06784546375274658,0.392328143119812,0.41468682885169983,0.8805023431777954,0.5,0.38235294818878174,0.7965781688690186,0.577614426612854,0.331699401140213,0.05,0.8161003589630127,0.8504737615585327,0.7777777910232544,0.2856941521167755,0.7809703350067139,0.08105560392141342,0.03188815712928772,0.8772791624069214,0.7745277881622314
