name,instance,run_id,test_incremental/micro/f1,test_incremental/macro_example/f1,test_pretraining/macro_example/precision,threshold_incremental,test_incremental_only/macro_example/precision,test/macro_types/f1,test_pretraining/macro_example/f1,test_incremental_CONTACT_INFO-url/macro_types/f1,test_incremental_CONTACT_INFO-url/macro_types/recall,test/micro/recall,test_pretraining/micro/precision,test_pretraining/macro_types/f1,test_incremental_only/macro_types/f1,test_incremental/macro_example/recall,test_incremental_only/macro_example_exclusive/precision,test_pretraining/macro_types/precision,test_incremental_only/macro_types/recall,test_incremental/macro_types/f1,test_incremental_only/macro_types/precision,test_pretraining/micro/recall,test_incremental_only/micro/recall,test_incremental_CONTACT_INFO-url/macro_types/precision,test_incremental_CONTACT_INFO/macro_types/recall,test_incremental_only/micro/precision,test_incremental_only/macro_example/f1,test_incremental/macro_example_exclusive/recall,test_incremental/macro_types/precision,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example_exclusive/f1,test/micro/f1,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/recall,test/macro_example/recall,test_incremental/micro/recall,test_incremental/macro_types/recall,test_incremental/macro_example/precision,test/micro/precision,test_pretraining/macro_types/recall,test/macro_example/f1,test_incremental_CONTACT_INFO/macro_types/f1,test_incremental_CONTACT_INFO/macro_types/precision,test/macro_types/recall,test/macro_example/precision,test_incremental/micro/precision,test_pretraining/macro_example/recall,test_incremental_only/macro_example/recall,threshold_pretraining,test/macro_types/precision,test_pretraining/micro/f1,test_incremental_only/micro/f1,epoch
kenn_horizontal_adapter_bert_ms,2,1fwsge15,0.21755725145339969,0.02755020558834076,0.7334119081497192,0.99,0.02733270451426506,0.8238764405250549,0.792026162147522,0.12888889014720917,0.9666666388511658,0.8714801669120789,0.6306164860725403,0.8238764405250549,0.12888889014720917,0.02686145156621933,0.9666666984558104,0.7689392566680908,0.9666666388511658,0.5144221782684326,0.06904762238264084,0.8714801669120789,0.9666666388511658,0.06904762238264084,0.9333333373069764,0.06904762238264084,0.02733270451426506,0.9500000476837158,0.35270562767982483,0.9743589758872986,0.9666666984558104,0.7317368984222412,1,0.9666666984558104,0.8608231544494629,0.949999988079071,0.949999988079071,0.02827521041035652,0.6306164860725403,0.8872675895690918,0.792026162147522,0.7567567229270935,0.6363636255264282,0.8872675895690918,0.7334119081497192,0.12284483015537262,0.8608231544494629,0.02733270451426506,0.25,0.7689392566680908,0.7317368984222412,0.12888889014720917,22
kenn_horizontal_adapter_bert_ms,1,39il88f5,0.21755725145339969,0.02755020558834076,0.7334119081497192,0.99,0.02733270451426506,0.8238764405250549,0.792026162147522,0.12888889014720917,0.9666666388511658,0.8714801669120789,0.6306164860725403,0.8238764405250549,0.12888889014720917,0.02686145156621933,0.9666666984558104,0.7689392566680908,0.9666666388511658,0.5144221782684326,0.06904762238264084,0.8714801669120789,0.9666666388511658,0.06904762238264084,0.9333333373069764,0.06904762238264084,0.02733270451426506,0.9500000476837158,0.35270562767982483,0.9743589758872986,0.9666666984558104,0.7317368984222412,1,0.9666666984558104,0.8608231544494629,0.949999988079071,0.949999988079071,0.02827521041035652,0.6306164860725403,0.8872675895690918,0.792026162147522,0.7567567229270935,0.6363636255264282,0.8872675895690918,0.7334119081497192,0.12284483015537262,0.8608231544494629,0.02733270451426506,0.25,0.7689392566680908,0.7317368984222412,0.12888889014720917,30
kenn_horizontal_adapter_bert_ms,0,2ls85z82,0.21755725145339969,0.02755020558834076,0.7334119081497192,0.99,0.02733270451426506,0.8238764405250549,0.792026162147522,0.12888889014720917,0.9666666388511658,0.8714801669120789,0.6306164860725403,0.8238764405250549,0.12888889014720917,0.02686145156621933,0.9666666984558104,0.7689392566680908,0.9666666388511658,0.5144221782684326,0.06904762238264084,0.8714801669120789,0.9666666388511658,0.06904762238264084,0.9333333373069764,0.06904762238264084,0.02733270451426506,0.9500000476837158,0.35270562767982483,0.9743589758872986,0.9666666984558104,0.7317368984222412,1,0.9666666984558104,0.8608231544494629,0.949999988079071,0.949999988079071,0.02827521041035652,0.6306164860725403,0.8872675895690918,0.792026162147522,0.7567567229270935,0.6363636255264282,0.8872675895690918,0.7334119081497192,0.12284483015537262,0.8608231544494629,0.02733270451426506,0.25,0.7689392566680908,0.7317368984222412,0.12888889014720917,24
kenn_hybrid_adapter_bert_ms,2,g4q2pben,0.6666666865348816,0.02779597043991089,0.8137763142585754,0.4,0.02827521041035652,0.8367315530776978,0.8367871642112732,0.5999999642372131,1.0,0.8722021579742432,0.7723785042762756,0.8367315530776978,0.5999999642372131,0.02733270451426506,1.0,0.7900876998901367,1.0,0.6866878271102905,0.4285714328289032,0.8722021579742432,1.0,0.4285714328289032,0.9333333373069764,0.4285714328289032,0.02827521041035652,0.9666666984558104,0.5324675440788269,0.9830508828163148,1.0,0.8192607760429382,1,1.0,0.8611372709274292,0.9666666388511658,0.9666666984558104,0.02827521041035652,0.7723785042762756,0.889228343963623,0.8367871642112732,0.7567567229270935,0.6363636255264282,0.889228343963623,0.8137763142585754,0.5087719559669495,0.8611372709274292,0.02827521041035652,0.25,0.7900876998901367,0.8192607760429382,0.5999999642372131,24
kenn_top_down_adapter_bert_ms,2,2r1wt0y4,0.6987951993942261,0.02779597043991089,0.8136192560195923,0.31,0.02827521041035652,0.8385521769523621,0.8367041349411011,0.6521738767623901,1.0,0.8722021579742432,0.7763496041297913,0.8385521769523621,0.6521738767623901,0.02733270451426506,1.0,0.7933406233787537,1.0,0.7092643976211548,0.4838709533214569,0.8722021579742432,1.0,0.4838709533214569,0.9333333373069764,0.4838709533214569,0.02827521041035652,0.9666666984558104,0.5601173043251038,0.9830508828163148,1.0,0.8214893341064453,1,1.0,0.8611372709274292,0.9666666388511658,0.9666666984558104,0.02827521041035652,0.7763496041297913,0.889228343963623,0.8367041349411011,0.7567567229270935,0.6363636255264282,0.889228343963623,0.8136192560195923,0.5471698045730591,0.8611372709274292,0.02827521041035652,0.25,0.7933406233787537,0.8214893341064453,0.6521738767623901,24
kenn_bottom_up_adapter_bert_ms,2,2jblnlns,0.758169949054718,0.02779597043991089,0.8151900768280029,0.12,0.02827521041035652,0.842751681804657,0.8375339508056641,0.7594937086105347,1.0,0.8722021579742432,0.7828904986381531,0.842751681804657,0.7594937086105347,0.02733270451426506,1.0,0.8008920550346375,1.0,0.7586488723754883,0.6122449040412903,0.8722021579742432,1.0,0.6122449040412903,0.9333333373069764,0.6122449040412903,0.02827521041035652,0.9666666984558104,0.6243042945861816,0.9830508828163148,1.0,0.8251366019248962,1,1.0,0.8611372709274292,0.9666666388511658,0.9666666984558104,0.02827521041035652,0.7828904986381531,0.889228343963623,0.8375339508056641,0.7567567229270935,0.6363636255264282,0.889228343963623,0.8151900768280029,0.6236559152603149,0.8611372709274292,0.02827521041035652,0.25,0.8008920550346375,0.8251366019248962,0.7594937086105347,24
kenn_hybrid_adapter_bert_ms,1,3l2nwgl1,0.21755725145339969,0.02755020558834076,0.7334119081497192,0.99,0.02733270451426506,0.8238764405250549,0.792026162147522,0.12888889014720917,0.9666666388511658,0.8714801669120789,0.6306164860725403,0.8238764405250549,0.12888889014720917,0.02686145156621933,0.9666666984558104,0.7689392566680908,0.9666666388511658,0.5144221782684326,0.06904762238264084,0.8714801669120789,0.9666666388511658,0.06904762238264084,0.9333333373069764,0.06904762238264084,0.02733270451426506,0.9500000476837158,0.35270562767982483,0.9743589758872986,0.9666666984558104,0.7317368984222412,1,0.9666666984558104,0.8608231544494629,0.949999988079071,0.949999988079071,0.02827521041035652,0.6306164860725403,0.8872675895690918,0.792026162147522,0.7567567229270935,0.6363636255264282,0.8872675895690918,0.7334119081497192,0.12284483015537262,0.8608231544494629,0.02733270451426506,0.25,0.7689392566680908,0.7317368984222412,0.12888889014720917,24
kenn_top_down_adapter_bert_ms,1,20ig6475,0.21755725145339969,0.02755020558834076,0.7334119081497192,0.99,0.02733270451426506,0.8238764405250549,0.792026162147522,0.12888889014720917,0.9666666388511658,0.8714801669120789,0.6306164860725403,0.8238764405250549,0.12888889014720917,0.02686145156621933,0.9666666984558104,0.7689392566680908,0.9666666388511658,0.5144221782684326,0.06904762238264084,0.8714801669120789,0.9666666388511658,0.06904762238264084,0.9333333373069764,0.06904762238264084,0.02733270451426506,0.9500000476837158,0.35270562767982483,0.9743589758872986,0.9666666984558104,0.7317368984222412,1,0.9666666984558104,0.8608231544494629,0.949999988079071,0.949999988079071,0.02827521041035652,0.6306164860725403,0.8872675895690918,0.792026162147522,0.7567567229270935,0.6363636255264282,0.8872675895690918,0.7334119081497192,0.12284483015537262,0.8608231544494629,0.02733270451426506,0.25,0.7689392566680908,0.7317368984222412,0.12888889014720917,24
kenn_bottom_up_adapter_bert_ms,1,2qokl9vb,0.21755725145339969,0.02755020558834076,0.7334119081497192,0.99,0.02733270451426506,0.8238764405250549,0.792026162147522,0.12888889014720917,0.9666666388511658,0.8714801669120789,0.6306164860725403,0.8238764405250549,0.12888889014720917,0.02686145156621933,0.9666666984558104,0.7689392566680908,0.9666666388511658,0.5144221782684326,0.06904762238264084,0.8714801669120789,0.9666666388511658,0.06904762238264084,0.9333333373069764,0.06904762238264084,0.02733270451426506,0.9500000476837158,0.35270562767982483,0.9743589758872986,0.9666666984558104,0.7317368984222412,1,0.9666666984558104,0.8608231544494629,0.949999988079071,0.949999988079071,0.02827521041035652,0.6306164860725403,0.8872675895690918,0.792026162147522,0.7567567229270935,0.6363636255264282,0.8872675895690918,0.7334119081497192,0.12284483015537262,0.8608231544494629,0.02733270451426506,0.25,0.7689392566680908,0.7317368984222412,0.12888889014720917,25
kenn_hybrid_adapter_bert_ms,0,2xcb8jql,0.21755725145339969,0.02755020558834076,0.7334119081497192,0.99,0.02733270451426506,0.8238764405250549,0.792026162147522,0.12888889014720917,0.9666666388511658,0.8714801669120789,0.6306164860725403,0.8238764405250549,0.12888889014720917,0.02686145156621933,0.9666666984558104,0.7689392566680908,0.9666666388511658,0.5144221782684326,0.06904762238264084,0.8714801669120789,0.9666666388511658,0.06904762238264084,0.9333333373069764,0.06904762238264084,0.02733270451426506,0.9500000476837158,0.35270562767982483,0.9743589758872986,0.9666666984558104,0.7317368984222412,1,0.9666666984558104,0.8608231544494629,0.949999988079071,0.949999988079071,0.02827521041035652,0.6306164860725403,0.8872675895690918,0.792026162147522,0.7567567229270935,0.6363636255264282,0.8872675895690918,0.7334119081497192,0.12284483015537262,0.8608231544494629,0.02733270451426506,0.25,0.7689392566680908,0.7317368984222412,0.12888889014720917,25
