name,instance,run_id,test_incremental/micro/recall,test_incremental_only/micro/f1,test_incremental_only/macro_example_exclusive/recall,test_incremental_only/micro/precision,test_pretraining/macro_types/recall,test_incremental/macro_example/recall,test_incremental_CONTACT_INFO/macro_types/precision,threshold_pretraining,test_incremental_only/macro_example_exclusive/precision,test_pretraining/macro_example/f1,test/macro_types/f1,test_incremental/micro/f1,test_incremental/macro_types/f1,test_incremental/micro/precision,test_incremental/macro_types/recall,epoch,test/macro_types/precision,test_incremental_CONTACT_INFO/macro_types/f1,test/micro/f1,test_pretraining/macro_types/f1,test_incremental/macro_example/f1,test_incremental_only/macro_types/f1,test_incremental_only/macro_example/recall,test_incremental_CONTACT_INFO/macro_types/recall,test/micro/recall,test/macro_example/recall,test/macro_example/precision,test_incremental/macro_example/precision,test_incremental_only/macro_types/precision,test_pretraining/micro/precision,test_incremental_only/micro/recall,test_pretraining/micro/f1,test_pretraining/macro_types/precision,test_pretraining/macro_example/precision,test_incremental_only/macro_example/precision,test/macro_example/f1,test/macro_types/recall,test_pretraining/micro/recall,test_incremental/macro_types/precision,test_incremental_only/macro_types/recall,test_incremental/macro_example_exclusive/precision,test_incremental_CONTACT_INFO-url/macro_types/recall,test_incremental_CONTACT_INFO-url/macro_types/precision,threshold_incremental,test_incremental_CONTACT_INFO-url/macro_types/f1,test_incremental/macro_example_exclusive/recall,test/micro/precision,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example_exclusive/f1,test_pretraining/macro_example/recall,test_incremental_only/macro_example/f1
kenn_horizontal_adapter_bert_ms,2,6hgtycsp,0.9666666388511658,0.7792208194732666,1.0,0.6382978558540344,0.889228343963623,0.02733270451426506,0.6363636255264282,0.25,1.0,0.837782621383667,0.8435993790626526,0.7682119607925415,0.7681887745857239,0.6373626589775085,0.9666666984558104,21,0.8024245500564575,0.7567567229270935,0.8257006406784058,0.8435993790626526,0.02779597043991089,0.7792208194732666,0.02827521041035652,0.9333333373069764,0.8722021579742432,0.8611372709274292,0.8156613111495972,0.02827521041035652,0.6382978558540344,0.7839065790176392,1.0,0.8257006406784058,0.8024245500564575,0.8156613111495972,0.02827521041035652,0.837782621383667,0.889228343963623,0.8722021579742432,0.6373307704925537,1.0,1.0,1.0,0.6382978558540344,0.05,0.7792208194732666,0.9666666984558104,0.7839065790176392,0.9830508828163148,1.0,0.8611372709274292,0.02827521041035652
kenn_horizontal_adapter_bert_ms,1,1gdxadlk,0.949999988079071,0.7341772317886353,0.9666666984558104,0.5918367505073547,0.8872675895690918,0.02686145156621933,0.6363636255264282,0.25,0.9666666984558104,0.8371367454528809,0.841206431388855,0.7450980544090271,0.7459818124771118,0.6129032373428345,0.949999988079071,16,0.7996915578842163,0.7567567229270935,0.8244535326957703,0.841206431388855,0.02755020558834076,0.7341772317886353,0.02733270451426506,0.9333333373069764,0.8714801669120789,0.8608231544494629,0.8147188425064087,0.02827521041035652,0.5918367505073547,0.7822423577308655,0.9666666388511658,0.8244535326957703,0.7996915578842163,0.8147188425064087,0.02733270451426506,0.8371367454528809,0.8872675895690918,0.8714801669120789,0.6141002178192139,0.9666666388511658,1.0,0.9666666388511658,0.5918367505073547,0.03,0.7341772317886353,0.9500000476837158,0.7822423577308655,0.9743589758872986,0.9666666984558104,0.8608231544494629,0.02733270451426506
kenn_horizontal_adapter_bert_ms,0,273p3fd3,0.949999988079071,0.7341772317886353,0.9666666984558104,0.5918367505073547,0.8872675895690918,0.02686145156621933,0.6363636255264282,0.25,0.9666666984558104,0.8371367454528809,0.841206431388855,0.7450980544090271,0.7459818124771118,0.6129032373428345,0.949999988079071,15,0.7996915578842163,0.7567567229270935,0.8244535326957703,0.841206431388855,0.02755020558834076,0.7341772317886353,0.02733270451426506,0.9333333373069764,0.8714801669120789,0.8608231544494629,0.8147188425064087,0.02827521041035652,0.5918367505073547,0.7822423577308655,0.9666666388511658,0.8244535326957703,0.7996915578842163,0.8147188425064087,0.02733270451426506,0.8371367454528809,0.8872675895690918,0.8714801669120789,0.6141002178192139,0.9666666388511658,1.0,0.9666666388511658,0.5918367505073547,0.05,0.7341772317886353,0.9500000476837158,0.7822423577308655,0.9743589758872986,0.9666666984558104,0.8608231544494629,0.02733270451426506
kenn_hybrid_adapter_bert_ms,2,2c59taaf,0.9666666388511658,0.451127827167511,1.0,0.291262149810791,0.889228343963623,0.02733270451426506,0.6363636255264282,0.25,1.0,0.8342887759208679,0.8321802616119385,0.5603864789009094,0.6268562078475952,0.3945578336715698,0.9666666984558104,18,0.7820106744766235,0.7567567229270935,0.8101945519447327,0.8321802616119385,0.02779597043991089,0.451127827167511,0.02827521041035652,0.9333333373069764,0.8722021579742432,0.8611372709274292,0.8090637922286987,0.02827521041035652,0.291262149810791,0.7564182877540588,1.0,0.8101945519447327,0.7820106744766235,0.8090637922286987,0.02827521041035652,0.8342887759208679,0.889228343963623,0.8722021579742432,0.4638128876686096,1.0,1.0,1.0,0.291262149810791,0.56,0.451127827167511,0.9666666984558104,0.7564182877540588,0.9830508828163148,1.0,0.8611372709274292,0.02827521041035652
kenn_top_down_adapter_bert_ms,2,yh5dnzbm,0.9666666388511658,0.5042016506195068,1.0,0.33707866072654724,0.889228343963623,0.02733270451426506,0.6363636255264282,0.25,1.0,0.8356646299362183,0.8337037563323975,0.6010362505912781,0.6474488377571106,0.43609023094177246,0.9666666984558104,18,0.7847058176994324,0.7567567229270935,0.8140161633491516,0.8337037563323975,0.02779597043991089,0.5042016506195068,0.02827521041035652,0.9333333373069764,0.8722021579742432,0.8611372709274292,0.8116556406021118,0.02827521041035652,0.33707866072654724,0.7631080150604248,1.0,0.8140161633491516,0.7847058176994324,0.8116556406021118,0.02827521041035652,0.8356646299362183,0.889228343963623,0.8722021579742432,0.4867211580276489,1.0,1.0,1.0,0.33707866072654724,0.52,0.5042016506195068,0.9666666984558104,0.7631080150604248,0.9830508828163148,1.0,0.8611372709274292,0.02827521041035652
kenn_bottom_up_adapter_bert_ms,2,3jlafruz,0.9666666388511658,0.7692307829856873,1.0,0.625,0.889228343963623,0.02733270451426506,0.6363636255264282,0.25,1.0,0.837782621383667,0.8431668877601624,0.7631579041481018,0.7633389234542847,0.6304348111152649,0.9666666984558104,18,0.8016423583030701,0.7567567229270935,0.8254185318946838,0.8431668877601624,0.02779597043991089,0.7692307829856873,0.02827521041035652,0.9333333373069764,0.8722021579742432,0.8611372709274292,0.8156613111495972,0.02827521041035652,0.625,0.7833982110023499,1.0,0.8254185318946838,0.8016423583030701,0.8156613111495972,0.02827521041035652,0.837782621383667,0.889228343963623,0.8722021579742432,0.6306818127632141,1.0,1.0,1.0,0.625,0.21,0.7692307829856873,0.9666666984558104,0.7833982110023499,0.9830508828163148,1.0,0.8611372709274292,0.02827521041035652
kenn_hybrid_adapter_bert_ms,1,3m0wviqg,0.949999988079071,0.7733333110809326,0.9666666984558104,0.644444465637207,0.8872675895690918,0.02686145156621933,0.6363636255264282,0.25,0.9666666984558104,0.8375595808029175,0.8429153561592102,0.7651007175445557,0.7650682926177979,0.6404494643211365,0.949999988079071,18,0.802786111831665,0.7567567229270935,0.8255813717842102,0.8429153561592102,0.02709502913057804,0.7733333110809326,0.02733270451426506,0.9333333373069764,0.8714801669120789,0.860666036605835,0.8156613111495972,0.02733270451426506,0.644444465637207,0.7842755317687988,0.9666666388511658,0.8255813717842102,0.802786111831665,0.8156613111495972,0.02733270451426506,0.8375595808029175,0.8872675895690918,0.8714801669120789,0.6404040455818176,0.9666666388511658,0.9666666984558104,0.9666666388511658,0.644444465637207,0.19,0.7733333110809326,0.9500000476837158,0.7842755317687988,0.9582608938217164,0.9666666984558104,0.860666036605835,0.02733270451426506
kenn_top_down_adapter_bert_ms,1,37k30b1p,0.9666666388511658,0.5042016506195068,1.0,0.33707866072654724,0.889228343963623,0.02733270451426506,0.6363636255264282,0.25,1.0,0.8356646299362183,0.8337037563323975,0.6010362505912781,0.6474488377571106,0.43609023094177246,0.9666666984558104,13,0.7847058176994324,0.7567567229270935,0.8140161633491516,0.8337037563323975,0.02779597043991089,0.5042016506195068,0.02827521041035652,0.9333333373069764,0.8722021579742432,0.8611372709274292,0.8116556406021118,0.02827521041035652,0.33707866072654724,0.7631080150604248,1.0,0.8140161633491516,0.7847058176994324,0.8116556406021118,0.02827521041035652,0.8356646299362183,0.889228343963623,0.8722021579742432,0.4867211580276489,1.0,1.0,1.0,0.33707866072654724,0.51,0.5042016506195068,0.9666666984558104,0.7631080150604248,0.9830508828163148,1.0,0.8611372709274292,0.02827521041035652
kenn_bottom_up_adapter_bert_ms,1,3w2k098x,0.9666666388511658,0.7594937086105347,1.0,0.6122449040412903,0.889228343963623,0.02733270451426506,0.6363636255264282,0.25,1.0,0.837782621383667,0.842751681804657,0.758169949054718,0.7586488723754883,0.6236559152603149,0.9666666984558104,13,0.8008920550346375,0.7567567229270935,0.8251366019248962,0.842751681804657,0.02779597043991089,0.7594937086105347,0.02827521041035652,0.9333333373069764,0.8722021579742432,0.8611372709274292,0.8156613111495972,0.02827521041035652,0.6122449040412903,0.7828904986381531,1.0,0.8251366019248962,0.8008920550346375,0.8156613111495972,0.02827521041035652,0.837782621383667,0.889228343963623,0.8722021579742432,0.6243042945861816,1.0,1.0,1.0,0.6122449040412903,0.21,0.7594937086105347,0.9666666984558104,0.7828904986381531,0.9830508828163148,1.0,0.8611372709274292,0.02827521041035652
kenn_hybrid_adapter_bert_ms,0,1g3hxiab,0.9666666388511658,0.234375,1.0,0.13274335861206055,0.889228343963623,0.02733270451426506,0.6363636255264282,0.25,1.0,0.8241011500358582,0.8268709182739258,0.35151514410972595,0.55022132396698,0.21481481194496155,0.9666666984558104,12,0.7726860642433167,0.7567567229270935,0.7780998349189758,0.8268709182739258,0.02779597043991089,0.234375,0.02827521041035652,0.9333333373069764,0.8722021579742432,0.8611372709274292,0.7901194095611572,0.02827521041035652,0.13274335861206055,0.7023255825042725,1.0,0.7780998349189758,0.7726860642433167,0.7901194095611572,0.02827521041035652,0.8241011500358582,0.889228343963623,0.8722021579742432,0.3845534920692444,1.0,1.0,1.0,0.13274335861206055,0.88,0.234375,0.9666666984558104,0.7023255825042725,0.9830508828163148,1.0,0.8611372709274292,0.02827521041035652
