name,instance,run_id,test_incremental_GPE/macro_types/recall,test_incremental_GPE-STATE_PROVINCE/macro_types/f1,test_incremental_only/macro_example/f1,test_incremental_GPE-COUNTRY/macro_types/f1,test_incremental_only/macro_example_exclusive/f1,test_incremental/macro_example_exclusive/precision,test_incremental_GPE-CITY/macro_types/f1,test_incremental/macro_example/f1,test_pretraining/macro_types/recall,test/macro_types/f1,test_incremental/micro/f1,test_incremental_only/micro/precision,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/f1,test_incremental_only/macro_example/precision,test_incremental/macro_types/precision,test_incremental_only/macro_example/recall,test_incremental_only/macro_example_exclusive/precision,test_pretraining/macro_example/f1,test_incremental_GPE-COUNTRY/macro_types/precision,test/macro_example/precision,test_incremental_only/micro/f1,test/macro_example/recall,test_incremental/macro_types/f1,test_incremental/micro/precision,test_incremental/macro_example/recall,test/micro/precision,test/macro_types/precision,test_incremental/micro/recall,test_incremental_only/micro/recall,test_incremental/macro_types/recall,test_incremental_GPE/macro_types/f1,test_pretraining/macro_example/precision,test_incremental_GPE-CITY/macro_types/precision,test_incremental_only/macro_types/f1,test_pretraining/macro_types/precision,test_incremental_GPE-CITY/macro_types/recall,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/recall,test/micro/recall,test/macro_types/recall,test_pretraining/micro/precision,test_incremental_GPE/macro_types/precision,epoch,test_pretraining/micro/f1,test_pretraining/micro/recall,test_pretraining/macro_example/recall,test_incremental_GPE-STATE_PROVINCE/macro_types/recall,test/micro/f1,test/macro_example/f1,threshold_incremental,test_incremental_only/macro_types/precision,test_incremental_GPE-STATE_PROVINCE/macro_types/precision,test_incremental_GPE-COUNTRY/macro_types/recall,test_incremental_only/macro_types/recall,threshold_pretraining,test_pretraining/macro_types/f1
kenn_hybrid_adapter_bert_ms,2,b5ubgsiy,0.970588207244873,0.8307691812515259,0.08105286210775375,0.7234042882919312,0.8431087732315063,0.9166667461395264,0.6987951397895813,0.08749156445264816,0.874375581741333,0.8314424753189087,0.782608687877655,0.6766917109489441,0.08812440931797028,0.910083830356598,0.08058434724807739,0.6918367147445679,0.08152686059474945,0.8382353782653809,0.8315399885177612,0.6666666865348816,0.8093936443328857,0.7438016533851624,0.854932427406311,0.7694629430770874,0.6948529481887817,0.08686773478984833,0.7793484926223755,0.7925282120704651,0.8957346081733704,0.8256880640983582,0.866710364818573,0.821576714515686,0.8093936443328857,0.6170212626457214,0.7514355778694153,0.7925282120704651,0.8055555820465088,0.9035948514938354,0.8480392694473267,0.8661202192306519,0.874375581741333,0.7793484926223755,0.7122302055358887,20,0.8204464316368103,0.8661202192306519,0.854932427406311,0.8999999761581421,0.8204464316368103,0.8315399885177612,0.14,0.6850388646125793,0.7714285850524902,0.7906976938247681,0.8320844173431396,0.25,0.8314424753189087
kenn_top_down_adapter_bert_ms,2,3psxgzxy,0.970588207244873,0.7887323498725891,0.08176180720329285,0.6285714507102966,0.850483238697052,0.9313726425170898,0.6041666269302368,0.088182732462883,0.8749059438705444,0.8212302327156067,0.7368420958518982,0.5521472096443176,0.08953816443681717,0.9172735214233398,0.08199810981750488,0.6026871204376221,0.08152686059474945,0.8529412746429443,0.8275092840194702,0.5322580933570862,0.8017907738685608,0.6617646813392639,0.854932427406311,0.7118250131607056,0.6258277893066406,0.08686773478984833,0.7652384042739868,0.7737599015235901,0.8957346081733704,0.8256880640983582,0.869229793548584,0.821576714515686,0.8017907738685608,0.4833333194255829,0.6749428510665894,0.7737599015235901,0.8055555820465088,0.9035948514938354,0.8480392694473267,0.8661202192306519,0.8749059438705444,0.7652384042739868,0.7122302055358887,20,0.8125600814819336,0.8661202192306519,0.854932427406311,0.9333333373069764,0.8125600814819336,0.8275092840194702,0.16,0.5661727786064148,0.6829268336296082,0.7674418687820435,0.8354436159133911,0.25,0.8212302327156067
kenn_bottom_up_adapter_bert_ms,2,1wjlmh2q,0.970588207244873,0.8115941882133484,0.08197373896837234,0.7070707678794861,0.852687656879425,0.9068628549575806,0.5918367505073547,0.08749495446681976,0.8773539066314697,0.8256291151046753,0.7534516453742981,0.5859872698783875,0.08718190342187881,0.9101191163063048,0.08058435469865799,0.6307302117347717,0.08341187238693237,0.8382353782653809,0.8292328715324402,0.625,0.8044769167900085,0.6917293667793274,0.8555607795715332,0.7350992560386658,0.6452702879905701,0.08781024813652039,0.7692307829856873,0.7796636819839478,0.9052132964134216,0.8440366983413696,0.8808576464653015,0.821576714515686,0.8044769167900085,0.4677419364452362,0.7062179446220398,0.7796636819839478,0.8055555820465088,0.9133987426757812,0.867647111415863,0.8674863576889038,0.8773539066314697,0.7692307829856873,0.7122302055358887,20,0.8154093027114868,0.8674863576889038,0.8555607795715332,0.9333333373069764,0.8154093027114868,0.8292328715324402,0.060000000000000005,0.6035635471343994,0.7179487347602844,0.8139534592628479,0.8509474992752075,0.25,0.8256291151046753
kenn_hybrid_adapter_bert_ms,1,1n1uz7u3,0.970588207244873,0.8059700727462769,0.0801103338599205,0.6868687272071838,0.8333045244216919,0.9068627953529358,0.6666666269302368,0.0867874026298523,0.8729135990142822,0.8268629908561707,0.7657840847969055,0.631205677986145,0.08718189597129822,0.9027593731880188,0.07964184880256653,0.6581090092658997,0.08058436214923859,0.8284314274787903,0.8299643993377686,0.6071428656578064,0.8068331480026245,0.7120000123977661,0.8544611930847168,0.7455418705940247,0.6714285612106323,0.0863964781165123,0.77492356300354,0.7854276895523071,0.8909952640533447,0.8165137767791748,0.859765887260437,0.821576714515686,0.8068331480026245,0.5833333134651184,0.720031201839447,0.7854276895523071,0.7777777910232544,0.8986928462982178,0.8382353186607361,0.8654371500015259,0.8729135990142822,0.77492356300354,0.7122302055358887,19,0.8176831007003784,0.8654371500015259,0.8544611930847168,0.8999999761581421,0.8176831007003784,0.8299643993377686,0.19,0.6400686502456665,0.7297297120094299,0.7906976938247681,0.8228251934051514,0.25,0.8268629908561707
kenn_top_down_adapter_bert_ms,1,212ut9pe,0.970588207244873,0.7671233415603638,0.08105286210775375,0.5528454780578613,0.8431087732315063,0.9068627953529358,0.4869565665721894,0.08702453225851059,0.8746678829193115,0.8131166100502014,0.6847826242446899,0.4455445408821106,0.08718189597129822,0.9052258133888244,0.08058434724807739,0.5357058048248291,0.08152686059474945,0.8382353186607361,0.8185473680496216,0.42500001192092896,0.7852654457092285,0.5787781476974487,0.8547753691673279,0.6625503897666931,0.5542522072792053,0.08686773478984833,0.7476415038108826,0.7596585750579834,0.8957346081733704,0.8256880640983582,0.8680992126464844,0.821576714515686,0.7852654457092285,0.3544303774833679,0.6067658066749573,0.7596585750579834,0.7777777910232544,0.9035948514938354,0.8480392694473267,0.8661202192306519,0.8746678829193115,0.7476415038108826,0.7122302055358887,19,0.8025316596031189,0.8661202192306519,0.8547753691673279,0.9333333373069764,0.8025316596031189,0.8185473680496216,0.18000000000000002,0.47686442732810974,0.6511628031730652,0.7906976938247681,0.8339362740516663,0.25,0.8131166100502014
kenn_bottom_up_adapter_bert_ms,1,2bdurxns,0.970588207244873,0.7605634331703186,0.07914534211158752,0.698113203048706,0.823266863822937,0.8921568989753723,0.6206896901130676,0.08623681217432022,0.8751235008239746,0.8235956430435181,0.7524753212928772,0.5870967507362366,0.08576814085245132,0.8970321416854858,0.0777568370103836,0.6218700408935547,0.08058435469865799,0.8088235855102539,0.8277032971382141,0.5873016119003296,0.8022934198379517,0.689393937587738,0.8547753691673279,0.7253918051719666,0.646258533000946,0.08671064674854279,0.7695572972297668,0.7777984142303467,0.900473952293396,0.8348624110221863,0.8702633380889893,0.821576714515686,0.8022934198379517,0.529411792755127,0.6932648420333862,0.7777984142303467,0.75,0.9019608497619628,0.8382353782653809,0.8668032884597778,0.8751235008239746,0.7695572972297668,0.7122302055358887,10,0.815290629863739,0.8668032884597778,0.8547753691673279,0.8999999761581421,0.815290629863739,0.8277032971382141,0.21,0.5917500257492065,0.6585366129875183,0.8604651093482971,0.8368217349052429,0.25,0.8235956430435181
kenn_hybrid_adapter_bert_ms,0,3sdlskk9,0.970588207244873,0.7671233415603638,0.08123591542243958,0.8316831588745117,0.8450128436088562,0.8986928462982178,0.5365853905677795,0.08709762245416641,0.8756879568099976,0.8261519074440002,0.7686116695404053,0.6258503198623657,0.0863964781165123,0.9059861302375792,0.0791705921292305,0.641447901725769,0.08341187238693237,0.8235294818878174,0.8304587602615356,0.7241379022598267,0.8069274425506592,0.7187499403953552,0.85540372133255,0.7395023703575134,0.6678321957588196,0.08781024068593979,0.7739183306694031,0.7819200754165649,0.9052132964134216,0.8440366983413696,0.8729442358016968,0.821576714515686,0.8069274425506592,0.47826087474823,0.7121440768241882,0.7819200754165649,0.6111111044883728,0.9133987426757812,0.867647111415863,0.8674863576889038,0.8756879568099976,0.7739183306694031,0.7122302055358887,16,0.8180354833602905,0.8674863576889038,0.85540372133255,0.9333333373069764,0.8180354833602905,0.8304587602615356,0.14,0.6178538799285889,0.6511628031730652,0.9767441749572754,0.8403962850570679,0.25,0.8261519074440002
kenn_top_down_adapter_bert_ms,0,2l5c3dhi,0.970588207244873,0.6823528409004211,0.0817292109131813,0.7884615659713745,0.8501441478729248,0.9101307988166808,0.35772356390953064,0.08765286952257156,0.876218318939209,0.8144402503967285,0.6907775402069092,0.4532019793987274,0.0874960720539093,0.9117618203163148,0.08011309802532196,0.5411268472671509,0.08341187238693237,0.8333333730697632,0.8201485872268677,0.6721311211585999,0.7876845598220825,0.5897435545921326,0.85540372133255,0.6688409447669983,0.5584795475006104,0.08781024068593979,0.7483794689178467,0.7607998251914978,0.9052132964134216,0.8440366983413696,0.875463604927063,0.821576714515686,0.7876845598220825,0.25287356972694397,0.615214467048645,0.7607998251914978,0.6111111044883728,0.9133987426757812,0.867647111415863,0.8674863576889038,0.876218318939209,0.7483794689178467,0.7122302055358887,16,0.8035431504249573,0.8674863576889038,0.85540372133255,0.9666666388511658,0.8035431504249573,0.8201485872268677,0.2,0.48409247398376465,0.5272727012634277,0.9534883499145508,0.8437554240226746,0.25,0.8144402503967285
kenn_bottom_up_adapter_bert_ms,0,38ztxvv9,0.970588207244873,0.8358209133148193,0.07868805527687073,0.8041236996650696,0.818510115146637,0.9199346899986268,0.5454545617103577,0.08716379106044769,0.8705539703369141,0.8278626799583435,0.7759336233139038,0.6666666865348816,0.08843858540058136,0.9066743850708008,0.07775682955980301,0.6758511066436768,0.07964184880256653,0.8088235855102539,0.8309446573257446,0.7222222089767456,0.8089694976806641,0.730290412902832,0.8541470170021057,0.7524211406707764,0.6900368928909302,0.08592522144317627,0.7785977721214294,0.789162814617157,0.8862559199333191,0.8073394298553467,0.8485578894615173,0.821576714515686,0.8089694976806641,0.5121951103210449,0.7287423014640808,0.789162814617157,0.5833333134651184,0.8937909007072449,0.8284314274787903,0.8647540807723999,0.8705539703369141,0.7785977721214294,0.7122302055358887,16,0.8194175362586975,0.8647540807723999,0.8541470170021057,0.9333333373069764,0.8194175362586975,0.8309446573257446,0.19,0.6637247800827026,0.7567567825317383,0.9069767594337464,0.8078811764717102,0.25,0.8278626799583435
box_adapter_bert_ms,2,1ei2uybz,0.970588207244873,0.35064932703971863,0.04827152192592621,0.5060241222381592,0.5021184682846069,0.5049020051956177,0.4375,0.06374803185462952,0.8857327103614807,0.8098629713058472,0.5734463334083557,0.28032344579696655,0.048539113253355026,0.6631046533584595,0.032673582434654236,0.4067944288253784,0.09236569702625276,0.33986932039260864,0.820790708065033,0.3414634168148041,0.7898074388504028,0.4333333373069763,0.8543041348457336,0.5705341696739197,0.4084506928920746,0.09283694624900818,0.6936100721359253,0.7459652423858643,0.9620853066444396,0.9541284441947936,0.954888641834259,0.8684210181236267,0.7898074388504028,0.2822580635547638,0.43306630849838257,0.7459652423858643,0.9722222089767456,0.9656863212585448,0.9607843160629272,0.8674863576889038,0.8857327103614807,0.6936100721359253,0.7857142686843872,10,0.7708649635314941,0.8674863576889038,0.8543041348457336,0.8999999761581421,0.7708649635314941,0.820790708065033,0.09,0.2804878056049347,0.2177419364452362,0.9767441749572754,0.949655532836914,0.175,0.8098629713058472
box_adapter_bert_ms,1,3uvo4b51,0.970588207244873,0.5846154093742371,0.048247165977954865,0.035005833953619,0.5018652081489563,0.7500001192092896,0.17674417793750763,0.0708228200674057,0.8152580857276917,0.7740490436553955,0.22271062433719635,0.05155641958117485,0.07210178673267365,0.7366963624954224,0.04995287209749222,0.3632860481739044,0.046654097735881805,0.5196079015731812,0.6176269054412842,0.018427519127726555,0.4892240166664123,0.0932277962565422,0.8374175429344177,0.45816850662231445,0.1317157745361328,0.06958843767642975,0.4899517595767975,0.7368056178092957,0.7203791737556458,0.4862385392189026,0.6201341152191162,0.8684210181236267,0.4892240166664123,0.10614524781703948,0.30856215953826904,0.7368056178092957,0.5277777910232544,0.7238563299179077,0.4852941334247589,0.8326502442359924,0.8152580857276917,0.4899517595767975,0.7857142686843872,11,0.6169028282165527,0.8326502442359924,0.8374175429344177,0.6333333253860474,0.6169028282165527,0.6176269054412842,0.99,0.22247666120529175,0.5428571701049805,0.3488371968269348,0.5033161044120789,0.175,0.7740490436553955
box_adapter_bert_ms,0,3netd69x,0.970588207244873,0.2842639684677124,0.049556881189346313,0.4095238149166107,0.5154888033866882,0.5065360069274902,0.3461538553237915,0.06414169073104858,0.890173077583313,0.8052204251289368,0.4887307286262512,0.2114624530076981,0.04869619756937027,0.6671993732452393,0.0336160883307457,0.3550415635108948,0.09425070881843568,0.34967324137687683,0.8113852143287659,0.257485032081604,0.7719311714172363,0.3479674756526947,0.855089545249939,0.5206729769706726,0.32594937086105347,0.09393653273582458,0.6475076079368591,0.7350699305534363,0.9763033390045166,0.9816513657569884,0.9759804010391236,0.8684210181236267,0.7719311714172363,0.20930232107639313,0.34775248169898987,0.7350699305534363,1.0,0.9771242141723632,0.9803922176361084,0.869535505771637,0.890173077583313,0.6475076079368591,0.7857142686843872,10,0.7422739863395691,0.869535505771637,0.855089545249939,0.9333333373069764,0.7422739863395691,0.8113852143287659,0.02,0.21148402988910675,0.16766467690467834,1.0,0.9777778387069702,0.175,0.8052204251289368
classifier_adapter_bert_ms,2,3dihpbc4,0.970588207244873,0.7536232471466064,0.07587569206953049,0.7102803587913513,0.7892560362815857,0.8284314274787903,0.5504587292671204,0.08366868644952774,0.8789790868759155,0.8222113847732544,0.73384028673172,0.5340909361839294,0.07964184880256653,0.8703184723854065,0.06958843767642975,0.5959014892578125,0.08341187238693237,0.7238562703132629,0.8280677795410156,0.59375,0.802010715007782,0.659649133682251,0.8558749556541443,0.7133878469467163,0.6126984357833862,0.08812440931797028,0.7616766691207886,0.7723313570022583,0.914691925048828,0.8623853325843811,0.8885772824287415,0.821576714515686,0.802010715007782,0.4109589159488678,0.6765797734260559,0.7723313570022583,0.8333333134651184,0.9166667461395264,0.867647111415863,0.868852436542511,0.8789790868759155,0.7616766691207886,0.7122302055358887,23,0.8117421865463257,0.868852436542511,0.8558749556541443,0.8666666746139526,0.8117421865463257,0.8280677795410156,0.17,0.5571252107620239,0.6666666865348816,0.8837209343910217,0.8612403869628906,0.25,0.8222113847732544
